web_name,opponent_19,predicted_points_19,opponent_20,predicted_points_20,opponent_21,predicted_points_21,opponent_22,predicted_points_22,opponent_23,predicted_points_23,predicted_points_mean,points_per_game,form,id,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,in_dreamteam,news,news_added,now_cost,photo,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,last_opponent,defender,attacker,minutes_last_game,games_injured,games_dropped,games_played,games_started,nail,games_played_last5,minutes_last5,minutes_pg_last5,games_injured_last5,games_dropped_last5,games_started_last5,nail_last5,ict_index_pg,bps_pg,influence_pg,creativity_pg,threat_pg,points_pg_last5,ict_index_pg_last5,bps_pg_last5,influence_pg_last5,creativity_pg_last5,threat_pg_last5,fixture_difficulty,opponent,is_home,opp_GS_pg,opp_GA_pg,opp_GS_last5_pg,opp_GA_last5_pg,opp_total_points_conceded_pg_atk,opp_ict_index_conceded_pg_atk,opp_influence_conceded_pg_atk,opp_creativity_conceded_pg_atk,opp_threat_conceded_pg_atk,opp_bps_conceded_pg_atk,opp_total_points_conceded_pg_def,opp_ict_index_conceded_pg_def,opp_influence_conceded_pg_def,opp_creativity_conceded_pg_def,opp_threat_conceded_pg_def,opp_bps_conceded_pg_def,opp_total_points_conceded_pg_atk_last5,opp_ict_index_conceded_pg_atk_last5,opp_influence_conceded_pg_atk_last5,opp_creativity_conceded_pg_atk_last5,opp_threat_conceded_pg_atk_last5,opp_bps_conceded_pg_atk_last5,opp_total_points_conceded_pg_def_last5,opp_ict_index_conceded_pg_def_last5,opp_influence_conceded_pg_def_last5,opp_creativity_conceded_pg_def_last5,opp_threat_conceded_pg_def_last5,opp_bps_conceded_pg_def_last5
Sterling,FUL,15.21,CRY,12.95,LIV,12.32,FUL,10.81,WHU,13.5,12.96,4.3,7.5,304,100.0,0.0,103955,0,0,-3,3,1,3,15.0,8.5,9,Raheem,False,0,0,97,103955.jpg,Sterling,5.1,False,0.0,a,6,8,60,1319826,86868,1537046,7621,0.8,6.2,1107,4,2,4,14,0,0,0,3,0,0,6,141,242.0,314.3,391.0,94.7,13,3.409,2.06009,5.4690900000000005,15.9378,109,48,38,32,33,20,32,23,5.0,0.0,0.0,0.0,0.0,0.0,0.27715,0.0,0.16749,0.44464,1.29576,1.14,8,5,14,7,47,24,67,18,1.05691,0.3252,16,0,1,71.0,0.0,5.0,14.0,13.0,0.72,4.0,310.0,78.0,0.0,1.0,4.0,0.8,6.76,10.07,17.29,22.45,27.93,4.25,6.0,11.25,18.5,24.0,17.5,5,13,1,2.4,0.9,1.6,1.0,17.1,19.6,73.2,53.7,69.6,61.2,7.5,11.6,89.3,14.5,12.1,61.2,18.8,22.9,80.8,61.0,86.6,63.2,12.0,15.7,123.4,13.2,20.6,75.2
Mitrović,CHE,17.58,NEW,7.94,TOT,11.48,CHE,8.95,NFO,13.47,11.88,5.4,7.5,210,100.0,100.0,128389,1,-1,6,-6,2,4,14.5,7.5,0,Aleksandar,False,0,2022-12-23T14:30:07.717235Z,71,128389.jpg,Mitrović,33.0,False,0.0,a,9,54,76,6791768,852679,4525102,43453,1.1,10.7,1193,10,2,4,18,0,0,2,4,0,0,11,261,430.8,175.5,880.0,148.1,14,9.3829,0.87376,10.25666,20.0865,16,4,93,11,4,4,7,5,0.0,0.0,3.0,0.0,1.0,0.0,0.70785,0.0,0.06592,0.77376,1.5153299999999998,1.36,36,17,12,3,17,5,10,2,1.05616,0.30176,17,0,1,90.0,4.0,1.0,14.0,13.0,0.93,3.0,264.0,88.0,2.0,0.0,3.0,1.0,10.58,18.64,30.77,12.54,62.86,5.33,11.6,13.0,21.0,18.83,78.33,3,6,1,1.1,1.0,0.8,1.4,19.1,28.0,89.2,83.3,107.9,65.8,15.3,14.2,86.3,30.6,24.4,74.2,21.2,32.6,89.9,108.9,129.4,70.6,24.4,16.8,101.4,30.7,35.2,96.6
Havertz,MCI,14.32,CRY,10.18,LIV,10.01,FUL,9.7,WHU,11.13,11.07,3.4,7.0,145,100.0,0.0,219847,0,0,-2,2,1,4,14.0,8.0,2,Kai,False,0,0,78,219847.jpg,Havertz,6.6,False,0.0,a,6,8,51,880853,194571,677463,28289,0.9,6.5,1061,4,1,4,14,0,0,0,3,0,0,8,145,226.4,150.3,438.0,81.6,13,3.6973,0.79448,4.49178,17.0914,133,12,114,12,23,10,54,11,0.0,0.0,0.0,0.0,3.0,0.0,0.31363,0.0,0.06738999999999999,0.38101999999999997,1.44979,1.19,24,13,21,5,116,15,52,8,1.10273,0.3393,16,0,1,90.0,0.0,6.0,15.0,12.0,0.67,5.0,350.0,70.0,0.0,1.0,4.0,0.8,5.44,9.67,15.09,10.02,29.2,5.2,7.06,16.6,22.0,13.92,34.8,2,9,0,1.6,1.5,1.4,1.0,25.4,38.2,123.8,102.2,156.6,92.8,12.7,14.9,85.6,33.3,30.7,73.1,24.0,32.3,111.1,92.5,120.0,89.6,13.6,15.6,101.2,31.7,24.2,78.0
Mount,FUL,12.84,CRY,9.45,LIV,9.81,FUL,8.33,WHU,10.85,10.26,4.1,6.0,142,100.0,0.0,184341,1,-1,-4,4,2,3,12.0,7.0,2,Mason,False,0,0,76,184341.jpg,Mount,10.3,False,0.0,a,6,8,65,2039990,267699,1896259,29842,0.8,8.6,1191,3,3,5,17,0,0,0,2,0,0,8,227,292.6,339.8,331.0,96.6,15,1.7615,1.60543,3.3669300000000004,19.0663,67,29,29,23,43,26,31,22,3.0,0.0,3.0,0.0,2.0,0.0,0.13310999999999998,0.0,0.12132000000000001,0.25443000000000005,1.44078,1.28,26,13,37,18,57,29,39,13,1.1335,0.37783,16,0,1,72.0,0.0,4.0,16.0,14.0,0.78,5.0,401.0,80.0,0.0,0.0,5.0,1.0,6.04,14.19,18.29,21.24,20.69,3.6,4.76,12.6,15.8,15.74,16.2,5,13,1,2.4,0.9,1.6,1.0,17.1,19.6,73.2,53.7,69.6,61.2,7.5,11.6,89.3,14.5,12.1,61.2,18.8,22.9,80.8,61.0,86.6,63.2,12.0,15.7,123.4,13.2,20.6,75.2
Andreas,CHE,14.45,NEW,7.01,TOT,8.96,CHE,5.91,NFO,6.38,8.54,4.1,4.0,346,100.0,100.0,156689,0,0,1,-1,1,3,7.5,4.0,5,Andreas,False,0,2022-08-14T00:00:05.954103Z,46,156689.jpg,Hoelgebaum Pereira,25.2,False,0.0,a,9,54,69,2692300,164112,2232535,41577,0.9,15.0,1414,2,6,4,23,0,0,0,3,0,0,6,210,263.8,619.5,247.0,112.9,17,3.0298,2.2363,5.2661,25.0724,89,40,3,2,69,44,23,16,1.0,0.0,1.0,0.0,2.0,0.0,0.19284,0.0,0.14234000000000002,0.33518000000000003,1.59584,1.46,316,189,75,33,54,27,14,6,1.08204,0.2546,17,0,1,90.0,0.0,1.0,17.0,17.0,0.94,5.0,426.0,85.0,0.0,0.0,5.0,1.0,6.64,12.35,15.52,36.44,14.53,3.8,7.0,10.6,15.2,41.32,14.0,3,6,1,1.1,1.0,0.8,1.4,19.1,28.0,89.2,83.3,107.9,65.8,15.3,14.2,86.3,30.6,24.4,74.2,21.2,32.6,89.9,108.9,129.4,70.6,24.4,16.8,101.4,30.7,35.2,96.6
Haaland,CHE,4.92,TOT,11.6,WOL,7.73,TOT,4.85,AVL,12.85,8.39,9.5,9.5,318,100.0,100.0,223094,0,0,7,-7,6,4,10.0,10.5,6,Erling,True,0,2022-10-25T22:30:07.174496Z,122,223094.jpg,Haaland,84.7,False,0.0,a,13,43,142,5397142,30122,1670959,10445,0.8,11.6,1216,21,3,5,15,0,0,0,3,0,0,23,588,782.6,189.6,1067.0,204.0,14,13.5919,2.14954,15.741439999999999,9.9306,1,1,86,8,1,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0059799999999999,0.0,0.15909,1.16507,0.735,1.11,3,1,4,1,2,1,1,1,1.0361799999999999,0.37006999999999995,8,0,1,90.0,1.0,3.0,15.0,14.0,0.82,4.0,296.0,74.0,1.0,1.0,3.0,0.75,13.6,39.2,52.17,12.64,71.13,6.25,10.4,25.75,35.45,11.8,56.75,4,6,0,1.1,1.0,0.8,1.4,19.1,28.0,89.2,83.3,107.9,65.8,15.3,14.2,86.3,30.6,24.4,74.2,21.2,32.6,89.9,108.9,129.4,70.6,24.4,16.8,101.4,30.7,35.2,96.6
Ream,CHE,11.8,NEW,7.33,TOT,6.44,CHE,4.97,NFO,8.42,7.79,2.8,8.0,201,100.0,0.0,82514,0,0,0,0,1,2,15.5,8.0,2,Tim,False,0,0,45,82514.jpg,Ream,1.6,False,0.0,a,9,54,47,187545,84525,38734,7572,1.8,10.4,1527,1,0,4,27,0,0,0,1,0,0,4,299,340.4,18.7,68.0,42.9,17,0.2373,0.12761,0.36491,29.768,52,12,336,119,222,51,156,37,0.0,0.0,0.0,0.0,0.0,0.0,0.01399,0.0,0.007520000000000001,0.021509999999999998,1.7545,1.59,331,65,8,3,164,50,133,48,1.00196,0.23576,17,1,0,90.0,0.0,1.0,17.0,17.0,0.94,5.0,450.0,90.0,0.0,0.0,5.0,1.0,2.52,17.59,20.02,1.1,4.0,4.8,3.78,21.2,24.44,0.84,12.4,3,10,0,1.4,1.7,1.0,1.2,26.1,36.3,117.2,107.7,137.9,95.9,14.2,14.8,84.5,39.1,23.8,81.0,23.2,36.9,94.4,122.4,152.6,87.0,22.6,18.9,97.3,67.7,23.4,103.2
Willian,CHE,13.75,NEW,5.15,TOT,7.42,CHE,5.52,NFO,7.11,7.79,3.6,4.0,614,100.0,100.0,47431,0,0,0,0,0,3,7.5,4.0,2,Willian,False,0,2022-10-01T18:30:07.093457Z,55,47431.jpg,Borges da Silva,0.2,False,0.0,a,9,54,36,59498,7514,40883,1350,0.7,6.5,734,1,2,3,7,0,0,0,0,0,0,4,136,133.8,253.0,210.0,59.6,8,1.9905,0.68785,2.67835,11.113,230,98,52,43,83,52,99,66,2.0,0.0,0.0,0.0,0.0,0.0,0.24406999999999998,0.0,0.08434,0.32841,1.36263,0.86,105,55,82,38,91,43,341,123,0.98093,0.36785,17,0,1,90.0,2.0,3.0,10.0,8.0,0.73,5.0,430.0,86.0,0.0,0.0,5.0,1.0,5.96,13.6,13.38,25.3,21.0,3.0,5.86,10.8,8.4,25.14,25.2,3,10,0,1.4,1.7,1.0,1.2,26.1,36.3,117.2,107.7,137.9,95.9,14.2,14.8,84.5,39.1,23.8,81.0,23.2,36.9,94.4,122.4,152.6,87.0,22.6,18.9,97.3,67.7,23.4,103.2
Arrizabalaga,MCI,9.89,CRY,7.82,LIV,8.42,FUL,6.01,WHU,6.75,7.78,5.1,6.0,133,100.0,100.0,109745,1,-1,1,-1,1,1,12.0,7.0,3,Kepa,False,0,2022-10-29T17:30:06.932408Z,46,109745.jpg,Arrizabalaga,7.4,False,0.0,a,6,8,41,1192112,75780,435000,12972,1.3,8.9,675,0,0,4,6,0,0,0,0,0,30,5,180,233.0,0.1,0.0,23.4,8,0.0,0.00472,0.00472,8.8913,120,19,443,9,627,58,268,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.00063,0.00063,1.18551,0.8,313,13,27,2,21,2,44,9,1.06667,0.53333,16,1,0,90.0,3.0,8.0,8.0,7.0,0.47,3.0,225.0,75.0,3.0,0.0,2.0,1.0,2.92,22.5,29.12,0.01,0.0,4.0,2.4,18.33,23.87,0.0,0.0,5,13,1,2.4,0.9,1.6,1.0,17.1,19.6,73.2,53.7,69.6,61.2,7.5,11.6,89.3,14.5,12.1,61.2,18.8,22.9,80.8,61.0,86.6,63.2,12.0,15.7,123.4,13.2,20.6,75.2
De Cordova-Reid,CHE,13.18,NEW,5.38,TOT,6.53,CHE,5.83,NFO,7.17,7.62,3.5,5.5,205,100.0,100.0,96994,0,0,0,0,0,3,10.5,5.5,2,Bobby,False,0,2022-10-29T19:30:07.541813Z,55,96994.jpg,De Cordova-Reid,0.3,False,0.0,a,9,54,56,59306,12091,42383,1810,1.0,10.2,1356,4,1,4,24,0,0,0,6,0,0,3,201,280.2,202.2,373.0,85.6,16,3.0571,0.8186,3.8757,26.0116,77,35,77,57,38,23,45,33,0.0,0.0,0.0,0.0,0.0,0.0,0.2029,0.0,0.054329999999999996,0.25724,1.72643,1.59,108,56,44,21,104,47,314,111,1.06195,0.26549,17,0,1,61.0,0.0,2.0,16.0,16.0,0.89,4.0,306.0,76.0,0.0,1.0,4.0,0.8,5.35,12.56,17.51,12.64,23.31,3.5,6.12,12.0,17.0,16.97,27.0,3,10,0,1.4,1.7,1.0,1.2,26.1,36.3,117.2,107.7,137.9,95.9,14.2,14.8,84.5,39.1,23.8,81.0,23.2,36.9,94.4,122.4,152.6,87.0,22.6,18.9,97.3,67.7,23.4,103.2
