web_name,opponent,element_type,defender,attacker,points_per_game,ict_index_pg,influence_pg,creativity_pg,threat_pg,bps_pg,form,ep_next,points_pg_last5,ict_index_pg_last5,bps_pg_last5,influence_pg_last5,creativity_pg_last5,threat_pg_last5,fixture_difficulty,is_home,opp_GS_pg,opp_GA_pg,opp_GS_last5_pg,opp_GA_last5_pg,opp_total_points_conceded_pg_atk,opp_total_points_conceded_pg_def,opp_total_points_conceded_pg_atk_last5,opp_total_points_conceded_pg_def_last5,opp_ict_index_conceded_pg_atk,opp_ict_index_conceded_pg_def,opp_ict_index_conceded_pg_atk_last5,opp_ict_index_conceded_pg_def_last5,opp_influence_conceded_pg_atk,opp_influence_conceded_pg_def,opp_influence_conceded_pg_atk_last5,opp_influence_conceded_pg_def_last5,opp_creativity_conceded_pg_atk,opp_creativity_conceded_pg_def,opp_creativity_conceded_pg_atk_last5,opp_creativity_conceded_pg_def_last5,opp_threat_conceded_pg_atk,opp_threat_conceded_pg_def,opp_threat_conceded_pg_atk_last5,opp_threat_conceded_pg_def_last5,opp_bps_conceded_pg_atk,opp_bps_conceded_pg_def,opp_bps_conceded_pg_atk_last5,opp_bps_conceded_pg_def_last5
Cédric,5,2,1,0,1.0,0.2,1.2,0.8,0.0,2.5,0.0,0.5,1.0,0.2,2.5,1.2,0.8,0.0,3,0,1.5,1.2,2.4,1.8,21.0,12.4,27.6,5.4,26.3,12.0,35.9,11.3,95.1,77.1,129.1,78.2,73.0,23.7,94.9,23.6,95.7,19.0,134.8,11.4,76.6,68.2,102.8,53.6
Xhaka,5,3,0,1,4.5,5.9,21.57,20.69,16.73,18.33,5.0,5.5,4.4,6.08,17.2,20.8,20.9,19.0,3,0,1.5,1.2,2.4,1.8,21.0,12.4,27.6,5.4,26.3,12.0,35.9,11.3,95.1,77.1,129.1,78.2,73.0,23.7,94.9,23.6,95.7,19.0,134.8,11.4,76.6,68.2,102.8,53.6
Elneny,5,3,0,1,1.2,0.25,1.05,1.32,0.0,6.0,1.0,1.5,1.0,0.07,3.0,0.0,0.5,0.0,3,0,1.5,1.2,2.4,1.8,21.0,12.4,27.6,5.4,26.3,12.0,35.9,11.3,95.1,77.1,129.1,78.2,73.0,23.7,94.9,23.6,95.7,19.0,134.8,11.4,76.6,68.2,102.8,53.6
Holding,5,2,1,0,1.0,0.05,0.6,0.02,0.0,3.5,0.0,0.5,1.0,0.0,3.0,0.0,0.0,0.0,3,0,1.5,1.2,2.4,1.8,21.0,12.4,27.6,5.4,26.3,12.0,35.9,11.3,95.1,77.1,129.1,78.2,73.0,23.7,94.9,23.6,95.7,19.0,134.8,11.4,76.6,68.2,102.8,53.6
Partey,5,3,0,1,3.7,4.1,19.1,12.32,9.5,17.08,2.0,2.5,3.6,4.04,16.4,18.6,11.7,10.0,3,0,1.5,1.2,2.4,1.8,21.0,12.4,27.6,5.4,26.3,12.0,35.9,11.3,95.1,77.1,129.1,78.2,73.0,23.7,94.9,23.6,95.7,19.0,134.8,11.4,76.6,68.2,102.8,53.6
Ødegaard,5,3,0,1,6.3,9.23,27.93,31.14,33.07,23.57,11.0,11.5,8.4,11.56,29.4,35.36,42.9,37.2,3,0,1.5,1.2,2.4,1.8,21.0,12.4,27.6,5.4,26.3,12.0,35.9,11.3,95.1,77.1,129.1,78.2,73.0,23.7,94.9,23.6,95.7,19.0,134.8,11.4,76.6,68.2,102.8,53.6
Tierney,5,2,1,0,1.6,1.25,4.92,4.14,3.46,6.54,2.0,2.5,1.25,0.85,5.0,3.05,3.9,1.5,3,0,1.5,1.2,2.4,1.8,21.0,12.4,27.6,5.4,26.3,12.0,35.9,11.3,95.1,77.1,129.1,78.2,73.0,23.7,94.9,23.6,95.7,19.0,134.8,11.4,76.6,68.2,102.8,53.6
Pépé,5,3,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1.5,1.2,2.4,1.8,21.0,12.4,27.6,5.4,26.3,12.0,35.9,11.3,95.1,77.1,129.1,78.2,73.0,23.7,94.9,23.6,95.7,19.0,134.8,11.4,76.6,68.2,102.8,53.6
White,5,2,1,0,4.5,3.44,17.41,14.41,2.6,21.27,2.0,2.5,5.4,4.58,25.6,19.6,22.1,4.0,3,0,1.5,1.2,2.4,1.8,21.0,12.4,27.6,5.4,26.3,12.0,35.9,11.3,95.1,77.1,129.1,78.2,73.0,23.7,94.9,23.6,95.7,19.0,134.8,11.4,76.6,68.2,102.8,53.6
Nketiah,5,4,0,1,1.4,2.18,4.22,3.12,14.77,3.46,6.0,6.5,2.67,4.37,8.33,11.87,5.3,26.33,3,0,1.5,1.2,2.4,1.8,21.0,12.4,27.6,5.4,26.3,12.0,35.9,11.3,95.1,77.1,129.1,78.2,73.0,23.7,94.9,23.6,95.7,19.0,134.8,11.4,76.6,68.2,102.8,53.6
