web_name,opponent,element_type,defender,attacker,points_per_game,ict_index_pg,influence_pg,creativity_pg,threat_pg,bps_pg,form,ep_next,points_pg_last5,ict_index_pg_last5,bps_pg_last5,influence_pg_last5,creativity_pg_last5,threat_pg_last5,fixture_difficulty,is_home,opp_GS_pg,opp_GA_pg,opp_GS_last5_pg,opp_GA_last5_pg,opp_total_points_conceded_pg_atk,opp_total_points_conceded_pg_def,opp_total_points_conceded_pg_atk_last5,opp_total_points_conceded_pg_def_last5,opp_ict_index_conceded_pg_atk,opp_ict_index_conceded_pg_def,opp_ict_index_conceded_pg_atk_last5,opp_ict_index_conceded_pg_def_last5,opp_influence_conceded_pg_atk,opp_influence_conceded_pg_def,opp_influence_conceded_pg_atk_last5,opp_influence_conceded_pg_def_last5,opp_creativity_conceded_pg_atk,opp_creativity_conceded_pg_def,opp_creativity_conceded_pg_atk_last5,opp_creativity_conceded_pg_def_last5,opp_threat_conceded_pg_atk,opp_threat_conceded_pg_def,opp_threat_conceded_pg_atk_last5,opp_threat_conceded_pg_def_last5,opp_bps_conceded_pg_atk,opp_bps_conceded_pg_def,opp_bps_conceded_pg_atk_last5,opp_bps_conceded_pg_def_last5
De Bruyne,1,3,0,1,5.6,10.38,29.22,50.33,24.21,23.16,3.5,4.0,3.4,9.36,19.2,21.52,50.72,21.2,4,0,2.1,0.8,2.4,1.0,17.8,7.6,22.8,13.6,23.9,13.9,31.0,19.3,83.0,97.2,114.6,126.8,69.0,24.7,88.0,39.6,86.9,16.4,107.6,26.4,64.2,64.9,83.4,95.8
Mahrez,2,3,0,1,4.5,6.57,18.64,24.89,22.13,16.93,7.8,8.3,7.5,10.25,28.5,33.87,38.73,29.83,2,1,1.1,1.3,1.4,1.0,22.3,16.7,20.4,11.8,30.9,14.7,31.2,17.9,96.7,92.5,98.5,116.9,91.9,29.6,107.4,31.4,121.6,24.9,108.0,30.8,74.5,84.2,67.0,73.8
Haaland,2,4,0,1,8.9,12.42,48.58,10.76,64.84,36.79,6.8,7.3,7.67,9.63,30.33,41.23,4.65,50.5,2,1,1.1,1.3,1.4,1.0,22.3,16.7,20.4,11.8,30.9,14.7,31.2,17.9,96.7,92.5,98.5,116.9,91.9,29.6,107.4,31.4,121.6,24.9,108.0,30.8,74.5,84.2,67.0,73.8
Ødegaard,4,3,0,1,6.5,9.06,28.19,31.81,30.5,23.78,7.0,7.5,8.0,9.72,27.8,31.04,40.86,25.2,2,1,1.5,1.3,1.8,0.6,22.2,15.4,16.8,12.8,38.0,18.2,31.2,21.4,109.5,96.7,86.4,97.2,120.8,50.4,109.7,63.9,150.1,34.7,116.4,53.2,84.0,86.3,71.6,85.4
Grealish,2,3,0,1,3.8,6.31,14.8,24.34,24.29,14.79,3.8,4.3,4.33,7.33,16.33,19.4,22.42,31.5,2,1,1.1,1.3,1.4,1.0,22.3,16.7,20.4,11.8,30.9,14.7,31.2,17.9,96.7,92.5,98.5,116.9,91.9,29.6,107.4,31.4,121.6,24.9,108.0,30.8,74.5,84.2,67.0,73.8
Saka,13,3,0,1,5.7,9.01,27.28,32.56,30.21,19.42,7.5,8.0,6.6,10.14,22.6,35.24,36.62,29.4,5,1,2.5,1.0,2.6,1.2,15.2,6.7,9.6,6.4,17.6,10.4,10.2,7.8,64.7,80.6,35.2,65.8,50.3,13.0,37.6,4.4,61.6,10.7,29.2,8.4,55.2,55.2,32.2,37.8
Martinelli,13,3,0,1,5.4,8.85,22.31,24.9,41.26,16.95,2.0,2.5,5.0,10.06,14.6,19.96,30.06,50.4,5,1,2.5,1.0,2.6,1.2,15.2,6.7,9.6,6.4,17.6,10.4,10.2,7.8,64.7,80.6,35.2,65.8,50.3,13.0,37.6,4.4,61.6,10.7,29.2,8.4,55.2,55.2,32.2,37.8
Nelson,4,3,0,1,10.0,10.05,45.4,15.5,39.5,26.5,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1.5,1.3,1.8,0.6,22.2,15.4,16.8,12.8,38.0,18.2,31.2,21.4,109.5,96.7,86.4,97.2,120.8,50.4,109.7,63.9,150.1,34.7,116.4,53.2,84.0,86.3,71.6,85.4
Gündogan,1,3,0,1,3.5,5.93,15.28,24.09,20.06,14.18,2.8,3.3,2.8,4.12,9.0,8.4,16.82,15.8,4,0,2.1,0.8,2.4,1.0,17.8,7.6,22.8,13.6,23.9,13.9,31.0,19.3,83.0,97.2,114.6,126.8,69.0,24.7,88.0,39.6,86.9,16.4,107.6,26.4,64.2,64.9,83.4,95.8
Ederson,1,1,1,0,3.9,1.7,16.35,0.66,0.0,18.9,4.0,4.5,3.33,1.07,15.83,10.83,0.02,0.0,4,0,2.1,0.8,2.4,1.0,17.8,7.6,22.8,13.6,23.9,13.9,31.0,19.3,83.0,97.2,114.6,126.8,69.0,24.7,88.0,39.6,86.9,16.4,107.6,26.4,64.2,64.9,83.4,95.8
Rodri,2,3,0,1,3.2,5.34,21.94,18.33,13.11,17.68,3.0,3.5,3.67,6.55,19.67,26.13,24.77,14.67,2,1,1.1,1.3,1.4,1.0,22.3,16.7,20.4,11.8,30.9,14.7,31.2,17.9,96.7,92.5,98.5,116.9,91.9,29.6,107.4,31.4,121.6,24.9,108.0,30.8,74.5,84.2,67.0,73.8
Nketiah,4,4,0,1,2.5,3.97,10.32,3.05,26.59,7.35,7.5,8.0,6.0,9.62,20.4,30.52,2.8,63.0,2,1,1.5,1.3,1.8,0.6,22.2,15.4,16.8,12.8,38.0,18.2,31.2,21.4,109.5,96.7,86.4,97.2,120.8,50.4,109.7,63.9,150.1,34.7,116.4,53.2,84.0,86.3,71.6,85.4
Trossard,13,3,0,1,4.9,8.35,22.88,20.97,39.71,15.24,0.5,1.0,1.33,3.03,2.67,4.47,8.67,17.33,5,1,2.5,1.0,2.6,1.2,15.2,6.7,9.6,6.4,17.6,10.4,10.2,7.8,64.7,80.6,35.2,65.8,50.3,13.0,37.6,4.4,61.6,10.7,29.2,8.4,55.2,55.2,32.2,37.8
Fernandes,11,3,0,1,4.6,8.62,25.11,36.21,24.84,18.58,8.0,16.0,6.5,9.77,25.67,34.13,35.98,27.67,2,0,1.2,1.6,0.8,1.4,25.9,15.1,27.2,20.6,33.8,14.2,32.3,15.4,122.6,85.5,118.8,82.6,93.4,32.6,97.3,42.8,122.7,24.1,108.4,28.4,89.4,74.6,80.6,88.8
Kiwior,13,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,5,1,2.5,1.0,2.6,1.2,15.2,6.7,9.6,6.4,17.6,10.4,10.2,7.8,64.7,80.6,35.2,65.8,50.3,13.0,37.6,4.4,61.6,10.7,29.2,8.4,55.2,55.2,32.2,37.8
Ramsdale,4,1,1,0,4.3,1.86,18.54,0.0,0.0,18.58,6.0,6.5,4.6,2.28,19.0,22.92,0.0,0.0,2,1,1.5,1.3,1.8,0.6,22.2,15.4,16.8,12.8,38.0,18.2,31.2,21.4,109.5,96.7,86.4,97.2,120.8,50.4,109.7,63.9,150.1,34.7,116.4,53.2,84.0,86.3,71.6,85.4
Akanji,2,2,1,0,3.1,2.69,14.69,4.79,7.43,17.79,2.2,2.7,2.17,1.82,16.5,14.9,1.9,1.33,2,1,1.1,1.3,1.4,1.0,22.3,16.7,20.4,11.8,30.9,14.7,31.2,17.9,96.7,92.5,98.5,116.9,91.9,29.6,107.4,31.4,121.6,24.9,108.0,30.8,74.5,84.2,67.0,73.8
Hein,13,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,5,1,2.5,1.0,2.6,1.2,15.2,6.7,9.6,6.4,17.6,10.4,10.2,7.8,64.7,80.6,35.2,65.8,50.3,13.0,37.6,4.4,61.6,10.7,29.2,8.4,55.2,55.2,32.2,37.8
Turner,13,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,5,1,2.5,1.0,2.6,1.2,15.2,6.7,9.6,6.4,17.6,10.4,10.2,7.8,64.7,80.6,35.2,65.8,50.3,13.0,37.6,4.4,61.6,10.7,29.2,8.4,55.2,55.2,32.2,37.8
Ortega,2,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1.1,1.3,1.4,1.0,22.3,16.7,20.4,11.8,30.9,14.7,31.2,17.9,96.7,92.5,98.5,116.9,91.9,29.6,107.4,31.4,121.6,24.9,108.0,30.8,74.5,84.2,67.0,73.8
Carson,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,4,0,2.1,0.8,2.4,1.0,17.8,7.6,22.8,13.6,23.9,13.9,31.0,19.3,83.0,97.2,114.6,126.8,69.0,24.7,88.0,39.6,86.9,16.4,107.6,26.4,64.2,64.9,83.4,95.8
Aké,1,2,1,0,2.9,2.68,15.23,6.44,5.07,15.43,2.8,3.3,2.5,2.98,15.0,17.93,9.48,2.5,4,0,2.1,0.8,2.4,1.0,17.8,7.6,22.8,13.6,23.9,13.9,31.0,19.3,83.0,97.2,114.6,126.8,69.0,24.7,88.0,39.6,86.9,16.4,107.6,26.4,64.2,64.9,83.4,95.8
