web_name,opponent_5,predicted_points_5,opponent_6,predicted_points_6,opponent_7,predicted_points_7,opponent_8,predicted_points_8,opponent_9,predicted_points_9,predicted_points_mean,points_per_game,form,id,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,in_dreamteam,news,news_added,now_cost,photo,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,last_opponent,defender,attacker,minutes_last_game,games_injured,games_dropped,games_played,games_started,nail,games_played_last5,minutes_last5,minutes_pg_last5,games_injured_last5,games_dropped_last5,games_started_last5,nail_last5,ict_index_pg,bps_pg,influence_pg,creativity_pg,threat_pg,points_pg_last5,ict_index_pg_last5,bps_pg_last5,influence_pg_last5,creativity_pg_last5,threat_pg_last5,fixture_difficulty,opponent,is_home,opp_GS_pg,opp_GA_pg,opp_GS_last5_pg,opp_GA_last5_pg,opp_total_points_conceded_pg_atk,opp_ict_index_conceded_pg_atk,opp_influence_conceded_pg_atk,opp_creativity_conceded_pg_atk,opp_threat_conceded_pg_atk,opp_bps_conceded_pg_atk,opp_total_points_conceded_pg_def,opp_ict_index_conceded_pg_def,opp_influence_conceded_pg_def,opp_creativity_conceded_pg_def,opp_threat_conceded_pg_def,opp_bps_conceded_pg_def,opp_total_points_conceded_pg_atk_last5,opp_ict_index_conceded_pg_atk_last5,opp_influence_conceded_pg_atk_last5,opp_creativity_conceded_pg_atk_last5,opp_threat_conceded_pg_atk_last5,opp_bps_conceded_pg_atk_last5,opp_total_points_conceded_pg_def_last5,opp_ict_index_conceded_pg_def_last5,opp_influence_conceded_pg_def_last5,opp_creativity_conceded_pg_def_last5,opp_threat_conceded_pg_def_last5,opp_bps_conceded_pg_def_last5,X_points
J.Alvarez,WHU,8.1,NFO,8.76,WOL,4.61,ARS,6.91,BHA,7.56,7.19,7.0,7.7,343,100.0,0.0,461358,1,-1,2,-2,1,4,8.7,8.7,14,Julián,True,0,0,67,461358.jpg,Álvarez,15.0,False,0,a,13,43,28,1125939,505605,257089,51042,1.1,4.2,359,2,3,2,2,0,0,0,1,0,0,4,116,115.8,170.2,137.0,42.2,4,1.94,0.59,2.53,2.77,34,5,8,1,18,7,9,2,3.0,0.0,2.0,0.0,3.0,0.0,0.49,0.0,0.15,0.64,0.69,0.5,40,15,4,2,8,2,24,6,1.0,0.5,10,0,1,89.0,0.0,0.0,4.0,4.0,1.0,4.0,359.0,90.0,0.0,0.0,4.0,1.0,10.55,29.0,28.95,42.55,34.25,7.0,10.55,29.0,28.95,42.55,34.25,3,5,1,3.0,1.5,3.0,1.5,22.5,30.3,116.0,87.6,98.8,92.2,5.5,13.9,84.4,31.1,22.8,69.8,22.5,30.3,116.0,87.6,98.8,92.2,5.5,13.9,84.4,31.1,22.8,69.8,7.56
Maddison,SHU,4.46,ARS,7.4,LIV,10.89,LUT,5.66,FUL,5.86,6.85,7.2,6.7,504,100.0,100.0,172780,1,-1,3,-3,0,3,7.2,7.2,7,James,True,0,2023-08-19T23:00:06.143580Z,78,172780.jpg,Maddison,28.4,False,0,a,18,6,29,1943115,539002,448779,41540,0.9,3.7,337,2,2,2,3,0,0,0,1,0,0,4,109,162.2,168.4,171.0,50.1,4,1.6,1.8,3.4,5.78,4,2,9,8,6,3,3,2,1.0,0.0,0.0,0.0,2.0,0.0,0.43,0.0,0.48,0.91,1.54,0.8,17,10,15,7,6,5,10,4,1.07,0.53,6,0,1,85.0,0.0,0.0,4.0,4.0,1.0,4.0,337.0,84.0,0.0,0.0,4.0,1.0,12.52,27.25,40.55,42.1,42.75,7.25,12.52,27.25,40.55,42.1,42.75,2,10,1,1.0,2.5,1.0,2.5,33.0,48.0,158.2,137.2,185.2,135.5,17.8,17.9,100.6,41.7,36.0,88.5,33.0,48.0,158.2,137.2,185.2,135.5,17.8,17.9,100.6,41.7,36.0,88.5,5.86
Foden,WHU,6.91,NFO,7.64,WOL,4.97,ARS,5.83,BHA,6.73,6.42,5.2,6.0,353,100.0,0.0,209244,0,0,1,-1,0,3,7.0,7.0,5,Phil,False,0,0,76,209244.jpg,Foden,13.6,False,0,a,13,43,21,804519,60847,375069,96044,0.8,2.8,273,0,3,2,1,0,0,0,0,0,0,3,78,92.0,167.1,82.0,34.2,3,0.62,0.84,1.46,2.45,53,23,10,9,46,27,18,14,2.0,0.0,4.0,0.0,0.0,0.0,0.2,0.0,0.28,0.48,0.81,0.33,20,12,22,11,35,17,31,10,0.99,0.66,10,0,1,89.0,0.0,1.0,4.0,3.0,0.75,4.0,273.0,68.0,0.0,1.0,3.0,0.75,8.55,19.5,23.0,41.78,20.5,5.25,8.55,19.5,23.0,41.78,20.5,3,5,1,3.0,1.5,3.0,1.5,22.5,30.3,116.0,87.6,98.8,92.2,5.5,13.9,84.4,31.1,22.8,69.8,22.5,30.3,116.0,87.6,98.8,92.2,5.5,13.9,84.4,31.1,22.8,69.8,6.73
Delcroix,NFO,5.36,MUN,4.92,NEW,12.0,CHE,4.76,BRE,4.74,6.36,0.0,0.0,674,100.0,0.0,247245,0,0,0,0,0,2,-0.5,-0.5,-1,Hannes,False,0,0,40,247245.jpg,Delcroix,0.0,False,0,a,6,90,0,1690,313,496,238,0.0,0.0,135,0,0,0,6,0,0,0,1,0,0,0,18,25.2,24.4,42.0,9.2,1,0.35,0.04,0.39,3.72,240,98,169,41,97,14,185,57,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.03,0.26,2.48,4.0,662,196,424,152,444,161,564,202,0.67,0.0,18,1,0,45.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2,18.0,25.2,24.4,42.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,0,2.0,1.2,2.0,1.2,19.5,32.4,99.0,107.0,119.0,74.5,12.2,17.3,113.0,39.7,20.2,76.0,19.5,32.4,99.0,107.0,119.0,74.5,12.2,17.3,113.0,39.7,20.2,76.0,4.74
J.Ayew,AVL,6.16,FUL,6.82,MUN,4.65,NFO,5.5,NEW,5.71,5.77,3.5,2.7,221,100.0,0.0,80146,0,0,0,0,0,3,2.7,2.7,2,Jordan,False,0,0,55,80146.jpg,Ayew,0.5,False,0,a,8,31,14,25582,2382,19151,4652,0.5,2.5,360,0,2,1,4,0,0,0,1,0,0,0,34,74.6,94.7,132.0,30.2,4,0.95,0.49,1.44,4.8,85,31,29,21,20,12,28,20,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.12,0.36,1.2,1.0,90,55,122,53,96,44,225,71,1.0,0.25,20,0,1,90.0,0.0,0.0,4.0,4.0,1.0,4.0,360.0,90.0,0.0,0.0,4.0,1.0,7.55,8.5,18.65,23.68,33.0,3.5,7.55,8.5,18.65,23.68,33.0,4,15,0,1.8,1.8,1.8,1.8,29.5,34.4,121.4,120.4,101.8,111.2,12.8,15.1,80.1,48.3,22.2,82.0,29.5,34.4,121.4,120.4,101.8,111.2,12.8,15.1,80.1,48.3,22.2,82.0,5.71
Foster,NFO,5.14,MUN,4.65,LUT,9.49,CHE,4.42,BRE,5.11,5.76,5.0,6.5,168,100.0,0.0,435973,0,0,0,0,0,4,6.0,6.0,6,Lyle,False,0,0,50,435973.jpg,Foster,0.8,False,0,a,6,90,15,57346,36121,20940,7363,1.3,3.0,260,2,0,0,11,0,0,0,0,0,0,1,53,82.0,27.8,76.0,18.5,3,0.81,0.09,0.9,6.85,66,9,153,19,51,18,71,14,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.03,0.31,2.37,3.81,212,48,17,5,39,10,181,33,1.04,0.0,18,0,1,90.0,0.0,1.0,3.0,3.0,0.75,3.0,260.0,87.0,0.0,1.0,3.0,0.75,6.17,17.67,27.33,9.27,25.33,5.0,6.17,17.67,27.33,9.27,25.33,3,4,0,2.0,1.2,2.0,1.2,19.5,32.4,99.0,107.0,119.0,74.5,12.2,17.3,113.0,39.7,20.2,76.0,19.5,32.4,99.0,107.0,119.0,74.5,12.2,17.3,113.0,39.7,20.2,76.0,5.11
Mbeumo,NEW,5.51,EVE,6.65,NFO,6.31,MUN,4.51,BUR,5.77,5.75,8.2,8.7,108,100.0,100.0,446008,0,0,3,-3,1,3,8.2,8.7,8,Bryan,True,0,2023-08-06T23:30:05.510200Z,68,446008.jpg,Mbeumo,27.4,False,0,a,4,94,33,1977054,248095,274563,99509,1.3,4.9,360,4,0,1,5,0,0,0,0,0,0,4,89,164.0,108.6,159.0,43.1,4,4.02,0.92,4.94,4.54,3,1,21,14,12,8,5,4,1.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,0.23,1.23,1.14,1.25,38,23,1,1,2,1,11,5,1.0,0.25,3,0,1,90.0,0.0,0.0,4.0,4.0,1.0,4.0,360.0,90.0,0.0,0.0,4.0,1.0,10.78,22.25,41.0,27.15,39.75,8.25,10.78,22.25,41.0,27.15,39.75,2,6,1,1.0,3.7,1.0,3.7,38.0,52.3,186.8,168.3,168.3,147.0,27.7,22.4,136.7,36.7,51.3,127.0,38.0,52.3,186.8,168.3,168.3,147.0,27.7,22.4,136.7,36.7,51.3,127.0,5.77
Saka,EVE,5.29,TOT,6.58,BOU,4.41,MCI,6.25,CHE,6.01,5.71,6.2,5.0,19,100.0,0.0,223340,0,0,2,-2,1,3,5.5,5.0,4,Bukayo,False,0,0,87,223340.jpg,Saka,65.4,False,0,a,1,3,25,909449,83501,366660,118877,0.6,2.9,358,2,1,1,4,0,0,0,1,0,0,4,100,150.4,207.9,166.0,52.4,4,2.16,1.6,3.76,3.47,9,4,2,2,9,6,2,1,1.0,0.0,0.0,0.0,1.0,0.0,0.54,0.0,0.4,0.94,0.87,1.01,7,5,47,24,15,9,2,1,1.01,0.25,14,0,1,90.0,0.0,0.0,4.0,4.0,1.0,4.0,358.0,90.0,0.0,0.0,4.0,1.0,13.1,25.0,37.6,51.98,41.5,6.25,13.1,25.0,37.6,51.98,41.5,3,7,0,1.2,1.2,1.2,1.2,22.0,24.3,99.4,70.7,74.5,73.2,21.0,16.8,125.2,23.7,19.0,88.2,22.0,24.3,99.4,70.7,74.5,73.2,21.0,16.8,125.2,23.7,19.0,88.2,6.01
Mitoma,MUN,4.55,BOU,4.77,AVL,7.14,LIV,6.72,MCI,4.94,5.62,5.8,6.0,143,100.0,0.0,451340,-1,1,0,0,1,3,5.5,5.5,5,Kaoru,False,0,0,65,451340.jpg,Mitoma,40.0,False,0,a,5,36,23,974705,101190,755626,163399,0.9,3.5,350,1,3,0,6,0,0,0,2,0,0,3,90,122.4,176.6,124.0,42.4,4,0.81,1.84,2.65,7.96,26,13,7,7,24,16,7,6,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.47,0.68,2.05,1.54,51,29,20,10,22,11,4,2,1.03,0.0,15,0,1,90.0,0.0,0.0,4.0,4.0,1.0,4.0,350.0,88.0,0.0,0.0,4.0,1.0,10.6,22.5,30.6,44.15,31.0,5.75,10.6,22.5,30.6,44.15,31.0,5,13,0,2.8,0.5,2.8,0.5,12.0,13.4,38.2,50.2,48.0,39.0,10.2,10.6,79.8,7.1,19.0,71.5,12.0,13.4,38.2,50.2,48.0,39.0,10.2,10.6,79.8,7.1,19.0,71.5,4.94
B.Fernandes,BHA,6.11,BUR,5.14,CRY,6.34,BRE,5.83,SHU,4.57,5.6,4.5,5.0,373,100.0,0.0,141746,-1,1,-1,1,1,3,5.5,5.0,2,Bruno,False,0,0,84,141746.jpg,Borges Fernandes,21.2,False,0,a,14,1,18,346672,66982,813294,152990,0.6,2.1,360,1,1,1,7,0,0,0,2,0,0,3,75,129.0,188.6,85.0,40.1,4,2.0,1.76,3.76,7.58,20,9,6,6,45,26,12,9,2.0,0.0,3.0,0.0,1.0,0.0,0.5,0.0,0.44,0.94,1.9,1.75,9,7,46,23,59,28,16,8,1.0,0.25,1,0,1,90.0,0.0,0.0,4.0,4.0,1.0,4.0,360.0,90.0,0.0,0.0,4.0,1.0,10.02,18.75,32.25,47.15,21.25,4.5,10.02,18.75,32.25,47.15,21.25,2,17,0,1.0,1.8,1.0,1.8,26.2,49.5,140.0,171.7,182.8,111.0,19.0,22.4,116.8,67.1,40.8,97.8,26.2,49.5,140.0,171.7,182.8,111.0,19.0,22.4,116.8,67.1,40.8,97.8,4.57
