id,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,last_opponent,defender,attacker,minutes_last_game,games_injured,games_dropped,games_played,games_started,nail,games_played_last5,minutes_last5,minutes_pg_last5,games_injured_last5,games_dropped_last5,games_started_last5,nail_last5,ict_index_pg,bps_pg,influence_pg,creativity_pg,threat_pg,points_pg_last5,ict_index_pg_last5,bps_pg_last5,influence_pg_last5,creativity_pg_last5,threat_pg_last5,fixture_difficulty,opponent,is_home,opp_GS_pg,opp_GA_pg,opp_GS_last5_pg,opp_GA_last5_pg,opp_total_points_conceded_pg_atk,opp_ict_index_conceded_pg_atk,opp_influence_conceded_pg_atk,opp_creativity_conceded_pg_atk,opp_threat_conceded_pg_atk,opp_bps_conceded_pg_atk,opp_total_points_conceded_pg_def,opp_ict_index_conceded_pg_def,opp_influence_conceded_pg_def,opp_creativity_conceded_pg_def,opp_threat_conceded_pg_def,opp_bps_conceded_pg_def,opp_total_points_conceded_pg_atk_last5,opp_ict_index_conceded_pg_atk_last5,opp_influence_conceded_pg_atk_last5,opp_creativity_conceded_pg_atk_last5,opp_threat_conceded_pg_atk_last5,opp_bps_conceded_pg_atk_last5,opp_total_points_conceded_pg_def_last5,opp_ict_index_conceded_pg_def_last5,opp_influence_conceded_pg_def_last5,opp_creativity_conceded_pg_def_last5,opp_threat_conceded_pg_def_last5,opp_bps_conceded_pg_def_last5
1,100.0,0.0,80201,-1,1,-2,2,0,1,0.3,1.3,0,Bernd,0.3,False,0,0,48,80201.jpg,1.3,Leno,1.4,False,0.0,a,1,3,4,50240,2267,121748,16117,0.1,0.8,Leno,270,0,0,0,9,0,0,0,0,0,9,0,48,79.0,0.0,0.0,7.9,115,16,530,53,505,51,242,18,0.0,0.0,0.0,0.0,0.0,0.0,5,1,0,0.0,0.0,2.0,3.0,3.0,0.6,3.0,270.0,90.0,0.0,2.0,3.0,0.6,2.63,16.0,26.33,0.0,0.0,1.33,2.63,16.0,26.33,0.0,0.0,3,17,1,0.6,1.2,0.6,1.2,20.0,44.0,102.8,139.4,198.6,78.4,26.4,23.5,123.0,63.3,48.2,124.4,20.0,44.0,102.8,139.4,198.6,78.4,26.4,23.5,123.0,63.3,48.2,124.4
2,0.0,0.0,115918,0,0,0,0,0,1,0.0,0.0,0,Rúnar Alex,0.0,False,Joined OH Leuven on a season-long loan - Expected back 01 Jul,2021-08-31T22:00:09.069158Z,40,115918.jpg,0.0,Rúnarsson,1.0,False,0.0,u,1,3,0,19017,0,45437,4409,0.0,0.0,Rúnarsson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,402,37,389,17,338,14,411,37,0.0,0.0,0.0,0.0,0.0,0.0,5,1,0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,17,1,0.6,1.2,0.6,1.2,20.0,44.0,102.8,139.4,198.6,78.4,26.4,23.5,123.0,63.3,48.2,124.4,20.0,44.0,102.8,139.4,198.6,78.4,26.4,23.5,123.0,63.3,48.2,124.4
3,0.0,0.0,47431,0,0,-2,2,0,3,0.0,0.0,0,Willian,0.0,False,Transferred to Corinthians,2021-08-20T09:30:14.065783Z,63,47431.jpg,0.0,Borges Da Silva,0.1,False,0.0,u,1,3,0,914,0,19043,515,0.0,0.0,Willian,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,600,245,599,245,597,245,600,245,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,17,1,0.6,1.2,0.6,1.2,20.0,44.0,102.8,139.4,198.6,78.4,26.4,23.5,123.0,63.3,48.2,124.4,20.0,44.0,102.8,139.4,198.6,78.4,26.4,23.5,123.0,63.3,48.2,124.4
4,100.0,100.0,54694,0,0,-1,1,0,4,4.0,5.0,2,Pierre-Emerick,4.0,False,0,2021-08-13T14:30:14.477664Z,99,54694.jpg,3.2,Aubameyang,2.0,False,0.0,a,1,3,13,162951,7484,228195,33194,0.4,1.3,Aubameyang,267,1,0,2,4,0,0,0,0,0,0,3,41,48.0,62.6,140.0,25.0,200,20,89,14,38,16,64,18,0.0,0.0,0.0,0.0,1.0,0.0,5,0,1,90.0,1.0,1.0,4.0,3.0,0.75,4.0,267.0,67.0,1.0,1.0,3.0,0.75,6.25,10.25,12.0,15.65,35.0,3.25,6.25,10.25,12.0,15.65,35.0,3,17,1,0.6,1.2,0.6,1.2,20.0,44.0,102.8,139.4,198.6,78.4,26.4,23.5,123.0,63.3,48.2,124.4,20.0,44.0,102.8,139.4,198.6,78.4,26.4,23.5,123.0,63.3,48.2,124.4
5,100.0,0.0,58822,0,0,-1,1,0,2,0.0,1.0,0,Cédric,0.0,False,0,0,44,58822.jpg,0.3,Soares,0.2,False,0.0,a,1,3,1,8932,396,15972,1584,0.0,0.2,Cédric,188,0,0,0,7,0,0,0,1,0,0,0,21,30.8,36.1,1.0,6.8,255,100,151,32,314,105,258,88,0.0,0.0,5.0,0.0,0.0,0.0,5,1,0,0.0,0.0,3.0,3.0,2.0,0.4,3.0,188.0,63.0,0.0,3.0,2.0,0.4,2.27,7.0,10.27,12.03,0.33,0.33,2.27,7.0,10.27,12.03,0.33,3,17,1,0.6,1.2,0.6,1.2,20.0,44.0,102.8,139.4,198.6,78.4,26.4,23.5,123.0,63.3,48.2,124.4,20.0,44.0,102.8,139.4,198.6,78.4,26.4,23.5,123.0,63.3,48.2,124.4
6,100.0,100.0,59966,0,0,-1,1,0,4,0.3,1.3,0,Alexandre,0.3,False,0,2021-08-13T14:30:14.582063Z,84,59966.jpg,1.0,Lacazette,1.0,False,0.0,a,1,3,1,19249,1519,137587,5842,0.0,0.1,Lacazette,31,0,0,0,1,0,0,0,0,0,0,0,-1,1.0,0.3,0.0,0.1,380,48,359,51,605,84,394,52,0.0,0.0,3.0,0.0,2.0,0.0,5,0,1,0.0,2.0,3.0,1.0,0.0,0.0,1.0,31.0,31.0,2.0,3.0,0.0,0.0,0.1,-1.0,1.0,0.3,0.0,1.0,0.1,-1.0,1.0,0.3,0.0,3,17,1,0.6,1.2,0.6,1.2,20.0,44.0,102.8,139.4,198.6,78.4,26.4,23.5,123.0,63.3,48.2,124.4,20.0,44.0,102.8,139.4,198.6,78.4,26.4,23.5,123.0,63.3,48.2,124.4
7,100.0,0.0,84450,0,0,-1,1,0,3,-0.7,0.0,0,Granit,-0.7,False,0,2021-08-28T14:30:16.120624Z,49,84450.jpg,0.7,Xhaka,0.4,False,0.0,a,1,3,2,15611,1110,65102,2203,-0.1,0.4,Xhaka,214,0,0,0,9,0,0,0,0,1,0,0,20,33.2,51.0,9.0,9.3,249,100,113,69,249,135,217,106,0.0,0.0,4.0,0.0,0.0,0.0,5,0,1,0.0,2.0,1.0,3.0,2.0,0.67,3.0,214.0,71.0,2.0,1.0,2.0,0.67,3.1,6.67,11.07,17.0,3.0,0.67,3.1,6.67,11.07,17.0,3.0,3,17,1,0.6,1.2,0.6,1.2,20.0,44.0,102.8,139.4,198.6,78.4,26.4,23.5,123.0,63.3,48.2,124.4,20.0,44.0,102.8,139.4,198.6,78.4,26.4,23.5,123.0,63.3,48.2,124.4
8,100.0,0.0,92371,0,0,-1,1,0,2,0.0,1.0,0,Pablo,0.0,False,0,0,44,92371.jpg,0.5,Marí,0.1,False,0.0,a,1,3,1,4439,127,9701,894,0.0,0.2,Marí,180,0,0,0,4,0,0,0,1,0,0,0,35,55.4,12.3,11.0,7.9,177,71,253,81,231,60,240,77,0.0,0.0,0.0,0.0,0.0,0.0,5,1,0,0.0,0.0,3.0,2.0,2.0,0.4,2.0,180.0,90.0,0.0,3.0,2.0,0.4,3.95,17.5,27.7,6.15,5.5,0.5,3.95,17.5,27.7,6.15,5.5,3,17,1,0.6,1.2,0.6,1.2,20.0,44.0,102.8,139.4,198.6,78.4,26.4,23.5,123.0,63.3,48.2,124.4,20.0,44.0,102.8,139.4,198.6,78.4,26.4,23.5,123.0,63.3,48.2,124.4
9,0.0,0.0,98745,0,0,-2,2,0,2,0.0,0.0,0,Héctor,0.0,False,Joined Real Betis on a season-long loan - Expected back 01 Jul,2021-08-31T22:00:09.090880Z,48,98745.jpg,0.0,Bellerín,0.3,False,0.0,u,1,3,0,3737,0,63202,2770,0.0,0.0,Bellerín,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,536,196,532,196,508,189,541,196,0.0,0.0,0.0,0.0,0.0,0.0,5,1,0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,17,1,0.6,1.2,0.6,1.2,20.0,44.0,102.8,139.4,198.6,78.4,26.4,23.5,123.0,63.3,48.2,124.4,20.0,44.0,102.8,139.4,198.6,78.4,26.4,23.5,123.0,63.3,48.2,124.4
10,100.0,0.0,101184,-1,1,-2,2,0,2,0.0,1.0,0,Calum,0.0,False,0,0,43,101184.jpg,0.5,Chambers,0.2,False,0.0,a,1,3,1,7126,299,21294,1848,0.0,0.2,Chambers,170,0,0,0,7,0,0,0,0,0,0,0,27,45.4,17.2,12.0,7.5,210,85,217,66,228,57,247,82,0.0,0.0,0.0,0.0,0.0,0.0,5,1,0,0.0,0.0,3.0,2.0,2.0,0.4,2.0,170.0,85.0,0.0,3.0,2.0,0.4,3.75,13.5,22.7,8.6,6.0,0.5,3.75,13.5,22.7,8.6,6.0,3,17,1,0.6,1.2,0.6,1.2,20.0,44.0,102.8,139.4,198.6,78.4,26.4,23.5,123.0,63.3,48.2,124.4,20.0,44.0,102.8,139.4,198.6,78.4,26.4,23.5,123.0,63.3,48.2,124.4
