id,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,last_opponent,defender,attacker,minutes_last_game,games_injured,games_dropped,games_played,games_started,nail,games_played_last5,minutes_last5,minutes_pg_last5,games_injured_last5,games_dropped_last5,games_started_last5,nail_last5,ict_index_pg,bps_pg,influence_pg,creativity_pg,threat_pg,points_pg_last5,ict_index_pg_last5,bps_pg_last5,influence_pg_last5,creativity_pg_last5,threat_pg_last5,fixture_difficulty,opponent,is_home,opp_GS_pg,opp_GA_pg,opp_GS_last5_pg,opp_GA_last5_pg,opp_total_points_conceded_pg_atk,opp_ict_index_conceded_pg_atk,opp_influence_conceded_pg_atk,opp_creativity_conceded_pg_atk,opp_threat_conceded_pg_atk,opp_bps_conceded_pg_atk,opp_total_points_conceded_pg_def,opp_ict_index_conceded_pg_def,opp_influence_conceded_pg_def,opp_creativity_conceded_pg_def,opp_threat_conceded_pg_def,opp_bps_conceded_pg_def,opp_total_points_conceded_pg_atk_last5,opp_ict_index_conceded_pg_atk_last5,opp_influence_conceded_pg_atk_last5,opp_creativity_conceded_pg_atk_last5,opp_threat_conceded_pg_atk_last5,opp_bps_conceded_pg_atk_last5,opp_total_points_conceded_pg_def_last5,opp_ict_index_conceded_pg_def_last5,opp_influence_conceded_pg_def_last5,opp_creativity_conceded_pg_def_last5,opp_threat_conceded_pg_def_last5,opp_bps_conceded_pg_def_last5
1,100.0,100.0,80201,0,0,-5,5,0,1,0.5,0.0,0,Bernd,0.0,False,0,2022-02-11T08:00:15.144286Z,45,80201.jpg,1.3,Leno,0.8,False,0.0,a,1,3,4,64934,237,190491,417,0.0,0.9,Leno,270,0,0,0,9,0,0,0,0,0,9,0,48,79.0,0.0,0.0,7.9,371,29,600,69,581,60,430,30,0.0,0.0,0.0,0.0,0.0,0.0,9,1,0,0,5.0,21.0,3.0,3.0,0.12,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.63,16.0,26.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.4,1.3,2.0,0.8,23.8,35.6,113.1,106.3,137.1,85.8,14.0,17.7,103.2,38.7,35.1,84.4,28.2,40.4,129.9,126.2,149.0,93.8,17.4,21.8,123.9,53.6,40.8,118.8
2,0.0,0.0,115918,0,0,0,0,0,1,0.0,0.0,0,Rúnar Alex,0.0,False,Joined OH Leuven on a season-long loan - Expected back 01 Jul,2021-08-31T22:00:09.069158Z,40,115918.jpg,0.0,Rúnarsson,0.5,False,0.0,u,1,3,0,19017,0,79152,274,0.0,0.0,Rúnarsson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,525,53,511,32,474,19,529,53,0.0,0.0,0.0,0.0,0.0,0.0,9,1,0,0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.4,1.3,2.0,0.8,23.8,35.6,113.1,106.3,137.1,85.8,14.0,17.7,103.2,38.7,35.1,84.4,28.2,40.4,129.9,126.2,149.0,93.8,17.4,21.8,123.9,53.6,40.8,118.8
3,0.0,0.0,47431,0,0,-2,2,0,3,0.0,0.0,0,Willian,0.0,False,Transferred to Corinthians,2021-08-20T09:30:14.065783Z,63,47431.jpg,0.0,Borges Da Silva,0.1,False,0.0,u,1,3,0,914,0,20486,6,0.0,0.0,Willian,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,710,294,710,294,710,294,710,294,0.0,0.0,0.0,0.0,0.0,0.0,9,0,1,0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.4,1.3,2.0,0.8,23.8,35.6,113.1,106.3,137.1,85.8,14.0,17.7,103.2,38.7,35.1,84.4,28.2,40.4,129.9,126.2,149.0,93.8,17.4,21.8,123.9,53.6,40.8,118.8
4,0.0,0.0,54694,0,0,-4,4,0,4,0.0,0.0,0,Pierre-Emerick,0.0,False,Left club by mutual consent,2022-02-02T08:21:28.428217Z,96,54694.jpg,3.1,Aubameyang,1.3,False,0.0,u,1,3,44,742898,0,895533,857,0.0,4.6,Aubameyang,1036,4,1,6,16,0,0,2,3,0,0,7,131,217.6,132.4,582.0,92.9,253,31,212,32,42,17,114,24,0.0,0.0,0.0,0.0,0.0,0.0,9,0,1,0,12.0,5.0,14.0,12.0,0.71,0.0,0.0,0.0,5.0,0.0,0.0,0.0,6.64,9.36,15.54,9.46,41.57,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.4,1.3,2.0,0.8,23.8,35.6,113.1,106.3,137.1,85.8,14.0,17.7,103.2,38.7,35.1,84.4,28.2,40.4,129.9,126.2,149.0,93.8,17.4,21.8,123.9,53.6,40.8,118.8
5,100.0,100.0,58822,0,0,-3,3,0,2,2.7,4.4,7,Cédric,2.2,False,0,2022-01-13T23:00:13.573747Z,42,58822.jpg,1.9,Soares,0.3,False,0.0,a,1,3,19,27376,3429,29501,491,0.5,4.5,Cédric,739,0,0,2,14,0,0,0,2,0,0,0,136,129.6,117.5,54.0,30.2,323,124,223,60,324,107,321,107,0.0,0.0,0.0,0.0,0.0,0.0,9,1,0,180,5.0,18.0,10.0,6.0,0.25,5.0,435.0,87.0,0.0,2.0,3.0,0.6,3.02,13.6,12.96,11.75,5.4,2.2,4.04,17.6,16.64,13.38,10.2,2.0,2.0,0.0,1.4,1.3,2.0,0.8,23.8,35.6,113.1,106.3,137.1,85.8,14.0,17.7,103.2,38.7,35.1,84.4,28.2,40.4,129.9,126.2,149.0,93.8,17.4,21.8,123.9,53.6,40.8,118.8
6,100.0,100.0,59966,1,-1,-1,1,1,4,5.7,10.4,8,Alexandre,5.2,False,0,2021-08-13T14:30:14.582063Z,84,59966.jpg,3.6,Lacazette,10.8,False,0.0,a,1,3,79,1555399,90573,1026213,12251,0.6,9.4,Lacazette,1446,4,8,9,11,0,0,1,0,0,0,3,276,365.6,364.8,673.0,140.3,130,14,71,8,27,13,37,10,0.0,0.0,0.0,0.0,2.0,0.0,9,0,1,166,2.0,12.0,22.0,15.0,0.56,5.0,418.0,84.0,0.0,2.0,3.0,0.6,6.38,12.55,16.62,16.58,30.59,5.2,8.96,18.0,20.72,21.86,47.0,2.0,2.0,0.0,1.4,1.3,2.0,0.8,23.8,35.6,113.1,106.3,137.1,85.8,14.0,17.7,103.2,38.7,35.1,84.4,28.2,40.4,129.9,126.2,149.0,93.8,17.4,21.8,123.9,53.6,40.8,118.8
7,100.0,100.0,84450,0,0,-2,2,0,3,2.7,4.4,5,Granit,2.2,False,0,2022-01-10T00:00:11.840953Z,48,84450.jpg,1.9,Xhaka,0.3,False,0.0,a,1,3,31,29370,499,88115,254,0.5,6.5,Xhaka,1365,0,1,5,21,0,0,0,5,1,0,0,179,202.8,288.5,165.0,65.6,262,105,103,70,198,109,197,99,0.0,0.0,4.0,0.0,0.0,0.0,9,0,1,180,11.0,5.0,16.0,13.0,0.72,5.0,450.0,90.0,0.0,2.0,3.0,0.6,4.1,11.19,12.68,18.03,10.31,2.2,5.86,13.6,12.48,29.22,16.8,2.0,2.0,0.0,1.4,1.3,2.0,0.8,23.8,35.6,113.1,106.3,137.1,85.8,14.0,17.7,103.2,38.7,35.1,84.4,28.2,40.4,129.9,126.2,149.0,93.8,17.4,21.8,123.9,53.6,40.8,118.8
8,0.0,0.0,92371,0,0,-3,3,0,2,0.0,0.0,0,Pablo,0.0,False,Joined Udinese on loan until the end of the season - Expected back 01 Jul,2022-01-20T22:30:17.110379Z,42,92371.jpg,0.5,Marí,0.1,False,0.0,u,1,3,1,5760,0,14904,36,0.0,0.2,Marí,180,0,0,0,4,0,0,0,1,0,0,0,35,55.4,12.3,11.0,7.9,395,151,413,153,398,149,428,154,0.0,0.0,0.0,0.0,0.0,0.0,9,1,0,0,10.0,17.0,2.0,2.0,0.11,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.95,17.5,27.7,6.15,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.4,1.3,2.0,0.8,23.8,35.6,113.1,106.3,137.1,85.8,14.0,17.7,103.2,38.7,35.1,84.4,28.2,40.4,129.9,126.2,149.0,93.8,17.4,21.8,123.9,53.6,40.8,118.8
9,0.0,0.0,98745,0,0,-2,2,0,2,0.0,0.0,0,Héctor,0.0,False,Joined Real Betis on a season-long loan - Expected back 01 Jul,2021-08-31T22:00:09.090880Z,48,98745.jpg,0.0,Bellerín,0.2,False,0.0,u,1,3,0,3737,0,70586,28,0.0,0.0,Bellerín,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,677,240,676,240,665,239,677,240,0.0,0.0,0.0,0.0,0.0,0.0,9,1,0,0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.4,1.3,2.0,0.8,23.8,35.6,113.1,106.3,137.1,85.8,14.0,17.7,103.2,38.7,35.1,84.4,28.2,40.4,129.9,126.2,149.0,93.8,17.4,21.8,123.9,53.6,40.8,118.8
11,0.0,0.0,111457,0,0,-3,3,0,2,0.0,0.0,0,Sead,0.0,False,Contract ended by mutual consent,2022-01-13T23:00:13.612208Z,42,111457.jpg,0.0,Kolasinac,0.1,False,0.0,u,1,3,0,3727,0,11546,20,0.0,0.0,Kolasinac,91,0,0,0,5,0,0,0,1,0,0,0,6,4.2,0.2,0.0,0.4,479,178,475,177,531,219,495,178,0.0,0.0,0.0,0.0,0.0,0.0,9,1,0,0,20.0,8.0,2.0,1.0,0.11,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.2,3.0,2.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.4,1.3,2.0,0.8,23.8,35.6,113.1,106.3,137.1,85.8,14.0,17.7,103.2,38.7,35.1,84.4,28.2,40.4,129.9,126.2,149.0,93.8,17.4,21.8,123.9,53.6,40.8,118.8
