id,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,ict_index_rank,ict_index_rank_type,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards,last_opponent,defender,attacker,minutes_last_game,games_injured,games_dropped,games_played,games_started,nail,games_played_last5,minutes_last5,minutes_pg_last5,games_injured_last5,games_dropped_last5,games_started_last5,nail_last5,ict_index_pg,bps_pg,influence_pg,creativity_pg,threat_pg,points_pg_last5,ict_index_pg_last5,bps_pg_last5,influence_pg_last5,creativity_pg_last5,threat_pg_last5,fixture_difficulty,opponent,is_home,opp_GS_pg,opp_GA_pg,opp_GS_last5_pg,opp_GA_last5_pg,opp_total_points_conceded_pg_atk,opp_ict_index_conceded_pg_atk,opp_influence_conceded_pg_atk,opp_creativity_conceded_pg_atk,opp_threat_conceded_pg_atk,opp_bps_conceded_pg_atk,opp_total_points_conceded_pg_def,opp_ict_index_conceded_pg_def,opp_influence_conceded_pg_def,opp_creativity_conceded_pg_def,opp_threat_conceded_pg_def,opp_bps_conceded_pg_def,opp_total_points_conceded_pg_atk_last5,opp_ict_index_conceded_pg_atk_last5,opp_influence_conceded_pg_atk_last5,opp_creativity_conceded_pg_atk_last5,opp_threat_conceded_pg_atk_last5,opp_bps_conceded_pg_atk_last5,opp_total_points_conceded_pg_def_last5,opp_ict_index_conceded_pg_def_last5,opp_influence_conceded_pg_def_last5,opp_creativity_conceded_pg_def_last5,opp_threat_conceded_pg_def_last5,opp_bps_conceded_pg_def_last5
11,34,724,100.0,100.0,10,54694,0,0,-1,1,433.8,61,5,4,4,5.3,5.8,8,Pierre-Emerick,5.3,39,20,257.8,11,4,True,903.2,8,2,2834,0,2020-01-08T14:00:18.333339Z,109,0,0,0,54694.jpg,5.8,1,0,Aubameyang,23.0,False,0.0,a,1,3,1244.0,8,6,184,3688076,23815,3891502,31071,0.5,16.9,Aubameyang,3,9,0,1,90.0,1.0,2.0,32.0,31.0,0.94,6.0,531.0,88.0,0.0,0.0,5.0,1.0,8.06,22.62,28.22,13.56,38.88,5.33,7.82,20.5,26.73,8.43,43.17,3,19,0,1.2,1.7,1.0,1.8,26.2,39.4,130.7,113.2,150.5,103.7,19.3,19.6,113.1,48.5,33.7,97.4,27.4,37.5,129.8,112.8,132.6,104.8,27.0,18.9,119.0,50.0,19.2,119.2
12,12,314,100.0,100.0,5,59966,0,0,-3,3,311.0,122,18,1,4,3.0,3.5,2,Alexandre,3.0,20,8,157.5,49,19,False,439.0,142,18,1574,0,2019-09-01T18:30:14.246208Z,92,0,0,0,59966.jpg,3.7,0,0,Lacazette,1.9,False,0.0,a,1,3,823.0,34,19,96,406259,1047,534222,2638,0.3,10.4,Lacazette,6,9,0,1,70.0,4.0,12.0,26.0,18.0,0.6,6.0,263.0,44.0,0.0,2.0,3.0,0.6,6.06,12.08,16.88,11.96,31.65,3.0,3.92,6.17,9.03,4.0,26.17,3,19,0,1.2,1.7,1.0,1.8,26.2,39.4,130.7,113.2,150.5,103.7,19.3,19.6,113.1,48.5,33.7,97.4,27.4,37.5,129.8,112.8,132.6,104.8,27.0,18.9,119.0,50.0,19.2,119.2
13,1,62,0.0,100.0,3,205533,0,0,-1,1,53.9,327,50,0,4,0.0,2.2,-2,Edward,1.7,7,2,31.4,343,50,False,80.2,383,50,505,Suspended until 21 Jul,2020-07-07T22:00:20.841098Z,44,0,0,0,205533.jpg,2.0,1,0,Nketiah,1.9,False,0.0,s,1,3,179.0,207,52,22,318450,902,286297,24299,0.4,5.0,Nketiah,0,9,0,1,4.0,22.0,6.0,10.0,6.0,0.5,5.0,256.0,51.0,1.0,1.0,3.0,0.75,3.14,6.2,8.02,5.39,17.9,2.0,2.94,7.0,8.52,5.14,15.6,3,19,0,1.2,1.7,1.0,1.8,26.2,39.4,130.7,113.2,150.5,103.7,19.3,19.6,113.1,48.5,33.7,97.4,27.4,37.5,129.8,112.8,132.6,104.8,27.0,18.9,119.0,50.0,19.2,119.2
14,10,591,0.0,0.0,7,80201,0,0,-2,2,0.0,622,66,1,1,0.0,0.0,0,Bernd,1.0,39,0,84.1,163,5,False,843.2,11,4,2649,Knee injury - Expected back 05 Aug,2020-06-20T16:00:17.901135Z,48,0,0,1,80201.jpg,3.8,0,113,Leno,4.5,False,0.0,i,1,3,0.0,614,63,114,736848,37,845048,5816,0.2,23.8,Leno,2,9,1,0,0.0,4.0,1.0,30.0,29.0,0.97,2.0,129.0,64.0,4.0,0.0,1.0,1.0,2.8,19.7,28.11,0.0,0.0,3.0,3.25,15.5,32.7,0.0,0.0,3,19,0,1.2,1.7,1.0,1.8,26.2,39.4,130.7,113.2,150.5,103.7,19.3,19.6,113.1,48.5,33.7,97.4,27.4,37.5,129.8,112.8,132.6,104.8,27.0,18.9,119.0,50.0,19.2,119.2
15,1,256,75.0,75.0,5,37605,0,0,-5,5,582.9,31,25,0,3,0.0,0.4,0,Mesut,0.0,20,1,99.8,129,71,False,223.6,276,113,1439,Back injury - 75% chance of playing,2020-06-28T19:30:23.392750Z,70,0,0,0,37605.jpg,2.9,0,0,Özil,1.1,False,0.0,d,1,3,190.0,194,105,53,245916,21,304564,1312,0.0,7.6,Özil,1,9,0,1,0.0,6.0,10.0,18.0,18.0,0.64,0.0,0.0,0.0,3.0,2.0,0.0,0.0,5.54,14.22,12.42,32.38,10.56,0.0,0.0,0.0,0.0,0.0,0.0,3,19,0,1.2,1.7,1.0,1.8,26.2,39.4,130.7,113.2,150.5,103.7,19.3,19.6,113.1,48.5,33.7,97.4,27.4,37.5,129.8,112.8,132.6,104.8,27.0,18.9,119.0,50.0,19.2,119.2
16,0,3,0.0,0.0,1,57249,0,0,-3,3,33.9,361,181,0,3,0.0,0.0,0,Henrikh,0.0,0,0,8.6,420,181,False,5.4,472,201,110,Joined Roma on loan until the end of the season on 2/9. - Expected back 01 Aug,2019-09-02T23:30:14.832021Z,67,0,0,0,57249.jpg,1.3,0,0,Mkhitaryan,0.7,False,0.0,n,1,3,46.0,338,162,4,23169,7,117208,30,0.0,0.6,Mkhitaryan,1,9,0,1,0.0,31.0,2.0,3.0,1.0,0.33,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.87,1.0,1.8,11.3,15.33,0.0,0.0,0.0,0.0,0.0,0.0,3,19,0,1.2,1.7,1.0,1.8,26.2,39.4,130.7,113.2,150.5,103.7,19.3,19.6,113.1,48.5,33.7,97.4,27.4,37.5,129.8,112.8,132.6,104.8,27.0,18.9,119.0,50.0,19.2,119.2
18,2,357,100.0,100.0,10,84450,0,0,-4,4,275.0,140,88,0,3,3.0,3.5,2,Granit,3.0,26,1,79.5,184,95,False,406.6,160,60,2271,0,2020-06-17T22:00:16.575871Z,51,0,0,0,84450.jpg,2.4,0,0,Xhaka,0.8,False,0.0,a,1,3,110.0,261,133,65,76108,905,132674,1053,0.6,12.7,Xhaka,8,9,0,1,90.0,3.0,5.0,27.0,26.0,0.84,5.0,367.0,73.0,1.0,0.0,4.0,1.0,2.94,13.22,15.06,10.19,4.07,3.6,2.56,13.4,13.6,6.88,5.0,3,19,0,1.2,1.7,1.0,1.8,26.2,39.4,130.7,113.2,150.5,103.7,19.3,19.6,113.1,48.5,33.7,97.4,27.4,37.5,129.8,112.8,132.6,104.8,27.0,18.9,119.0,50.0,19.2,119.2
19,0,241,100.0,100.0,3,198849,0,0,-3,3,201.9,185,116,0,3,0.2,0.7,1,Lucas,0.2,21,1,68.0,215,109,False,276.8,244,98,1382,0,2020-06-19T01:30:19.551092Z,47,0,0,0,198849.jpg,1.7,0,0,Torreira,1.0,False,0.0,a,1,3,199.0,185,100,45,99853,101,180284,321,0.0,9.6,Torreira,5,9,0,1,10.0,6.0,14.0,26.0,14.0,0.5,2.0,17.0,8.0,2.0,3.0,0.0,0.0,2.62,9.27,10.65,7.77,7.65,0.5,0.35,1.5,2.5,0.6,0.0,3,19,0,1.2,1.7,1.0,1.8,26.2,39.4,130.7,113.2,150.5,103.7,19.3,19.6,113.1,48.5,33.7,97.4,27.4,37.5,129.8,112.8,132.6,104.8,27.0,18.9,119.0,50.0,19.2,119.2
20,0,0,0.0,0.0,0,153256,0,0,-3,3,0.0,544,218,6,3,0.0,0.0,0,Mohamed,0.0,0,0,0.0,562,220,False,0.0,559,217,0,Joined Besiktas on loan until the end of the season on 31/8. - Expected back 01 Aug,2019-08-31T11:30:14.714406Z,42,0,0,0,153256.jpg,0.0,0,0,Elneny,0.5,False,0.0,n,1,3,0.0,515,207,0,130513,215,130340,480,0.0,0.0,Elneny,0,9,0,1,0.0,32.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,19,0,1.2,1.7,1.0,1.8,26.2,39.4,130.7,113.2,150.5,103.7,19.3,19.6,113.1,48.5,33.7,97.4,27.4,37.5,129.8,112.8,132.6,104.8,27.0,18.9,119.0,50.0,19.2,119.2
21,2,272,100.0,0.0,3,242166,0,0,-3,3,235.1,163,102,0,3,0.7,1.2,0,Matteo,0.7,31,0,71.6,203,107,False,333.6,202,81,1744,0,0,42,0,0,0,242166.jpg,2.0,0,0,Guendouzi,7.2,False,0.0,a,1,3,146.0,230,121,48,1243834,8220,1148394,17636,0.2,11.4,Guendouzi,6,9,0,1,0.0,0.0,16.0,24.0,18.0,0.53,2.0,156.0,78.0,0.0,4.0,1.0,0.2,2.98,11.33,13.9,9.8,6.08,2.0,0.9,10.0,6.8,1.8,0.0,3,19,0,1.2,1.7,1.0,1.8,26.2,39.4,130.7,113.2,150.5,103.7,19.3,19.6,113.1,48.5,33.7,97.4,27.4,37.5,129.8,112.8,132.6,104.8,27.0,18.9,119.0,50.0,19.2,119.2
106,10,458,100.0,100.0,8,41270,0,0,-3,3,105.3,257,71,2,2,1.7,2.2,2,David,1.7,36,2,93.2,146,35,False,634.6,53,19,2480,0,2020-06-28T16:30:14.772979Z,57,0,0,0,41270.jpg,3.1,2,0,Luiz Moreira Marinho,4.9,False,0.0,a,1,3,191.0,193,41,89,324093,895,640620,1890,0.3,15.6,David Luiz,5,9,1,0,90.0,1.0,6.0,29.0,27.0,0.82,4.0,295.0,74.0,1.0,1.0,3.0,0.75,3.21,15.79,21.88,3.63,6.59,2.5,2.15,11.25,16.5,0.2,5.0,3,19,0,1.2,1.7,1.0,1.8,26.2,39.4,130.7,113.2,150.5,103.7,19.3,19.6,113.1,48.5,33.7,97.4,27.4,37.5,129.8,112.8,132.6,104.8,27.0,18.9,119.0,50.0,19.2,119.2
427,1,96,100.0,0.0,3,98980,0,0,-2,2,0.0,559,52,0,1,3.8,4.3,3,Emiliano,3.8,3,0,10.8,407,28,False,107.0,364,28,410,0,0,43,0,0,0,98980.jpg,4.6,0,13,Martínez,2.7,False,0.0,a,1,3,0.0,534,47,23,213245,12777,40554,2729,0.9,5.3,Martínez,1,9,1,0,90.0,0.0,29.0,5.0,5.0,0.15,5.0,410.0,82.0,0.0,0.0,5.0,1.0,2.16,19.2,21.4,0.0,0.0,4.6,2.16,19.2,21.4,0.0,0.0,3,19,0,1.2,1.7,1.0,1.8,26.2,39.4,130.7,113.2,150.5,103.7,19.3,19.6,113.1,48.5,33.7,97.4,27.4,37.5,129.8,112.8,132.6,104.8,27.0,18.9,119.0,50.0,19.2,119.2
467,5,197,0.0,0.0,3,101184,0,0,-2,2,113.5,248,66,0,2,0.0,0.0,0,Calum,0.0,15,1,58.7,245,73,False,272.0,247,99,1102,Knee injury - Unknown return date,2019-12-29T14:30:27.183032Z,43,0,0,0,101184.jpg,3.0,0,0,Chambers,0.6,False,0.0,i,1,3,203.0,182,38,42,140611,10,173408,102,0.0,9.8,Chambers,5,9,1,0,0.0,15.0,8.0,14.0,11.0,0.58,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.19,14.07,19.43,8.11,14.5,0.0,0.0,0.0,0.0,0.0,0.0,3,19,0,1.2,1.7,1.0,1.8,26.2,39.4,130.7,113.2,150.5,103.7,19.3,19.6,113.1,48.5,33.7,97.4,27.4,37.5,129.8,112.8,132.6,104.8,27.0,18.9,119.0,50.0,19.2,119.2
469,3,262,100.0,100.0,7,182539,0,0,-3,3,366.4,90,62,1,3,2.7,3.2,3,Daniel,2.7,16,0,77.0,190,100,False,284.4,233,95,1403,0,2019-11-06T17:30:16.584319Z,52,0,0,0,182539.jpg,2.5,0,0,Ceballos Fernández,3.0,False,0.0,a,1,3,119.0,253,131,51,1027661,1318,1161679,1012,0.5,9.8,Ceballos,0,9,0,1,79.0,9.0,10.0,20.0,15.0,0.6,6.0,498.0,83.0,0.0,0.0,5.0,1.0,3.85,13.1,14.22,18.32,5.95,2.67,3.67,15.33,13.47,19.8,3.33,3,19,0,1.2,1.7,1.0,1.8,26.2,39.4,130.7,113.2,150.5,103.7,19.3,19.6,113.1,48.5,33.7,97.4,27.4,37.5,129.8,112.8,132.6,104.8,27.0,18.9,119.0,50.0,19.2,119.2
486,3,265,100.0,100.0,4,58822,0,0,-2,2,204.1,183,43,0,2,2.2,2.7,0,Cédric,2.2,18,1,65.6,221,63,False,336.2,198,74,1394,0,2020-06-19T23:30:18.204187Z,48,0,0,0,58822.jpg,3.1,0,0,Soares,0.3,False,0.0,a,1,3,114.0,257,70,56,31901,506,38138,974,0.5,11.7,Cédric,1,9,1,0,0.0,12.0,7.0,18.0,15.0,0.68,2.0,88.0,44.0,2.0,2.0,1.0,0.33,3.64,14.72,18.68,11.34,6.33,6.5,2.95,21.5,22.5,3.5,3.5,3,19,0,1.2,1.7,1.0,1.8,26.2,39.4,130.7,113.2,150.5,103.7,19.3,19.6,113.1,48.5,33.7,97.4,27.4,37.5,129.8,112.8,132.6,104.8,27.0,18.9,119.0,50.0,19.2,119.2
488,9,333,100.0,100.0,5,195735,0,0,-5,5,571.3,34,27,2,3,2.0,2.5,0,Nicolas,2.0,26,5,163.4,44,23,False,478.4,115,41,1744,0,2019-12-11T12:30:12.556688Z,90,0,0,0,195735.jpg,3.7,0,0,Pépé,3.2,False,0.0,a,1,3,582.0,56,30,100,676500,674,829268,10416,0.2,11.1,Pépé,3,9,0,1,0.0,0.0,15.0,27.0,19.0,0.56,3.0,157.0,52.0,0.0,3.0,2.0,0.4,6.05,12.33,17.72,21.16,21.56,4.0,3.3,8.67,12.33,12.0,8.67,3,19,0,1.2,1.7,1.0,1.8,26.2,39.4,130.7,113.2,150.5,103.7,19.3,19.6,113.1,48.5,33.7,97.4,27.4,37.5,129.8,112.8,132.6,104.8,27.0,18.9,119.0,50.0,19.2,119.2
489,0,73,100.0,100.0,2,200641,0,0,-2,2,132.5,238,139,0,3,0.5,1.0,0,Reiss,0.5,6,0,33.9,337,148,False,64.6,396,165,541,0,2020-01-18T17:00:23.535651Z,53,0,0,0,200641.jpg,1.6,0,0,Nelson,0.1,False,0.0,a,1,3,142.0,232,123,22,13569,24,19933,91,0.1,4.2,Nelson,1,9,0,1,0.0,6.0,23.0,13.0,5.0,0.18,2.0,83.0,42.0,0.0,4.0,1.0,0.2,2.61,5.62,4.97,10.19,10.92,1.5,3.0,6.5,5.1,18.65,6.0,3,19,0,1.2,1.7,1.0,1.8,26.2,39.4,130.7,113.2,150.5,103.7,19.3,19.6,113.1,48.5,33.7,97.4,27.4,37.5,129.8,112.8,132.6,104.8,27.0,18.9,119.0,50.0,19.2,119.2
490,0,146,100.0,100.0,1,200089,0,0,-3,3,163.4,212,128,0,3,2.5,3.0,1,Joseph,2.5,15,1,53.1,268,128,False,169.2,317,136,733,0,2019-09-07T11:30:17.190466Z,47,0,0,0,200089.jpg,1.5,0,0,Willock,0.2,False,0.0,a,1,3,200.0,184,99,38,30880,133,34842,332,0.5,8.1,Willock,1,9,0,1,19.0,1.0,28.0,24.0,5.0,0.15,5.0,160.0,32.0,0.0,4.0,1.0,0.2,2.21,6.08,7.05,6.81,8.33,3.0,3.36,10.2,14.96,6.1,13.2,3,19,0,1.2,1.7,1.0,1.8,26.2,39.4,130.7,113.2,150.5,103.7,19.3,19.6,113.1,48.5,33.7,97.4,27.4,37.5,129.8,112.8,132.6,104.8,27.0,18.9,119.0,50.0,19.2,119.2
504,5,129,0.0,0.0,2,444145,0,0,-2,2,36.6,351,53,0,4,0.0,0.0,0,Gabriel Teodoro,0.0,9,3,42.5,312,44,False,162.8,320,36,656,Knee injury - Unknown return date,2020-06-24T13:00:17.558412Z,43,0,0,0,444145.jpg,2.8,0,0,Martinelli Silva,2.0,False,0.0,i,1,3,226.0,167,44,39,576824,196,543213,4628,0.0,9.1,Martinelli,1,9,0,1,0.0,6.0,22.0,14.0,6.0,0.21,0.0,0.0,0.0,4.0,1.0,0.0,0.0,3.04,9.21,11.63,2.61,16.14,0.0,0.0,0.0,0.0,0.0,0.0,3,19,0,1.2,1.7,1.0,1.8,26.2,39.4,130.7,113.2,150.5,103.7,19.3,19.6,113.1,48.5,33.7,97.4,27.4,37.5,129.8,112.8,132.6,104.8,27.0,18.9,119.0,50.0,19.2,119.2
