web_name,opponent_18,predicted_points_18,opponent_19,predicted_points_19,opponent_20,predicted_points_20,opponent_21,predicted_points_21,opponent_22,predicted_points_22,predicted_points_mean,points_per_game,form,id,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,in_dreamteam,news,news_added,now_cost,photo,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,last_opponent,fixture_difficulty,opponent,is_home,opp_GS_pg,opp_GA_pg,opp_GS_last5_pg,opp_GA_last5_pg,opp_total_points_conceded_pg_atk,opp_ict_index_conceded_pg_atk,opp_influence_conceded_pg_atk,opp_creativity_conceded_pg_atk,opp_threat_conceded_pg_atk,opp_bps_conceded_pg_atk,opp_total_points_conceded_pg_def,opp_ict_index_conceded_pg_def,opp_influence_conceded_pg_def,opp_creativity_conceded_pg_def,opp_threat_conceded_pg_def,opp_bps_conceded_pg_def,opp_total_points_conceded_pg_atk_last5,opp_ict_index_conceded_pg_atk_last5,opp_influence_conceded_pg_atk_last5,opp_creativity_conceded_pg_atk_last5,opp_threat_conceded_pg_atk_last5,opp_bps_conceded_pg_atk_last5,opp_total_points_conceded_pg_def_last5,opp_ict_index_conceded_pg_def_last5,opp_influence_conceded_pg_def_last5,opp_creativity_conceded_pg_def_last5,opp_threat_conceded_pg_def_last5,opp_bps_conceded_pg_def_last5,defender,attacker,minutes_last_game,games_injured,games_dropped,games_played,games_started,nail,games_played_last5,minutes_last5,minutes_pg_last5,games_injured_last5,games_dropped_last5,games_started_last5,nail_last5,ict_index_pg,bps_pg,influence_pg,creativity_pg,threat_pg,points_pg_last5,ict_index_pg_last5,bps_pg_last5,influence_pg_last5,creativity_pg_last5,threat_pg_last5
Matthews,BOU,2.96,TOT,2.46,CHE,3.69,NEW,3.33,MUN,3.4,3.17,0.0,0.0,495,0.0,0.0,169593,0,0,0,0,0,1,0.0,0.0,0,Remi,False,Joined St Johnstone on loan - Expected back 01 Jul,2022-07-28T16:30:04.783610Z,40,169593.jpg,Matthews,0.0,False,0,u,7,31,0,0,0,2555,8,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,498,51,486,36,441,27,499,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,588,41,331,44,511,51,585,62,0.0,0.0,9,2,3,0,1.1,2.0,1.6,2.2,26.2,40.6,121.2,132.6,152.1,98.9,23.9,19.7,100.7,48.8,47.2,108.6,27.8,42.9,129.2,149.4,150.4,104.2,24.0,25.2,121.3,58.4,71.2,114.2,1,0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Butland,BOU,2.96,TOT,2.46,CHE,3.69,NEW,3.33,MUN,3.4,3.17,0.0,0.0,162,100.0,100.0,105666,0,0,-1,1,0,1,0.0,0.0,0,Jack,False,,2022-08-01T17:30:04.731748Z,44,105666.jpg,Butland,0.1,False,0,a,7,31,0,2774,171,7861,106,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,559,70,553,59,531,50,562,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,443,24,442,65,571,70,461,53,0.0,0.0,9,2,3,0,1.1,2.0,1.6,2.2,26.2,40.6,121.2,132.6,152.1,98.9,23.9,19.7,100.7,48.8,47.2,108.6,27.8,42.9,129.2,149.4,150.4,104.2,24.0,25.2,121.3,58.4,71.2,114.2,1,0,0.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Castagne,LIV,3.18,FUL,3.26,NFO,2.83,BHA,3.19,AVL,3.37,3.17,4.4,1.0,258,100.0,100.0,166477,0,0,2,-2,1,2,0.0,1.0,1,Timothy,False,,2022-10-08T18:00:06.881764Z,47,166477.jpg,Castagne,10.5,False,0,a,10,13,66,1605564,17371,633802,40910,0.2,14.0,1281,1,2,7,23,0,0,0,0,0,0,7,296,293.0,196.0,183.0,67.5,14,1.5117,1.30897,2.8206700000000002,21.4421,62,15,75,12,94,10,74,11,0.0,0.0,0.0,0.0,0.0,0.0,0.10621,0.0,0.09197,0.19817,1.50647,1.62,293,49,225,82,44,10,37,12,0.98361,0.4918,15,5,12,0,1.8,1.1,1.8,1.2,21.3,29.8,108.8,75.5,113.5,79.4,9.4,14.7,102.5,26.8,17.0,71.1,23.0,33.9,120.8,90.0,128.4,86.6,14.6,21.0,121.4,52.1,36.6,93.2,1,0,90.0,0.0,3.0,15.0,14.0,0.82,5.0,450.0,90.0,0.0,0.0,5.0,1.0,4.5,19.73,19.53,13.07,12.2,5.4,5.14,22.4,24.88,14.84,11.6
McNeil,MCI,2.7,BHA,3.34,SOU,3.26,WHU,3.62,ARS,2.91,3.17,2.4,4.0,534,100.0,0.0,433154,0,0,-3,3,0,3,3.0,4.0,4,Dwight,False,,0,52,433154.jpg,McNeil,0.1,False,0,a,8,11,38,15096,188,40783,259,0.8,7.3,781,2,1,0,13,0,0,0,2,0,0,3,155,194.0,190.1,149.0,53.4,9,0.6102,1.3769799999999999,1.98718,15.9321,157,67,79,61,126,81,105,70,2.0,0.0,0.0,0.0,0.0,0.0,0.07032,0.0,0.15868,0.229,1.83597,1.5,169,97,70,32,212,88,406,147,1.03713,0.0,20,5,13,0,2.5,0.9,2.0,1.0,16.8,19.8,71.8,55.1,71.7,61.2,7.3,11.6,88.4,15.0,12.7,61.5,19.0,25.6,81.4,73.6,100.6,68.0,10.8,14.7,113.9,13.6,20.6,73.0,0,1,55.0,0.0,8.0,15.0,8.0,0.5,5.0,230.0,46.0,0.0,2.0,3.0,0.6,3.56,10.33,12.93,12.67,9.93,3.0,3.24,10.6,13.84,10.86,7.8
Whitworth,BOU,2.96,TOT,2.46,CHE,3.69,NEW,3.33,MUN,3.4,3.17,0.0,0.0,590,100.0,0.0,487818,0,0,0,0,0,1,0.0,0.0,0,Joseph,False,,0,40,487818.jpg,Whitworth,0.1,False,0,a,7,31,0,14350,69,9803,126,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,528,63,517,48,474,39,530,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,623,53,365,56,542,63,400,49,0.0,0.0,9,2,3,0,1.1,2.0,1.6,2.2,26.2,40.6,121.2,132.6,152.1,98.9,23.9,19.7,100.7,48.8,47.2,108.6,27.8,42.9,129.2,149.4,150.4,104.2,24.0,25.2,121.3,58.4,71.2,114.2,1,0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Johnstone,BOU,2.96,TOT,2.46,CHE,3.69,NEW,3.33,MUN,3.4,3.17,0.0,0.0,175,25.0,25.0,101982,0,0,-1,1,0,1,0.0,0.0,0,Sam,False,Back injury - 25% chance of playing,2022-12-20T01:00:07.216565Z,44,101982.jpg,Johnstone,0.1,False,0,d,7,31,0,3941,18,10461,153,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,558,69,552,58,530,49,561,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,442,23,441,64,570,69,417,52,0.0,0.0,9,2,3,0,1.1,2.0,1.6,2.2,26.2,40.6,121.2,132.6,152.1,98.9,23.9,19.7,100.7,48.8,47.2,108.6,27.8,42.9,129.2,149.4,150.4,104.2,24.0,25.2,121.3,58.4,71.2,114.2,1,0,0.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mee,WHU,3.23,LIV,3.26,BOU,3.18,LEE,4.12,SOU,1.96,3.15,3.9,1.0,526,100.0,0.0,51927,0,0,1,-1,2,2,1.0,0.5,1,Ben,False,,0,46,51927.jpg,Mee,5.5,False,0,a,4,94,58,1041017,14793,596206,12475,0.2,12.6,1298,2,1,4,21,0,0,0,1,0,0,6,251,333.0,30.3,133.0,49.9,15,1.2306,0.39228,1.6228799999999999,18.5188,47,11,292,95,132,15,116,21,0.0,0.0,0.0,0.0,0.0,0.0,0.08533,0.0,0.0272,0.11253,1.28405,1.46,306,53,218,78,65,13,66,26,1.04006,0.27735,18,3,19,0,0.8,1.2,0.8,1.6,23.0,31.4,100.1,97.6,117.3,88.8,21.4,16.3,102.7,35.4,24.4,95.1,29.8,39.5,141.5,119.6,134.0,117.0,20.0,15.5,100.0,31.2,24.0,96.8,1,0,90.0,0.0,2.0,14.0,14.0,0.88,4.0,360.0,90.0,0.0,1.0,4.0,0.8,3.56,17.93,23.79,2.16,9.5,4.5,4.2,18.5,27.65,5.5,8.75
Justin,LIV,3.58,FUL,2.63,NFO,2.63,BHA,3.2,AVL,3.71,3.15,3.2,0.0,268,0.0,0.0,220627,0,0,-2,2,0,2,0.0,0.0,0,James,False,Achilles injury - Expected back 01 Jul,2022-11-09T08:30:06.809946Z,43,220627.jpg,Justin,0.7,False,0,i,10,13,45,292069,186,361735,7100,0.0,10.5,1252,0,2,5,25,0,0,0,0,0,0,2,263,208.4,138.8,40.0,38.7,14,0.3077,0.47171,0.77941,21.309,137,47,123,25,268,79,168,41,0.0,0.0,0.0,0.0,0.0,0.0,0.02212,0.0,0.03391,0.05603,1.5318,1.8,527,152,422,174,124,36,212,76,1.00639,0.35942,15,5,12,0,1.8,1.1,1.8,1.2,21.3,29.8,108.8,75.5,113.5,79.4,9.4,14.7,102.5,26.8,17.0,71.1,23.0,33.9,120.8,90.0,128.4,86.6,14.6,21.0,121.4,52.1,36.6,93.2,1,0,0.0,2.0,1.0,14.0,14.0,0.93,3.0,267.0,89.0,2.0,0.0,3.0,1.0,2.76,18.79,14.89,9.91,2.86,5.0,2.6,23.67,16.8,6.87,2.33
Mara,FUL,2.91,NFO,3.09,EVE,4.13,AVL,2.41,BRE,3.2,3.15,1.3,1.0,528,100.0,0.0,476888,0,0,-2,2,0,4,1.0,1.0,1,Sékou,False,,0,53,476888.jpg,Mara,0.1,False,0,a,17,20,13,16876,279,20997,183,0.2,2.5,219,0,1,0,3,0,0,0,0,0,0,0,35,34.2,47.6,106.0,18.4,2,0.7203,0.2095,0.9298,2.9933,349,43,246,37,168,40,291,40,0.0,0.0,0.0,0.0,0.0,0.0,0.29601,0.0,0.0861,0.38211,1.23012,1.23,157,49,260,25,354,47,439,62,0.82192,0.0,5,2,9,0,1.6,1.5,1.6,1.2,25.5,39.2,125.9,105.0,161.5,93.2,12.7,15.2,86.8,33.8,31.6,73.9,25.8,37.4,125.4,110.4,138.8,98.6,12.0,15.8,102.1,29.7,28.0,76.6,0,1,12.0,0.0,14.0,10.0,2.0,0.12,2.0,16.0,8.0,0.0,5.0,0.0,0.0,1.84,3.5,3.42,4.76,10.6,1.0,0.25,2.0,0.5,0.3,2.5
Awoniyi,CHE,3.38,SOU,3.0,LEI,2.78,BOU,2.92,LEE,3.67,3.15,2.8,2.0,397,100.0,0.0,210156,0,0,-3,3,0,4,1.0,1.5,2,Taiwo,False,,0,57,210156.jpg,Awoniyi,0.6,False,0,a,16,17,39,161265,963,212652,2260,0.4,6.8,566,3,0,3,17,0,0,0,0,0,0,6,107,126.4,70.3,176.0,36.9,7,3.597,0.17153,3.76853,11.6582,227,21,200,30,105,29,184,26,0.0,0.0,0.0,0.0,0.0,0.0,0.57196,0.0,0.02728,0.59924,1.85378,2.7,90,34,143,13,167,20,227,37,1.11307,0.47703,14,3,6,1,1.1,1.0,0.8,1.4,19.4,28.0,91.2,82.8,106.5,67.2,14.8,13.9,84.7,31.0,23.4,74.2,23.0,33.8,98.4,114.9,127.0,75.8,22.0,16.0,96.1,35.1,28.4,93.8,0,1,61.0,0.0,10.0,14.0,7.0,0.41,4.0,198.0,50.0,0.0,2.0,3.0,0.6,2.64,7.64,9.03,5.02,12.57,3.5,3.4,9.75,10.65,8.35,15.5
Edouard,BOU,2.84,TOT,2.9,CHE,3.07,NEW,3.33,MUN,3.59,3.15,3.0,0.0,166,100.0,100.0,199670,0,0,-2,2,0,4,0.0,0.0,0,Odsonne,False,,2022-10-29T19:30:07.489242Z,53,199670.jpg,Edouard,3.0,False,0,a,7,31,39,665774,5307,673445,18254,0.0,7.4,763,3,2,2,11,0,0,0,3,0,0,3,128,206.8,131.3,284.0,62.1,9,1.8866,0.40928000000000003,2.29588,10.5895,140,14,131,14,48,19,84,16,0.0,0.0,0.0,0.0,3.0,0.0,0.22253,0.0,0.04828,0.27081,1.24909,1.3,148,46,628,59,144,17,98,14,1.0616,0.23591,9,2,3,0,1.1,2.0,1.6,2.2,26.2,40.6,121.2,132.6,152.1,98.9,23.9,19.7,100.7,48.8,47.2,108.6,27.8,42.9,129.2,149.4,150.4,104.2,24.0,25.2,121.3,58.4,71.2,114.2,0,1,0.0,1.0,7.0,13.0,9.0,0.56,3.0,169.0,56.0,1.0,2.0,2.0,0.5,4.78,9.85,15.91,10.1,21.85,3.0,5.03,11.67,15.6,12.2,23.0
Cooper,NEW,2.58,WHU,3.86,AVL,2.69,BRE,3.33,NFO,3.24,3.14,2.2,1.0,221,100.0,75.0,55914,0,0,-1,1,0,2,1.0,0.0,1,Liam,False,,2022-12-22T16:00:08.004747Z,44,55914.jpg,Cooper,0.1,False,0,a,11,2,20,9040,22,10915,306,0.2,4.5,746,1,0,1,17,0,0,0,1,0,0,0,123,166.0,35.9,86.0,28.5,8,0.4379,0.08023,0.51813,14.4218,181,68,279,90,188,33,241,74,0.0,0.0,0.0,0.0,0.0,0.0,0.05283,0.0,0.00968,0.06251,1.7399,2.05,435,100,189,59,232,81,468,174,0.96515,0.12064,13,3,15,0,1.9,0.6,2.8,0.4,17.7,29.3,89.5,91.0,112.6,68.8,11.5,14.6,89.3,29.6,26.8,74.2,14.8,25.8,71.2,94.2,93.0,62.6,7.8,18.6,98.4,36.9,50.4,75.4,1,0,71.0,4.0,5.0,9.0,8.0,0.62,5.0,431.0,86.0,0.0,0.0,5.0,1.0,3.17,13.67,18.44,3.99,9.56,2.0,3.22,12.4,19.36,2.76,10.6
Duffy,SOU,2.11,CHE,6.53,NEW,2.48,TOT,1.63,CHE,2.95,3.14,1.0,0.0,105,100.0,100.0,61933,0,0,-2,2,0,2,0.0,0.0,0,Shane,False,,2022-08-30T15:30:06.538527Z,43,61933.jpg,Duffy,0.1,False,0,a,9,54,4,4450,51,20228,125,0.0,0.9,4,0,0,0,2,0,0,0,0,0,0,0,12,0.2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.5981,457,169,536,215,503,208,548,216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.45725,45.0,493,131,399,161,397,151,396,147,0.0,0.0,7,2,17,1,0.8,1.8,0.8,2.4,26.1,38.1,128.2,105.4,148.3,93.7,21.4,17.9,111.7,39.8,27.5,98.6,31.0,38.4,148.9,100.2,134.6,113.2,23.4,19.5,128.4,49.7,16.0,108.2,1,0,0.0,0.0,17.0,4.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,3.0,0.05,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0
Garnacho,WOL,3.5,BOU,2.66,MCI,2.86,ARS,2.43,CRY,4.2,3.13,2.0,0.0,569,100.0,0.0,493105,0,0,-2,2,0,3,0.0,0.5,0,Alejandro,False,,0,43,493105.jpg,Garnacho,0.9,False,0,a,14,1,8,153927,3464,71896,6158,0.0,1.9,108,1,0,0,3,0,0,0,2,0,0,0,22,39.8,10.0,62.0,11.2,1,0.3644,0.07952000000000001,0.44392,1.2418,338,143,357,171,223,126,336,149,0.0,0.0,0.0,0.0,0.0,0.0,0.30367,0.0,0.06627,0.36993,1.03483,2.5,543,282,431,156,267,108,185,57,0.83333,0.0,16,2,20,0,0.6,1.5,1.0,2.2,26.4,35.5,120.8,102.6,132.1,92.4,22.2,14.5,86.4,32.6,25.4,94.4,32.4,37.0,143.9,93.5,132.0,112.0,23.2,16.9,101.6,36.2,30.4,97.8,0,1,25.0,0.0,15.0,3.0,1.0,0.06,3.0,107.0,36.0,0.0,4.0,1.0,0.2,3.73,7.33,13.27,3.33,20.67,2.33,3.73,6.33,13.27,3.33,20.67
Ayling,NEW,2.5,WHU,3.74,AVL,2.94,BRE,3.83,NFO,2.63,3.13,1.1,1.0,222,100.0,100.0,66588,0,0,0,0,0,2,1.0,0.0,1,Luke,False,,2022-07-05T15:30:04.180211Z,45,66588.jpg,Ayling,0.1,False,0,a,11,2,9,13158,292,9644,226,0.2,2.0,179,0,1,0,7,0,0,0,0,0,0,0,50,65.0,26.1,29.0,12.0,1,0.1648,0.25081,0.41561000000000003,5.2482,304,119,303,104,299,98,333,116,0.0,0.0,0.0,0.0,0.0,0.0,0.08286,0.0,0.12611,0.20897,2.63876,3.52,322,62,201,68,376,137,438,162,0.50279,0.0,13,3,15,0,1.9,0.6,2.8,0.4,17.7,29.3,89.5,91.0,112.6,68.8,11.5,14.6,89.3,29.6,26.8,74.2,14.8,25.8,71.2,94.2,93.0,62.6,7.8,18.6,98.4,36.9,50.4,75.4,1,0,25.0,5.0,11.0,8.0,1.0,0.08,5.0,131.0,26.0,0.0,4.0,1.0,0.2,1.5,6.25,8.12,3.26,3.62,0.8,1.16,4.4,6.4,0.64,4.6
Bueno,MUN,2.58,AVL,3.22,WHU,4.29,MCI,2.22,LIV,3.35,3.13,1.6,1.0,558,100.0,0.0,490721,0,0,-1,1,0,2,1.0,1.0,1,Hugo,False,,0,39,490721.jpg,Bueno López,5.5,False,0,a,20,39,11,756863,13635,250215,6219,0.3,2.8,509,0,1,0,13,0,0,0,1,0,0,2,89,121.6,114.2,65.0,30.2,6,0.1544,0.44622,0.6006199999999999,8.1984,238,91,146,32,216,47,225,64,2.0,0.0,0.0,0.0,0.0,0.0,0.0273,0.0,0.0789,0.1062,1.44962,2.3,669,232,162,41,318,113,64,25,1.0609,0.0,8,3,14,1,1.4,1.2,1.6,1.0,21.8,32.2,97.8,92.9,131.0,81.2,11.8,13.6,84.3,27.3,24.2,69.6,21.4,27.9,92.5,74.0,112.2,72.6,11.0,14.9,98.2,24.8,25.8,70.2,1,0,58.0,0.0,10.0,7.0,6.0,0.38,5.0,418.0,84.0,0.0,0.0,5.0,1.0,4.31,12.71,17.37,16.31,9.29,0.8,4.82,11.0,15.88,19.48,12.6
Elanga,WOL,3.08,BOU,2.72,MCI,3.36,ARS,2.66,CRY,3.77,3.12,1.6,1.0,344,100.0,0.0,449434,0,0,-3,3,0,3,1.0,1.5,1,Anthony,False,,0,47,449434.jpg,Elanga,0.4,False,0,a,14,1,18,75537,224,133359,662,0.2,3.8,368,0,1,2,1,0,0,0,0,0,0,0,41,48.2,66.7,121.0,23.0,5,0.5064,0.95065,1.45705,4.006,325,137,206,122,148,95,263,121,0.0,0.0,0.0,0.0,0.0,0.0,0.12385,0.0,0.2325,0.35634,0.97973,0.24,303,184,231,107,323,136,264,90,1.22283,0.48913,16,2,20,0,0.6,1.5,1.0,2.2,26.4,35.5,120.8,102.6,132.1,92.4,22.2,14.5,86.4,32.6,25.4,94.4,32.4,37.0,143.9,93.5,132.0,112.0,23.2,16.9,101.6,36.2,30.4,97.8,0,1,4.0,0.0,13.0,11.0,4.0,0.24,5.0,152.0,30.0,0.0,3.0,2.0,0.4,2.09,3.73,4.38,6.06,11.0,1.4,1.6,3.2,2.8,1.82,12.4
Lingard,CHE,3.36,SOU,3.37,LEI,2.93,BOU,2.6,LEE,3.36,3.12,2.1,1.0,527,50.0,0.0,109322,0,0,-6,6,0,3,0.0,0.5,1,Jesse,False,Hamstring injury - 50% chance of playing,2022-12-28T00:00:08.583600Z,54,109322.jpg,Lingard,1.4,False,0,d,16,17,30,188149,466,590241,3278,0.2,5.6,858,0,1,5,13,0,0,0,1,0,0,0,81,44.4,139.0,123.0,30.6,11,1.0397,0.45093,1.49063,13.8394,331,141,122,85,144,93,222,113,0.0,0.0,0.0,0.0,0.0,0.0,0.10906,0.0,0.0473,0.15636,1.45169,1.36,125,67,261,126,258,107,151,50,1.15385,0.52448,14,3,6,1,1.1,1.0,0.8,1.4,19.4,28.0,91.2,82.8,106.5,67.2,14.8,13.9,84.7,31.0,23.4,74.2,23.0,33.8,98.4,114.9,127.0,75.8,22.0,16.0,96.1,35.1,28.4,93.8,0,1,52.0,0.0,6.0,13.0,10.0,0.62,5.0,261.0,52.0,0.0,1.0,4.0,0.8,2.35,6.23,3.42,10.69,9.46,1.8,1.24,4.4,2.32,3.16,6.8
Dembélé,CRY,3.39,MUN,3.02,BRE,2.65,NFO,2.61,BHA,3.92,3.12,1.0,1.0,74,100.0,0.0,244085,0,0,-3,3,0,3,1.0,0.5,1,Siriki,False,,0,47,244085.jpg,Dembélé,0.1,False,0,a,3,91,2,3972,65,10118,89,0.2,0.4,12,0,0,0,0,0,0,0,0,0,0,0,9,9.4,15.1,2.0,2.7,0,0.0,0.08321,0.08321,0.1464,401,175,339,168,387,185,402,177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62408,0.62408,1.098,0.0,302,183,230,106,436,192,450,170,0.0,0.0,6,2,7,1,0.9,1.2,0.6,1.6,23.5,33.7,98.4,103.6,135.7,83.7,18.0,15.7,87.7,38.5,30.8,85.8,31.2,35.8,118.0,103.8,136.4,107.2,24.0,14.5,85.2,30.3,29.6,103.2,0,1,5.0,0.0,17.0,2.0,0.0,0.0,1.0,5.0,5.0,0.0,5.0,0.0,0.0,1.35,4.5,4.7,7.55,1.0,1.0,2.2,6.0,5.4,14.6,2.0
Keita,LEI,2.94,BRE,3.04,BHA,3.74,CHE,3.0,WOL,2.87,3.12,1.0,1.0,287,100.0,100.0,175592,0,0,-3,3,0,3,2.0,2.0,1,Naby,False,,2022-08-23T08:30:05.948248Z,47,175592.jpg,Keita,0.0,False,0,a,12,14,1,8489,148,16819,93,0.2,0.2,23,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.7,1.0,0.0,0,0.0318,0.0038799999999999998,0.03568,0.1379,642,266,411,196,394,191,643,266,0.0,0.0,0.0,0.0,0.0,0.0,0.12443,0.0,0.01518,0.13962,0.53961,0.0,296,181,226,104,434,191,511,200,0.0,0.0,2,3,10,1,1.5,1.6,1.6,0.8,26.6,36.2,119.3,106.6,136.1,97.3,14.0,14.5,85.2,36.1,23.5,80.8,22.8,40.5,89.6,136.7,179.0,83.6,19.0,18.2,94.7,60.4,26.2,99.0,0,1,23.0,14.0,3.0,1.0,0.0,0.0,1.0,23.0,23.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,0.7,1.0,1.0,0.0,2.0,0.0,0.7,1.0
McGinn,TOT,2.53,WOL,2.84,LEE,3.66,SOU,3.44,LEI,3.12,3.12,1.9,2.0,37,100.0,0.0,122806,0,0,-4,4,0,3,1.5,1.0,2,John,False,,0,51,122806.jpg,McGinn,0.6,False,0,a,2,7,30,33020,249,154649,626,0.4,5.9,1145,0,1,2,19,0,0,0,4,0,0,0,139,157.4,122.8,201.0,48.1,13,1.2361,1.46843,2.70453,17.0307,190,78,141,93,79,50,122,78,4.0,0.0,0.0,0.0,0.0,0.0,0.09716,0.0,0.11542,0.21258,1.33866,1.49,174,102,123,64,290,119,239,79,1.02183,0.15721,12,4,18,0,1.9,1.4,2.2,2.2,22.2,35.5,109.7,117.2,128.1,89.1,10.2,18.4,112.0,43.8,27.7,79.4,29.4,36.1,152.4,75.8,133.2,110.2,9.2,19.5,121.8,44.3,28.6,81.6,0,1,90.0,0.0,4.0,16.0,13.0,0.76,5.0,248.0,50.0,0.0,3.0,2.0,0.4,3.01,8.69,9.84,7.68,12.56,1.8,1.86,5.8,5.76,3.82,9.0
Digne,TOT,2.57,WOL,3.98,LEE,3.61,SOU,2.27,LEI,3.11,3.11,2.4,1.0,33,100.0,100.0,101188,0,0,-4,4,1,2,0.5,0.0,1,Lucas,False,,2022-09-21T11:30:06.595115Z,46,101188.jpg,Digne,1.5,False,0,a,2,7,26,226464,3127,472216,2962,0.2,5.7,900,1,0,1,15,1,0,0,2,0,0,3,133,197.4,184.9,72.0,45.4,10,0.22,0.87821,1.0982100000000001,14.8801,152,53,83,13,202,41,131,27,6.0,0.0,4.0,0.0,0.0,0.0,0.022,0.0,0.08782,0.10982,1.48801,1.5,309,55,220,80,208,75,137,48,1.0,0.1,12,4,18,0,1.9,1.4,2.2,2.2,22.2,35.5,109.7,117.2,128.1,89.1,10.2,18.4,112.0,43.8,27.7,79.4,29.4,36.1,152.4,75.8,133.2,110.2,9.2,19.5,121.8,44.3,28.6,81.6,1,0,90.0,4.0,3.0,11.0,10.0,0.77,4.0,270.0,68.0,0.0,2.0,3.0,0.6,4.13,12.09,17.95,16.81,6.55,3.5,4.52,13.75,21.45,15.42,8.5
Coufal,BRE,3.17,LEE,3.43,WOL,2.68,EVE,3.85,NEW,2.44,3.11,2.0,0.0,463,100.0,100.0,164555,0,0,-4,4,0,2,0.0,-0.5,0,Vladimir,False,,2022-08-22T07:00:05.882577Z,41,164555.jpg,Coufal,0.7,False,0,a,19,21,20,202169,3286,232530,1557,0.0,4.9,773,0,1,1,13,0,0,0,2,0,0,0,112,117.4,107.6,15.0,24.1,8,0.0914,0.43723999999999996,0.52864,9.8707,242,92,155,33,337,118,257,83,0.0,0.0,0.0,0.0,0.0,0.0,0.01064,0.0,0.05091,0.06155,1.14924,1.51,574,176,378,147,264,97,219,80,0.93144,0.11643,1,2,4,1,1.5,1.6,1.4,2.0,23.8,39.8,117.8,122.3,159.0,88.2,16.1,18.0,99.1,49.9,30.5,87.6,26.6,45.5,135.7,129.2,191.0,97.2,15.4,21.5,107.0,61.7,46.2,87.4,1,0,90.0,0.0,8.0,10.0,9.0,0.53,2.0,92.0,46.0,0.0,4.0,1.0,0.2,2.41,11.2,11.74,10.76,1.5,2.0,1.05,10.5,9.6,0.85,0.0
