web_name,opponent,element_type,defender,attacker,points_per_game,ict_index_pg,influence_pg,creativity_pg,threat_pg,bps_pg,form,ep_next,points_pg_last5,ict_index_pg_last5,bps_pg_last5,influence_pg_last5,creativity_pg_last5,threat_pg_last5,fixture_difficulty,is_home,opp_GS_pg,opp_GA_pg,opp_GS_last5_pg,opp_GA_last5_pg,opp_total_points_conceded_pg_atk,opp_total_points_conceded_pg_def,opp_total_points_conceded_pg_atk_last5,opp_total_points_conceded_pg_def_last5,opp_ict_index_conceded_pg_atk,opp_ict_index_conceded_pg_def,opp_ict_index_conceded_pg_atk_last5,opp_ict_index_conceded_pg_def_last5,opp_influence_conceded_pg_atk,opp_influence_conceded_pg_def,opp_influence_conceded_pg_atk_last5,opp_influence_conceded_pg_def_last5,opp_creativity_conceded_pg_atk,opp_creativity_conceded_pg_def,opp_creativity_conceded_pg_atk_last5,opp_creativity_conceded_pg_def_last5,opp_threat_conceded_pg_atk,opp_threat_conceded_pg_def,opp_threat_conceded_pg_atk_last5,opp_threat_conceded_pg_def_last5,opp_bps_conceded_pg_atk,opp_bps_conceded_pg_def,opp_bps_conceded_pg_atk_last5,opp_bps_conceded_pg_def_last5
Torreira,,3,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nelson,,3,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turner,,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fábio Vieira,,3,0,1,1.0,1.6,4.8,1.2,10.0,4.0,0.2,0.7,1.0,1.6,4.0,4.8,1.2,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saliba,,2,1,0,4.8,3.0,22.17,4.13,3.83,21.0,4.2,4.7,4.2,3.16,19.2,22.16,4.94,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marquinhos,,3,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jesus,,4,0,1,5.5,12.23,31.43,25.77,65.0,18.5,6.2,6.7,6.2,13.7,20.8,36.24,30.28,70.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zinchenko,,2,1,0,5.0,3.6,15.8,11.72,8.75,23.0,1.6,2.1,2.67,2.0,18.0,7.73,7.87,4.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smith,,3,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coutinho,,3,0,1,1.3,2.53,4.03,9.43,12.0,4.67,1.2,1.2,1.2,2.16,4.2,4.24,7.34,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ings,,4,0,1,2.2,3.24,6.8,4.88,21.0,5.8,2.0,2.0,2.5,2.88,7.25,8.25,2.97,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martínez,,1,1,0,3.7,3.12,31.07,0.0,0.0,18.17,4.2,4.2,4.2,3.56,19.8,35.44,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chambers,,2,1,0,1.5,1.55,15.0,0.3,0.0,10.0,0.6,0.6,1.5,1.55,10.0,15.0,0.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digne,,2,1,0,0.8,4.12,15.03,19.77,6.33,9.17,0.8,0.8,0.8,4.06,8.8,15.4,19.24,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Traoré,,3,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Olsen,,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanson,,3,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McGinn,,3,0,1,1.7,2.37,8.93,8.9,5.83,10.17,1.6,1.6,1.6,2.22,9.0,8.8,9.88,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hause,,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mings,,2,1,0,1.5,2.05,19.45,0.55,0.5,13.75,1.2,1.2,1.5,2.05,13.75,19.45,0.55,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Watkins,,4,0,1,4.0,4.4,15.5,7.88,20.5,11.67,4.6,4.6,4.6,4.96,13.4,18.2,7.1,24.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nakamba,,3,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buendía,,3,0,1,2.5,3.98,11.67,12.47,15.5,8.33,2.8,2.8,2.8,4.32,8.4,13.04,11.8,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash,,2,1,0,1.0,2.63,11.73,10.7,3.83,9.17,1.0,0.8,1.0,2.48,8.0,11.44,10.64,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Konsa,,2,1,0,1.2,1.38,12.53,0.55,0.67,9.83,1.2,1.2,1.2,1.22,8.6,10.88,0.4,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bailey,,3,0,1,3.2,3.73,12.9,12.25,11.83,10.5,3.4,3.4,3.4,3.14,11.0,12.92,8.32,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Douglas Luiz,,3,0,1,2.6,2.26,10.48,9.14,3.0,9.6,2.6,2.6,3.25,2.58,12.25,13.1,10.85,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramsey,,3,0,1,1.8,3.62,13.53,16.77,5.83,11.33,2.2,2.2,2.2,3.54,11.4,14.24,15.66,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iroegbunam,,3,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diego Carlos,,2,1,0,1.5,2.9,11.5,1.4,16.0,8.5,0.4,0.0,2.0,4.4,9.0,13.8,1.3,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Ghazi,,3,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davis,,4,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kamara,,3,0,1,1.8,2.08,14.57,5.45,0.83,11.0,1.8,1.8,1.8,2.22,11.6,16.36,5.78,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Archer,,4,0,1,1.0,0.15,0.1,0.75,1.0,3.0,0.2,0.2,1.0,0.0,3.0,0.2,0.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Philogene-Bidace,,3,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guilbert,,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bednarek,,2,1,0,0.5,3.4,19.2,10.55,4.0,14.5,0.2,0.2,1.0,2.8,11.0,23.8,0.1,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dendoncker,,3,0,1,1.8,2.72,9.7,7.25,10.25,10.25,1.0,0.8,1.67,1.03,6.67,4.8,4.17,1.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Augustinsson,,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kesler Hayden,,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Young,,2,1,0,1.0,0.8,7.7,0.25,0.0,6.0,0.4,0.4,1.0,0.8,6.0,7.7,0.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smith,,2,1,0,1.5,2.3,11.83,6.62,4.33,10.5,0.8,0.3,0.8,2.52,10.0,12.96,7.68,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stanislas,,3,0,1,1.0,0.0,0.0,0.15,0.5,2.5,0.2,-0.1,1.0,0.0,2.0,0.0,0.3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fredericks,,2,1,0,1.0,0.55,4.5,0.75,0.0,3.0,0.4,-0.1,1.0,0.55,3.0,4.5,0.75,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brooks,,3,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lowe,,3,0,1,1.0,0.0,0.0,0.0,0.0,3.0,0.2,-0.3,1.0,0.0,3.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moore,,4,0,1,2.3,2.42,8.77,5.25,10.33,7.83,1.6,1.1,1.6,1.74,4.0,3.52,5.14,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcondes,,3,0,1,1.0,0.1,1.2,0.0,0.0,3.0,0.2,-0.3,1.0,0.1,3.0,1.2,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lerma,,3,0,1,3.2,2.17,13.73,2.52,5.5,14.17,1.8,1.3,1.8,1.42,11.0,8.08,2.98,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stacey,,2,1,0,0.0,0.55,3.3,2.3,0.0,4.0,0.0,-0.5,0.0,0.55,4.0,3.3,2.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solanke,,4,0,1,4.2,5.03,18.45,4.4,27.5,12.0,3.0,2.5,5.0,5.1,15.33,23.13,5.67,22.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cook,,3,0,1,2.5,1.82,12.2,4.45,1.33,10.5,2.8,2.3,2.8,2.02,11.8,13.2,5.28,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pearson,,3,0,1,1.5,0.6,3.45,0.62,1.75,4.5,0.8,0.0,1.33,0.6,5.0,3.2,0.4,2.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christie,,3,0,1,1.7,1.63,5.23,5.0,6.0,4.67,1.8,1.3,1.8,1.96,5.4,6.28,5.94,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Billing,,3,0,1,2.7,2.55,14.43,7.87,3.17,9.67,2.8,2.3,2.8,2.52,9.6,12.88,9.24,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mepham,,2,1,0,2.0,2.32,20.07,0.23,2.83,16.0,1.0,0.5,1.0,2.04,13.4,16.68,0.26,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Travers,,1,1,0,2.0,2.6,25.85,0.0,0.0,18.5,0.4,-0.1,0.67,2.97,16.67,29.6,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kelly,,2,1,0,4.6,3.62,27.12,8.06,0.8,21.8,2.2,1.7,2.75,2.88,17.25,21.5,6.55,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dembélé,,3,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anthony,,3,0,1,2.8,2.22,12.7,3.42,6.0,9.0,2.2,1.7,2.75,2.22,9.0,12.7,3.42,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zemura,,2,1,0,2.0,2.1,13.0,6.06,2.0,12.8,0.8,0.3,1.0,1.78,9.75,10.85,4.9,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dennis,,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stephens,,2,1,0,0.5,0.85,7.1,1.25,0.0,5.0,0.2,-0.3,1.0,0.2,5.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rothwell,,3,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tavernier,,3,0,1,2.3,5.18,10.96,28.74,12.2,13.6,2.2,1.7,2.2,4.04,9.6,8.36,20.28,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hill,,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neto,,1,1,0,3.0,1.4,14.1,0.0,0.0,16.5,1.2,0.7,3.0,1.4,16.5,14.1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Senesi,,2,1,0,-0.3,1.0,10.0,0.1,0.0,5.33,-0.2,-0.7,-0.33,1.0,5.33,10.0,0.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saydee,,4,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bevan,,2,1,0,1.0,0.0,,0.0,0.0,,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jansson,,2,1,0,2.2,1.98,18.8,0.18,0.5,15.5,1.6,1.6,2.67,2.0,15.0,19.0,0.07,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nørgaard,,3,0,1,3.8,4.45,18.95,7.48,18.25,15.0,2.6,0.0,4.33,5.5,15.33,21.53,9.27,24.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toney,,4,0,1,7.5,8.63,36.87,20.77,28.5,26.33,7.4,7.4,7.4,8.6,26.4,36.44,19.76,29.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raya,,1,1,0,3.8,3.25,30.77,1.67,0.0,20.5,4.2,4.2,4.2,3.5,21.6,32.96,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canós,,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dasilva,,3,0,1,3.2,3.18,16.43,5.13,10.33,11.0,2.6,2.6,2.6,2.88,9.2,12.0,5.88,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ajer,,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henry,,2,1,0,2.7,3.43,13.63,10.55,10.0,12.5,2.4,2.4,2.4,3.42,10.6,12.32,9.7,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Janelt,,3,0,1,3.3,4.23,17.27,7.42,17.67,14.67,3.6,3.6,3.6,4.26,14.8,17.68,4.16,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghoddos,,3,0,1,1.0,0.1,0.3,0.85,0.0,3.0,0.4,0.4,1.0,0.1,3.0,0.3,0.85,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jensen,,3,0,1,4.2,5.03,19.0,25.0,6.17,15.67,4.8,4.8,4.8,5.68,17.0,21.56,27.72,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wissa,,3,0,1,3.7,3.25,14.97,3.27,15.0,9.5,4.0,4.0,4.0,3.78,10.4,17.96,3.62,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roerslev,,2,1,0,6.0,2.1,19.4,1.5,0.0,20.0,1.2,1.2,6.0,2.1,20.0,19.4,1.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bech,,2,1,0,1.0,0.07,0.87,0.07,0.0,3.0,0.4,0.0,1.0,0.0,3.0,0.1,0.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pinnock,,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Onyeka,,3,0,1,1.0,0.87,3.73,4.0,0.67,4.33,0.6,0.6,1.0,0.87,4.33,3.73,4.0,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baptiste,,3,0,1,1.7,1.05,3.9,3.2,3.33,7.5,1.8,1.8,1.8,1.16,8.0,3.84,3.78,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mbeumo,,4,0,1,3.7,6.13,16.93,18.03,26.5,17.0,4.0,4.0,4.0,6.34,17.8,17.96,18.48,27.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goode,,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forss,,4,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thompson,,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bidstrup,,3,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Balcombe,,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hickey,,2,1,0,1.5,2.15,10.87,4.07,6.5,10.67,1.6,1.6,1.6,2.5,11.2,12.68,4.44,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lewis-Potter,,3,0,1,1.8,3.72,7.08,9.42,20.8,4.4,1.6,1.6,2.0,4.48,4.75,7.55,11.72,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Strakosha,,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mee,,2,1,0,3.2,3.56,21.64,1.18,12.6,16.6,3.8,3.8,3.8,3.38,14.8,20.08,0.9,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stevens,,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dervişoğlu,,4,0,1,4.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Damsgaard,,3,0,1,0.7,1.27,2.27,8.97,1.33,5.67,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zanka,,2,1,0,1.7,3.35,20.6,6.35,6.5,14.0,1.7,1.7,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lallana,,3,0,1,2.7,4.2,9.07,18.67,14.0,8.67,1.2,0.0,3.0,3.2,4.0,5.2,7.6,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steele,,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Welbeck,,4,0,1,3.7,5.75,7.53,17.4,32.5,11.0,3.0,3.5,3.0,4.66,9.2,4.08,13.9,28.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Groß,,3,0,1,7.0,9.6,35.67,33.75,26.5,25.83,5.4,5.9,5.4,8.18,22.2,28.4,36.64,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dunk,,2,1,0,3.7,2.12,13.8,2.17,5.33,17.33,4.0,4.5,4.0,2.22,19.0,14.12,2.58,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,3,0,1,3.3,5.88,11.97,13.27,33.67,10.83,3.0,3.5,3.0,6.42,10.0,12.32,15.36,36.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Webster,,2,1,0,3.5,2.35,13.53,3.27,6.5,15.5,3.8,4.3,3.8,2.04,16.2,12.2,3.64,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Veltman,,2,1,0,4.3,2.23,15.57,2.77,4.0,19.17,4.8,5.3,4.8,2.16,20.0,13.6,3.16,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trossard,,3,0,1,5.3,8.45,21.4,27.05,36.0,17.0,6.2,6.7,6.2,8.76,19.0,24.08,24.28,39.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sánchez,,1,1,0,4.7,2.05,20.37,0.0,0.0,19.83,4.8,5.3,4.8,1.66,20.0,16.44,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
