web_name,opponent_11,predicted_points_11,opponent_12,predicted_points_12,opponent_13,predicted_points_13,opponent_14,predicted_points_14,opponent_15,predicted_points_15,predicted_points_mean,points_per_game,form,id,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,in_dreamteam,news,news_added,now_cost,photo,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,last_opponent,fixture_difficulty,opponent,is_home,opp_GS_pg,opp_GA_pg,opp_GS_last5_pg,opp_GA_last5_pg,opp_total_points_conceded_pg_atk,opp_ict_index_conceded_pg_atk,opp_influence_conceded_pg_atk,opp_creativity_conceded_pg_atk,opp_threat_conceded_pg_atk,opp_bps_conceded_pg_atk,opp_total_points_conceded_pg_def,opp_ict_index_conceded_pg_def,opp_influence_conceded_pg_def,opp_creativity_conceded_pg_def,opp_threat_conceded_pg_def,opp_bps_conceded_pg_def,opp_total_points_conceded_pg_atk_last5,opp_ict_index_conceded_pg_atk_last5,opp_influence_conceded_pg_atk_last5,opp_creativity_conceded_pg_atk_last5,opp_threat_conceded_pg_atk_last5,opp_bps_conceded_pg_atk_last5,opp_total_points_conceded_pg_def_last5,opp_ict_index_conceded_pg_def_last5,opp_influence_conceded_pg_def_last5,opp_creativity_conceded_pg_def_last5,opp_threat_conceded_pg_def_last5,opp_bps_conceded_pg_def_last5,defender,attacker,minutes_last_game,games_injured,games_dropped,games_played,games_started,nail,games_played_last5,minutes_last5,minutes_pg_last5,games_injured_last5,games_dropped_last5,games_started_last5,nail_last5,ict_index_pg,bps_pg,influence_pg,creativity_pg,threat_pg,points_pg_last5,ict_index_pg_last5,bps_pg_last5,influence_pg_last5,creativity_pg_last5,threat_pg_last5
Salah,MCI,7.13,WHU,8.1,NFO,7.47,LEE,6.92,TOT,6.54,7.23,5.6,3.5,283,100.0,0.0,118748,0,0,-3,3,1,3,3.5,4.0,2,Mohamed,False,,0,127,118748.jpg,Salah,26.0,False,0,a,12,14,45,1005105,25583,4233726,291523,0.3,3.5,698,2,4,2,11,0,0,0,0,0,0,5,101,183.4,309.6,335.0,82.9,52,22,3,2,10,5,9,5,0.0,0.0,0.0,0.0,2.0,0.0,1,5,13,1,3.3,0.9,2.8,0.8,16.7,17.5,70.3,44.9,61.2,62.2,3.2,10.8,80.6,17.1,9.6,55.1,16.4,16.9,70.3,41.1,57.6,62.0,1.8,8.4,68.2,10.2,5.0,46.4,0,1,68.0,0.0,2.0,8.0,8.0,0.8,3.0,248.0,83.0,0.0,2.0,3.0,0.6,10.36,12.62,22.92,38.7,41.88,3.33,7.07,5.33,11.6,20.8,38.0
Bowen,SOU,8.17,LIV,7.08,BOU,6.25,MUN,7.37,CRY,5.8,6.93,4.0,7.7,465,100.0,0.0,178186,1,-1,-3,3,1,3,7.7,7.7,7,Jarrod,False,,0,82,178186.jpg,Bowen,5.3,False,0,a,19,21,36,573594,63012,661149,12415,0.9,4.4,804,2,1,2,10,0,0,0,0,0,0,3,98,160.4,163.0,365.0,68.9,76,32,39,32,8,3,15,9,2.0,0.0,0.0,0.0,2.0,0.0,9,2,17,0,0.8,1.7,0.2,1.6,24.9,36.8,124.6,101.4,142.6,89.2,22.1,16.8,105.0,27.0,36.5,98.2,25.4,34.3,122.0,96.6,125.4,86.6,25.6,14.7,89.4,24.7,33.0,96.6,0,1,90.0,0.0,1.0,9.0,9.0,0.9,4.0,360.0,90.0,0.0,1.0,4.0,0.8,7.66,10.89,17.82,18.11,40.56,6.25,12.48,19.75,31.2,29.62,63.75
Trossard,BRE,7.21,NFO,6.04,MCI,7.02,CHE,6.23,WOL,6.34,6.57,6.8,11.0,111,100.0,0.0,116216,1,-1,3,-3,2,3,11.0,10.5,2,Leandro,True,,0,68,116216.jpg,Trossard,14.6,False,0,a,5,36,54,1621812,319277,372737,48370,1.6,7.9,670,5,2,3,9,0,0,0,1,0,0,5,165,238.2,198.3,332.0,76.9,19,7,26,22,11,6,11,7,0.0,0.0,2.0,0.0,4.0,0.0,18,3,4,0,1.6,1.7,1.2,2.0,23.7,34.2,113.3,98.3,131.3,86.0,15.7,16.8,97.7,45.8,23.8,86.2,24.6,30.3,109.4,85.4,109.8,83.4,19.6,14.3,83.1,36.6,23.2,88.8,0,1,90.0,0.0,2.0,8.0,8.0,0.8,3.0,264.0,88.0,0.0,2.0,3.0,0.6,9.61,20.62,29.78,24.79,41.5,11.33,13.17,35.67,54.13,29.77,47.67
Firmino,MCI,6.12,WHU,6.99,NFO,6.27,LEE,7.57,TOT,5.71,6.53,7.6,9.0,279,100.0,100.0,92217,1,-1,0,0,2,4,9.0,9.5,6,Roberto,False,,2022-08-16T00:30:06.283883Z,80,92217.jpg,Firmino,5.2,False,0,a,12,14,53,713668,104958,421056,28221,1.1,6.6,465,6,3,1,8,0,0,0,0,0,0,9,221,315.0,128.8,399.0,84.5,4,3,59,6,6,5,8,4,0.0,0.0,0.0,0.0,0.0,0.0,1,5,13,1,3.3,0.9,2.8,0.8,16.7,17.5,70.3,44.9,61.2,62.2,3.2,10.8,80.6,17.1,9.6,55.1,16.4,16.9,70.3,41.1,57.6,62.0,1.8,8.4,68.2,10.2,5.0,46.4,0,1,48.0,1.0,3.0,7.0,6.0,0.67,3.0,167.0,56.0,0.0,3.0,2.0,0.4,12.07,31.57,45.0,18.4,57.0,6.33,10.5,28.33,41.33,11.2,52.33
Maddison,CRY,6.47,LEE,7.01,WOL,6.35,MCI,7.16,EVE,5.5,6.5,6.0,8.7,261,100.0,100.0,172780,1,-1,3,-3,1,3,8.7,9.2,1,James,False,,2022-08-25T13:00:06.073033Z,83,172780.jpg,Maddison,18.9,False,0,a,10,13,48,2162605,208815,717097,75375,1.0,5.8,714,5,2,1,22,0,0,0,4,0,0,4,182,288.2,258.7,267.0,81.5,7,3,9,7,22,14,10,6,1.0,0.0,1.0,0.0,0.0,0.0,3,2,7,1,1.0,1.2,0.6,0.6,20.8,32.5,91.2,100.5,133.9,76.5,14.6,16.9,87.6,47.4,33.8,74.9,13.2,23.0,48.5,65.2,116.6,39.0,12.6,14.0,71.7,39.7,28.2,56.6,0,1,90.0,1.0,1.0,8.0,8.0,0.89,4.0,354.0,88.0,0.0,1.0,4.0,0.8,10.19,22.75,36.02,32.34,33.38,7.0,11.12,27.5,44.05,34.82,32.25
Kane,EVE,5.86,MUN,6.55,NEW,7.25,BOU,5.45,LIV,7.25,6.47,7.0,7.7,427,100.0,0.0,78830,0,0,-1,1,1,4,8.2,8.2,7,Harry,True,,2022-10-08T20:30:07.678681Z,114,78830.jpg,Kane,20.3,False,0,a,18,6,63,1537257,102089,2076352,81565,0.7,5.5,796,8,2,4,9,0,0,1,3,0,0,12,254,363.4,209.0,505.0,107.7,2,2,21,1,3,3,2,2,0.0,0.0,1.0,0.0,1.0,0.0,5,2,8,1,0.8,0.9,0.8,0.6,21.3,36.6,102.1,117.1,147.8,76.2,14.0,17.7,92.3,48.6,35.4,75.1,17.0,33.9,85.7,112.1,141.6,66.4,10.8,16.1,78.8,44.2,37.6,59.8,0,1,89.0,0.0,1.0,9.0,9.0,0.9,4.0,346.0,86.0,0.0,1.0,4.0,0.8,11.97,28.22,40.38,23.22,56.11,8.0,11.25,32.25,43.0,20.1,49.5
Jesus,LEE,8.08,0,0.0,SOU,8.49,NFO,7.94,CHE,6.96,6.29,5.8,6.3,28,100.0,0.0,205651,0,0,0,0,1,4,6.8,5.8,5,Gabriel,False,,0,80,205651.jpg,Fernando de Jesus,68.8,False,0,a,1,3,52,1929628,96934,2272030,82244,0.8,6.5,779,5,4,3,10,0,0,0,4,0,0,6,182,285.8,174.6,608.0,106.9,8,4,32,2,2,2,3,3,0.0,0.0,0.0,0.0,0.0,0.0,12,2,11,0,1.1,1.2,0.6,1.4,21.1,30.3,106.4,88.0,108.7,79.1,10.8,12.0,72.9,24.9,21.7,57.6,19.4,25.9,94.7,64.4,99.8,72.8,8.4,7.8,49.2,16.6,11.6,42.2,0,1,90.0,0.0,1.0,9.0,9.0,0.9,4.0,349.0,87.0,0.0,1.0,4.0,0.8,11.88,20.22,31.76,19.4,67.56,5.0,10.58,19.0,27.05,18.67,60.0
Mount,AVL,5.85,BRE,6.37,MUN,5.71,BHA,6.36,ARS,6.64,6.19,3.4,6.5,142,100.0,0.0,184341,0,0,-4,4,1,3,7.0,7.0,12,Mason,False,,0,76,184341.jpg,Mount,4.3,False,0,a,6,8,27,300109,97467,809643,8609,0.9,3.6,549,0,3,2,9,0,0,0,1,0,0,3,103,127.6,225.7,194.0,55.0,118,49,15,13,37,24,29,22,2.0,0.0,3.0,0.0,2.0,0.0,20,2,2,0,0.7,1.1,0.6,0.4,20.3,27.7,90.3,74.5,112.6,69.8,17.8,14.2,86.8,28.0,27.0,83.7,15.0,19.6,62.9,59.3,75.2,49.8,13.0,10.2,72.9,16.9,12.0,62.8,0,1,71.0,0.0,4.0,8.0,6.0,0.6,3.0,184.0,61.0,0.0,3.0,2.0,0.4,6.88,12.88,15.95,28.21,24.25,4.67,6.57,16.0,16.2,34.43,14.67
Antony,NEW,6.1,TOT,5.47,CHE,6.04,WHU,6.42,AVL,6.61,6.13,7.0,7.5,609,100.0,0.0,467169,1,-1,1,-1,0,3,7.5,7.5,8,Antony Matheus,False,,0,76,467169.jpg,dos Santos,8.6,False,0,a,14,1,21,1025634,236416,212651,18472,1.0,2.8,237,3,0,0,7,0,0,0,0,0,0,1,73,125.2,51.2,111.0,28.7,125,53,165,103,90,56,117,73,0.0,0.0,0.0,0.0,0.0,0.0,8,3,15,1,1.7,0.9,2.0,0.6,20.0,32.5,106.0,89.6,128.2,76.4,11.3,13.4,87.7,26.8,19.6,70.1,14.2,23.5,85.3,61.9,86.6,55.2,11.0,11.5,85.6,19.0,10.6,66.4,0,1,90.0,0.0,2.0,3.0,3.0,0.6,3.0,237.0,79.0,0.0,2.0,3.0,0.6,9.57,24.33,41.73,17.07,37.0,7.0,9.57,24.33,41.73,17.07,37.0
Martinelli,LEE,7.57,0,0.0,SOU,8.39,NFO,6.91,CHE,7.1,5.99,6.1,6.3,19,100.0,0.0,444145,0,0,6,-6,2,3,6.8,5.8,12,Gabriel,True,,0,66,444145.jpg,Martinelli Silva,47.7,False,0,a,1,3,55,3802308,256667,1292145,29544,1.0,8.3,781,4,3,3,10,0,0,0,1,0,0,6,190,253.8,273.1,421.0,94.8,13,5,6,5,4,1,4,1,1.0,0.0,2.0,0.0,2.0,0.0,12,2,11,0,1.1,1.2,0.6,1.4,21.1,30.3,106.4,88.0,108.7,79.1,10.8,12.0,72.9,24.9,21.7,57.6,19.4,25.9,94.7,64.4,99.8,72.8,8.4,7.8,49.2,16.6,11.6,42.2,0,1,90.0,0.0,1.0,9.0,9.0,0.9,4.0,347.0,87.0,0.0,1.0,4.0,0.8,10.53,21.11,28.2,30.34,46.78,5.25,9.48,18.0,25.35,27.53,41.75
Saka,LEE,7.56,0,0.0,SOU,8.36,NFO,6.54,CHE,7.12,5.92,6.0,8.7,13,100.0,0.0,223340,0,0,-2,2,1,3,9.2,8.2,15,Bukayo,True,,0,78,223340.jpg,Saka,12.8,False,0,a,1,3,54,752697,207828,1586765,18807,1.1,6.9,797,3,5,3,10,0,0,0,1,0,0,4,187,249.0,282.5,377.0,90.8,14,6,5,4,7,2,7,4,2.0,0.0,0.0,0.0,1.0,0.0,12,2,11,0,1.1,1.2,0.6,1.4,21.1,30.3,106.4,88.0,108.7,79.1,10.8,12.0,72.9,24.9,21.7,57.6,19.4,25.9,94.7,64.4,99.8,72.8,8.4,7.8,49.2,16.6,11.6,42.2,0,1,90.0,0.0,1.0,9.0,9.0,0.9,4.0,360.0,90.0,0.0,1.0,4.0,0.8,10.09,20.78,27.67,31.39,41.89,8.25,12.95,27.25,42.2,33.25,54.0
Sterling,AVL,5.88,BRE,7.03,MUN,5.74,BHA,5.03,ARS,5.83,5.9,5.1,1.0,304,100.0,0.0,103955,0,0,0,0,1,3,1.5,1.5,0,Raheem,False,,0,100,103955.jpg,Sterling,8.1,False,0,a,6,8,36,1101954,19219,983009,118949,0.1,3.6,603,3,1,1,9,0,0,0,1,0,0,4,84,152.6,158.1,260.0,57.1,80,35,43,34,25,16,24,17,0.0,0.0,0.0,0.0,0.0,0.0,20,2,2,0,0.7,1.1,0.6,0.4,20.3,27.7,90.3,74.5,112.6,69.8,17.8,14.2,86.8,28.0,27.0,83.7,15.0,19.6,62.9,59.3,75.2,49.8,13.0,10.2,72.9,16.9,12.0,62.8,0,1,0.0,0.0,3.0,7.0,7.0,0.7,2.0,180.0,90.0,0.0,3.0,2.0,0.4,8.16,12.0,21.8,22.59,37.14,2.0,5.9,5.5,7.2,20.85,31.0
Zaha,LEI,5.3,WOL,6.06,EVE,4.93,SOU,6.67,WHU,6.44,5.88,5.4,3.5,160,100.0,100.0,82403,0,0,4,-4,0,3,3.5,3.5,5,Wilfried,False,,2022-08-26T23:30:05.969506Z,74,82403.jpg,Zaha,20.2,False,0,a,7,31,38,2534818,130950,1327803,62571,0.5,5.1,621,4,1,1,8,0,0,1,1,0,0,3,108,220.8,121.6,303.0,64.6,29,12,68,50,14,9,18,12,0.0,0.0,0.0,0.0,1.0,0.0,11,2,10,0,1.5,2.4,1.8,2.6,30.5,36.9,146.8,94.8,127.5,113.8,10.9,12.6,78.5,26.2,21.4,69.4,31.0,38.3,148.1,89.7,145.0,112.8,6.4,12.7,77.6,22.0,27.0,57.2,0,1,90.0,1.0,2.0,7.0,7.0,0.78,3.0,270.0,90.0,0.0,2.0,3.0,0.6,9.23,15.43,31.54,17.37,43.29,3.33,7.0,7.33,17.4,14.13,38.33
Haaland,LIV,7.47,0,0.0,BHA,8.09,LEI,6.53,FUL,7.17,5.85,11.3,11.7,318,100.0,0.0,223094,0,0,7,-7,4,4,11.7,12.7,6,Erling,True,,0,122,223094.jpg,Haaland,84.3,False,0,a,13,43,102,4097744,58938,451066,16139,1.0,8.4,751,15,3,5,9,0,0,0,0,0,0,15,432,556.2,116.8,660.0,133.4,1,1,77,8,1,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,17,5,12,0,2.0,1.2,1.0,1.2,22.2,26.1,105.0,59.9,96.4,78.6,6.5,11.7,95.4,14.6,6.6,58.9,20.4,25.2,91.8,54.2,106.6,66.0,8.6,8.3,69.8,6.6,6.4,53.2,0,1,90.0,0.0,1.0,9.0,9.0,0.9,4.0,360.0,90.0,0.0,1.0,4.0,0.8,14.82,48.0,61.8,12.98,73.33,11.0,15.78,46.5,62.0,21.17,74.5
Son,EVE,5.23,MUN,5.97,NEW,6.21,BOU,4.9,LIV,6.62,5.79,4.9,9.0,428,100.0,0.0,85971,0,0,-3,3,1,3,9.5,9.5,6,Son,False,,0,117,85971.jpg,Heung-min,11.1,False,0,a,18,6,44,839600,105370,1928630,36771,0.8,3.8,670,3,2,3,8,0,0,0,0,0,0,3,124,208.4,220.5,295.0,72.1,36,15,16,14,15,10,14,8,1.0,0.0,3.0,0.0,3.0,0.0,5,2,8,1,0.8,0.9,0.8,0.6,21.3,36.6,102.1,117.1,147.8,76.2,14.0,17.7,92.3,48.6,35.4,75.1,17.0,33.9,85.7,112.1,141.6,66.4,10.8,16.1,78.8,44.2,37.6,59.8,0,1,79.0,0.0,2.0,9.0,8.0,0.8,4.0,264.0,66.0,0.0,2.0,3.0,0.6,8.01,13.78,23.16,24.5,32.78,7.25,9.5,24.0,38.8,28.58,27.75
Almirón,MUN,6.05,EVE,5.26,TOT,4.63,AVL,5.98,SOU,6.36,5.66,4.9,8.0,369,100.0,0.0,179018,1,-1,2,-2,1,3,8.0,8.0,7,Miguel,False,,0,52,179018.jpg,Almirón Rejala,6.3,False,0,a,15,4,44,763752,145500,253262,21118,1.5,8.5,748,4,0,3,8,0,0,0,0,0,0,3,151,198.4,102.7,345.0,64.8,40,17,92,65,9,4,17,11,0.0,0.0,0.0,0.0,0.0,0.0,4,4,14,0,1.3,1.5,1.6,1.6,23.3,37.0,111.6,111.0,147.9,94.1,10.1,11.4,69.3,20.2,23.7,60.1,20.4,32.1,101.0,87.6,132.8,84.4,4.0,8.2,49.7,16.5,15.2,42.6,0,1,83.0,0.0,1.0,9.0,9.0,0.9,4.0,330.0,82.0,0.0,1.0,4.0,0.8,7.2,16.78,22.04,11.41,38.33,6.75,9.35,22.25,32.0,13.0,48.25
Darwin,MCI,5.03,WHU,5.93,NFO,6.07,LEE,6.22,TOT,5.04,5.66,3.2,3.5,297,100.0,100.0,447203,0,0,-2,2,0,4,3.5,4.0,6,Darwin,False,,2022-08-16T00:30:06.350476Z,88,447203.jpg,Núñez Ribeiro,5.5,False,0,a,12,14,16,715969,24617,2196967,19050,0.4,1.8,265,2,1,1,5,0,0,0,0,1,0,1,40,94.0,43.9,279.0,40.5,186,17,185,28,20,7,59,11,0.0,0.0,0.0,0.0,0.0,0.0,1,5,13,1,3.3,0.9,2.8,0.8,16.7,17.5,70.3,44.9,61.2,62.2,3.2,10.8,80.6,17.1,9.6,55.1,16.4,16.9,70.3,41.1,57.6,62.0,1.8,8.4,68.2,10.2,5.0,46.4,0,1,90.0,2.0,5.0,5.0,3.0,0.38,3.0,170.0,57.0,0.0,3.0,2.0,0.4,8.1,8.0,18.8,8.78,55.8,3.0,6.13,8.0,13.6,7.4,41.0
Willock,MUN,5.64,EVE,4.97,TOT,4.88,AVL,5.6,SOU,6.4,5.5,3.2,4.7,373,100.0,0.0,200089,0,0,-1,1,0,3,4.7,4.7,2,Joe,False,,0,49,200089.jpg,Willock,0.8,False,0,a,15,4,29,86277,6752,63653,6675,1.0,5.9,756,0,2,3,9,0,0,0,0,0,0,2,97,147.0,169.4,262.0,57.9,90,39,36,29,24,15,23,16,0.0,0.0,0.0,0.0,0.0,0.0,4,4,14,0,1.3,1.5,1.6,1.6,23.3,37.0,111.6,111.0,147.9,94.1,10.1,11.4,69.3,20.2,23.7,60.1,20.4,32.1,101.0,87.6,132.8,84.4,4.0,8.2,49.7,16.5,15.2,42.6,0,1,90.0,0.0,1.0,9.0,9.0,0.9,4.0,360.0,90.0,0.0,1.0,4.0,0.8,6.43,10.78,16.33,18.82,29.11,4.25,8.02,13.5,18.05,21.5,40.5
De Bruyne,LIV,7.43,0,0.0,BHA,7.62,LEI,6.22,FUL,5.95,5.44,6.6,8.0,301,100.0,0.0,61366,0,0,4,-4,1,3,8.0,9.0,6,Kevin,True,,0,124,61366.jpg,De Bruyne,35.8,False,0,a,13,43,59,3093648,114650,1365797,111190,0.6,4.8,680,1,9,4,7,0,0,0,0,0,0,6,227,290.0,424.0,211.0,92.5,6,2,1,1,35,23,5,2,1.0,0.0,1.0,0.0,3.0,0.0,17,5,12,0,2.0,1.2,1.0,1.2,22.2,26.1,105.0,59.9,96.4,78.6,6.5,11.7,95.4,14.6,6.6,58.9,20.4,25.2,91.8,54.2,106.6,66.0,8.6,8.3,69.8,6.6,6.4,53.2,0,1,69.0,0.0,2.0,9.0,8.0,0.8,4.0,304.0,76.0,0.0,1.0,4.0,0.8,10.28,25.22,32.22,47.11,23.44,7.75,9.4,29.5,32.2,43.7,18.0
Foden,LIV,6.8,0,0.0,BHA,7.15,LEI,6.38,FUL,6.7,5.41,6.9,12.7,314,100.0,0.0,209244,1,-1,2,-2,2,3,12.7,13.7,11,Phil,True,,0,82,209244.jpg,Foden,19.2,False,0,a,13,43,62,1913450,489867,670103,27157,1.5,7.6,658,6,4,2,7,0,0,0,1,0,0,4,229,322.0,265.6,321.0,90.9,3,1,7,6,12,7,6,3,3.0,0.0,0.0,0.0,0.0,0.0,17,5,12,0,2.0,1.2,1.0,1.2,22.2,26.1,105.0,59.9,96.4,78.6,6.5,11.7,95.4,14.6,6.6,58.9,20.4,25.2,91.8,54.2,106.6,66.0,8.6,8.3,69.8,6.6,6.4,53.2,0,1,57.0,0.0,2.0,9.0,8.0,0.8,4.0,292.0,73.0,0.0,1.0,4.0,0.8,10.1,25.44,35.78,29.51,35.67,10.0,13.05,32.5,52.75,22.13,55.5
Welbeck,BRE,4.97,NFO,5.73,MCI,4.94,CHE,5.29,WOL,5.93,5.37,3.6,3.5,103,100.0,0.0,50175,0,0,0,0,0,4,3.5,3.0,2,Danny,False,,0,65,50175.jpg,Welbeck,1.5,False,0,a,5,36,29,281524,17789,233256,10521,0.5,4.5,654,0,4,3,7,0,0,0,0,0,0,2,84,79.2,147.3,264.0,49.1,217,24,51,4,23,9,38,8,0.0,0.0,0.0,0.0,0.0,0.0,18,3,4,0,1.6,1.7,1.2,2.0,23.7,34.2,113.3,98.3,131.3,86.0,15.7,16.8,97.7,45.8,23.8,86.2,24.6,30.3,109.4,85.4,109.8,83.4,19.6,14.3,83.1,36.6,23.2,88.8,0,1,90.0,0.0,3.0,8.0,7.0,0.7,3.0,270.0,90.0,0.0,2.0,3.0,0.6,6.14,10.5,9.9,18.41,33.0,4.0,7.63,11.0,13.2,15.03,48.0
Groß,BRE,5.99,NFO,4.99,MCI,5.06,CHE,5.35,WOL,4.24,5.13,5.8,2.0,104,100.0,0.0,60307,0,0,4,-4,2,3,2.0,1.5,2,Pascal,False,,0,59,60307.jpg,Groß,19.9,False,0,a,5,36,46,3299382,37221,1624085,147529,0.3,7.8,685,3,2,3,9,0,0,0,0,0,0,6,174,226.4,251.3,177.0,65.5,23,9,10,8,40,26,16,10,1.0,0.0,0.0,0.0,2.0,0.0,18,3,4,0,1.6,1.7,1.2,2.0,23.7,34.2,113.3,98.3,131.3,86.0,15.7,16.8,97.7,45.8,23.8,86.2,24.6,30.3,109.4,85.4,109.8,83.4,19.6,14.3,83.1,36.6,23.2,88.8,0,1,81.0,0.0,2.0,8.0,8.0,0.8,3.0,235.0,78.0,0.0,2.0,3.0,0.6,8.19,21.75,28.3,31.41,22.12,3.0,6.87,17.67,16.87,38.17,13.67
Rodrigo,ARS,5.53,LEI,4.93,FUL,5.3,LIV,4.8,BOU,4.66,5.04,6.0,2.0,225,100.0,100.0,80954,0,0,3,-3,2,3,1.5,2.0,2,Rodrigo,False,,2022-08-30T22:30:06.483051Z,63,80954.jpg,Moreno,6.1,False,0,a,11,2,42,3287034,18955,3132495,35053,0.3,6.7,514,4,1,2,7,0,0,0,1,0,0,5,116,186.0,92.5,310.0,58.4,46,19,105,74,13,8,22,15,0.0,0.0,2.0,0.0,4.0,0.0,7,3,1,1,2.3,1.0,2.0,1.2,18.7,23.3,86.2,65.5,81.1,66.0,5.5,12.5,92.5,23.4,8.8,59.0,20.4,22.7,96.2,57.0,74.2,70.4,6.0,10.3,72.3,22.6,7.6,52.2,0,1,90.0,4.0,0.0,7.0,6.0,1.0,2.0,157.0,78.0,3.0,0.0,2.0,1.0,8.34,16.57,26.57,13.21,44.29,2.0,5.45,5.5,11.2,22.05,21.5
Wilson,MUN,5.18,EVE,4.56,TOT,4.03,AVL,5.44,SOU,5.54,4.95,5.0,3.7,356,100.0,100.0,75115,1,-1,-2,2,0,4,3.7,3.7,5,Callum,False,,2022-08-23T13:30:06.109984Z,73,75115.jpg,Wilson,2.3,False,0,a,15,4,25,310756,17781,421356,15148,0.5,3.4,392,3,1,3,4,0,0,0,0,0,0,0,89,111.4,72.5,207.0,39.2,145,11,126,16,36,13,65,12,0.0,0.0,0.0,0.0,1.0,0.0,4,4,14,0,1.3,1.5,1.6,1.6,23.3,37.0,111.6,111.0,147.9,94.1,10.1,11.4,69.3,20.2,23.7,60.1,20.4,32.1,101.0,87.6,132.8,84.4,4.0,8.2,49.7,16.5,15.2,42.6,0,1,83.0,5.0,0.0,5.0,5.0,1.0,2.0,148.0,74.0,3.0,0.0,2.0,1.0,7.84,17.8,22.28,14.5,41.4,5.5,7.7,18.0,21.0,16.0,40.0
Lewis-Potter,BHA,4.49,CHE,4.58,AVL,4.71,WOL,5.34,NFO,5.45,4.91,1.8,0.0,515,100.0,0.0,249231,0,0,-3,3,0,3,0.0,0.0,0,Keane,False,,2022-09-18T20:00:06.801943Z,52,249231.jpg,Lewis-Potter,0.1,False,0,a,4,94,9,2761,20,9816,321,0.0,1.7,208,0,1,0,3,0,0,0,0,0,0,0,22,35.4,47.1,104.0,18.6,294,127,176,107,101,63,203,106,0.0,0.0,0.0,0.0,0.0,0.0,15,3,5,1,1.4,0.9,1.6,1.2,17.1,23.3,80.0,67.5,86.0,65.3,10.9,11.9,67.7,27.4,23.4,62.4,17.0,20.9,91.1,50.8,68.0,70.6,9.4,8.0,53.8,15.4,11.0,54.0,0,1,0.0,3.0,5.0,5.0,2.0,0.29,1.0,58.0,58.0,2.0,2.0,1.0,0.33,3.72,4.4,7.08,9.42,20.8,1.0,7.0,-4.0,6.2,3.4,60.0
Trippier,MUN,4.77,EVE,4.14,TOT,4.52,AVL,5.98,SOU,5.14,4.91,5.4,6.3,357,100.0,100.0,77794,1,-1,6,-6,0,2,6.3,6.3,7,Kieran,True,,2022-08-30T14:30:06.751009Z,56,77794.jpg,Trippier,54.2,False,0,a,15,4,49,4442342,312462,1004562,29307,1.1,8.8,795,1,2,4,8,0,0,0,2,0,0,7,220,214.6,356.9,43.0,61.5,31,5,2,1,195,44,21,1,1.0,0.0,1.0,0.0,0.0,0.0,4,4,14,0,1.3,1.5,1.6,1.6,23.3,37.0,111.6,111.0,147.9,94.1,10.1,11.4,69.3,20.2,23.7,60.1,20.4,32.1,101.0,87.6,132.8,84.4,4.0,8.2,49.7,16.5,15.2,42.6,1,0,83.0,0.0,1.0,9.0,9.0,0.9,4.0,345.0,86.0,0.0,1.0,4.0,0.8,6.83,24.44,23.84,39.66,4.78,6.75,9.1,29.25,22.75,63.52,4.75
Gray,TOT,4.3,NEW,5.17,CRY,4.62,FUL,4.62,LEI,5.71,4.88,3.0,2.3,189,100.0,0.0,172632,0,0,0,0,0,3,1.8,2.3,2,Demarai,False,,0,55,172632.jpg,Gray,0.8,False,0,a,8,11,27,112625,2094,124623,5979,0.4,4.9,790,1,0,2,8,0,0,0,0,0,0,2,86,125.6,209.2,291.0,62.6,122,51,20,17,17,11,19,13,1.0,0.0,1.0,0.0,3.0,0.0,14,4,18,0,2.0,1.0,2.0,1.2,18.1,34.5,89.4,130.8,125.2,78.3,9.0,17.5,106.8,42.7,25.5,73.6,18.4,36.4,98.6,130.8,134.6,83.2,7.2,13.8,94.3,34.7,9.0,69.2,0,1,90.0,0.0,1.0,9.0,9.0,0.9,4.0,350.0,88.0,0.0,1.0,4.0,0.8,6.96,9.56,13.96,23.24,32.33,2.5,7.52,8.75,13.45,29.95,31.75
