id,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,last_opponent,defender,attacker,minutes_last_game,games_injured,games_dropped,games_played,games_started,nail,games_played_last5,minutes_last5,minutes_pg_last5,games_injured_last5,games_dropped_last5,games_started_last5,nail_last5,ict_index_pg,bps_pg,influence_pg,creativity_pg,threat_pg,points_pg_last5,ict_index_pg_last5,bps_pg_last5,influence_pg_last5,creativity_pg_last5,threat_pg_last5,fixture_difficulty,opponent,is_home,opp_GS_pg,opp_GA_pg,opp_GS_last5_pg,opp_GA_last5_pg,opp_total_points_conceded_pg_atk,opp_ict_index_conceded_pg_atk,opp_influence_conceded_pg_atk,opp_creativity_conceded_pg_atk,opp_threat_conceded_pg_atk,opp_bps_conceded_pg_atk,opp_total_points_conceded_pg_def,opp_ict_index_conceded_pg_def,opp_influence_conceded_pg_def,opp_creativity_conceded_pg_def,opp_threat_conceded_pg_def,opp_bps_conceded_pg_def,opp_total_points_conceded_pg_atk_last5,opp_ict_index_conceded_pg_atk_last5,opp_influence_conceded_pg_atk_last5,opp_creativity_conceded_pg_atk_last5,opp_threat_conceded_pg_atk_last5,opp_bps_conceded_pg_atk_last5,opp_total_points_conceded_pg_def_last5,opp_ict_index_conceded_pg_def_last5,opp_influence_conceded_pg_def_last5,opp_creativity_conceded_pg_def_last5,opp_threat_conceded_pg_def_last5,opp_bps_conceded_pg_def_last5
1,100.0,75.0,80201,0,0,-5,5,0,1,1.0,0.0,0,Bernd,0.0,False,0,2022-02-11T08:00:15.144286Z,45,80201.jpg,1.3,Leno,0.8,False,0.0,a,1,3,4,63664,78,188309,661,0.0,0.9,Leno,270,0,0,0,9,0,0,0,0,0,9,0,48,79.0,0.0,0.0,7.9,351,29,590,67,569,59,413,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,5.0,17.0,3.0,3.0,0.15,0.0,0.0,0.0,2.0,3.0,0.0,0.0,2.63,16.0,26.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,20,1,0.8,0.7,1.6,0.6,17.8,29.4,81.5,94.3,119.0,67.8,18.4,14.2,80.7,33.8,27.6,87.0,16.8,32.8,85.0,108.8,133.8,71.8,13.6,18.1,96.5,34.1,49.8,79.0
21,100.0,100.0,209289,0,0,3,-3,1,3,5.0,0.0,0,Emile,2.0,False,0,2022-01-10T00:00:11.929210Z,58,209289.jpg,4.6,Smith Rowe,14.1,False,0.0,a,1,3,92,3614022,69893,3053507,48568,0.3,15.9,Smith Rowe,1299,8,2,6,21,0,0,0,0,0,0,6,334,442.6,325.6,393.0,116.0,48,18,65,46,56,31,40,27,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,2.0,9.0,20.0,14.0,0.61,3.0,117.0,39.0,1.0,3.0,1.0,0.25,5.8,16.7,22.13,16.28,19.65,1.67,2.97,8.0,5.13,10.27,14.33,2,3,1,1.0,1.6,1.0,3.0,23.5,32.3,110.5,107.0,105.8,85.4,18.1,16.5,94.0,36.0,35.2,86.4,38.4,46.4,164.9,153.1,144.6,137.4,27.8,23.4,113.1,49.4,71.6,122.6
20,100.0,100.0,205533,0,0,-1,1,0,4,3.0,0.0,0,Edward,1.0,False,0,2021-08-08T18:00:05.173437Z,54,205533.jpg,1.0,Nketiah,0.2,False,0.0,a,1,3,5,46203,1368,40626,971,0.2,0.9,Nketiah,60,0,0,0,2,0,0,0,0,0,0,0,16,12.0,35.1,21.0,6.9,447,52,329,49,368,54,420,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,2.0,23.0,5.0,0.0,0.0,2.0,22.0,11.0,0.0,5.0,0.0,0.0,1.38,3.2,2.4,7.02,4.2,1.0,0.35,2.0,0.5,0.85,2.0,2,3,1,1.0,1.6,1.0,3.0,23.5,32.3,110.5,107.0,105.8,85.4,18.1,16.5,94.0,36.0,35.2,86.4,38.4,46.4,164.9,153.1,144.6,137.4,27.8,23.4,113.1,49.4,71.6,122.6
18,0.0,0.0,198849,0,0,0,0,0,3,0.0,0.0,0,Lucas,0.0,False,Joined Fiorentina on a season-long loan - Expected back 01 Jul,2021-08-25T22:00:08.179808Z,45,198849.jpg,0.0,Torreira,0.1,False,0.0,u,1,3,0,6292,0,33693,45,0.0,0.0,Torreira,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,604,230,599,231,579,228,606,231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,23.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,1,1.0,1.6,1.0,3.0,23.5,32.3,110.5,107.0,105.8,85.4,18.1,16.5,94.0,36.0,35.2,86.4,38.4,46.4,164.9,153.1,144.6,137.4,27.8,23.4,113.1,49.4,71.6,122.6
17,100.0,100.0,195735,0,0,-6,6,0,3,1.0,0.0,0,Nicolas,0.0,False,0,2022-01-01T17:00:18.580071Z,69,195735.jpg,2.8,Pépé,0.8,False,0.0,a,1,3,25,125886,1532,345610,518,0.0,3.6,Pépé,501,0,3,2,6,0,0,0,0,0,0,0,79,78.4,189.0,256.0,52.5,353,146,143,89,108,60,204,98,1.0,0.0,2.0,0.0,3.0,0.0,0.0,0,1,0.0,2.0,18.0,9.0,5.0,0.22,0.0,0.0,0.0,2.0,3.0,0.0,0.0,5.83,8.78,8.71,21.0,28.44,0.0,0.0,0.0,0.0,0.0,0.0,2,3,1,1.0,1.6,1.0,3.0,23.5,32.3,110.5,107.0,105.8,85.4,18.1,16.5,94.0,36.0,35.2,86.4,38.4,46.4,164.9,153.1,144.6,137.4,27.8,23.4,113.1,49.4,71.6,122.6
16,100.0,100.0,192895,0,0,1,-1,3,2,15.0,0.0,0,Kieran,7.0,False,0,2021-10-22T22:30:11.717934Z,51,192895.jpg,5.5,Tierney,13.4,False,0.0,a,1,3,88,1610585,119377,1105029,16536,1.4,17.3,Tierney,1376,1,3,9,15,0,0,0,0,0,0,11,344,269.8,246.5,172.0,69.0,162,66,100,18,162,31,145,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,2.0,7.0,16.0,16.0,0.7,3.0,270.0,90.0,0.0,2.0,3.0,0.6,4.31,21.5,16.86,15.41,10.75,6.0,3.67,21.33,16.47,14.47,5.67,2,3,1,1.0,1.6,1.0,3.0,23.5,32.3,110.5,107.0,105.8,85.4,18.1,16.5,94.0,36.0,35.2,86.4,38.4,46.4,164.9,153.1,144.6,137.4,27.8,23.4,113.1,49.4,71.6,122.6
15,100.0,100.0,167199,0,0,0,0,0,3,3.0,0.0,0,Thomas,1.0,False,0,2022-01-20T22:30:17.159532Z,50,167199.jpg,2.5,Partey,0.2,False,0.0,a,1,3,43,65059,1131,59966,433,0.2,8.6,Partey,1413,1,0,8,16,0,0,0,4,0,0,1,214,229.0,161.7,243.0,63.6,202,76,163,99,116,64,159,83,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0,1,0.0,3.0,6.0,17.0,16.0,0.73,2.0,180.0,90.0,1.0,2.0,2.0,0.5,3.74,12.59,13.47,9.51,14.29,2.0,4.45,11.5,19.3,6.9,18.0,2,3,1,1.0,1.6,1.0,3.0,23.5,32.3,110.5,107.0,105.8,85.4,18.1,16.5,94.0,36.0,35.2,86.4,38.4,46.4,164.9,153.1,144.6,137.4,27.8,23.4,113.1,49.4,71.6,122.6
14,100.0,100.0,156074,0,0,-4,4,0,2,8.0,0.0,0,Rob,3.5,False,0,2021-09-11T17:30:15.865590Z,41,156074.jpg,2.0,Holding,0.6,False,0.0,a,1,3,14,67146,2889,176800,1386,0.9,3.4,Holding,427,0,0,2,8,0,0,0,2,0,0,0,83,128.2,3.4,30.0,16.2,303,113,424,158,348,124,365,132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,1.0,20.0,7.0,4.0,0.17,3.0,136.0,45.0,0.0,4.0,1.0,0.2,2.31,11.86,18.31,0.49,4.29,2.33,1.6,9.0,13.2,0.73,2.0,2,3,1,1.0,1.6,1.0,3.0,23.5,32.3,110.5,107.0,105.8,85.4,18.1,16.5,94.0,36.0,35.2,86.4,38.4,46.4,164.9,153.1,144.6,137.4,27.8,23.4,113.1,49.4,71.6,122.6
22,100.0,100.0,223340,0,0,-1,1,2,3,7.0,0.0,0,Bukayo,3.0,False,0,2022-01-13T23:00:13.665796Z,64,223340.jpg,4.5,Saka,18.6,False,0.0,a,1,3,99,2673588,400687,2319547,28280,0.5,15.5,Saka,1640,6,5,11,16,0,0,0,3,0,0,6,316,418.0,507.6,689.0,161.3,58,22,14,12,15,8,15,11,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,1.0,6.0,22.0,18.0,0.75,3.0,243.0,81.0,0.0,2.0,3.0,0.6,7.33,14.36,19.0,23.07,31.32,4.0,6.07,10.33,14.73,15.77,30.0,2,3,1,1.0,1.6,1.0,3.0,23.5,32.3,110.5,107.0,105.8,85.4,18.1,16.5,94.0,36.0,35.2,86.4,38.4,46.4,164.9,153.1,144.6,137.4,27.8,23.4,113.1,49.4,71.6,122.6
13,0.0,0.0,154043,0,0,-3,3,0,3,0.0,0.0,0,Ainsley,0.0,False,Season-long loan to Roma,2022-01-10T11:28:00.855474Z,52,154043.jpg,1.5,Maitland-Niles,0.0,False,0.0,u,1,3,12,4745,0,9524,32,0.0,2.3,Maitland-Niles,263,0,0,2,4,0,0,0,0,0,0,0,44,42.6,41.3,9.0,9.3,399,168,313,164,396,192,400,176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,8.0,15.0,8.0,2.0,0.12,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.16,5.5,5.32,5.16,1.12,0.0,0.0,0.0,0.0,0.0,0.0,2,3,1,1.0,1.6,1.0,3.0,23.5,32.3,110.5,107.0,105.8,85.4,18.1,16.5,94.0,36.0,35.2,86.4,38.4,46.4,164.9,153.1,144.6,137.4,27.8,23.4,113.1,49.4,71.6,122.6
