web_name,opponent_38,predicted_points_38,opponent_39,predicted_points_39,opponent_40,predicted_points_40,opponent_41,predicted_points_41,opponent_42,predicted_points_42,predicted_points_mean,points_per_game,form,id,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,in_dreamteam,news,news_added,now_cost,photo,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,last_opponent,defender,attacker,minutes_last_game,games_injured,games_dropped,games_played,games_started,nail,games_played_last5,minutes_last5,minutes_pg_last5,games_injured_last5,games_dropped_last5,games_started_last5,nail_last5,ict_index_pg,bps_pg,influence_pg,creativity_pg,threat_pg,points_pg_last5,ict_index_pg_last5,bps_pg_last5,influence_pg_last5,creativity_pg_last5,threat_pg_last5,fixture_difficulty,opponent,is_home,opp_GS_pg,opp_GA_pg,opp_GS_last5_pg,opp_GA_last5_pg,opp_total_points_conceded_pg_atk,opp_ict_index_conceded_pg_atk,opp_influence_conceded_pg_atk,opp_creativity_conceded_pg_atk,opp_threat_conceded_pg_atk,opp_bps_conceded_pg_atk,opp_total_points_conceded_pg_def,opp_ict_index_conceded_pg_def,opp_influence_conceded_pg_def,opp_creativity_conceded_pg_def,opp_threat_conceded_pg_def,opp_bps_conceded_pg_def,opp_total_points_conceded_pg_atk_last5,opp_ict_index_conceded_pg_atk_last5,opp_influence_conceded_pg_atk_last5,opp_creativity_conceded_pg_atk_last5,opp_threat_conceded_pg_atk_last5,opp_bps_conceded_pg_atk_last5,opp_total_points_conceded_pg_def_last5,opp_ict_index_conceded_pg_def_last5,opp_influence_conceded_pg_def_last5,opp_creativity_conceded_pg_def_last5,opp_threat_conceded_pg_def_last5,opp_bps_conceded_pg_def_last5
Tsimikas,SOU,7.48,0,0.0,0,0.0,0,0.0,0,0.0,1.5,2.6,1.6,292,100.0,100.0,214285,0,0,-2,2,1,2,2.6,2.1,1,Konstantinos,False,0,2023-03-28T21:00:08.365221Z,43,214285.jpg,Tsimikas,0.3,False,0,a,12,14,49,130785,6732,124238,269,0.4,11.4,706,0,4,4,8,0,0,0,2,0,0,2,207,177.6,281.7,124.0,58.5,8,0.68,1.12,1.8,12.91,317,125,125,22,242,60,251,80,3.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.14,0.23,1.65,1.02,564,142,215,69,206,74,333,123,1.02,0.51,2,1,0,18.0,2.0,28.0,18.0,7.0,0.2,3.0,91.0,30.0,0.0,4.0,1.0,0.2,3.25,11.5,9.87,15.65,6.89,2.67,0.8,11.0,3.47,4.53,0.0,2,2,1,1.3,1.2,0.8,0.8,23.7,33.1,108.7,102.1,121.2,80.4,15.4,15.5,102.1,31.5,21.3,84.2,24.4,41.4,128.0,138.6,148.4,74.2,22.4,20.3,138.4,47.1,17.4,108.0
Alexander-Arnold,SOU,7.35,0,0.0,0,0.0,0,0.0,0,0.0,1.47,4.2,6.4,285,100.0,100.0,169187,1,-1,3,-3,4,2,7.4,6.9,1,Trent,True,0,2022-12-23T01:00:07.634178Z,78,169187.jpg,Alexander-Arnold,30.4,False,0,a,12,14,152,4187746,136760,6435525,19764,0.8,19.5,2832,2,10,10,40,0,0,0,5,0,0,20,785,779.0,1168.2,241.0,219.0,33,2.23,8.64,10.87,41.33,26,3,5,2,151,19,21,2,1.0,0.0,1.0,0.0,0.0,0.0,0.07,0.0,0.27,0.34,1.31,1.27,21,1,10,1,43,5,7,2,1.05,0.32,2,1,0,90.0,1.0,6.0,36.0,30.0,0.83,6.0,540.0,90.0,0.0,0.0,5.0,1.0,6.08,21.81,21.64,32.45,6.69,6.17,6.88,25.5,28.87,32.87,7.0,2,2,1,1.3,1.2,0.8,0.8,23.7,33.1,108.7,102.1,121.2,80.4,15.4,15.5,102.1,31.5,21.3,84.2,24.4,41.4,128.0,138.6,148.4,74.2,22.4,20.3,138.4,47.1,17.4,108.0
Jesus,WOL,7.27,0,0.0,0,0.0,0,0.0,0,0.0,1.45,4.5,3.0,28,100.0,100.0,205651,0,0,1,-1,1,4,3.5,3.5,1,Gabriel,False,0,2022-12-04T08:30:06.137006Z,81,205651.jpg,Fernando de Jesus,28.1,False,0,a,1,3,113,3753217,65286,8361205,26224,0.4,14.0,1974,10,6,8,23,0,0,0,6,0,0,14,349,594.2,407.3,1282.0,228.3,23,14.01,2.53,16.54,22.68,78,7,80,6,6,3,20,6,0.0,0.0,0.0,0.0,2.0,0.0,0.64,0.0,0.12,0.76,1.03,1.05,14,9,100,17,25,8,8,3,1.05,0.36,16,0,1,90.0,10.0,4.0,25.0,23.0,0.85,5.0,422.0,84.0,0.0,0.0,5.0,1.0,9.13,13.96,23.77,16.29,51.28,2.8,6.68,6.6,12.08,15.38,39.2,2,16,0,1.0,1.8,2.2,1.6,29.0,42.2,132.4,138.7,151.3,106.4,18.6,16.0,92.5,41.1,26.0,89.9,28.8,43.4,128.6,165.6,141.4,111.2,8.0,13.7,73.8,34.9,28.6,59.4
Darwin,SOU,7.15,0,0.0,0,0.0,0,0.0,0,0.0,1.43,3.4,1.6,297,75.0,0.0,447203,0,0,-4,4,1,4,2.0,0.0,0,Darwin,False,Toe Injury - 75% chance of playing,2023-05-15T22:30:08.790165Z,86,447203.jpg,Núñez Ribeiro,6.5,False,0,d,12,14,100,4112130,851,5505499,17226,0.2,11.6,1684,9,5,7,22,0,0,0,1,1,0,8,310,458.2,336.9,1078.0,186.0,19,12.15,2.66,14.81,28.62,133,14,105,10,11,7,37,10,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.14,0.79,1.53,1.18,11,6,222,31,121,17,60,11,1.02,0.37,2,0,1,0.0,5.0,13.0,29.0,19.0,0.59,4.0,175.0,44.0,2.0,1.0,2.0,0.67,6.41,10.69,15.8,11.62,37.17,2.25,1.62,4.75,0.9,9.1,6.25,2,2,1,1.3,1.2,0.8,0.8,23.7,33.1,108.7,102.1,121.2,80.4,15.4,15.5,102.1,31.5,21.3,84.2,24.4,41.4,128.0,138.6,148.4,74.2,22.4,20.3,138.4,47.1,17.4,108.0
Robertson,SOU,6.57,0,0.0,0,0.0,0,0.0,0,0.0,1.31,3.6,3.2,284,75.0,100.0,122798,0,0,-2,2,1,2,3.2,3.7,2,Andrew,False,Groin Injury - 75% chance of playing,2023-05-26T10:00:10.614068Z,68,122798.jpg,Robertson,6.1,False,0,d,12,14,121,1782489,10834,2343450,46584,0.5,17.8,2579,0,8,9,34,0,0,0,3,0,0,10,633,549.2,862.1,211.0,162.3,29,1.24,6.69,7.93,36.59,98,31,16,3,171,23,55,5,2.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.23,0.27,1.28,1.19,45,3,83,17,93,20,65,22,1.01,0.31,2,1,0,71.0,3.0,5.0,34.0,29.0,0.85,6.0,446.0,74.0,0.0,0.0,5.0,1.0,4.77,18.62,16.15,25.36,6.21,3.67,3.5,16.33,12.5,20.77,1.67,2,2,1,1.3,1.2,0.8,0.8,23.7,33.1,108.7,102.1,121.2,80.4,15.4,15.5,102.1,31.5,21.3,84.2,24.4,41.4,128.0,138.6,148.4,74.2,22.4,20.3,138.4,47.1,17.4,108.0
Luis Díaz,SOU,6.44,0,0.0,0,0.0,0,0.0,0,0.0,1.29,3.8,3.8,293,100.0,100.0,244731,0,0,-2,2,1,3,4.8,4.3,2,Luis,False,0,2023-03-31T15:00:09.298898Z,78,244731.jpg,Díaz,6.5,False,0,a,12,14,61,2480312,23415,4014733,6831,0.5,7.8,958,4,2,4,10,0,0,0,2,0,0,7,158,236.2,176.7,388.0,80.1,11,2.37,1.27,3.64,11.76,278,117,196,122,93,59,177,97,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.12,0.34,1.1,0.94,23,10,62,34,75,34,59,20,1.03,0.38,2,0,1,71.0,20.0,8.0,16.0,9.0,0.53,6.0,327.0,54.0,0.0,2.0,3.0,0.6,5.01,9.88,14.76,11.04,24.25,3.33,3.83,7.17,9.2,10.82,18.17,2,2,1,1.3,1.2,0.8,0.8,23.7,33.1,108.7,102.1,121.2,80.4,15.4,15.5,102.1,31.5,21.3,84.2,24.4,41.4,128.0,138.6,148.4,74.2,22.4,20.3,138.4,47.1,17.4,108.0
Eze,NFO,6.38,0,0.0,0,0.0,0,0.0,0,0.0,1.28,4.2,8.0,169,100.0,0.0,232413,1,-1,2,-2,4,3,8.0,8.0,5,Eberechi,False,0,0,57,232413.jpg,Eze,11.8,False,0,a,7,31,157,2615947,415659,1469628,16562,1.4,27.5,2541,10,5,9,34,0,0,0,3,0,0,21,573,692.8,800.4,597.0,208.9,29,6.56,2.88,9.44,32.18,45,19,19,16,45,28,25,17,2.0,0.0,1.0,0.0,0.0,0.0,0.23,0.0,0.1,0.33,1.14,1.2,85,47,2,2,40,18,39,11,1.03,0.32,9,0,1,90.0,0.0,7.0,36.0,30.0,0.81,5.0,450.0,90.0,0.0,0.0,5.0,1.0,5.8,15.92,19.24,22.23,16.58,6.8,9.54,24.6,33.88,34.14,27.4,2,9,0,1.5,1.4,1.7,1.5,26.5,38.0,123.3,114.7,142.1,96.5,17.2,16.5,98.3,36.7,30.1,91.6,27.3,33.0,118.9,108.9,103.0,98.3,17.0,15.2,89.5,37.2,25.8,89.8
Kane,LEE,6.3,0,0.0,0,0.0,0,0.0,0,0.0,1.26,6.7,7.5,427,100.0,100.0,78830,1,-1,0,0,5,4,7.5,7.5,7,Harry,True,0,2022-10-08T20:30:07.678681Z,115,78830.jpg,Kane,30.8,False,0,a,18,6,247,7130067,229147,6570714,24589,0.7,21.5,3316,28,8,11,61,0,0,1,6,0,0,45,943,1256.6,744.8,1707.0,371.0,37,20.01,3.99,24.0,47.61,2,2,25,2,2,2,1,1,0.0,0.0,2.0,0.0,1.0,0.0,0.54,0.0,0.11,0.65,1.29,1.66,4,2,5,3,5,2,6,2,1.0,0.3,4,0,1,90.0,0.0,1.0,37.0,36.0,0.97,5.0,450.0,90.0,0.0,0.0,5.0,1.0,10.03,25.49,33.96,20.13,46.14,8.2,9.12,33.6,37.76,26.9,26.6,3,4,1,1.5,1.2,1.8,0.6,21.8,33.2,101.9,109.1,121.6,80.1,15.1,16.8,94.4,44.4,29.3,85.2,19.0,27.7,79.4,107.2,90.6,75.8,11.8,17.3,101.1,42.0,30.8,83.2
Saka,WOL,6.23,0,0.0,0,0.0,0,0.0,0,0.0,1.25,5.3,2.2,13,75.0,100.0,223340,0,0,0,0,7,3,2.0,2.7,2,Bukayo,True,Knock - 75% chance of playing,2023-05-26T15:00:11.378383Z,80,223340.jpg,Saka,26.0,False,0,d,1,3,196,6129863,48925,5592787,179589,0.3,24.5,3124,13,12,12,42,0,0,1,6,0,0,19,654,972.2,1091.8,1164.0,322.8,36,11.24,5.91,17.15,39.37,8,2,8,6,9,4,5,3,1.0,0.0,0.0,0.0,1.0,0.0,0.32,0.0,0.17,0.49,1.13,1.21,18,8,156,70,13,6,11,6,1.04,0.35,16,0,1,90.0,1.0,3.0,37.0,33.0,0.92,5.0,418.0,84.0,0.0,0.0,5.0,1.0,8.72,17.68,26.28,29.51,31.46,2.2,4.96,7.2,9.52,16.74,23.6,2,16,0,1.0,1.8,2.2,1.6,29.0,42.2,132.4,138.7,151.3,106.4,18.6,16.0,92.5,41.1,26.0,89.9,28.8,43.4,128.6,165.6,141.4,111.2,8.0,13.7,73.8,34.9,28.6,59.4
Maddison,WHU,6.23,0,0.0,0,0.0,0,0.0,0,0.0,1.25,4.6,3.5,261,100.0,100.0,172780,0,0,-2,2,1,3,3.5,3.0,1,James,False,0,2023-04-22T17:30:08.439033Z,78,172780.jpg,Maddison,5.2,False,0,a,10,13,133,4423096,89037,4489575,6017,0.4,17.1,2389,10,9,4,53,0,0,1,10,0,0,9,514,785.4,970.0,769.0,252.9,27,8.11,5.43,13.54,45.82,25,12,10,8,29,16,14,10,2.0,0.0,1.0,0.0,2.0,0.0,0.31,0.0,0.2,0.51,1.73,2.0,22,9,72,38,20,8,74,24,1.02,0.15,15,0,1,45.0,8.0,4.0,29.0,25.0,0.86,5.0,405.0,81.0,0.0,1.0,4.0,0.8,8.72,17.72,27.08,33.45,26.52,4.0,9.68,15.0,32.24,38.26,26.2,4,15,0,1.8,0.9,2.2,1.2,20.0,28.1,93.6,88.2,99.6,74.4,16.0,14.9,101.7,25.7,20.9,87.4,26.0,27.5,108.6,81.2,84.8,97.8,22.5,18.7,143.4,18.4,24.7,113.7
