id,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,in_dreamteam,influence,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards,last_opponent,defender,attacker,minutes_last_game,games_injured,games_dropped,games_played,games_started,nail,games_played_last5,minutes_last5,minutes_pg_last5,games_injured_last5,games_dropped_last5,games_started_last5,nail_last5,ict_index_pg,bps_pg,influence_pg,creativity_pg,threat_pg,points_pg_last5,ict_index_pg_last5,bps_pg_last5,influence_pg_last5,creativity_pg_last5,threat_pg_last5,fixture_difficulty,opponent,is_home,opp_GS_pg,opp_GA_pg,opp_GS_last5_pg,opp_GA_last5_pg,opp_total_points_conceded_pg_atk,opp_ict_index_conceded_pg_atk,opp_influence_conceded_pg_atk,opp_creativity_conceded_pg_atk,opp_threat_conceded_pg_atk,opp_bps_conceded_pg_atk,opp_total_points_conceded_pg_def,opp_ict_index_conceded_pg_def,opp_influence_conceded_pg_def,opp_creativity_conceded_pg_def,opp_threat_conceded_pg_def,opp_bps_conceded_pg_def,opp_total_points_conceded_pg_atk_last5,opp_ict_index_conceded_pg_atk_last5,opp_influence_conceded_pg_atk_last5,opp_creativity_conceded_pg_atk_last5,opp_threat_conceded_pg_atk_last5,opp_bps_conceded_pg_atk_last5,opp_total_points_conceded_pg_def_last5,opp_ict_index_conceded_pg_def_last5,opp_influence_conceded_pg_def_last5,opp_creativity_conceded_pg_def_last5,opp_threat_conceded_pg_def_last5,opp_bps_conceded_pg_def_last5
1,0,24,100.0,100.0,0,69140,0,0,-3,3,0.8,0,2,1.2,1.2,0,Shkodran,0.7,2,0,7.5,False,19.8,90,0,2019-11-28T23:00:21.541666Z,52,0,0,0,69140.jpg,4.0,0,0,Mustafi,0.3,False,0.0,a,1,3,54.0,4,7993,88,32439,232,0.1,0.8,Mustafi,0,8.0,1,0,0.0,0.0,17.0,1.0,1.0,0.06,1.0,90.0,90.0,0.0,4.0,1.0,0.2,7.5,24.0,19.8,0.8,54.0,4.0,7.5,24.0,19.8,0.8,54.0,2.0,15.0,0.0,1.2,0.9,1.2,0.8,20.2,30.0,89.8,100.8,110.1,78.9,16.0,16.3,101.8,34.8,25.9,86.1,18.0,29.1,85.2,102.3,105.2,69.8,17.4,15.2,101.8,28.8,20.6,88.8
2,0,26,75.0,75.0,0,98745,0,0,-1,1,22.7,0,2,0.5,0.5,0,Héctor,0.2,6,0,6.9,False,30.8,262,Hamstring injury - 75% chance of playing,2019-12-09T20:00:21.228098Z,54,0,0,0,98745.jpg,0.3,0,0,Bellerín,0.3,False,0.0,d,1,3,15.0,1,34734,84,34860,623,0.0,0.2,Bellerín,2,8.0,1,0,0.0,9.0,6.0,3.0,3.0,0.33,1.0,90.0,90.0,4.0,0.0,1.0,1.0,2.3,8.67,10.27,7.57,5.0,0.0,1.8,9.0,10.4,2.0,6.0,2.0,15.0,0.0,1.2,0.9,1.2,0.8,20.2,30.0,89.8,100.8,110.1,78.9,16.0,16.3,101.8,34.8,25.9,86.1,18.0,29.1,85.2,102.3,105.2,69.8,17.4,15.2,101.8,28.8,20.6,88.8
3,1,196,0.0,0.0,1,111457,0,0,-3,3,149.6,0,2,0.0,0.0,0,Sead,1.3,17,0,37.8,False,174.4,928,Ankle injury - Expected back 11 Jan,2019-12-15T19:30:19.136195Z,52,0,0,0,111457.jpg,1.9,0,0,Kolasinac,0.6,False,0.0,i,1,3,55.0,27,46965,18,113057,1929,0.2,5.2,Kolasinac,2,8.0,1,0,0.0,5.0,3.0,14.0,10.0,0.77,4.0,261.0,65.0,2.0,0.0,3.0,1.0,2.7,14.0,12.46,10.69,3.93,2.0,2.5,15.75,12.9,9.52,2.5,2.0,15.0,0.0,1.2,0.9,1.2,0.8,20.2,30.0,89.8,100.8,110.1,78.9,16.0,16.3,101.8,34.8,25.9,86.1,18.0,29.1,85.2,102.3,105.2,69.8,17.4,15.2,101.8,28.8,20.6,88.8
4,3,150,100.0,100.0,2,154043,0,0,-4,4,143.5,1,2,2.0,2.0,6,Ainsley,1.5,14,0,35.4,False,182.8,760,0,2019-09-22T18:00:10.824841Z,46,0,0,0,154043.jpg,2.9,1,0,Maitland-Niles,2.6,False,0.0,a,1,3,33.0,26,549451,2168,570073,1364,0.3,5.7,Maitland-Niles,0,8.0,1,0,90.0,0.0,10.0,9.0,8.0,0.44,3.0,270.0,90.0,0.0,2.0,3.0,0.6,3.93,16.67,20.31,15.94,3.67,3.0,2.77,19.33,15.47,11.77,0.67,2.0,15.0,0.0,1.2,0.9,1.2,0.8,20.2,30.0,89.8,100.8,110.1,78.9,16.0,16.3,101.8,34.8,25.9,86.1,18.0,29.1,85.2,102.3,105.2,69.8,17.4,15.2,101.8,28.8,20.6,88.8
5,2,224,100.0,0.0,2,39476,0,0,-1,1,30.7,0,2,0.8,0.0,0,Sokratis,0.3,23,1,44.3,False,340.2,1350,0,2019-12-15T19:30:19.149412Z,49,0,0,0,39476.jpg,2.2,0,0,Papastathopoulos,1.4,False,0.0,a,1,3,71.0,33,107816,450,149152,1558,0.1,6.7,Sokratis,5,8.0,1,0,0.0,0.0,3.0,15.0,15.0,0.83,3.0,270.0,90.0,0.0,2.0,3.0,0.6,2.95,14.93,22.68,2.05,4.73,0.67,2.17,11.0,21.13,0.27,0.0,2.0,15.0,0.0,1.2,0.9,1.2,0.8,20.2,30.0,89.8,100.8,110.1,78.9,16.0,16.3,101.8,34.8,25.9,86.1,18.0,29.1,85.2,102.3,105.2,69.8,17.4,15.2,101.8,28.8,20.6,88.8
6,1,54,0.0,0.0,1,38411,0,0,0,0,40.8,0,2,0.0,0.0,0,Nacho,0.0,4,0,10.0,False,47.2,270,Joined Real Sociedad on a permanent deal on 31/8,2019-08-31T11:30:14.661839Z,50,0,0,0,38411.jpg,3.3,0,0,Monreal,0.3,False,0.0,u,1,3,12.0,10,28047,11,87993,82,0.0,2.0,Monreal,0,8.0,1,0,0.0,15.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.33,18.0,15.73,13.6,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,0.0,1.2,0.9,1.2,0.8,20.2,30.0,89.8,100.8,110.1,78.9,16.0,16.3,101.8,34.8,25.9,86.1,18.0,29.1,85.2,102.3,105.2,69.8,17.4,15.2,101.8,28.8,20.6,88.8
7,0,0,0.0,0.0,0,51507,0,0,0,0,0.0,0,2,0.0,0.0,0,Laurent,0.0,0,0,0.0,False,0.0,0,Joined Bordeaux on a permanent deal on 6/8.,2019-08-08T11:00:09.045030Z,50,0,0,0,51507.jpg,0.0,0,0,Koscielny,0.1,False,0.0,u,1,3,0.0,0,491,4,12459,16,0.0,0.0,Koscielny,0,8.0,1,0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,0.0,1.2,0.9,1.2,0.8,20.2,30.0,89.8,100.8,110.1,78.9,16.0,16.3,101.8,34.8,25.9,86.1,18.0,29.1,85.2,102.3,105.2,69.8,17.4,15.2,101.8,28.8,20.6,88.8
8,0,0,100.0,100.0,0,233963,0,0,-1,1,0.0,0,2,0.5,0.5,0,Konstantinos,0.0,0,0,0.0,False,0.0,0,0,2019-08-09T09:30:11.868345Z,44,0,0,0,233963.jpg,0.0,0,0,Mavropanos,0.0,False,0.0,a,1,3,0.0,0,832,44,4222,35,0.0,0.0,Mavropanos,0,8.0,1,0,0.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,0.0,1.2,0.9,1.2,0.8,20.2,30.0,89.8,100.8,110.1,78.9,16.0,16.3,101.8,34.8,25.9,86.1,18.0,29.1,85.2,102.3,105.2,69.8,17.4,15.2,101.8,28.8,20.6,88.8
9,0,0,0.0,0.0,0,80254,0,0,0,0,0.0,0,2,0.0,0.0,0,Carl,0.0,0,0,0.0,False,0.0,0,Joined Nottingham Forest on a permanent deal on 7/8.,2019-08-07T17:00:10.875251Z,45,0,0,0,80254.jpg,0.0,0,0,Jenkinson,0.0,False,0.0,u,1,3,0.0,0,338,7,2462,9,0.0,0.0,Jenkinson,0,8.0,1,0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,0.0,1.2,0.9,1.2,0.8,20.2,30.0,89.8,100.8,110.1,78.9,16.0,16.3,101.8,34.8,25.9,86.1,18.0,29.1,85.2,102.3,105.2,69.8,17.4,15.2,101.8,28.8,20.6,88.8
10,0,9,75.0,75.0,0,156074,0,0,0,0,0.4,0,2,0.4,0.4,0,Rob,0.0,2,0,1.1,False,8.4,76,Knee injury - 75% chance of playing,2019-12-09T10:00:19.335279Z,45,0,0,0,156074.jpg,1.0,0,0,Holding,0.1,False,0.0,d,1,3,2.0,1,10352,21,12431,188,0.0,0.2,Holding,0,8.0,1,0,0.0,7.0,10.0,1.0,1.0,0.09,0.0,0.0,0.0,3.0,2.0,0.0,0.0,1.1,9.0,8.4,0.4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,0.0,1.2,0.9,1.2,0.8,20.2,30.0,89.8,100.8,110.1,78.9,16.0,16.3,101.8,34.8,25.9,86.1,18.0,29.1,85.2,102.3,105.2,69.8,17.4,15.2,101.8,28.8,20.6,88.8
