web_name,opponent,element_type,defender,attacker,points_per_game,ict_index_pg,influence_pg,creativity_pg,threat_pg,bps_pg,form,ep_next,points_pg_last5,ict_index_pg_last5,bps_pg_last5,influence_pg_last5,creativity_pg_last5,threat_pg_last5,fixture_difficulty,is_home,opp_GS_pg,opp_GA_pg,opp_GS_last5_pg,opp_GA_last5_pg,opp_total_points_conceded_pg_atk,opp_total_points_conceded_pg_def,opp_total_points_conceded_pg_atk_last5,opp_total_points_conceded_pg_def_last5,opp_ict_index_conceded_pg_atk,opp_ict_index_conceded_pg_def,opp_ict_index_conceded_pg_atk_last5,opp_ict_index_conceded_pg_def_last5,opp_influence_conceded_pg_atk,opp_influence_conceded_pg_def,opp_influence_conceded_pg_atk_last5,opp_influence_conceded_pg_def_last5,opp_creativity_conceded_pg_atk,opp_creativity_conceded_pg_def,opp_creativity_conceded_pg_atk_last5,opp_creativity_conceded_pg_def_last5,opp_threat_conceded_pg_atk,opp_threat_conceded_pg_def,opp_threat_conceded_pg_atk_last5,opp_threat_conceded_pg_def_last5,opp_bps_conceded_pg_atk,opp_bps_conceded_pg_def,opp_bps_conceded_pg_atk_last5,opp_bps_conceded_pg_def_last5
Cédric,11,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2,0,1.1,1.2,0.6,1.4,21.1,10.8,19.4,8.4,30.3,12.0,25.9,7.8,106.4,72.9,94.7,49.2,88.0,24.9,64.4,16.6,108.7,21.7,99.8,11.6,79.1,57.6,72.8,42.2
Xhaka,11,3,0,1,4.7,6.31,23.44,22.57,17.11,19.33,5.3,5.8,4.5,6.72,19.75,23.25,19.65,24.5,2,0,1.1,1.2,0.6,1.4,21.1,10.8,19.4,8.4,30.3,12.0,25.9,7.8,106.4,72.9,94.7,49.2,88.0,24.9,64.4,16.6,108.7,21.7,99.8,11.6,79.1,57.6,72.8,42.2
Elneny,11,3,0,1,2.0,0.8,4.2,3.8,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,1.1,1.2,0.6,1.4,21.1,10.8,19.4,8.4,30.3,12.0,25.9,7.8,106.4,72.9,94.7,49.2,88.0,24.9,64.4,16.6,108.7,21.7,99.8,11.6,79.1,57.6,72.8,42.2
Holding,11,2,1,0,1.0,0.1,1.1,0.0,0.0,4.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2,0,1.1,1.2,0.6,1.4,21.1,10.8,19.4,8.4,30.3,12.0,25.9,7.8,106.4,72.9,94.7,49.2,88.0,24.9,64.4,16.6,108.7,21.7,99.8,11.6,79.1,57.6,72.8,42.2
Partey,11,3,0,1,3.8,4.65,21.03,14.73,10.67,18.0,5.0,5.5,5.0,5.57,23.0,28.33,22.3,5.0,2,0,1.1,1.2,0.6,1.4,21.1,10.8,19.4,8.4,30.3,12.0,25.9,7.8,106.4,72.9,94.7,49.2,88.0,24.9,64.4,16.6,108.7,21.7,99.8,11.6,79.1,57.6,72.8,42.2
Ødegaard,11,3,0,1,5.0,7.72,23.18,24.8,29.12,19.75,2.0,2.5,2.67,6.4,11.33,11.8,27.6,24.33,2,0,1.1,1.2,0.6,1.4,21.1,10.8,19.4,8.4,30.3,12.0,25.9,7.8,106.4,72.9,94.7,49.2,88.0,24.9,64.4,16.6,108.7,21.7,99.8,11.6,79.1,57.6,72.8,42.2
Tierney,11,2,1,0,1.9,1.58,6.2,4.74,4.88,7.62,2.7,3.2,2.67,1.6,11.0,6.47,6.03,3.33,2,0,1.1,1.2,0.6,1.4,21.1,10.8,19.4,8.4,30.3,12.0,25.9,7.8,106.4,72.9,94.7,49.2,88.0,24.9,64.4,16.6,108.7,21.7,99.8,11.6,79.1,57.6,72.8,42.2
Pépé,11,3,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,1.1,1.2,0.6,1.4,21.1,10.8,19.4,8.4,30.3,12.0,25.9,7.8,106.4,72.9,94.7,49.2,88.0,24.9,64.4,16.6,108.7,21.7,99.8,11.6,79.1,57.6,72.8,42.2
White,11,2,1,0,3.9,2.89,15.27,11.57,2.11,18.89,4.0,4.5,3.25,3.65,17.25,17.0,16.8,2.75,2,0,1.1,1.2,0.6,1.4,21.1,10.8,19.4,8.4,30.3,12.0,25.9,7.8,106.4,72.9,94.7,49.2,88.0,24.9,64.4,16.6,108.7,21.7,99.8,11.6,79.1,57.6,72.8,42.2
Nketiah,11,4,0,1,1.0,1.64,2.13,2.71,11.78,2.22,1.0,1.5,1.0,0.25,2.75,0.55,0.4,1.5,2,0,1.1,1.2,0.6,1.4,21.1,10.8,19.4,8.4,30.3,12.0,25.9,7.8,106.4,72.9,94.7,49.2,88.0,24.9,64.4,16.6,108.7,21.7,99.8,11.6,79.1,57.6,72.8,42.2
