web_name,opponent_35,predicted_points_35,opponent_36,predicted_points_36,opponent_37,predicted_points_37,opponent_38,predicted_points_38,opponent_39,predicted_points_39,predicted_points_mean,points_per_game,form,id,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,in_dreamteam,news,news_added,now_cost,photo,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,last_opponent,defender,attacker,minutes_last_game,games_injured,games_dropped,games_played,games_started,nail,games_played_last5,minutes_last5,minutes_pg_last5,games_injured_last5,games_dropped_last5,games_started_last5,nail_last5,ict_index_pg,bps_pg,influence_pg,creativity_pg,threat_pg,points_pg_last5,ict_index_pg_last5,bps_pg_last5,influence_pg_last5,creativity_pg_last5,threat_pg_last5,fixture_difficulty,opponent,is_home,opp_GS_pg,opp_GA_pg,opp_GS_last5_pg,opp_GA_last5_pg,opp_total_points_conceded_pg_atk,opp_ict_index_conceded_pg_atk,opp_influence_conceded_pg_atk,opp_creativity_conceded_pg_atk,opp_threat_conceded_pg_atk,opp_bps_conceded_pg_atk,opp_total_points_conceded_pg_def,opp_ict_index_conceded_pg_def,opp_influence_conceded_pg_def,opp_creativity_conceded_pg_def,opp_threat_conceded_pg_def,opp_bps_conceded_pg_def,opp_total_points_conceded_pg_atk_last5,opp_ict_index_conceded_pg_atk_last5,opp_influence_conceded_pg_atk_last5,opp_creativity_conceded_pg_atk_last5,opp_threat_conceded_pg_atk_last5,opp_bps_conceded_pg_atk_last5,opp_total_points_conceded_pg_def_last5,opp_ict_index_conceded_pg_def_last5,opp_influence_conceded_pg_def_last5,opp_creativity_conceded_pg_def_last5,opp_threat_conceded_pg_def_last5,opp_bps_conceded_pg_def_last5
Isak,ARS,5.02,BHA,11.2,LEI,5.66,CHE,5.48,0,0.0,5.47,5.2,5.7,594,100.0,100.0,219168,0,0,-1,1,2,4,5.7,6.7,7,Alexander,False,0,2023-02-01T02:00:08.516238Z,69,219168.jpg,Isak,10.6,False,0.0,a,15,4,88,2592621,69002,1486610,31501,0.8,12.8,1073,10,1,3,14,0,0,0,2,0,0,18,325,453.2,203.5,599.0,125.5,12,7.09,1.08,8.17,13.31,121,14,162,22,37,15,74,15,0.0,0.0,0.0,0.0,2.0,0.0,0.59,0.0,0.09,0.68,1.12,1.17,43,20,17,7,15,4,42,8,1.01,0.25,17,0,1,90.0,11.0,7.0,17.0,12.0,0.63,5.0,347.0,69.0,0.0,1.0,4.0,0.8,7.38,19.12,26.66,11.97,35.24,5.6,6.56,22.8,27.4,12.6,25.6,2,17,1,0.8,1.8,1.0,2.6,27.8,38.8,134.3,117.3,137.7,100.9,24.4,18.6,113.8,41.5,30.1,108.2,36.0,52.2,188.8,150.8,182.2,134.4,19.8,14.1,76.2,44.4,20.8,91.6
Mitrović,LEI,8.09,SOU,7.39,CRY,7.5,MUN,4.22,0,0.0,5.44,4.3,0.0,210,0.0,0.0,128389,0,0,1,-1,2,4,0.0,0.0,0,Aleksandar,False,Suspended until 13 May,2023-03-19T22:00:08.374434Z,66,128389.jpg,Mitrović,11.8,False,0.0,s,9,54,90,7686044,144,7750857,15192,0.0,13.6,1816,11,2,7,26,0,0,3,6,0,0,11,267,486.6,211.8,1078.0,176.5,21,12.54,1.12,13.66,31.57,107,10,153,17,10,6,33,9,0.0,0.0,0.0,0.0,1.0,0.0,0.62,0.0,0.06,0.68,1.56,1.29,51,21,756,89,39,8,36,6,1.04,0.35,12,0,1,0.0,12.0,2.0,21.0,20.0,0.91,0.0,0.0,0.0,5.0,0.0,0.0,0.0,8.4,12.71,23.17,10.09,51.33,0.0,0.0,0.0,0.0,0.0,0.0,4,12,0,1.9,1.2,3.0,1.5,24.8,33.4,119.8,96.5,117.3,91.0,13.5,17.4,116.5,34.9,22.3,88.9,27.7,36.2,144.2,105.8,111.2,104.3,7.3,22.3,155.1,38.0,30.0,85.0
Fernandes,WHU,5.63,WOL,5.16,BOU,10.47,FUL,5.88,0,0.0,5.43,4.6,4.3,333,100.0,100.0,141746,0,0,-6,6,4,3,4.3,8.6,13,Bruno,False,0,2023-04-24T22:00:08.072491Z,94,141746.jpg,Borges Fernandes,7.4,False,0.0,a,14,1,147,3051817,37412,2666426,11789,0.5,15.6,2879,6,8,15,37,0,0,0,6,0,0,20,630,849.0,1333.0,830.0,301.4,32,6.95,9.02,15.97,42.83,13,5,3,2,19,9,5,3,2.0,0.0,3.0,0.0,2.0,0.0,0.22,0.0,0.28,0.5,1.34,1.16,8,5,48,22,25,11,50,14,1.0,0.47,2,0,1,180.0,1.0,5.0,32.0,28.0,0.85,5.0,450.0,90.0,1.0,0.0,4.0,1.0,9.42,19.69,26.53,41.66,25.94,4.8,12.74,23.4,31.08,56.04,40.0,2,2,1,1.4,1.2,1.4,0.4,24.0,33.8,110.7,104.7,124.0,81.6,15.1,15.5,102.5,30.1,21.9,83.5,22.0,38.1,109.8,134.4,138.4,60.6,15.2,18.4,123.8,40.4,20.0,87.8
Wilson,ARS,5.52,LEE,10.97,LEI,5.65,CHE,4.94,0,0.0,5.42,4.9,8.0,356,100.0,100.0,75115,1,-1,-5,5,3,4,8.0,9.0,12,Callum,False,0,2023-02-11T19:00:09.248232Z,70,75115.jpg,Wilson,5.9,False,0.0,a,15,4,128,2949759,175078,2679761,8239,1.1,18.3,1543,15,5,9,12,0,0,0,3,0,0,14,434,594.2,218.5,861.0,167.2,17,12.96,1.81,14.77,17.37,60,5,149,16,17,10,38,11,0.0,0.0,0.0,0.0,1.0,0.0,0.76,0.0,0.11,0.87,1.01,0.7,41,19,2,2,18,5,64,10,0.99,0.52,17,0,1,45.0,8.0,10.0,25.0,16.0,0.62,5.0,234.0,47.0,0.0,4.0,1.0,0.2,6.69,17.36,23.77,8.74,34.44,7.0,8.14,27.0,38.0,9.1,34.6,2,17,1,0.8,1.8,1.0,2.6,27.8,38.8,134.3,117.3,137.7,100.9,24.4,18.6,113.8,41.5,30.1,108.2,36.0,52.2,188.8,150.8,182.2,134.4,19.8,14.1,76.2,44.4,20.8,91.6
Álvarez,LEE,5.74,EVE,5.65,BHA,10.74,BRE,4.41,0,0.0,5.31,3.4,4.2,319,100.0,100.0,461358,0,0,-5,5,2,4,5.2,10.4,14,Julián,False,0,2022-12-21T14:30:07.153297Z,60,461358.jpg,Álvarez,2.6,False,0.0,a,13,43,88,720501,39525,768923,5161,0.7,14.7,1059,8,3,3,14,0,0,0,0,0,0,12,334,370.8,208.2,468.0,104.6,9,5.88,0.95,6.83,12.72,165,15,158,20,61,22,103,18,0.0,0.0,0.0,0.0,3.0,0.0,0.5,0.0,0.08,0.58,1.08,1.19,71,29,52,12,117,17,117,17,0.76,0.25,19,0,1,158.0,2.0,24.0,26.0,8.0,0.25,5.0,234.0,47.0,0.0,4.0,1.0,0.2,4.02,12.85,14.26,8.01,18.0,4.2,4.4,18.2,19.24,7.52,17.2,2,19,1,1.1,1.5,1.8,1.8,24.9,34.9,115.9,114.0,119.0,99.1,20.5,18.1,110.0,40.0,31.1,99.8,30.5,49.0,160.0,175.4,155.0,130.8,17.7,23.0,131.1,53.1,46.0,106.5
Rodri,LEE,4.98,EVE,5.38,BHA,11.05,BRE,5.11,0,0.0,5.3,3.2,2.4,315,100.0,100.0,220566,0,0,-4,4,1,3,3.4,6.8,5,Rodrigo,False,0,2022-10-02T21:00:07.266280Z,56,220566.jpg,Hernandez,1.9,False,0.0,a,13,43,101,293677,4419,429984,3343,0.4,18.0,2721,2,6,10,25,0,0,0,5,0,0,7,571,685.8,548.6,486.0,172.4,32,4.51,3.44,7.95,20.78,34,15,42,34,59,38,37,25,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.11,0.26,0.69,0.83,95,49,135,63,138,56,140,50,1.06,0.33,19,0,1,180.0,0.0,5.0,32.0,29.0,0.85,5.0,402.0,80.0,0.0,1.0,4.0,0.8,5.39,17.84,21.43,17.14,15.19,2.4,3.08,14.2,13.88,9.28,7.4,2,9,0,1.3,1.4,1.0,1.2,26.8,38.7,123.6,117.1,146.4,97.5,18.2,16.8,99.8,38.0,30.7,94.2,25.7,30.7,104.2,107.0,95.8,86.8,22.2,17.6,105.0,43.2,27.2,100.8
Kane,CRY,6.87,AVL,7.4,BRE,5.45,LEE,6.73,0,0.0,5.29,6.6,7.2,427,100.0,100.0,78830,0,0,-1,1,5,4,7.2,6.7,8,Harry,True,0,2022-10-08T20:30:07.678681Z,114,78830.jpg,Kane,29.3,False,0.0,a,18,6,225,6759876,47228,6337427,41591,0.6,19.7,3046,25,8,10,56,0,0,1,5,0,0,40,852,1142.6,704.4,1620.0,346.9,34,18.66,3.59,22.25,44.77,2,2,25,2,2,2,1,1,0.0,0.0,2.0,0.0,1.0,0.0,0.55,0.0,0.11,0.66,1.32,1.65,5,2,7,3,5,2,8,3,1.0,0.3,12,0,1,90.0,0.0,1.0,34.0,33.0,0.97,5.0,450.0,90.0,0.0,0.0,5.0,1.0,10.2,25.06,33.61,20.72,47.65,7.2,9.14,28.4,32.0,28.94,30.4,4,12,0,1.9,1.2,3.0,1.5,24.8,33.4,119.8,96.5,117.3,91.0,13.5,17.4,116.5,34.9,22.3,88.9,27.7,36.2,144.2,105.8,111.2,104.3,7.3,22.3,155.1,38.0,30.0,85.0
Laporte,LEE,4.74,EVE,5.86,CHE,9.83,BRE,5.85,0,0.0,5.26,2.9,0.4,309,100.0,100.0,146941,0,0,-4,4,0,2,1.4,2.8,0,Aymeric,False,0,2023-02-21T23:00:08.021473Z,56,146941.jpg,Laporte,0.5,False,0.0,a,13,43,23,104790,839,133267,1364,0.1,4.1,645,0,0,2,8,0,0,0,0,0,0,2,125,111.6,84.4,66.0,26.1,7,0.48,0.32,0.8,8.27,359,143,293,92,313,104,361,124,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.04,0.11,1.15,1.12,90,11,355,116,172,58,268,100,0.98,0.28,19,1,0,0.0,10.0,17.0,8.0,7.0,0.29,1.0,90.0,90.0,0.0,4.0,1.0,0.2,3.26,15.62,13.95,10.55,8.25,2.0,2.6,12.0,15.6,10.3,0.0,2,9,0,1.3,1.4,1.0,1.2,26.8,38.7,123.6,117.1,146.4,97.5,18.2,16.8,99.8,38.0,30.7,94.2,25.7,30.7,104.2,107.0,95.8,86.8,22.2,17.6,105.0,43.2,27.2,100.8
Bernardo,LEE,5.06,EVE,5.27,BHA,10.62,BRE,5.27,0,0.0,5.24,3.3,1.6,311,100.0,0.0,165809,0,0,-3,3,2,3,2.6,5.2,4,Bernardo,False,0,0,67,165809.jpg,Veiga de Carvalho e Silva,5.6,False,0.0,a,13,43,103,1917657,4910,2224429,8019,0.2,15.4,2098,4,6,7,23,0,0,0,4,0,0,9,406,472.2,478.5,420.0,137.1,23,2.09,3.75,5.84,20.71,111,47,54,44,71,46,67,48,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.16,0.25,0.89,0.99,45,22,208,100,126,52,67,22,0.99,0.3,19,0,1,97.0,0.0,12.0,31.0,22.0,0.65,5.0,311.0,62.0,0.0,2.0,3.0,0.6,4.42,13.1,15.23,15.44,13.55,1.6,3.0,6.2,6.6,11.24,12.2,2,19,1,1.1,1.5,1.8,1.8,24.9,34.9,115.9,114.0,119.0,99.1,20.5,18.1,110.0,40.0,31.1,99.8,30.5,49.0,160.0,175.4,155.0,130.8,17.7,23.0,131.1,53.1,46.0,106.5
Carson,LEE,3.69,EVE,5.66,BHA,9.72,BRE,6.96,0,0.0,5.21,0.0,0.0,502,100.0,0.0,17601,0,0,-2,2,1,1,1.0,2.0,0,Scott,False,0,0,38,17601.jpg,Carson,0.4,False,0.0,a,13,43,0,87671,172,68935,753,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,530,37,506,13,470,3,532,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,745,77,395,26,540,37,281,40,0.0,0.0,19,1,0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,9,0,1.3,1.4,1.0,1.2,26.8,38.7,123.6,117.1,146.4,97.5,18.2,16.8,99.8,38.0,30.7,94.2,25.7,30.7,104.2,107.0,95.8,86.8,22.2,17.6,105.0,43.2,27.2,100.8
Mac Allister,EVE,4.49,NEW,9.53,MCI,7.83,AVL,4.12,0,0.0,5.19,4.2,3.6,116,100.0,100.0,243016,0,0,0,0,3,3,3.6,7.2,12,Alexis,False,0,2023-01-21T18:30:07.117166Z,55,243016.jpg,Mac Allister,7.3,False,0.0,a,5,36,121,2489108,44488,1797879,20073,0.7,22.0,2450,9,1,9,35,1,0,0,7,0,0,17,489,643.6,592.5,627.0,186.4,27,10.72,3.59,14.31,32.4,42,17,34,26,36,22,27,18,0.0,0.0,1.0,0.0,1.0,0.0,0.39,0.0,0.13,0.52,1.19,1.29,112,61,68,33,44,19,51,15,0.99,0.33,14,0,1,115.0,2.0,7.0,29.0,25.0,0.78,5.0,385.0,77.0,0.0,1.0,4.0,0.8,6.43,16.86,22.19,20.43,21.62,3.6,7.22,15.2,19.08,31.78,21.2,2,20,1,0.8,1.5,1.2,1.6,25.0,35.9,115.1,113.8,130.5,88.4,21.4,17.0,100.0,38.8,30.9,96.9,12.6,23.2,61.1,89.3,81.8,46.4,8.8,14.7,91.7,33.6,22.0,61.4
