web_name,opponent_26,predicted_points_26,opponent_27,predicted_points_27,opponent_28,predicted_points_28,opponent_29,predicted_points_29,opponent_30,predicted_points_30,predicted_points_mean,points_per_game,form,id,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,in_dreamteam,news,news_added,now_cost,photo,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,last_opponent,defender,attacker,minutes_last_game,games_injured,games_dropped,games_played,games_started,nail,games_played_last5,minutes_last5,minutes_pg_last5,games_injured_last5,games_dropped_last5,games_started_last5,nail_last5,ict_index_pg,bps_pg,influence_pg,creativity_pg,threat_pg,points_pg_last5,ict_index_pg_last5,bps_pg_last5,influence_pg_last5,creativity_pg_last5,threat_pg_last5,fixture_difficulty,opponent,is_home,opp_GS_pg,opp_GA_pg,opp_GS_last5_pg,opp_GA_last5_pg,opp_total_points_conceded_pg_atk,opp_ict_index_conceded_pg_atk,opp_influence_conceded_pg_atk,opp_creativity_conceded_pg_atk,opp_threat_conceded_pg_atk,opp_bps_conceded_pg_atk,opp_total_points_conceded_pg_def,opp_ict_index_conceded_pg_def,opp_influence_conceded_pg_def,opp_creativity_conceded_pg_def,opp_threat_conceded_pg_def,opp_bps_conceded_pg_def,opp_total_points_conceded_pg_atk_last5,opp_ict_index_conceded_pg_atk_last5,opp_influence_conceded_pg_atk_last5,opp_creativity_conceded_pg_atk_last5,opp_threat_conceded_pg_atk_last5,opp_bps_conceded_pg_atk_last5,opp_total_points_conceded_pg_def_last5,opp_ict_index_conceded_pg_def_last5,opp_influence_conceded_pg_def_last5,opp_creativity_conceded_pg_def_last5,opp_threat_conceded_pg_def_last5,opp_bps_conceded_pg_def_last5
Henry,FUL,3.69,SOU,7.57,LEI,5.08,BHA,9.89,NEW,3.32,5.91,3.2,5.0,85,100.0,100.0,194010,0,0,0,0,1,2,5.0,0.0,0,Rico,False,0,2023-01-14T19:00:07.793768Z,45,194010.jpg,Henry,1.7,False,0.0,a,4,94,70,384271,65044,283598,8209,1.1,15.6,1961,0,2,7,30,0,0,0,0,0,0,2,299,299.2,229.8,114.0,64.4,22,1.19,1.75,2.95,28.68,138,44,105,20,195,37,139,30,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.08,0.14,1.32,1.38,367,75,27,14,130,36,145,49,1.01,0.32,0.0,1,0,0,1.0,2.0,22.0,22.0,0.92,4.0,345.0,86.0,0.0,1.0,4.0,0.8,2.93,13.59,13.6,10.45,5.18,5.25,3.63,16.75,17.35,12.35,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maddison,SOU,5.67,CHE,7.11,BRE,3.38,AVL,9.1,BOU,4.11,5.87,5.8,5.0,261,75.0,75.0,172780,0,0,1,-1,1,3,4.1,3.4,0,James,False,Illness - 75% chance of playing,2023-02-23T16:00:08.530659Z,81,172780.jpg,Maddison,4.5,False,0.0,d,10,13,98,3223064,32954,3357128,51772,0.6,12.1,1362,9,5,4,30,0,0,0,6,0,0,8,358,532.8,516.3,498.0,155.0,16,3.75,2.88,6.65,25.0,26,12,21,17,33,18,19,14,2.0,0.0,1.0,0.0,0.0,0.0,0.25,0.0,0.19,0.44,1.65,1.98,15,7,32,10,11,5,74,22,1.06,0.26,1.0,0,1,0,7.0,3.0,17.0,15.0,0.83,4.0,264.0,66.0,1.0,1.0,3.0,0.75,9.12,21.06,31.34,30.37,29.29,5.25,6.55,19.25,25.0,22.95,17.25,4.0,1.0,1.0,2.2,0.9,2.8,1.8,19.4,26.7,91.6,79.7,95.8,70.4,9.4,14.8,104.0,25.3,18.1,71.6,26.2,38.0,139.4,116.8,124.4,98.6,17.2,19.5,142.3,26.7,25.6,100.8
Saka,BOU,5.44,FUL,5.33,CRY,4.82,LEE,7.45,LIV,6.32,5.87,5.9,6.3,13,100.0,100.0,223340,1,-1,5,-5,5,3,7.3,13.6,15,Bukayo,True,0,2023-01-13T15:00:07.612275Z,85,223340.jpg,Saka,38.7,False,0.0,a,1,3,147,5018459,163096,3036725,13367,0.7,17.3,2155,10,10,10,23,0,0,0,5,0,0,13,497,714.6,772.1,800.0,228.7,25,8.15,4.18,12.37,23.32,5,1,7,6,11,4,3,1,2.0,0.0,0.0,0.0,1.0,0.0,0.34,0.0,0.17,0.52,0.97,0.96,12,6,11,4,9,4,4,2,1.04,0.42,10.0,0,1,171,1.0,2.0,25.0,22.0,0.92,7.0,621.0,89.0,0.0,0.0,5.0,1.0,9.15,19.88,28.58,30.88,32.0,6.71,10.47,22.57,35.11,29.19,40.43,2.0,8.0,1.0,0.7,1.4,0.4,2.0,26.0,39.1,114.6,124.0,152.9,89.0,19.9,16.9,92.3,45.6,30.9,92.9,26.4,31.5,110.6,100.0,104.6,94.0,26.6,15.8,106.6,39.6,12.2,118.2
Havertz,LEE,4.95,LEI,3.89,EVE,4.95,AVL,10.19,WOL,4.59,5.71,3.0,1.5,145,100.0,0.0,219847,0,0,-4,4,1,4,1.5,1.5,1,Kai,False,0,0,76,219847.jpg,Havertz,3.7,False,0.0,a,6,8,69,1088700,4090,1211269,23282,0.2,9.1,1705,5,1,7,20,0,0,0,4,0,0,8,196,323.8,347.2,616.0,128.4,20,6.26,2.0,8.28,24.81,123,11,51,3,20,9,33,9,0.0,0.0,0.0,0.0,3.0,0.0,0.33,0.0,0.11,0.44,1.31,1.06,27,14,228,25,164,20,88,13,1.06,0.37,18.0,0,1,90,0.0,7.0,23.0,18.0,0.72,5.0,376.0,75.0,0.0,1.0,4.0,0.8,5.58,8.52,14.08,15.1,26.78,1.6,3.54,1.6,4.68,20.58,11.0,4.0,18.0,0.0,1.8,1.4,1.4,0.8,24.6,37.9,120.0,126.0,133.7,94.9,12.2,18.0,112.3,42.0,25.3,88.7,19.0,28.6,93.5,102.6,92.8,68.6,9.6,14.5,93.6,34.3,17.4,79.4
Mee,FUL,3.75,EVE,6.42,LEI,5.05,MUN,10.31,NEW,2.8,5.67,4.3,5.3,526,100.0,0.0,51927,0,0,5,-5,3,2,5.3,0.0,0,Ben,False,0,0,50,51927.jpg,Mee,14.0,False,0.0,a,4,94,95,2437157,246098,1060058,25925,1.1,19.0,1928,3,1,8,24,0,0,0,2,0,0,8,390,484.8,35.4,183.0,70.5,22,1.67,0.51,2.2,26.19,41,8,343,114,140,16,123,24,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.02,0.1,1.22,1.12,199,23,22,11,41,9,26,9,1.03,0.37,0.0,1,0,0,0.0,3.0,21.0,21.0,0.88,4.0,360.0,90.0,0.0,1.0,4.0,0.8,3.36,18.57,23.09,1.69,8.71,5.5,3.55,19.0,24.3,0.85,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Watkins,CRY,4.59,WHU,4.18,BOU,4.26,LEI,9.36,NFO,5.79,5.64,4.3,8.0,40,100.0,100.0,178301,1,-1,-2,2,1,4,8.0,8.0,6,Ollie,False,0,2023-01-14T08:00:07.885748Z,73,178301.jpg,Watkins,7.7,False,0.0,a,2,7,100,1369558,236161,936132,27553,1.1,13.7,1885,8,5,6,33,0,0,0,1,0,0,10,310,470.4,271.0,807.0,154.8,22,8.08,1.9,9.98,32.61,48,5,83,7,10,7,20,5,0.0,0.0,0.0,0.0,1.0,0.0,0.39,0.0,0.09,0.48,1.56,1.58,32,16,2,1,45,8,47,9,1.05,0.29,8.0,0,1,90,2.0,2.0,23.0,21.0,0.91,5.0,437.0,87.0,0.0,0.0,5.0,1.0,6.73,13.48,20.45,11.78,35.09,8.0,9.04,30.4,39.24,12.68,38.6,2.0,8.0,0.0,0.7,1.4,0.4,2.0,26.0,39.1,114.6,124.0,152.9,89.0,19.9,16.9,92.3,45.6,30.9,92.9,26.4,31.5,110.6,100.0,104.6,94.0,26.6,15.8,106.6,39.6,12.2,118.2
Pinnock,FUL,3.87,SOU,6.98,LEI,4.68,MUN,9.78,NEW,2.75,5.61,3.2,3.3,92,100.0,100.0,231065,0,0,-1,1,0,2,3.3,0.0,0,Ethan,False,0,2022-07-22T23:00:04.442209Z,44,231065.jpg,Pinnock,0.4,False,0.0,a,4,94,48,73241,23218,34985,5010,0.7,10.9,1350,0,0,6,18,1,0,0,0,0,0,2,269,363.8,47.4,163.0,57.4,15,1.13,0.52,1.65,19.67,94,29,312,100,155,19,164,38,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.03,0.11,1.31,1.2,510,124,79,26,127,34,283,103,1.0,0.4,0.0,1,0,0,8.0,2.0,15.0,15.0,0.88,4.0,360.0,90.0,0.0,1.0,4.0,0.8,3.83,17.93,24.25,3.16,10.87,4.0,2.5,19.0,19.25,0.53,5.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kane,WOL,6.02,NFO,6.48,SOU,5.76,EVE,4.85,BHA,4.8,5.58,6.4,5.2,427,100.0,100.0,78830,-1,1,2,-2,2,4,5.2,5.2,6,Harry,True,0,2022-10-08T20:30:07.678681Z,117,78830.jpg,Kane,36.9,False,0.0,a,18,6,161,5534573,139560,4245751,30387,0.4,13.8,2236,18,6,10,34,0,0,1,4,0,0,27,600,838.2,518.9,1311.0,266.9,25,13.38,2.02,15.33,29.01,2,2,19,1,2,2,1,1,0.0,0.0,1.0,0.0,1.0,0.0,0.54,0.0,0.08,0.62,1.17,1.37,4,2,25,4,5,2,6,2,1.01,0.4,6.0,0,1,90,0.0,1.0,25.0,24.0,0.96,5.0,450.0,90.0,0.0,0.0,5.0,1.0,10.68,24.0,33.53,20.76,52.44,5.4,7.98,19.4,28.4,15.16,36.2,3.0,6.0,1.0,1.0,1.0,0.2,1.0,23.5,32.5,109.5,97.8,118.4,79.1,22.0,16.7,108.4,32.0,26.6,98.9,26.5,32.8,118.2,97.6,113.2,85.5,38.8,17.0,126.4,20.7,23.2,151.2
Almirón,MCI,4.66,WOL,6.69,NFO,4.74,WHU,9.39,BRE,2.07,5.51,5.4,4.3,369,100.0,100.0,179018,0,0,5,-5,3,3,3.8,0.0,0,Miguel,False,0,2023-02-11T22:00:09.655794Z,55,179018.jpg,Almirón Rejala,24.0,False,0.0,a,15,4,125,5672670,51985,3307418,83238,0.8,22.7,1879,10,2,13,13,0,0,0,2,0,0,12,405,512.6,284.1,701.0,150.0,23,6.09,2.01,8.1,20.29,31,14,74,61,15,8,24,17,3.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.1,0.39,0.97,0.62,113,59,41,14,14,8,14,7,1.1,0.62,0.0,0,1,0,0.0,2.0,23.0,23.0,0.92,4.0,308.0,77.0,0.0,1.0,4.0,0.8,6.52,17.61,22.29,12.35,30.48,4.0,3.45,14.5,12.95,7.03,14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dubravka,MCI,3.39,WOL,6.16,NFO,4.59,MUN,10.58,BRE,2.64,5.47,8.0,2.7,355,100.0,100.0,67089,0,0,-4,4,0,1,2.2,0.0,0,Martin,False,0,2022-10-14T15:30:06.992558Z,41,67089.jpg,Dubravka,0.4,False,0.0,a,15,4,8,22015,799,92885,519,0.7,2.0,66,0,0,1,0,0,0,0,0,0,5,1,31,29.4,0.0,0.0,2.9,0,0.0,0.0,0.0,1.12,416,28,597,58,554,48,456,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.82,0.0,0.0,1.53,0.0,623,31,124,17,3,2,285,40,0.0,1.36,0.0,1,0,0,1.0,23.0,1.0,1.0,0.04,1.0,66.0,66.0,0.0,4.0,1.0,0.2,2.9,31.0,29.4,0.0,0.0,8.0,2.9,31.0,29.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
