web_name,opponent_26,predicted_points_26,opponent_27,predicted_points_27,opponent_28,predicted_points_28,opponent_29,predicted_points_29,opponent_30,predicted_points_30,predicted_points_mean,points_per_game,form,id,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,in_dreamteam,news,news_added,now_cost,photo,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,last_opponent,defender,attacker,minutes_last_game,games_injured,games_dropped,games_played,games_started,nail,games_played_last5,minutes_last5,minutes_pg_last5,games_injured_last5,games_dropped_last5,games_started_last5,nail_last5,ict_index_pg,bps_pg,influence_pg,creativity_pg,threat_pg,points_pg_last5,ict_index_pg_last5,bps_pg_last5,influence_pg_last5,creativity_pg_last5,threat_pg_last5,fixture_difficulty,opponent,is_home,opp_GS_pg,opp_GA_pg,opp_GS_last5_pg,opp_GA_last5_pg,opp_total_points_conceded_pg_atk,opp_ict_index_conceded_pg_atk,opp_influence_conceded_pg_atk,opp_creativity_conceded_pg_atk,opp_threat_conceded_pg_atk,opp_bps_conceded_pg_atk,opp_total_points_conceded_pg_def,opp_ict_index_conceded_pg_def,opp_influence_conceded_pg_def,opp_creativity_conceded_pg_def,opp_threat_conceded_pg_def,opp_bps_conceded_pg_def,opp_total_points_conceded_pg_atk_last5,opp_ict_index_conceded_pg_atk_last5,opp_influence_conceded_pg_atk_last5,opp_creativity_conceded_pg_atk_last5,opp_threat_conceded_pg_atk_last5,opp_bps_conceded_pg_atk_last5,opp_total_points_conceded_pg_def_last5,opp_ict_index_conceded_pg_def_last5,opp_influence_conceded_pg_def_last5,opp_creativity_conceded_pg_def_last5,opp_threat_conceded_pg_def_last5,opp_bps_conceded_pg_def_last5
Toney,FUL,5.86,SOU,10.89,LEI,4.81,MUN,8.85,NEW,5.42,7.17,5.8,4.0,80,100.0,100.0,144485,0,0,6,-6,4,4,4.0,0.0,0,Ivan,False,0,2022-12-31T08:30:07.566449Z,76,144485.jpg,Toney,29.0,False,0.0,a,4,94,122,8598167,335910,6335524,88488,0.5,16.1,1881,14,3,8,27,0,0,0,8,0,0,23,414,632.4,290.4,880.0,180.1,21,12.47,2.23,14.73,26.06,12,3,71,4,9,6,11,3,0.0,0.0,1.0,0.0,1.0,0.0,0.6,0.0,0.11,0.7,1.25,1.29,26,13,49,7,10,3,10,3,1.0,0.38,0.0,0,1,0,0.0,4.0,21.0,21.0,0.84,4.0,360.0,90.0,0.0,1.0,4.0,0.8,8.58,19.71,30.11,13.83,41.9,3.25,5.35,8.5,14.4,10.02,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nelson,BOU,8.02,FUL,5.39,CRY,7.53,LEE,8.48,LIV,5.93,7.07,10.0,0.0,23,100.0,100.0,200641,0,0,-3,3,1,3,1.0,1.0,0,Reiss,False,0,2022-12-22T15:30:07.123983Z,47,200641.jpg,Nelson,0.0,False,0.0,a,1,3,20,12853,14,14640,44,0.0,4.3,64,2,1,1,0,0,0,0,0,0,0,3,53,90.8,31.0,79.0,20.1,0,0.63,0.15,0.78,0.39,321,133,354,182,241,131,339,149,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.0,0.21,1.1,0.55,0.0,321,195,668,269,1,1,571,224,0.0,1.41,10.0,0,1,0,14.0,10.0,2.0,1.0,0.09,0.0,0.0,0.0,2.0,3.0,0.0,0.0,10.05,26.5,45.4,15.5,39.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,0.0,1.5,1.8,2.5,2.2,29.2,39.0,130.2,120.6,139.9,106.5,17.4,15.5,89.8,42.1,23.2,93.3,49.5,61.8,215.3,211.8,191.0,176.8,32.2,23.2,136.6,66.9,29.5,163.0
Raya,FUL,4.37,SOU,8.2,LEI,5.14,MUN,10.74,NEW,4.17,6.52,4.7,5.3,81,100.0,0.0,154561,1,-1,3,-3,1,1,5.3,0.0,0,David,False,0,0,48,154561.jpg,Raya Martin,11.4,False,0.0,a,4,94,107,1699080,162061,1051090,14759,1.1,22.3,2070,0,0,8,30,0,0,0,1,0,100,14,531,721.4,20.1,0.0,74.4,23,0.0,0.08,0.08,29.62,4,2,385,3,703,67,114,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.35,0.0,0.0,1.29,1.3,280,11,21,3,22,4,35,6,1.0,0.35,0.0,1,0,0,0.0,2.0,23.0,23.0,0.92,4.0,360.0,90.0,0.0,1.0,4.0,0.8,3.23,23.09,31.37,0.87,0.0,6.5,3.6,28.0,33.25,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Martinelli,BOU,6.13,FUL,5.76,CRY,5.21,LEE,8.82,LIV,6.36,6.46,5.6,6.3,19,100.0,0.0,444145,0,0,5,-5,3,3,7.3,13.6,26,Gabriel,True,0,0,65,444145.jpg,Martinelli Silva,35.0,False,0.0,a,1,3,140,5961493,183167,4742246,32597,1.0,21.5,2005,11,5,12,18,0,0,0,3,0,0,13,440,572.0,563.9,951.0,208.6,24,6.57,4.61,11.12,22.16,19,8,14,12,6,3,7,5,1.0,0.0,2.0,0.0,2.0,0.0,0.29,0.0,0.21,0.5,0.99,0.81,58,29,10,3,12,6,7,4,1.08,0.54,10.0,0,1,180,0.0,3.0,25.0,22.0,0.88,7.0,477.0,68.0,0.0,1.0,4.0,0.8,8.34,17.6,22.88,22.56,38.04,5.71,7.04,17.86,21.54,19.99,29.0,2.0,8.0,1.0,0.7,1.4,0.4,2.0,26.0,39.1,114.6,124.0,152.9,89.0,19.9,16.9,92.3,45.6,30.9,92.9,26.4,31.5,110.6,100.0,104.6,94.0,26.6,15.8,106.6,39.6,12.2,118.2
Mbeumo,FUL,4.78,SOU,10.05,LEI,4.36,BHA,9.22,NEW,3.65,6.41,3.6,6.3,95,100.0,0.0,446008,0,0,-2,2,2,4,6.3,0.0,0,Bryan,False,0,0,58,446008.jpg,Mbeumo,3.7,False,0.0,a,4,94,82,993200,79965,866867,14871,1.1,14.1,1747,5,4,7,27,0,0,0,4,0,0,9,285,335.8,418.3,511.0,126.2,23,5.57,2.78,8.35,25.22,114,9,37,2,30,14,37,10,2.0,0.0,3.0,0.0,2.0,0.0,0.29,0.0,0.14,0.43,1.3,1.39,85,33,9,3,93,14,87,12,1.18,0.36,0.0,0,1,0,0.0,2.0,23.0,23.0,0.92,4.0,314.0,78.0,0.0,1.0,4.0,0.8,5.49,12.39,14.6,18.19,22.22,5.25,5.78,19.0,20.8,27.3,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jesus,BOU,7.29,FUL,5.39,CRY,6.38,LEE,7.66,LIV,4.49,6.24,4.9,0.0,28,25.0,25.0,205651,0,0,-1,1,1,4,0.2,0.2,0,Gabriel,False,Knee injury - 25% chance of playing,2022-12-04T08:30:06.137006Z,79,205651.jpg,Fernando de Jesus,25.2,False,0.0,d,1,3,69,2825913,2127,7786356,18384,0.0,8.7,1220,5,6,7,11,0,0,0,4,0,0,7,219,378.0,281.1,884.0,154.4,14,7.91,1.73,9.63,11.46,84,7,79,5,8,5,21,6,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.13,0.71,0.85,0.81,21,12,743,91,20,4,13,4,1.03,0.52,10.0,0,1,0,9.0,2.0,14.0,14.0,0.88,0.0,0.0,0.0,5.0,0.0,0.0,0.0,11.03,15.64,27.0,20.08,63.14,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,0.0,1.5,1.8,2.5,2.2,29.2,39.0,130.2,120.6,139.9,106.5,17.4,15.5,89.8,42.1,23.2,93.3,49.5,61.8,215.3,211.8,191.0,176.8,32.2,23.2,136.6,66.9,29.5,163.0
Salah,MUN,6.2,BOU,5.24,0,0.0,MCI,13.72,ARS,6.04,6.24,5.5,6.0,283,100.0,0.0,118748,0,0,-3,3,3,3,6.5,13.0,11,Mohamed,True,0,0,127,118748.jpg,Salah,28.0,False,0.0,a,12,14,133,4544735,25314,7491357,153241,0.5,10.5,2136,9,6,9,27,0,0,0,0,0,0,13,333,545.0,568.5,1046.0,216.0,24,11.02,3.91,14.94,32.66,24,11,13,11,3,1,6,4,0.0,0.0,0.0,0.0,2.0,0.0,0.46,0.0,0.16,0.63,1.38,1.14,1,1,18,5,13,7,11,6,1.01,0.38,20.0,0,1,180,0.0,2.0,24.0,23.0,0.92,6.0,539.0,90.0,0.0,0.0,5.0,1.0,9.0,13.88,22.71,23.69,43.58,5.5,6.9,16.5,20.23,17.57,31.33,2.0,20.0,1.0,0.7,1.4,1.2,1.6,26.7,37.3,121.1,113.9,138.2,93.9,24.5,16.6,96.6,40.4,28.4,105.4,32.8,42.5,136.4,145.7,142.8,118.6,33.4,23.5,125.9,68.3,40.0,146.2
Ødegaard,BOU,5.2,FUL,5.81,CRY,5.33,LEE,7.89,LIV,6.7,6.19,5.9,4.2,7,100.0,100.0,184029,0,0,5,-5,4,3,5.2,9.4,11,Martin,True,0,2022-09-18T20:00:06.315087Z,70,184029.jpg,Ødegaard,38.3,False,0.0,a,1,3,142,5364248,65961,2808556,93529,0.6,20.3,2041,9,7,10,22,0,0,0,3,0,0,21,542,619.6,810.4,632.0,206.4,24,6.57,5.56,12.17,23.29,14,5,5,4,19,11,8,6,3.0,0.0,1.0,0.0,0.0,0.0,0.29,0.0,0.25,0.54,1.03,0.97,40,20,43,15,8,3,5,3,1.06,0.44,10.0,0,1,173,0.0,3.0,24.0,22.0,0.88,7.0,609.0,87.0,0.0,0.0,5.0,1.0,8.6,22.58,25.82,33.77,26.33,4.29,6.94,18.86,17.03,36.5,15.86,2.0,8.0,1.0,0.7,1.4,0.4,2.0,26.0,39.1,114.6,124.0,152.9,89.0,19.9,16.9,92.3,45.6,30.9,92.9,26.4,31.5,110.6,100.0,104.6,94.0,26.6,15.8,106.6,39.6,12.2,118.2
Sterling,LEE,4.92,LEI,4.76,EVE,4.94,LIV,11.51,WOL,4.64,6.15,3.6,1.0,304,100.0,100.0,103955,0,0,-3,3,1,3,1.0,1.0,2,Raheem,False,0,2023-02-10T15:00:09.148220Z,97,103955.jpg,Sterling,3.4,False,0.0,a,6,8,65,1352113,2172,1744870,2195,0.1,6.7,1268,4,2,4,16,0,0,0,3,0,0,6,150,258.8,335.7,469.0,106.3,15,4.53,2.22,6.75,17.23,174,76,55,45,37,20,56,41,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.16,0.48,1.22,1.14,8,5,277,125,96,41,94,28,1.06,0.28,18.0,0,1,82,3.0,8.0,18.0,14.0,0.64,3.0,157.0,52.0,1.0,3.0,1.0,0.25,5.91,8.33,14.38,18.65,26.06,1.33,3.87,2.33,5.6,7.13,26.0,4.0,18.0,0.0,1.8,1.4,1.4,0.8,24.6,37.9,120.0,126.0,133.7,94.9,12.2,18.0,112.3,42.0,25.3,88.7,19.0,28.6,93.5,102.6,92.8,68.6,9.6,14.5,93.6,34.3,17.4,79.4
Trossard,BOU,5.8,FUL,5.01,CRY,4.63,LEE,8.11,LIV,6.07,5.92,4.6,3.7,111,100.0,100.0,116216,0,0,1,-1,2,3,4.7,8.4,12,Leandro,False,0,2023-01-08T00:00:08.175796Z,66,116216.jpg,Trossard,7.7,False,0.0,a,1,3,106,4586905,23350,4119966,15262,0.6,16.1,1604,8,5,6,28,0,0,0,1,0,0,5,331,478.0,441.9,779.0,169.8,19,5.66,2.69,8.32,22.17,43,19,35,29,13,6,14,10,4.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.15,0.47,1.24,1.57,52,27,63,26,28,14,48,14,1.07,0.34,10.0,0,1,140,1.0,6.0,22.0,18.0,0.75,6.0,288.0,48.0,0.0,3.0,2.0,0.4,7.72,15.05,21.73,20.09,35.41,3.83,4.75,12.83,15.53,14.35,17.67,2.0,8.0,1.0,0.7,1.4,0.4,2.0,26.0,39.1,114.6,124.0,152.9,89.0,19.9,16.9,92.3,45.6,30.9,92.9,26.4,31.5,110.6,100.0,104.6,94.0,26.6,15.8,106.6,39.6,12.2,118.2
