web_name,opponent_15,predicted_points_15,opponent_16,predicted_points_16,predicted_points_mean,points_per_game,form,id,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,in_dreamteam,news,news_added,now_cost,photo,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,last_opponent,fixture_difficulty,opponent,is_home,opp_GS_pg,opp_GA_pg,opp_GS_last5_pg,opp_GA_last5_pg,opp_total_points_conceded_pg_atk,opp_ict_index_conceded_pg_atk,opp_influence_conceded_pg_atk,opp_creativity_conceded_pg_atk,opp_threat_conceded_pg_atk,opp_bps_conceded_pg_atk,opp_total_points_conceded_pg_def,opp_ict_index_conceded_pg_def,opp_influence_conceded_pg_def,opp_creativity_conceded_pg_def,opp_threat_conceded_pg_def,opp_bps_conceded_pg_def,opp_total_points_conceded_pg_atk_last5,opp_ict_index_conceded_pg_atk_last5,opp_influence_conceded_pg_atk_last5,opp_creativity_conceded_pg_atk_last5,opp_threat_conceded_pg_atk_last5,opp_bps_conceded_pg_atk_last5,opp_total_points_conceded_pg_def_last5,opp_ict_index_conceded_pg_def_last5,opp_influence_conceded_pg_def_last5,opp_creativity_conceded_pg_def_last5,opp_threat_conceded_pg_def_last5,opp_bps_conceded_pg_def_last5,defender,attacker,minutes_last_game,games_injured,games_dropped,games_played,games_started,nail,games_played_last5,minutes_last5,minutes_pg_last5,games_injured_last5,games_dropped_last5,games_started_last5,nail_last5,ict_index_pg,bps_pg,influence_pg,creativity_pg,threat_pg,points_pg_last5,ict_index_pg_last5,bps_pg_last5,influence_pg_last5,creativity_pg_last5,threat_pg_last5
Akanji,FUL,4.53,BRE,5.3,4.92,3.8,4.0,610,100.0,0.0,211975,0,0,0,0,0,2,5.0,5.0,6,Manuel,False,0,0,50,211975.jpg,Akanji,0.9,False,0.0,a,13,43,23,126591,17188,41174,4903,0.8,4.6,521,0,0,3,5,0,0,0,1,0,0,1,116,76.4,19.4,58.0,15.4,269,102,306,105,200,39,285,95,0.0,0.0,0.0,0.0,0.0,0.0,201,27,63,21,79,21,183,68,10,2,9,1,1.6,1.6,1.8,1.4,25.4,39.2,124.5,103.3,164.3,91.7,14.1,15.4,84.7,34.6,34.8,76.0,26.4,38.5,130.9,99.7,154.4,97.8,12.8,16.0,91.4,37.0,32.0,75.0,1,0,71.0,0.0,3.0,6.0,6.0,0.67,4.0,341.0,85.0,0.0,1.0,4.0,0.8,2.57,19.33,12.73,3.23,9.67,4.0,2.53,18.0,10.95,4.22,10.0
Alexander-Arnold,TOT,4.41,SOU,5.31,4.86,3.0,2.4,285,100.0,100.0,169187,0,0,-3,3,1,2,2.9,3.4,2,Trent,False,0,2022-10-09T21:00:06.725088Z,72,169187.jpg,Alexander-Arnold,19.0,False,0.0,a,12,14,36,1211681,12697,4784740,82878,0.3,5.0,812,1,1,2,12,0,0,0,2,0,0,5,201,189.2,388.3,118.0,69.5,106,33,6,2,126,17,39,3,1.0,0.0,1.0,0.0,0.0,0.0,34,2,168,60,146,51,21,6,11,4,18,0,1.9,1.1,1.4,1.2,20.4,34.9,99.4,124.7,125.0,84.3,10.6,18.1,110.8,43.0,27.5,78.3,24.0,38.1,116.7,128.9,134.8,95.2,13.8,17.9,109.7,40.1,29.2,85.6,1,0,78.0,1.0,4.0,12.0,9.0,0.69,5.0,242.0,48.0,1.0,2.0,2.0,0.5,5.79,16.75,15.77,32.36,9.83,2.4,4.48,12.8,10.12,28.52,6.4
Andreas,MCI,5.08,MUN,4.61,4.85,4.1,5.4,346,100.0,100.0,156689,0,0,1,-1,1,3,4.4,5.4,3,Andreas,False,0,2022-08-14T00:00:05.954103Z,46,156689.jpg,Hoelgebaum Pereira,25.0,False,0.0,a,9,54,53,1843467,36678,1427736,110319,1.2,11.5,1063,1,5,3,19,0,0,0,2,0,0,6,167,203.6,506.0,180.0,89.1,89,36,3,2,67,41,21,14,1.0,0.0,1.0,0.0,0.0,0.0,311,188,21,10,58,26,14,6,8,5,13,0,2.6,0.8,1.6,0.4,16.1,18.7,69.5,53.4,65.2,59.5,6.3,10.4,77.8,15.4,10.3,58.2,14.6,18.9,61.0,66.8,61.8,52.4,11.4,10.2,79.8,9.8,13.0,66.4,0,1,75.0,0.0,1.0,13.0,13.0,0.93,5.0,413.0,83.0,0.0,0.0,5.0,1.0,6.85,12.85,15.66,38.92,13.85,5.4,10.06,18.2,26.12,56.18,18.0
Perišić,LIV,4.49,LEE,5.09,4.79,3.3,3.0,448,100.0,0.0,45034,0,0,0,0,1,2,2.5,4.0,4,Ivan,False,0,0,55,45034.jpg,Perišić,22.8,False,0.0,a,18,6,43,2549757,32479,2505320,93265,0.5,7.8,647,0,4,3,8,0,0,0,2,0,0,5,165,170.2,302.5,129.0,60.0,135,46,20,4,116,14,61,6,2.0,0.0,0.0,0.0,0.0,0.0,104,11,113,44,116,39,17,5,3,4,12,1,1.6,1.1,1.0,1.2,21.3,29.2,107.7,72.9,111.9,77.6,9.9,13.0,102.2,18.0,9.4,69.1,23.6,40.0,130.2,98.7,170.8,87.6,16.0,15.0,111.5,23.1,14.4,90.0,1,0,27.0,0.0,7.0,13.0,7.0,0.5,5.0,244.0,49.0,0.0,3.0,2.0,0.4,4.62,12.69,13.09,23.27,9.92,3.0,4.94,12.0,12.08,22.52,15.0
Robertson,TOT,4.12,SOU,5.19,4.66,3.2,3.2,284,100.0,100.0,122798,0,0,-3,3,0,2,3.7,4.2,7,Andrew,False,0,2022-09-12T12:49:44.518979Z,67,122798.jpg,Robertson,3.9,False,0.0,a,12,14,32,431856,12380,1213287,11980,0.5,4.8,684,0,2,2,9,0,0,0,0,0,0,3,162,149.8,278.8,105.0,53.4,161,60,29,6,139,19,73,9,2.0,0.0,0.0,0.0,0.0,0.0,46,3,105,38,129,43,83,28,11,4,18,0,1.9,1.1,1.4,1.2,20.4,34.9,99.4,124.7,125.0,84.3,10.6,18.1,110.8,43.0,27.5,78.3,24.0,38.1,116.7,128.9,134.8,95.2,13.8,17.9,109.7,40.1,29.2,85.6,1,0,90.0,3.0,3.0,10.0,8.0,0.73,4.0,279.0,70.0,0.0,2.0,3.0,0.6,5.34,16.2,14.98,27.88,10.5,4.0,5.95,20.0,19.05,30.53,9.75
Maddison,EVE,3.31,WHU,6.01,4.66,5.5,2.6,261,100.0,100.0,172780,0,0,2,-2,1,3,2.6,1.6,2,James,False,0,2022-10-15T14:00:07.141026Z,82,172780.jpg,Maddison,8.9,False,0.0,a,10,13,60,2469441,72817,2121458,56829,0.3,7.3,984,6,2,3,23,0,0,0,5,0,0,4,223,362.4,368.5,328.0,106.0,11,2,10,7,30,19,12,7,1.0,0.0,1.0,0.0,0.0,0.0,15,7,157,60,16,7,41,15,13,2,8,0,0.8,0.9,0.8,1.0,21.6,37.8,97.9,124.2,157.0,73.8,17.7,18.2,87.2,52.9,41.4,85.8,24.4,40.9,102.6,144.9,163.4,81.2,23.8,18.2,79.6,53.3,48.6,104.4,0,1,90.0,1.0,2.0,11.0,11.0,0.85,4.0,360.0,90.0,0.0,1.0,4.0,0.8,9.64,20.27,32.95,33.5,29.82,3.25,7.9,11.75,21.6,34.8,22.5
Grealish,FUL,4.22,BRE,5.09,4.65,3.6,2.2,305,100.0,100.0,114283,0,0,-2,2,0,3,3.2,3.2,6,Jack,False,0,2022-08-22T07:00:05.758441Z,68,114283.jpg,Grealish,1.1,False,0.0,a,13,43,25,118865,2799,389747,2272,0.3,3.7,483,1,1,3,2,0,0,0,0,0,0,2,104,90.8,200.1,125.0,41.5,250,109,52,41,119,75,111,71,0.0,0.0,0.0,0.0,0.0,0.0,44,22,181,73,94,40,164,55,10,2,9,1,1.6,1.6,1.8,1.4,25.4,39.2,124.5,103.3,164.3,91.7,14.1,15.4,84.7,34.6,34.8,76.0,26.4,38.5,130.9,99.7,154.4,97.8,12.8,16.0,91.4,37.0,32.0,75.0,0,1,90.0,3.0,6.0,7.0,5.0,0.45,3.0,198.0,66.0,0.0,3.0,2.0,0.4,5.93,14.86,12.97,28.59,17.86,3.0,4.4,9.0,7.33,27.73,9.0
Darwin,TOT,3.78,SOU,5.49,4.64,3.0,2.8,297,100.0,100.0,447203,1,-1,-1,1,0,4,3.3,3.8,2,Darwin,False,0,2022-10-21T12:30:07.785802Z,89,447203.jpg,Núñez Ribeiro,7.3,False,0.0,a,12,14,24,1096398,50216,2385879,39044,0.3,2.7,429,3,1,1,7,0,0,0,0,1,0,1,70,137.4,100.0,400.0,62.5,174,17,141,17,18,8,54,12,0.0,0.0,0.0,0.0,0.0,0.0,11,6,140,15,147,19,52,9,11,4,18,0,1.9,1.1,1.4,1.2,20.4,34.9,99.4,124.7,125.0,84.3,10.6,18.1,110.8,43.0,27.5,78.3,24.0,38.1,116.7,128.9,134.8,95.2,13.8,17.9,109.7,40.1,29.2,85.6,0,1,90.0,2.0,7.0,8.0,5.0,0.42,4.0,254.0,64.0,0.0,2.0,3.0,0.6,7.81,8.75,17.18,12.5,50.0,3.5,7.65,12.75,20.0,14.25,42.25
Groß,WOL,4.19,AVL,5.08,4.64,4.9,3.0,104,100.0,0.0,60307,0,0,1,-1,2,3,3.0,2.5,7,Pascal,False,0,0,56,60307.jpg,Groß,13.9,False,0.0,a,5,36,59,3471927,41084,2429587,68884,0.5,10.5,1012,4,2,4,15,0,0,0,1,0,0,6,220,299.8,382.5,257.0,94.0,32,12,8,6,45,27,19,12,1.0,0.0,0.0,0.0,2.0,0.0,96,51,114,42,27,13,27,11,6,2,20,0,0.4,1.4,0.6,2.0,24.9,34.5,116.5,101.1,128.4,86.6,23.0,14.2,87.8,30.6,22.8,95.5,30.8,38.2,148.9,109.0,124.6,110.0,22.2,16.2,97.3,33.8,30.4,90.6,0,1,90.0,0.0,2.0,12.0,12.0,0.86,5.0,408.0,82.0,0.0,0.0,5.0,1.0,7.83,18.33,24.98,31.88,21.42,3.0,7.1,12.2,17.16,35.38,18.4
Aaronson,BOU,4.91,TOT,4.34,4.62,2.9,2.6,246,100.0,0.0,427637,0,0,0,0,0,3,3.1,1.6,2,Brenden,False,0,0,55,427637.jpg,Aaronson,1.0,False,0.0,a,11,2,35,209796,3136,216952,6239,0.5,6.4,1015,1,2,2,18,0,0,0,2,0,0,0,110,167.4,341.3,163.0,67.2,140,59,13,10,83,54,43,30,2.0,0.0,0.0,0.0,0.0,0.0,119,65,152,59,154,59,171,57,12,2,3,1,0.9,2.0,1.2,1.8,25.2,40.2,116.3,128.4,156.8,94.9,25.4,19.6,100.0,51.2,44.1,111.3,21.6,39.1,103.2,121.2,166.2,87.0,26.8,24.8,129.4,58.4,59.0,124.0,0,1,90.0,0.0,2.0,12.0,12.0,0.86,5.0,435.0,87.0,0.0,0.0,5.0,1.0,5.6,9.17,13.95,28.44,13.58,2.6,5.8,10.4,12.52,36.54,9.2
Harrison,BOU,4.56,TOT,4.64,4.6,3.7,2.4,233,100.0,0.0,221399,0,0,-1,1,1,3,2.9,1.4,2,Jack,False,0,0,59,221399.jpg,Harrison,2.4,False,0.0,a,11,2,44,829992,7205,759906,19340,0.4,7.5,892,1,4,2,14,0,0,0,2,0,0,5,128,190.2,297.3,194.0,68.0,103,46,22,17,63,39,41,28,1.0,0.0,0.0,0.0,0.0,0.0,76,38,166,66,87,38,108,37,12,2,3,1,0.9,2.0,1.2,1.8,25.2,40.2,116.3,128.4,156.8,94.9,25.4,19.6,100.0,51.2,44.1,111.3,21.6,39.1,103.2,121.2,166.2,87.0,26.8,24.8,129.4,58.4,59.0,124.0,0,1,71.0,0.0,4.0,12.0,10.0,0.71,5.0,351.0,70.0,0.0,1.0,4.0,0.8,5.67,10.67,15.85,24.78,16.17,2.4,3.56,6.2,6.52,14.56,14.4
White,CHE,4.76,WOL,4.41,4.58,4.4,4.8,10,100.0,0.0,198869,0,0,1,-1,0,2,4.8,5.8,6,Benjamin,False,0,0,46,198869.jpg,White,8.4,False,0.0,a,1,3,53,736465,39332,491972,16206,1.0,11.5,970,0,2,6,10,0,0,0,2,0,0,4,247,216.8,141.0,27.0,38.4,80,25,95,15,278,87,128,24,0.0,0.0,0.0,0.0,0.0,0.0,314,57,30,8,43,7,43,14,16,4,6,0,1.2,1.1,1.4,1.0,19.1,28.0,93.5,78.7,108.3,67.9,12.1,13.6,83.2,31.9,20.9,66.8,19.2,34.7,88.9,104.9,154.4,63.8,16.2,15.6,96.0,46.8,13.2,84.4,1,0,90.0,0.0,2.0,12.0,12.0,0.86,4.0,326.0,82.0,0.0,1.0,4.0,0.8,3.2,20.58,18.07,11.75,2.25,4.75,3.5,21.0,21.9,9.68,3.5
Podence,BHA,5.07,ARS,4.07,4.57,3.0,1.8,483,100.0,0.0,200600,-1,1,-2,2,1,3,1.8,1.8,1,Daniel,False,0,0,53,200600.jpg,Castelo Podence,0.9,False,0.0,a,20,39,39,225455,1297,256620,7209,0.3,7.4,950,2,0,3,18,0,0,0,3,0,0,6,102,173.0,298.9,320.0,79.2,129,55,21,16,33,20,27,19,5.0,0.0,0.0,0.0,0.0,0.0,153,87,210,93,144,56,186,60,4,3,5,1,1.4,1.1,1.0,1.4,20.1,25.6,89.8,74.3,92.2,72.8,14.2,12.0,77.0,22.5,20.1,73.1,26.6,30.2,114.1,88.5,99.0,91.4,26.6,12.5,98.3,14.8,12.0,111.2,0,1,90.0,0.0,3.0,13.0,11.0,0.79,5.0,450.0,90.0,0.0,0.0,5.0,1.0,6.09,7.85,13.31,22.99,24.62,1.8,7.52,5.2,12.68,25.82,36.8
Scamacca,CRY,4.73,LEI,4.37,4.55,2.5,3.0,529,100.0,100.0,195899,0,0,-3,3,1,4,3.0,3.0,0,Gianluca,False,0,2022-08-31T23:00:07.020885Z,67,195899.jpg,Scamacca,2.0,False,0.0,a,19,21,28,344620,38114,264971,22700,0.4,4.2,615,2,0,3,6,0,0,0,2,0,0,5,73,98.8,143.5,246.0,48.3,229,24,90,10,46,19,93,18,0.0,0.0,3.0,0.0,0.0,0.0,49,22,116,12,206,28,124,17,14,2,7,1,0.9,1.1,1.0,1.0,21.6,33.3,95.4,103.7,134.5,78.9,16.3,15.9,88.9,39.3,30.9,81.0,22.6,34.0,98.1,109.4,134.2,79.6,18.4,14.2,97.4,20.8,23.8,89.0,0,1,56.0,1.0,5.0,10.0,7.0,0.58,5.0,384.0,77.0,0.0,0.0,5.0,1.0,4.83,7.3,9.88,14.35,24.6,3.0,7.14,5.2,9.84,20.66,41.4
Dias,FUL,4.11,BRE,4.97,4.54,3.5,2.8,312,100.0,0.0,171314,0,0,-1,1,0,2,3.8,3.8,1,Rúben,False,0,0,59,171314.jpg,Gato Alves Dias,8.3,False,0.0,a,13,43,39,583755,18025,967436,34069,0.5,6.6,870,0,0,5,8,0,0,0,0,0,0,0,201,168.0,44.5,65.0,27.8,139,49,222,59,188,32,203,55,0.0,0.0,0.0,0.0,0.0,0.0,72,7,136,52,101,31,45,15,10,2,9,1,1.6,1.6,1.8,1.4,25.4,39.2,124.5,103.3,164.3,91.7,14.1,15.4,84.7,34.6,34.8,76.0,26.4,38.5,130.9,99.7,154.4,97.8,12.8,16.0,91.4,37.0,32.0,75.0,1,0,18.0,0.0,4.0,11.0,10.0,0.71,4.0,288.0,72.0,0.0,2.0,3.0,0.6,2.53,18.27,15.27,4.05,5.91,2.75,1.75,14.5,14.2,0.7,2.5
Elliott,TOT,3.93,SOU,5.1,4.51,2.2,1.6,294,100.0,0.0,444884,0,0,0,0,0,3,2.1,2.6,1,Harvey,False,0,0,50,444884.jpg,Elliott,0.9,False,0.0,a,12,14,27,223518,2629,171969,9642,0.3,5.4,715,1,0,2,8,0,0,0,0,0,0,2,126,116.6,186.1,228.0,53.2,202,83,61,49,52,32,74,50,0.0,0.0,0.0,0.0,0.0,0.0,208,121,225,102,247,98,187,61,11,4,18,0,1.9,1.1,1.4,1.2,20.4,34.9,99.4,124.7,125.0,84.3,10.6,18.1,110.8,43.0,27.5,78.3,24.0,38.1,116.7,128.9,134.8,95.2,13.8,17.9,109.7,40.1,29.2,85.6,0,1,59.0,0.0,7.0,12.0,7.0,0.5,5.0,263.0,53.0,0.0,2.0,3.0,0.6,4.43,10.5,9.72,15.51,19.0,1.6,3.2,7.4,4.88,12.76,14.4
Rodrigo,BOU,4.67,TOT,4.33,4.5,5.2,3.4,225,100.0,75.0,80954,0,0,3,-3,2,3,3.9,1.8,6,Rodrigo,False,0,2022-10-27T14:00:07.582331Z,63,80954.jpg,Moreno,5.9,False,0.0,a,11,2,57,3483369,85300,3351683,20118,0.5,9.0,718,6,1,2,10,0,0,0,1,0,0,5,162,267.0,138.2,479.0,87.9,49,19,98,72,11,5,22,15,0.0,0.0,2.0,0.0,4.0,0.0,60,29,91,34,22,11,61,19,12,2,3,1,0.9,2.0,1.2,1.8,25.2,40.2,116.3,128.4,156.8,94.9,25.4,19.6,100.0,51.2,44.1,111.3,21.6,39.1,103.2,121.2,166.2,87.0,26.8,24.8,129.4,58.4,59.0,124.0,0,1,51.0,4.0,2.0,11.0,8.0,0.8,5.0,294.0,59.0,0.0,2.0,3.0,0.6,7.99,14.73,24.27,12.56,43.55,3.4,7.26,11.2,19.84,16.74,36.2
Xhaka,CHE,4.78,WOL,4.13,4.46,4.8,4.5,3,100.0,0.0,84450,0,0,1,-1,1,3,4.5,5.5,3,Granit,False,0,0,51,84450.jpg,Xhaka,4.0,False,0.0,a,1,3,58,643398,20909,383268,25615,0.9,11.4,1061,3,3,5,11,0,0,0,2,0,0,7,234,271.4,273.7,206.0,75.1,45,18,32,25,60,36,31,22,0.0,0.0,3.0,0.0,0.0,0.0,171,100,41,14,31,15,81,29,16,4,6,0,1.2,1.1,1.4,1.0,19.1,28.0,93.5,78.7,108.3,67.9,12.1,13.6,83.2,31.9,20.9,66.8,19.2,34.7,88.9,104.9,154.4,63.8,16.2,15.6,96.0,46.8,13.2,84.4,0,1,74.0,0.0,2.0,12.0,12.0,0.86,4.0,344.0,86.0,0.0,1.0,4.0,0.8,6.26,19.5,22.62,22.81,17.17,4.5,5.62,17.0,19.25,19.47,17.5
Estupiñán,WOL,3.94,AVL,4.94,4.44,2.4,2.0,586,100.0,0.0,204214,0,0,0,0,0,2,2.0,1.5,7,Pervis,False,0,0,45,204214.jpg,Estupiñán,0.6,False,0.0,a,5,36,22,154977,13880,106351,1519,0.4,4.9,468,0,2,1,9,0,0,0,3,0,0,3,99,101.2,172.4,41.0,31.4,225,82,68,9,240,63,173,42,0.0,0.0,0.0,0.0,0.0,0.0,352,79,184,66,209,81,233,88,6,2,20,0,0.4,1.4,0.6,2.0,24.9,34.5,116.5,101.1,128.4,86.6,23.0,14.2,87.8,30.6,22.8,95.5,30.8,38.2,148.9,109.0,124.6,110.0,22.2,16.2,97.3,33.8,30.4,90.6,1,0,90.0,0.0,6.0,8.0,5.0,0.45,4.0,225.0,56.0,0.0,3.0,2.0,0.4,3.92,12.38,12.65,21.55,5.12,2.5,4.0,10.0,12.05,21.95,6.5
Zouma,CRY,4.69,LEI,4.17,4.43,3.8,4.2,461,100.0,100.0,103192,0,0,0,0,1,2,4.2,4.2,2,Kurt,False,0,2022-10-14T08:30:07.167042Z,45,103192.jpg,Zouma,2.1,False,0.0,a,19,21,45,224386,19592,177780,5371,0.9,10.0,1080,1,0,3,12,0,0,0,0,0,0,6,200,221.4,4.5,141.0,36.8,76,23,357,131,103,9,139,29,0.0,0.0,0.0,0.0,0.0,0.0,333,68,52,16,75,20,121,44,14,2,7,1,0.9,1.1,1.0,1.0,21.6,33.3,95.4,103.7,134.5,78.9,16.3,15.9,88.9,39.3,30.9,81.0,22.6,34.0,98.1,109.4,134.2,79.6,18.4,14.2,97.4,20.8,23.8,89.0,1,0,90.0,1.0,1.0,12.0,12.0,0.92,4.0,360.0,90.0,1.0,0.0,4.0,1.0,3.07,16.67,18.45,0.38,11.75,5.25,3.65,20.5,21.55,0.48,14.5
Olise,WHU,4.91,NFO,3.95,4.43,2.3,3.2,171,100.0,100.0,443661,0,0,-1,1,0,3,3.2,3.2,3,Michael,False,0,2022-08-01T17:30:04.743028Z,54,443661.jpg,Olise,0.2,False,0.0,a,7,31,25,20722,670,24980,1363,0.6,4.6,569,0,2,2,6,0,0,0,1,0,0,1,108,117.4,216.5,107.0,44.3,200,81,46,37,135,85,102,66,2.0,0.0,3.0,0.0,0.0,0.0,138,75,101,38,229,89,345,123,17,3,19,0,0.8,0.9,1.2,0.8,20.1,28.5,84.4,89.3,112.1,77.5,21.9,16.7,105.7,38.3,22.7,95.4,19.2,33.9,96.4,99.6,144.6,77.6,22.0,16.8,120.6,35.2,12.4,98.0,0,1,85.0,1.0,7.0,11.0,6.0,0.46,5.0,334.0,67.0,0.0,1.0,4.0,0.8,4.03,9.82,10.67,19.68,9.73,3.2,5.9,12.6,16.16,25.48,17.2
Benrahma,CRY,4.66,LEI,4.19,4.43,2.3,3.0,464,100.0,0.0,172841,0,0,-4,4,0,3,3.0,3.0,2,Saïd,False,0,0,56,172841.jpg,Benrahma,0.8,False,0.0,a,19,21,25,102655,8039,239585,2964,0.5,4.5,592,1,1,1,8,0,0,0,0,0,0,0,88,128.4,187.2,240.0,55.7,190,76,59,47,49,30,68,46,0.0,0.0,2.0,0.0,0.0,0.0,99,53,115,43,230,90,199,65,14,2,7,1,0.9,1.1,1.0,1.0,21.6,33.3,95.4,103.7,134.5,78.9,16.3,15.9,88.9,39.3,30.9,81.0,22.6,34.0,98.1,109.4,134.2,79.6,18.4,14.2,97.4,20.8,23.8,89.0,0,1,90.0,0.0,9.0,11.0,5.0,0.36,4.0,240.0,60.0,0.0,3.0,2.0,0.4,5.06,8.0,11.67,17.02,21.82,3.75,7.52,11.75,19.75,16.85,38.5
Aké,FUL,3.98,BRE,4.81,4.39,3.4,2.0,308,100.0,100.0,126184,0,0,0,0,0,2,3.0,3.0,0,Nathan,False,0,2022-08-22T07:00:05.769797Z,50,126184.jpg,Aké,0.8,False,0.0,a,13,43,24,207057,1658,253884,6069,0.4,4.8,480,0,0,3,4,0,0,0,0,0,0,1,113,93.2,19.5,50.0,16.4,242,91,305,104,216,50,276,91,0.0,0.0,0.0,0.0,0.0,0.0,188,21,193,69,105,33,205,77,10,2,9,1,1.6,1.6,1.8,1.4,25.4,39.2,124.5,103.3,164.3,91.7,14.1,15.4,84.7,34.6,34.8,76.0,26.4,38.5,130.9,99.7,154.4,97.8,12.8,16.0,91.4,37.0,32.0,75.0,1,0,0.0,3.0,6.0,7.0,5.0,0.45,2.0,180.0,90.0,0.0,3.0,2.0,0.4,2.34,16.14,13.31,2.79,7.14,4.0,2.0,22.0,15.7,2.05,2.0
Diego Costa,BHA,4.69,ARS,4.1,4.39,1.2,1.2,625,0.0,75.0,18507,0,0,0,0,0,4,0.0,0.9,-1,Diego,False,Suspended until 26 Dec,2022-10-28T15:00:08.264065Z,55,18507.jpg,Da Silva Costa,0.4,False,0.0,s,20,39,7,124332,437,90393,18306,0.2,1.3,412,0,0,1,9,0,0,0,0,1,0,0,-3,9.2,30.2,294.0,33.0,382,47,267,40,38,15,161,27,0.0,0.0,0.0,0.0,0.0,0.0,102,38,257,30,348,46,278,45,4,3,5,1,1.4,1.1,1.0,1.4,20.1,25.6,89.8,74.3,92.2,72.8,14.2,12.0,77.0,22.5,20.1,73.1,26.6,30.2,114.1,88.5,99.0,91.4,26.6,12.5,98.3,14.8,12.0,111.2,0,1,90.0,1.0,1.0,6.0,5.0,0.83,5.0,380.0,76.0,0.0,0.0,5.0,1.0,5.5,-0.5,1.53,5.03,49.0,1.2,6.38,-0.6,1.84,5.6,56.8
Dalot,AVL,4.77,FUL,4.0,4.38,4.1,5.6,342,100.0,0.0,216051,1,-1,3,-3,3,2,5.6,5.6,9,Diogo,False,0,0,48,216051.jpg,Dalot Teixeira,13.8,False,0.0,a,14,1,49,1590728,288435,611478,10136,1.2,10.2,1075,0,1,5,16,0,0,0,4,0,0,12,238,243.0,281.0,174.0,69.8,63,17,28,5,73,5,38,2,0.0,0.0,0.0,0.0,0.0,0.0,278,44,13,4,60,14,28,8,19,2,2,0,0.8,1.4,1.0,2.0,23.9,32.0,100.8,89.5,129.9,80.1,19.9,14.2,90.0,29.2,22.9,91.7,31.0,39.1,125.7,114.0,151.8,100.8,21.8,13.4,92.9,30.2,11.2,99.2,1,0,90.0,0.0,2.0,12.0,12.0,0.86,5.0,450.0,90.0,0.0,0.0,5.0,1.0,5.82,19.83,20.25,23.42,14.5,5.6,6.06,23.4,19.84,26.22,14.6
N.Williams,BRE,4.25,CRY,4.51,4.38,2.2,3.2,295,100.0,0.0,215136,0,0,1,-1,0,2,2.7,2.2,1,Neco,False,0,0,41,215136.jpg,Williams,24.5,False,0.0,a,16,17,28,1362804,23549,1330545,42268,0.8,6.8,982,0,1,3,22,0,0,0,3,0,0,1,154,187.2,176.9,148.0,51.3,109,36,65,8,95,8,80,10,3.0,0.0,1.0,0.0,0.0,0.0,560,176,94,32,233,87,15,4,1,2,4,1,1.4,1.6,0.8,2.0,23.9,38.9,118.1,119.4,152.4,86.9,17.6,16.2,96.7,41.8,23.1,88.9,28.8,49.9,142.4,156.6,200.4,101.4,21.0,15.8,94.6,37.8,25.0,92.6,1,0,26.0,0.0,4.0,13.0,10.0,0.71,5.0,310.0,62.0,0.0,2.0,3.0,0.6,3.95,11.85,14.4,13.61,11.38,3.2,1.62,11.2,8.0,4.14,3.8
Iwobi,LEI,4.5,BOU,4.24,4.37,4.2,5.6,186,100.0,0.0,153133,1,-1,1,-1,1,3,5.6,5.6,3,Alex,False,0,0,56,153133.jpg,Iwobi,1.9,False,0.0,a,8,11,54,236468,24874,66275,17033,1.0,9.6,1152,1,5,4,12,0,0,0,1,0,0,5,215,273.4,292.0,63.0,62.9,43,16,23,18,191,117,52,36,0.0,0.0,0.0,0.0,0.0,0.0,98,52,14,7,55,24,125,44,9,2,10,1,1.5,1.8,1.4,0.6,27.3,36.3,123.7,108.1,130.9,99.2,12.7,13.6,79.9,30.7,24.9,76.4,22.4,35.5,78.0,129.5,147.2,73.8,16.0,14.8,85.1,34.8,28.0,89.0,0,1,90.0,0.0,1.0,13.0,13.0,0.93,5.0,432.0,86.0,0.0,0.0,5.0,1.0,4.84,16.54,21.03,22.46,4.85,5.6,4.06,17.4,18.96,15.54,6.0
