chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,last_opponent,defender,attacker,minutes_last_game,games_injured,games_dropped,games_played,games_started,nail,games_played_last5,minutes_last5,minutes_pg_last5,games_injured_last5,games_dropped_last5,games_started_last5,nail_last5,ict_index_pg,bps_pg,influence_pg,creativity_pg,threat_pg,points_pg_last5,ict_index_pg_last5,bps_pg_last5,influence_pg_last5,creativity_pg_last5,threat_pg_last5,fixture_difficulty,opponent,is_home,opp_GS_pg,opp_GA_pg,opp_GS_last5_pg,opp_GA_last5_pg,opp_total_points_conceded_pg_atk,opp_ict_index_conceded_pg_atk,opp_influence_conceded_pg_atk,opp_creativity_conceded_pg_atk,opp_threat_conceded_pg_atk,opp_bps_conceded_pg_atk,opp_total_points_conceded_pg_def,opp_ict_index_conceded_pg_def,opp_influence_conceded_pg_def,opp_creativity_conceded_pg_def,opp_threat_conceded_pg_def,opp_bps_conceded_pg_def,opp_total_points_conceded_pg_atk_last5,opp_ict_index_conceded_pg_atk_last5,opp_influence_conceded_pg_atk_last5,opp_creativity_conceded_pg_atk_last5,opp_threat_conceded_pg_atk_last5,opp_bps_conceded_pg_atk_last5,opp_total_points_conceded_pg_def_last5,opp_ict_index_conceded_pg_def_last5,opp_influence_conceded_pg_def_last5,opp_creativity_conceded_pg_def_last5,opp_threat_conceded_pg_def_last5,opp_bps_conceded_pg_def_last5
100.0,0.0,228044,0,0,0,0,0,2,1.8,0.0,0,Mads,0.0,91,False,0,0,45,228044.jpg,2.0,Bech Sørensen,0.1,False,0.0,a,4,94,22,0,0,0,0,0.0,4.9,Bech,833,0,0,2,14,0,0,0,3,0,0,1,139,127.6,89.7,44.0,26.1,302,121,244,80,292,114,304,113,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,70.0,10.0,19.0,11.0,9.0,0.32,5.0,385.0,77.0,0.0,1.0,4.0,0.8,2.05,12.64,10.25,6.31,4.0,2.8,1.22,13.8,7.28,0.64,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,0.0,231065,0,0,0,0,0,2,1.8,0.0,0,Ethan,0.0,92,False,0,0,45,231065.jpg,2.8,Pinnock,0.3,False,0.0,a,4,94,90,0,0,0,0,0.0,20.0,Pinnock,2694,1,1,7,43,0,0,0,1,0,0,7,517,648.8,151.7,335.0,113.5,61,21,197,56,111,16,109,24,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,8.0,3.0,32.0,27.0,0.9,0.0,0.0,0.0,4.0,1.0,0.0,0.0,3.55,16.16,20.27,4.74,10.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,0.0,428580,0,0,0,0,0,3,1.5,0.0,0,Frank,0.0,93,False,0,0,50,428580.jpg,1.8,Onyeka,0.0,False,0.0,a,4,94,35,0,0,0,0,0.0,7.0,Onyeka,1040,0,2,3,19,0,0,0,4,0,0,0,117,93.0,73.5,174.0,33.7,313,135,257,139,197,105,286,131,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,7.0,19.0,20.0,12.0,0.39,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1.68,5.85,4.65,3.68,8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,0.0,432160,0,0,0,0,0,3,1.0,0.0,0,Shandon,0.0,94,False,0,0,45,432160.jpg,1.6,Baptiste,0.3,False,0.0,a,4,94,35,0,0,0,0,0.0,7.8,Baptiste,898,1,0,2,15,0,0,0,0,1,0,2,120,139.0,120.8,145.0,40.3,298,129,223,126,205,109,272,123,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,19.0,7.0,22.0,21.0,9.0,0.29,2.0,28.0,14.0,0.0,5.0,0.0,0.0,1.89,5.71,6.32,5.72,6.9,1.0,0.1,3.5,0.5,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,0.0,446008,0,0,0,0,0,4,1.8,0.0,0,Bryan,0.0,95,False,0,0,60,446008.jpg,3.4,Mbeumo,3.0,False,0.0,a,4,94,119,0,0,0,0,0.0,19.8,Mbeumo,2905,4,7,9,47,0,0,0,4,0,0,6,310,459.8,520.6,967.0,193.7,131,12,55,6,18,9,34,9,3.0,0.0,3.0,0.0,2.0,0.0,10.0,0.0,1.0,90.0,2.0,4.0,35.0,32.0,0.89,5.0,425.0,85.0,0.0,0.0,5.0,1.0,5.33,8.86,12.61,14.54,26.49,2.4,3.24,4.0,2.2,4.3,26.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,0.0,213687,0,0,0,0,0,2,1.0,0.0,0,Charlie,0.0,96,False,0,0,40,213687.jpg,1.7,Goode,0.6,False,0.0,a,4,94,10,0,0,0,0,0.0,2.5,Goode,448,0,0,1,6,0,0,0,3,0,0,0,64,54.8,82.7,24.0,16.0,331,130,251,83,305,121,321,125,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,22.0,11.0,6.0,5.0,0.31,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.67,10.67,9.13,13.78,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,0.0,216620,0,0,0,0,0,4,1.0,0.0,0,Marcus,0.0,97,False,0,0,45,216620.jpg,1.6,Forss,1.8,False,0.0,a,4,94,11,0,0,0,0,0.0,2.4,Forss,203,0,1,0,4,0,0,0,0,0,0,0,35,20.8,12.5,55.0,8.7,358,36,329,37,284,35,341,36,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,16.0,21.0,7.0,1.0,0.05,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.24,5.0,2.97,1.79,7.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,0.0,232247,0,0,0,0,0,2,1.0,0.0,0,Dominic,0.0,98,False,0,0,40,232247.jpg,1.5,Thompson,0.4,False,0.0,a,4,94,3,0,0,0,0,0.0,0.8,Thompson,146,0,0,0,3,0,0,0,0,0,0,0,12,15.8,1.2,6.0,2.3,365,141,353,140,325,130,369,140,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,16.0,20.0,2.0,2.0,0.09,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.15,6.0,7.9,0.6,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,481405,0,0,0,0,0,3,0.0,0.0,0,Mads,0.0,99,False,Season-long loan to FC Nordsjælland,2022-07-15T15:58:39.010980Z,45,481405.jpg,1.0,Bidstrup,0.0,False,0.0,u,4,94,4,0,0,0,0,0.0,0.9,Bidstrup,36,0,0,0,0,0,0,0,0,0,0,0,11,6.6,0.7,0.0,0.8,372,162,359,166,449,184,380,168,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,16.0,22.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.2,2.75,1.65,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,0.0,235448,0,0,0,0,0,1,1.0,0.0,0,Ellery,0.0,100,False,0,0,40,235448.jpg,0.0,Balcombe,2.3,False,0.0,a,4,94,0,0,0,0,0,0.0,0.0,Balcombe,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,400,44,392,34,376,22,403,44,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,0.0,472713,0,0,0,0,0,2,2.3,0.0,0,Aaron,0.0,510,False,0,0,50,472713.jpg,0.0,Hickey,0.3,False,0.0,a,4,94,0,0,0,0,0,0.0,0.0,Hickey,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,493,187,493,187,490,187,494,187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,0.0,249231,0,0,0,0,0,3,2.0,0.0,0,Keane,0.0,515,False,0,0,55,249231.jpg,0.0,Lewis-Potter,0.2,False,0.0,a,4,94,0,0,0,0,0,0.0,0.0,Lewis-Potter,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,509,219,509,219,509,219,509,219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,0.0,140200,0,0,0,0,0,1,2.2,0.0,0,Thomas,0.0,517,False,0,0,45,140200.jpg,0.0,Strakosha,0.2,False,0.0,a,4,94,0,0,0,0,0,0.0,0.0,Strakosha,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,421,48,418,43,405,34,424,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,0.0,39155,0,0,0,0,0,3,1.0,0.0,0,Adam,0.0,101,False,0,0,50,39155.jpg,1.8,Lallana,0.1,False,0.0,a,5,36,44,0,0,0,0,0.0,8.8,Lallana,1559,0,1,6,20,0,0,0,4,0,0,0,240,209.4,162.9,173.0,54.6,252,107,191,114,198,106,246,110,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,1.0,0.0,4.0,16.0,24.0,18.0,0.53,1.0,16.0,16.0,0.0,5.0,0.0,0.0,2.28,10.0,8.72,6.79,7.21,1.0,0.4,3.0,0.6,1.7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,0.0,49262,0,0,0,0,0,1,0.5,0.0,0,Jason,0.0,102,False,0,0,40,49262.jpg,2.0,Steele,2.2,False,0.0,a,5,36,2,0,0,0,0,0.0,0.5,Steele,90,0,0,0,2,0,0,0,0,0,3,0,17,28.8,0.0,0.0,2.9,352,29,369,19,349,7,364,29,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,0.0,1.0,36.0,1.0,1.0,0.03,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.9,17.0,28.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,0.0,50175,0,0,0,0,0,4,1.5,0.0,0,Danny,0.0,103,False,0,0,65,50175.jpg,3.6,Welbeck,0.4,False,0.0,a,5,36,89,0,0,0,0,0.0,13.7,Welbeck,1469,6,4,5,16,0,0,0,0,0,0,13,247,361.8,228.9,598.0,117.8,180,17,155,19,51,20,102,18,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,1.0,90.0,13.0,9.0,22.0,16.0,0.64,5.0,450.0,90.0,0.0,0.0,5.0,1.0,4.61,11.23,13.75,8.87,24.0,8.2,7.84,23.4,23.44,11.04,45.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,0.0,60307,0,0,0,0,0,3,1.5,0.0,0,Pascal,0.0,104,False,0,0,55,60307.jpg,3.0,Groß,0.2,False,0.0,a,5,36,88,0,0,0,0,0.0,16.0,Gross,2033,2,5,8,24,0,0,1,1,0,0,7,405,475.2,961.8,370.0,180.9,121,49,8,7,105,62,38,26,1.0,0.0,0.0,0.0,2.0,0.0,19.0,0.0,1.0,90.0,1.0,16.0,29.0,21.0,0.57,5.0,299.0,60.0,0.0,2.0,3.0,0.6,5.73,13.97,14.23,31.12,11.9,6.0,5.54,21.0,13.76,18.0,23.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,0.0,61933,0,0,0,0,0,2,1.3,0.0,0,Shane,0.0,105,False,0,0,45,61933.jpg,2.7,Duffy,0.3,False,0.0,a,5,36,48,0,0,0,0,0.0,10.7,Duffy,1434,1,1,4,19,0,0,0,7,0,0,3,288,380.6,58.2,282.0,72.2,171,73,273,100,137,27,209,70,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,0.0,4.0,18.0,18.0,16.0,0.47,0.0,0.0,0.0,0.0,5.0,0.0,0.0,4.01,16.0,21.14,3.23,15.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,0.0,83299,0,0,0,0,0,2,1.3,0.0,0,Lewis,0.0,106,False,0,0,45,83299.jpg,3.2,Dunk,1.8,False,0.0,a,5,36,92,0,0,0,0,0.0,20.4,Dunk,2573,1,0,10,33,0,0,0,3,1,0,7,537,570.0,63.5,327.0,96.1,91,36,268,95,113,18,149,42,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,90.0,8.0,4.0,29.0,26.0,0.87,5.0,450.0,90.0,0.0,0.0,5.0,1.0,3.25,18.52,19.03,2.17,11.28,3.4,2.02,18.6,11.56,0.3,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,0.0,109345,0,0,0,0,0,3,1.0,0.0,0,Solly,0.0,107,False,0,0,50,109345.jpg,2.0,March,0.1,False,0.0,a,5,36,61,0,0,0,0,0.0,12.2,March,1733,0,2,7,23,0,0,0,1,0,0,0,216,278.4,528.4,291.0,109.7,218,93,51,36,131,76,119,70,3.0,0.0,4.0,0.0,0.0,0.0,19.0,0.0,1.0,74.0,0.0,21.0,30.0,17.0,0.45,5.0,325.0,65.0,0.0,1.0,4.0,0.8,3.52,7.2,8.65,17.07,9.5,3.0,2.24,7.0,6.0,9.92,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,0.0,110735,0,0,0,0,0,2,1.3,0.0,0,Adam,0.0,108,False,0,0,45,110735.jpg,2.7,Webster,0.1,False,0.0,a,5,36,59,0,0,0,0,0.0,13.1,Webster,1429,2,0,4,20,0,0,0,5,0,0,6,266,416.8,51.4,120.0,58.9,151,62,279,106,229,76,236,85,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,90.0,15.0,11.0,22.0,12.0,0.52,5.0,229.0,46.0,0.0,3.0,2.0,0.4,2.5,12.09,17.63,2.28,5.09,1.2,0.8,7.4,6.84,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,0.0,111478,0,0,0,0,0,2,1.3,0.0,0,Joël,0.0,109,False,0,0,45,111478.jpg,2.8,Veltman,0.4,False,0.0,a,5,36,95,0,0,0,0,0.0,21.1,Veltman,2874,1,1,8,39,0,0,0,6,0,0,5,545,582.2,275.8,183.0,104.4,85,33,132,34,191,56,127,31,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,90.0,5.0,4.0,34.0,29.0,0.88,5.0,450.0,90.0,0.0,0.0,5.0,1.0,2.82,16.03,15.67,8.08,4.35,4.6,1.98,18.8,14.4,4.94,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,0.0,115382,0,0,0,0,0,4,1.5,0.0,0,Neal,0.0,110,False,0,0,65,115382.jpg,3.1,Maupay,1.1,False,0.0,a,5,36,98,0,0,0,0,0.0,15.1,Maupay,2269,8,3,7,31,0,0,1,7,0,0,11,295,370.4,366.0,721.0,143.5,175,16,101,11,41,17,66,14,0.0,0.0,0.0,0.0,1.0,0.0,19.0,0.0,1.0,45.0,1.0,15.0,32.0,22.0,0.59,3.0,136.0,45.0,0.0,4.0,1.0,0.2,4.29,9.22,11.48,11.17,21.0,1.0,0.53,1.0,1.33,2.63,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,0.0,116216,0,0,0,0,0,3,1.8,0.0,0,Leandro,0.0,111,False,0,0,65,116216.jpg,4.1,Trossard,2.2,False,0.0,a,5,36,141,0,0,0,0,0.0,21.7,Trossard,2803,8,4,11,33,0,0,0,2,0,0,16,465,627.6,708.3,1020.0,235.4,64,24,21,16,13,6,22,14,0.0,0.0,3.0,0.0,4.0,0.0,19.0,0.0,1.0,0.0,2.0,6.0,34.0,30.0,0.83,4.0,346.0,86.0,0.0,1.0,4.0,0.8,6.92,13.68,18.46,20.83,30.0,8.75,10.8,29.25,36.55,36.07,35.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,0.0,179268,0,0,0,0,0,2,1.8,0.0,0,Marc,0.0,112,False,0,0,50,179268.jpg,3.6,Cucurella Saseta,9.2,False,0.0,a,5,36,126,0,0,0,0,0.0,25.2,Cucurella,3089,1,1,11,39,0,0,0,6,0,0,21,673,679.8,700.8,207.0,159.1,53,18,23,6,174,45,53,7,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,90.0,0.0,4.0,35.0,31.0,0.89,5.0,450.0,90.0,0.0,0.0,5.0,1.0,4.33,19.23,18.85,19.2,5.17,4.8,4.86,24.4,23.08,15.86,9.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,0.0,215059,0,0,0,0,0,1,1.7,0.0,0,Robert,0.0,113,False,0,0,45,215059.jpg,3.4,Sánchez,14.3,False,0.0,a,5,36,126,0,0,0,0,0.0,28.0,Sánchez,3330,0,0,11,42,0,0,0,3,1,101,8,679,811.0,30.0,0.0,84.0,20,8,305,3,425,38,176,8,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,90.0,0.0,5.0,37.0,33.0,0.87,5.0,450.0,90.0,0.0,0.0,5.0,1.0,2.25,18.35,21.75,0.81,0.0,4.0,1.68,19.0,16.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,0.0,232792,0,0,0,0,0,2,1.3,0.0,0,Tariq,0.0,114,False,0,0,45,232792.jpg,2.5,Lamptey,3.1,False,0.0,a,5,36,74,0,0,0,0,0.0,16.4,Lamptey,1547,0,2,6,21,0,0,0,4,0,0,7,308,254.6,367.9,175.0,79.4,228,89,100,20,195,58,188,58,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,15.0,5.0,18.0,30.0,15.0,0.45,4.0,35.0,9.0,1.0,4.0,0.0,0.0,2.56,10.27,8.2,11.78,5.73,0.75,0.25,3.25,1.05,1.05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,0.0,235382,0,0,0,0,0,3,0.5,0.0,0,Steven,0.0,115,False,0,0,45,235382.jpg,1.4,Alzate,0.2,False,0.0,a,5,36,13,0,0,0,0,0.0,2.9,Alzate,401,0,0,0,7,0,0,0,0,0,0,0,77,70.2,40.8,21.0,13.3,326,142,293,146,307,150,330,147,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,1.0,0.0,12.0,22.0,9.0,4.0,0.15,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.48,8.56,7.8,4.53,2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,0.0,243016,0,0,0,0,0,3,1.5,0.0,0,Alexis,0.0,116,False,0,0,55,243016.jpg,2.8,Mac Allister,0.3,False,0.0,a,5,36,93,0,0,0,0,0.0,16.9,Mac Allister,2112,5,2,6,29,0,0,1,4,0,0,8,398,509.6,490.7,550.0,154.9,106,40,62,44,58,34,57,37,2.0,0.0,1.0,0.0,3.0,0.0,19.0,0.0,1.0,90.0,1.0,19.0,33.0,18.0,0.49,5.0,426.0,85.0,0.0,0.0,5.0,1.0,4.51,12.06,14.97,13.81,16.36,3.0,5.76,15.0,16.88,16.88,23.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,243505,0,0,0,0,0,3,0.0,0.0,0,Jakub,0.0,117,False,Knee injury - Unknown return date,2022-07-05T15:30:04.143244Z,45,243505.jpg,2.1,Moder,0.1,False,0.0,i,5,36,58,0,0,0,0,0.0,12.9,Moder,1694,0,3,5,23,0,0,0,1,0,0,0,227,239.6,286.0,372.0,90.3,240,101,126,82,103,61,167,86,0.0,0.0,2.0,0.0,0.0,0.0,19.0,0.0,1.0,0.0,8.0,12.0,28.0,18.0,0.6,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.22,8.11,8.56,10.21,13.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
