chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,last_opponent,defender,attacker,minutes_last_game,games_injured,games_dropped,games_played,games_started,nail,games_played_last5,minutes_last5,minutes_pg_last5,games_injured_last5,games_dropped_last5,games_started_last5,nail_last5,ict_index_pg,bps_pg,influence_pg,creativity_pg,threat_pg,points_pg_last5,ict_index_pg_last5,bps_pg_last5,influence_pg_last5,creativity_pg_last5,threat_pg_last5,fixture_difficulty,opponent,is_home,opp_GS_pg,opp_GA_pg,opp_GS_last5_pg,opp_GA_last5_pg,opp_total_points_conceded_pg_atk,opp_ict_index_conceded_pg_atk,opp_influence_conceded_pg_atk,opp_creativity_conceded_pg_atk,opp_threat_conceded_pg_atk,opp_bps_conceded_pg_atk,opp_total_points_conceded_pg_def,opp_ict_index_conceded_pg_def,opp_influence_conceded_pg_def,opp_creativity_conceded_pg_def,opp_threat_conceded_pg_def,opp_bps_conceded_pg_def,opp_total_points_conceded_pg_atk_last5,opp_ict_index_conceded_pg_atk_last5,opp_influence_conceded_pg_atk_last5,opp_creativity_conceded_pg_atk_last5,opp_threat_conceded_pg_atk_last5,opp_bps_conceded_pg_atk_last5,opp_total_points_conceded_pg_def_last5,opp_ict_index_conceded_pg_def_last5,opp_influence_conceded_pg_def_last5,opp_creativity_conceded_pg_def_last5,opp_threat_conceded_pg_def_last5,opp_bps_conceded_pg_def_last5
100.0,0.0,58822,0,0,0,0,0,2,2.3,0.0,0,Cédric,0.0,1,False,0,0,45,58822.jpg,2.3,Alves Soares,0.3,False,0.0,a,1,3,48,0,0,0,0,0.0,10.7,Cédric,1481,1,1,3,27,0,0,0,3,0,0,3,292,318.4,327.1,111.0,75.8,203,80,113,24,237,79,197,62,2.0,0.0,3.0,0.0,0.0,0.0,8.0,1.0,0.0,90.0,5.0,19.0,20.0,14.0,0.42,6.0,423.0,70.0,0.0,1.0,4.0,0.8,3.15,14.6,12.3,15.32,3.8,3.33,1.68,13.33,5.77,9.58,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,0.0,80201,0,0,0,0,0,1,2.7,0.0,0,Bernd,0.0,2,False,0,0,45,80201.jpg,2.5,Leno,0.6,False,0.0,a,1,3,10,0,0,0,0,0.0,2.2,Leno,360,0,0,1,9,0,0,0,0,0,10,0,69,85.0,0.0,0.0,8.5,319,23,408,37,394,27,343,24,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,5.0,29.0,4.0,4.0,0.12,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.12,17.25,21.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,0.0,84450,0,0,0,0,0,3,2.0,0.0,0,Granit,0.0,3,False,0,0,50,84450.jpg,2.2,Xhaka,0.4,False,0.0,a,1,3,60,0,0,0,0,0.0,12.0,Xhaka,2327,1,2,6,38,0,0,0,10,1,0,3,334,395.4,522.9,262.0,118.2,162,61,54,39,147,84,101,62,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,62.0,11.0,5.0,27.0,22.0,0.81,6.0,512.0,85.0,0.0,0.0,5.0,1.0,4.17,12.37,14.16,18.13,9.37,2.5,4.35,14.17,17.3,21.25,4.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,0.0,153256,0,0,0,0,0,3,1.5,0.0,0,Mohamed,0.0,4,False,0,0,45,153256.jpg,1.9,Elneny,1.7,False,0.0,a,1,3,27,0,0,0,0,0.0,6.0,Elneny,801,0,2,0,17,0,0,0,1,0,0,0,156,163.2,131.5,49.0,34.4,282,118,216,124,288,143,284,129,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,90.0,5.0,26.0,14.0,7.0,0.21,6.0,540.0,90.0,0.0,0.0,5.0,1.0,2.24,11.14,10.56,8.89,2.86,2.33,2.9,16.0,14.53,10.28,4.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,0.0,156074,0,0,0,0,0,2,2.3,0.0,0,Rob,0.0,5,False,0,0,45,156074.jpg,1.9,Holding,0.2,False,0.0,a,1,3,29,0,0,0,0,0.0,6.4,Holding,840,1,0,2,16,0,0,0,2,1,0,2,152,253.0,8.6,49.0,31.1,231,90,339,132,289,111,292,106,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,90.0,1.0,29.0,15.0,8.0,0.22,5.0,318.0,64.0,0.0,2.0,3.0,0.6,1.99,10.13,16.16,0.46,3.27,2.4,2.28,10.8,18.36,0.68,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,0.0,167199,0,0,0,0,0,3,2.0,0.0,0,Thomas,0.0,6,False,0,0,50,167199.jpg,3.0,Partey,0.5,False,0.0,a,1,3,71,0,0,0,0,0.0,14.2,Partey,2027,2,2,10,25,0,0,0,6,0,0,4,345,359.6,275.5,394.0,103.0,182,71,133,86,99,59,131,75,0.0,0.0,4.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,9.0,8.0,24.0,21.0,0.72,0.0,0.0,0.0,4.0,1.0,0.0,0.0,4.29,14.38,14.98,11.48,16.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,0.0,184029,0,0,0,0,0,3,2.8,0.0,0,Martin,0.0,7,False,0,0,65,184029.jpg,3.6,Ødegaard,9.5,False,0.0,a,1,3,131,0,0,0,0,0.0,20.2,Ødegaard,2782,7,4,11,39,0,0,0,4,0,0,9,541,676.6,1073.2,639.0,238.2,54,20,5,4,47,28,21,13,3.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,1.0,90.0,1.0,8.0,36.0,28.0,0.78,6.0,540.0,90.0,0.0,0.0,5.0,1.0,6.12,15.03,17.38,28.12,15.89,2.83,5.53,15.83,11.4,27.82,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,0.0,192895,0,0,0,0,0,2,2.8,0.0,0,Kieran,0.0,8,False,0,0,50,192895.jpg,4.8,Tierney,4.1,False,0.0,a,1,3,106,0,0,0,0,0.0,21.2,Tierney,1916,1,3,11,21,0,0,0,0,0,0,11,454,365.2,335.9,198.0,90.1,177,76,107,22,182,49,169,49,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,9.0,9.0,22.0,20.0,0.69,0.0,0.0,0.0,4.0,1.0,0.0,0.0,4.1,20.64,16.6,15.27,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,0.0,195735,0,0,0,0,0,3,2.5,0.0,0,Nicolas,0.0,9,False,0,0,55,195735.jpg,2.2,Pépé,0.4,False,0.0,a,1,3,45,0,0,0,0,0.0,8.2,Pépé,681,1,4,2,9,0,0,0,0,0,0,1,127,149.4,216.9,400.0,76.3,291,124,160,99,97,57,195,97,0.0,0.0,2.0,0.0,3.0,0.0,8.0,0.0,1.0,12.0,3.0,30.0,18.0,5.0,0.14,3.0,51.0,17.0,0.0,5.0,0.0,0.0,4.0,7.06,7.08,11.38,21.72,2.0,0.57,4.67,3.13,1.2,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,0.0,198869,0,0,0,0,0,2,2.3,0.0,0,Benjamin,0.0,10,False,0,0,45,198869.jpg,3.3,White,8.2,False,0.0,a,1,3,107,0,0,0,0,0.0,23.8,White,2880,0,0,13,35,1,0,0,3,0,0,9,557,592.8,182.3,150.0,92.5,78,29,177,50,204,63,159,47,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,2.0,7.0,32.0,29.0,0.81,2.0,180.0,90.0,1.0,2.0,2.0,0.5,2.89,17.41,18.52,5.7,4.69,0.0,2.45,8.0,18.9,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,0.0,205533,0,0,0,0,0,4,2.7,0.0,0,Eddie,0.0,11,False,0,0,70,205533.jpg,2.6,Nketiah,1.3,False,0.0,a,1,3,55,0,0,0,0,0.0,7.9,Nketiah,823,5,1,0,18,0,0,0,3,0,0,6,194,249.2,165.2,408.0,82.1,235,27,189,24,94,29,180,29,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,66.0,2.0,30.0,19.0,6.0,0.17,6.0,498.0,83.0,0.0,0.0,5.0,1.0,3.64,10.21,11.37,7.31,17.84,4.17,6.02,16.17,15.97,8.78,35.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,0.0,209289,0,0,0,0,0,3,2.6,0.0,0,Emile,0.0,12,False,0,0,60,209289.jpg,3.8,Smith Rowe,4.9,False,0.0,a,1,3,125,0,0,0,0,0.0,20.8,Smith Rowe,1909,10,2,8,28,0,0,0,1,0,0,9,435,555.8,453.3,576.0,158.4,97,33,73,52,54,33,55,36,5.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,3.0,14.0,31.0,21.0,0.6,4.0,156.0,39.0,0.0,3.0,2.0,0.4,5.11,14.03,17.93,14.62,18.58,1.25,0.83,3.5,2.85,4.85,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,0.0,223340,0,0,0,0,0,3,3.2,0.0,0,Bukayo,0.0,13,False,0,0,80,223340.jpg,4.7,Saka,16.7,False,0.0,a,1,3,179,0,0,0,0,0.0,22.4,Saka,2978,11,9,13,39,0,0,0,6,0,0,18,566,790.4,977.8,1434.0,320.0,23,9,7,6,4,2,4,3,1.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,1.0,77.0,1.0,7.0,38.0,30.0,0.81,6.0,483.0,80.0,0.0,0.0,5.0,1.0,8.21,14.89,20.37,24.8,36.95,4.67,6.38,13.33,14.43,12.92,36.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,0.0,223723,0,0,0,0,0,2,2.3,0.0,0,Takehiro,0.0,14,False,0,0,45,223723.jpg,3.6,Tomiyasu,15.9,False,0.0,a,1,3,75,0,0,0,0,0.0,16.7,Tomiyasu,1680,0,1,9,20,0,0,0,2,0,0,5,344,312.4,240.9,110.0,66.4,205,81,149,37,240,82,222,77,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,13.0,4.0,21.0,18.0,0.82,5.0,296.0,59.0,1.0,2.0,2.0,0.5,3.16,16.38,14.88,11.47,5.24,1.2,2.14,8.2,10.04,8.42,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,0.0,225321,0,0,0,0,0,1,3.6,0.0,0,Aaron,0.0,15,False,0,0,50,225321.jpg,4.0,Ramsdale,9.2,False,0.0,a,1,3,135,0,0,0,0,0.0,27.0,Ramsdale,3060,0,0,12,39,0,0,0,1,0,90,14,641,690.2,1.0,0.0,69.0,52,12,355,12,482,48,216,12,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,90.0,1.0,5.0,34.0,30.0,0.86,6.0,540.0,90.0,0.0,0.0,5.0,1.0,2.0,18.85,20.0,0.03,0.0,2.17,1.7,12.83,17.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,0.0,226597,0,0,0,0,0,2,2.8,0.0,0,Gabriel,0.0,16,False,0,0,50,226597.jpg,4.2,dos Santos Magalhães,8.0,False,0.0,a,1,3,146,0,0,0,0,0.0,29.2,Gabriel,3063,5,0,13,38,0,0,0,6,1,0,16,682,746.8,131.6,470.0,134.7,32,8,215,65,74,7,72,12,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,90.0,2.0,5.0,35.0,31.0,0.86,6.0,507.0,84.0,0.0,0.0,5.0,1.0,3.67,19.49,20.09,3.69,12.94,4.17,3.08,17.5,19.27,1.07,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,0.0,437626,0,0,0,0,0,2,2.3,0.0,0,Nuno,0.0,17,False,0,0,45,437626.jpg,2.2,Varela Tavares,0.2,False,0.0,a,1,3,49,0,0,0,0,0.0,10.9,Tavares,1169,1,1,3,19,0,0,0,2,0,0,2,199,201.0,188.2,221.0,61.1,257,102,175,48,163,41,231,82,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,90.0,0.0,27.0,22.0,11.0,0.29,5.0,345.0,69.0,0.0,1.0,4.0,0.8,2.58,9.05,8.85,7.65,9.23,2.8,2.78,8.4,11.8,6.18,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,0.0,437742,0,0,0,0,0,3,1.5,0.0,0,Albert,0.0,18,False,0,0,45,437742.jpg,1.7,Sambi Lokonga,0.2,False,0.0,a,1,3,32,0,0,0,0,0.0,7.1,Sambi,1129,0,0,7,11,0,0,0,5,0,0,0,173,192.4,263.4,108.0,56.3,262,109,138,89,243,126,240,108,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,27.0,1.0,25.0,19.0,12.0,0.32,2.0,28.0,14.0,0.0,5.0,0.0,0.0,2.73,9.11,9.57,13.19,4.58,1.0,0.1,2.5,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,0.0,444145,0,0,0,0,0,3,2.6,0.0,0,Gabriel,0.0,19,False,0,0,60,444145.jpg,3.8,Martinelli Silva,12.7,False,0.0,a,1,3,110,0,0,0,0,0.0,18.3,Martinelli,1855,6,7,7,25,0,0,0,1,1,0,6,345,475.8,483.3,786.0,174.7,120,48,64,46,32,20,45,31,4.0,0.0,5.0,0.0,2.0,0.0,8.0,0.0,1.0,90.0,2.0,17.0,29.0,19.0,0.53,6.0,383.0,64.0,0.0,2.0,3.0,0.6,5.33,11.9,14.06,15.37,23.86,4.5,3.8,15.67,11.07,15.27,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,0.0,92371,0,0,0,0,0,2,2.3,0.0,0,Pablo,0.0,20,False,0,0,45,92371.jpg,0.5,Marí Villar,0.1,False,0.0,a,1,3,1,0,0,0,0,0.0,0.2,Pablo Marí,180,0,0,0,4,0,0,0,1,0,0,0,35,55.4,12.3,11.0,7.9,330,129,330,130,318,128,346,131,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,19.0,17.0,2.0,2.0,0.11,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.95,17.5,27.7,6.15,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,0.0,154043,0,0,0,0,0,3,2.0,0.0,0,Ainsley,0.0,21,False,0,0,50,154043.jpg,1.5,Maitland-Niles,0.1,False,0.0,a,1,3,12,0,0,0,0,0.0,2.4,Maitland-Niles,263,0,0,2,4,0,0,0,0,0,0,0,44,42.6,41.3,9.0,9.3,343,150,291,144,320,154,340,153,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,21.0,15.0,8.0,2.0,0.12,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.16,5.5,5.32,5.16,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,0.0,198849,0,0,0,0,0,3,1.5,0.0,0,Lucas,0.0,22,False,0,0,45,198849.jpg,0.0,Torreira di Pascua,0.6,False,0.0,a,1,3,0,0,0,0,0,0.0,0.0,Torreira,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,433,176,430,178,420,176,436,177,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,36.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,0.0,200641,0,0,0,0,0,3,2.0,0.0,0,Reiss,0.0,23,False,0,0,50,200641.jpg,1.0,Nelson,0.0,False,0.0,a,1,3,1,0,0,0,0,0.0,0.2,Nelson,19,0,0,0,1,0,0,0,0,0,0,0,4,4.0,11.6,20.0,3.6,376,165,332,158,310,152,360,159,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,36.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,0.0,224068,0,0,0,0,0,1,1.5,0.0,0,Matt,0.0,24,False,0,0,40,224068.jpg,0.0,Turner,1.0,False,0.0,a,1,3,0,0,0,0,0,0.0,0.0,Turner,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,399,43,390,33,374,21,401,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,0.0,438098,0,0,0,0,0,3,2.6,0.0,0,Fábio,0.0,25,False,0,0,60,438098.jpg,0.0,Ferreira Vieira,0.7,False,0.0,a,1,3,0,0,0,0,0,0.0,0.0,Fábio Vieira,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,517,223,517,223,517,223,517,223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,0.0,462424,0,0,0,0,0,2,2.3,0.0,0,William,0.0,26,False,0,0,45,462424.jpg,0.0,Saliba,0.7,False,0.0,a,1,3,0,0,0,0,0,0.0,0.0,Saliba,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,458,181,454,181,446,181,460,181,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,0.0,479683,0,0,0,0,0,3,2.0,0.0,0,Marcus,0.0,27,False,0,0,50,479683.jpg,0.0,Oliveira Alencar,0.2,False,0.0,a,1,3,0,0,0,0,0,0.0,0.0,Marquinhos,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,495,209,495,210,492,210,496,210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,0.0,205651,0,0,0,0,0,4,3.1,0.0,0,Gabriel,0.0,28,False,0,0,80,205651.jpg,4.3,Fernando de Jesus,60.3,False,0.0,a,1,3,120,0,0,0,0,0.0,15.0,Jesus,1871,8,8,11,15,0,0,0,1,0,0,16,488,567.4,530.9,1126.0,222.3,92,9,50,5,12,7,25,7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,90.0,4.0,13.0,28.0,21.0,0.62,5.0,423.0,85.0,0.0,0.0,5.0,1.0,7.66,17.43,20.13,18.16,38.39,7.4,11.82,38.6,45.76,22.7,49.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,0.0,84583,0,0,0,0,0,3,2.9,0.0,0,Philippe,0.0,29,False,0,0,70,84583.jpg,4.4,Coutinho Correia,20.3,False,0.0,a,2,7,83,0,0,0,0,0.0,11.9,Coutinho,1327,5,3,7,17,0,0,0,0,0,0,7,283,360.8,349.3,445.0,115.7,181,70,104,72,81,46,105,64,4.0,0.0,1.0,0.0,2.0,0.0,12.0,0.0,1.0,71.0,0.0,2.0,18.0,15.0,0.88,6.0,412.0,69.0,0.0,0.0,5.0,1.0,6.02,15.72,18.01,18.79,23.28,3.33,4.08,11.5,7.57,15.67,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,0.0,84939,0,0,0,0,0,4,2.7,0.0,0,Danny,0.0,30,False,0,0,70,84939.jpg,3.5,Ings,1.8,False,0.0,a,2,7,106,0,0,0,0,0.0,15.1,Ings,1891,7,6,10,26,0,0,0,4,0,0,12,344,448.6,210.9,749.0,140.3,136,13,161,20,38,15,70,15,0.0,0.0,0.0,0.0,1.0,0.0,12.0,0.0,1.0,7.0,2.0,15.0,29.0,21.0,0.58,5.0,302.0,60.0,0.0,2.0,3.0,0.6,4.84,11.86,15.47,7.27,25.83,4.4,5.8,13.4,20.04,8.42,29.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
