web_name,opponent_28,predicted_points_28,opponent_29,predicted_points_29,opponent_30,predicted_points_30,opponent_31,predicted_points_31,opponent_32,predicted_points_32,predicted_points_mean,points_per_game,form,id,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,in_dreamteam,news,news_added,now_cost,photo,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,last_opponent,defender,attacker,minutes_last_game,games_injured,games_dropped,games_played,games_started,nail,games_played_last5,minutes_last5,minutes_pg_last5,games_injured_last5,games_dropped_last5,games_started_last5,nail_last5,ict_index_pg,bps_pg,influence_pg,creativity_pg,threat_pg,points_pg_last5,ict_index_pg_last5,bps_pg_last5,influence_pg_last5,creativity_pg_last5,threat_pg_last5,fixture_difficulty,opponent,is_home,opp_GS_pg,opp_GA_pg,opp_GS_last5_pg,opp_GA_last5_pg,opp_total_points_conceded_pg_atk,opp_ict_index_conceded_pg_atk,opp_influence_conceded_pg_atk,opp_creativity_conceded_pg_atk,opp_threat_conceded_pg_atk,opp_bps_conceded_pg_atk,opp_total_points_conceded_pg_def,opp_ict_index_conceded_pg_def,opp_influence_conceded_pg_def,opp_creativity_conceded_pg_def,opp_threat_conceded_pg_def,opp_bps_conceded_pg_def,opp_total_points_conceded_pg_atk_last5,opp_ict_index_conceded_pg_atk_last5,opp_influence_conceded_pg_atk_last5,opp_creativity_conceded_pg_atk_last5,opp_threat_conceded_pg_atk_last5,opp_bps_conceded_pg_atk_last5,opp_total_points_conceded_pg_def_last5,opp_ict_index_conceded_pg_def_last5,opp_influence_conceded_pg_def_last5,opp_creativity_conceded_pg_def_last5,opp_threat_conceded_pg_def_last5,opp_bps_conceded_pg_def_last5
Nelson,CRY,7.21,LEE,6.83,LIV,5.79,WHU,6.28,SOU,7.01,6.62,8.0,2.0,23,100.0,100.0,200641,0,0,-3,3,2,3,2.5,2.5,1,Reiss,False,0,2022-12-22T15:30:07.123983Z,47,200641.jpg,Nelson,0.0,False,0.0,a,1,3,32,15712,226,15795,769,0.4,6.8,103,3,2,1,0,0,0,0,0,0,0,5,96,159.4,83.9,117.0,36.1,0,0.73,0.34,1.07,0.6,268,113,247,140,202,116,276,123,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.3,0.93,0.52,0.0,321,195,175,71,3,1,518,198,0.0,0.87,9,0,1,18.0,14.0,12.0,4.0,1.0,0.08,2.0,39.0,20.0,0.0,5.0,0.0,0.0,9.02,24.0,39.85,20.98,29.25,6.0,8.0,21.5,34.3,26.45,19.0,2,9,0,1.4,1.4,1.2,1.4,26.4,39.2,124.5,115.5,153.1,97.1,17.4,16.7,98.1,37.4,31.8,92.1,29.4,38.1,127.8,129.2,124.2,105.4,20.4,18.1,108.8,36.1,35.8,110.6
Saka,CRY,7.55,LEE,5.82,LIV,6.6,WHU,6.78,SOU,6.04,6.56,5.6,5.8,13,100.0,100.0,223340,0,0,5,-5,5,3,6.3,6.3,3,Bukayo,True,0,2023-01-13T15:00:07.612275Z,85,223340.jpg,Saka,41.7,False,0.0,a,1,3,152,5461102,136372,3193385,56516,0.7,17.9,2316,10,10,11,25,0,0,0,5,0,0,13,512,741.2,838.1,883.0,246.3,27,8.86,4.55,13.45,25.26,6,1,7,6,11,4,3,1,2.0,0.0,0.0,0.0,1.0,0.0,0.34,0.0,0.18,0.52,0.98,0.97,12,6,16,7,13,6,5,2,1.05,0.43,9,0,1,71.0,1.0,2.0,27.0,24.0,0.92,7.0,602.0,86.0,0.0,0.0,5.0,1.0,9.12,18.96,27.45,31.04,32.7,5.86,9.34,18.0,29.31,24.61,39.43,2,9,0,1.4,1.4,1.2,1.4,26.4,39.2,124.5,115.5,153.1,97.1,17.4,16.7,98.1,37.4,31.8,92.1,29.4,38.1,127.8,129.2,124.2,105.4,20.4,18.1,108.8,36.1,35.8,110.6
Maddison,BRE,5.0,AVL,11.33,BOU,5.38,MCI,5.4,WOL,5.58,6.54,5.3,1.2,261,100.0,100.0,172780,1,-1,2,-2,1,3,1.2,1.2,2,James,False,0,2023-02-23T16:00:08.530659Z,82,172780.jpg,Maddison,9.0,False,0.0,a,10,13,101,3721132,353010,3455502,15653,0.1,12.3,1541,9,5,4,34,0,0,0,7,0,0,8,395,564.8,625.2,545.0,173.8,18,4.06,3.97,8.04,27.91,29,14,14,11,31,17,19,14,2.0,0.0,1.0,0.0,0.0,0.0,0.24,0.0,0.23,0.47,1.63,1.99,15,7,261,121,15,8,45,12,1.05,0.23,6,0,1,89.0,7.0,3.0,19.0,17.0,0.85,4.0,356.0,89.0,1.0,0.0,4.0,1.0,9.15,20.79,29.73,32.91,28.68,4.0,9.12,21.0,23.75,43.75,23.5,3,6,1,1.0,1.0,1.2,1.2,23.0,32.2,107.8,99.0,115.5,79.2,20.9,16.9,107.8,33.5,27.4,97.1,25.2,33.8,129.8,110.3,98.2,96.5,27.0,21.1,133.7,39.5,37.8,127.8
Isak,NFO,4.0,WHU,10.86,BRE,5.39,AVL,6.57,TOT,5.73,6.51,4.3,3.3,594,100.0,100.0,219168,0,0,-4,4,0,4,3.8,3.8,7,Alexander,False,0,2023-02-01T02:00:08.516238Z,66,219168.jpg,Isak,2.1,False,0.0,a,15,4,39,1268199,67966,1131545,5096,0.5,5.9,531,4,0,2,6,0,0,0,1,0,0,9,123,192.6,90.8,342.0,62.5,6,4.11,0.23,4.35,6.94,240,24,236,35,69,23,165,25,0.0,0.0,0.0,0.0,2.0,0.0,0.7,0.0,0.04,0.74,1.18,1.02,53,24,97,10,45,6,123,17,1.02,0.34,20,0,1,67.0,11.0,6.0,9.0,6.0,0.5,4.0,248.0,62.0,0.0,2.0,3.0,0.6,6.94,13.67,21.4,10.09,38.0,3.0,5.75,10.25,15.65,8.65,33.25,2,20,1,0.7,1.4,1.0,1.4,26.3,37.2,119.5,115.1,137.8,93.1,23.9,16.8,95.1,41.2,31.2,102.9,29.6,40.9,128.3,144.8,135.6,104.2,33.2,24.6,126.2,61.0,58.4,137.0
Trippier,NFO,4.91,WHU,10.44,BRE,4.8,AVL,6.77,TOT,5.34,6.45,6.1,2.3,357,100.0,100.0,77794,1,-1,11,-11,4,2,2.8,2.8,5,Kieran,True,0,2022-08-30T14:30:06.751009Z,61,77794.jpg,Trippier,66.3,False,0.0,a,15,4,152,6959210,178753,2221034,10692,0.4,24.9,2197,1,6,14,16,0,0,0,5,0,0,31,665,632.8,1229.2,105.0,197.0,25,0.72,7.78,8.5,24.1,17,2,1,1,221,49,11,1,1.0,0.0,1.0,0.0,0.0,0.0,0.03,0.0,0.32,0.35,0.99,0.66,65,5,147,58,6,1,2,1,1.02,0.57,20,1,0,90.0,0.0,2.0,25.0,25.0,0.93,4.0,333.0,83.0,0.0,1.0,4.0,0.8,7.88,26.6,25.31,49.17,4.2,2.25,6.98,13.75,22.3,41.2,6.0,2,20,1,0.7,1.4,1.0,1.4,26.3,37.2,119.5,115.1,137.8,93.1,23.9,16.8,95.1,41.2,31.2,102.9,29.6,40.9,128.3,144.8,135.6,104.2,33.2,24.6,126.2,61.0,58.4,137.0
Zinchenko,CRY,7.02,LEE,5.24,LIV,5.65,WHU,6.55,SOU,7.58,6.41,4.3,5.5,313,100.0,100.0,206325,0,0,2,-2,2,2,6.0,6.0,6,Oleksandr,False,0,2022-12-20T01:00:07.388064Z,52,206325.jpg,Zinchenko,15.1,False,0.0,a,1,3,86,2856149,78408,3243964,23303,1.1,16.5,1593,1,2,9,16,0,0,0,2,0,0,8,401,317.4,336.2,168.0,82.2,19,1.09,2.1,3.19,17.81,145,51,61,10,163,22,107,18,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.12,0.18,1.01,0.9,170,18,24,7,41,9,24,8,1.07,0.51,9,1,0,71.0,7.0,3.0,20.0,17.0,0.85,7.0,602.0,86.0,0.0,0.0,5.0,1.0,4.11,20.05,15.87,16.81,8.4,5.0,5.69,23.71,21.14,25.26,10.43,2,9,0,1.4,1.4,1.2,1.4,26.4,39.2,124.5,115.5,153.1,97.1,17.4,16.7,98.1,37.4,31.8,92.1,29.4,38.1,127.8,129.2,124.2,105.4,20.4,18.1,108.8,36.1,35.8,110.6
Toney,LEI,4.56,BHA,10.52,NEW,5.15,WOL,5.58,AVL,6.06,6.37,6.0,5.8,80,100.0,100.0,144485,0,0,8,-8,5,4,5.8,12.1,13,Ivan,False,0,2022-12-31T08:30:07.566449Z,78,144485.jpg,Toney,41.1,False,0.0,a,4,94,143,10071308,208692,6486055,63112,0.7,18.3,2151,16,4,9,30,0,0,0,9,0,0,28,476,726.2,318.5,973.0,201.4,24,14.73,2.84,17.6,29.02,7,3,68,4,8,5,9,3,0.0,0.0,1.0,0.0,1.0,0.0,0.62,0.0,0.12,0.74,1.21,1.26,23,13,15,3,8,3,6,3,1.0,0.38,17,0,1,180.0,0.0,4.0,24.0,23.0,0.85,5.0,450.0,90.0,0.0,1.0,4.0,0.8,8.39,19.83,30.26,13.27,40.54,6.4,7.24,18.8,27.48,9.88,35.4,2,8,0,0.7,1.4,0.8,2.0,25.2,37.5,111.1,118.2,146.0,87.0,18.6,16.1,89.3,43.0,28.9,89.1,23.6,24.7,95.6,68.6,82.8,81.2,16.6,11.4,82.9,25.0,6.4,84.8
Dubravka,NFO,4.85,MUN,10.27,BRE,4.16,AVL,6.72,TOT,5.66,6.33,8.0,2.7,355,100.0,100.0,67089,0,0,-4,4,0,1,3.2,3.2,0,Martin,False,0,2022-10-14T15:30:06.992558Z,41,67089.jpg,Dubravka,0.4,False,0.0,a,15,4,8,23700,570,94792,663,0.7,2.0,66,0,0,1,0,0,0,0,0,0,5,1,31,29.4,0.0,0.0,2.9,0,0.0,0.0,0.0,1.12,430,31,603,60,566,52,471,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.82,0.0,0.0,1.53,0.0,623,31,130,18,2,2,285,40,0.0,1.36,20,1,0,0.0,1.0,25.0,1.0,1.0,0.04,1.0,66.0,66.0,0.0,4.0,1.0,0.2,2.9,31.0,29.4,0.0,0.0,8.0,2.9,31.0,29.4,0.0,0.0,2,20,1,0.7,1.4,1.0,1.4,26.3,37.2,119.5,115.1,137.8,93.1,23.9,16.8,95.1,41.2,31.2,102.9,29.6,40.9,128.3,144.8,135.6,104.2,33.2,24.6,126.2,61.0,58.4,137.0
Kane,SOU,6.19,EVE,9.07,BHA,4.45,BOU,6.34,NEW,5.49,6.31,6.5,6.5,427,100.0,100.0,78830,1,-1,3,-3,3,4,7.0,6.5,13,Harry,True,0,2022-10-08T20:30:07.678681Z,118,78830.jpg,Kane,41.8,False,0.0,a,18,6,176,6210670,400736,4487713,17591,0.6,14.9,2416,20,6,10,36,0,0,1,4,0,0,30,661,916.8,555.6,1392.0,286.6,27,14.74,2.23,16.91,31.02,2,2,20,1,2,2,1,1,0.0,0.0,1.0,0.0,1.0,0.0,0.55,0.0,0.08,0.63,1.16,1.34,4,2,8,1,5,2,4,2,1.01,0.37,16,0,1,90.0,0.0,1.0,27.0,26.0,0.96,5.0,450.0,90.0,0.0,0.0,5.0,1.0,10.61,24.48,33.96,20.58,51.56,5.6,7.74,21.4,29.2,17.78,30.2,2,16,1,0.8,1.8,1.0,3.0,28.4,41.4,130.1,134.7,149.8,101.9,20.0,15.3,89.9,37.2,25.9,91.1,44.5,57.6,205.4,194.2,178.2,166.8,25.0,22.6,123.4,63.3,39.5,119.0
Wilson,NFO,3.61,MUN,11.5,BRE,3.53,AVL,5.98,TOT,6.91,6.31,3.9,1.3,356,100.0,100.0,75115,0,0,-6,6,1,4,1.8,1.8,1,Callum,False,0,2023-02-11T19:00:09.248232Z,69,75115.jpg,Wilson,2.8,False,0.0,a,15,4,74,2479114,12803,2551505,10992,0.2,10.7,1236,7,4,9,8,0,0,0,3,0,0,4,222,307.8,172.0,601.0,108.0,15,8.32,1.54,9.9,14.08,154,13,146,18,25,10,63,13,0.0,0.0,0.0,0.0,1.0,0.0,0.61,0.0,0.11,0.72,1.03,0.58,41,19,245,31,68,11,107,14,1.09,0.66,20,0,1,22.0,8.0,5.0,19.0,14.0,0.74,3.0,109.0,36.0,1.0,3.0,1.0,0.25,5.68,11.68,16.2,9.05,31.63,1.33,1.77,2.67,1.87,7.8,8.33,2,20,1,0.7,1.4,1.0,1.4,26.3,37.2,119.5,115.1,137.8,93.1,23.9,16.8,95.1,41.2,31.2,102.9,29.6,40.9,128.3,144.8,135.6,104.2,33.2,24.6,126.2,61.0,58.4,137.0
