web_name,opponent_21,predicted_points_21,opponent_22,predicted_points_22,opponent_23,predicted_points_23,opponent_24,predicted_points_24,opponent_25,predicted_points_25,predicted_points_mean,points_per_game,form,id,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,in_dreamteam,news,news_added,now_cost,photo,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,last_opponent,defender,attacker,minutes_last_game,games_injured,games_dropped,games_played,games_started,nail,games_played_last5,minutes_last5,minutes_pg_last5,games_injured_last5,games_dropped_last5,games_started_last5,nail_last5,ict_index_pg,bps_pg,influence_pg,creativity_pg,threat_pg,points_pg_last5,ict_index_pg_last5,bps_pg_last5,influence_pg_last5,creativity_pg_last5,threat_pg_last5,fixture_difficulty,opponent,is_home,opp_GS_pg,opp_GA_pg,opp_GS_last5_pg,opp_GA_last5_pg,opp_total_points_conceded_pg_atk,opp_ict_index_conceded_pg_atk,opp_influence_conceded_pg_atk,opp_creativity_conceded_pg_atk,opp_threat_conceded_pg_atk,opp_bps_conceded_pg_atk,opp_total_points_conceded_pg_def,opp_ict_index_conceded_pg_def,opp_influence_conceded_pg_def,opp_creativity_conceded_pg_def,opp_threat_conceded_pg_def,opp_bps_conceded_pg_def,opp_total_points_conceded_pg_atk_last5,opp_ict_index_conceded_pg_atk_last5,opp_influence_conceded_pg_atk_last5,opp_creativity_conceded_pg_atk_last5,opp_threat_conceded_pg_atk_last5,opp_bps_conceded_pg_atk_last5,opp_total_points_conceded_pg_def_last5,opp_ict_index_conceded_pg_def_last5,opp_influence_conceded_pg_def_last5,opp_creativity_conceded_pg_def_last5,opp_threat_conceded_pg_def_last5,opp_bps_conceded_pg_def_last5
Ortega,WOL,7.02,TOT,4.83,AVL,10.17,NFO,5.65,BOU,5.04,6.54,0.0,0.0,324,100.0,0.0,88248,0,0,-2,2,0,1,1.0,1.5,0,Stefan,False,,0,38,88248.jpg,Ortega Moreno,1.2,False,0,a,13,43,0,195971,6183,141108,5228,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,480,30,461,11,414,2,480,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,703,72,396,25,490,30,161,27,0.0,0.0,18,1,0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,20,1,0.6,1.4,0.8,1.0,25.2,36.0,117.3,106.0,137.1,87.8,22.3,14.9,89.3,33.4,25.6,95.2,22.2,35.8,100.9,109.5,147.8,74.8,23.6,17.0,97.4,40.8,31.2,102.8
Carson,WOL,7.02,TOT,4.83,AVL,10.17,NFO,5.65,BOU,5.04,6.54,0.0,0.0,502,100.0,0.0,17601,0,0,-2,2,1,1,1.0,1.5,0,Scott,False,,0,38,17601.jpg,Carson,0.4,False,0,a,13,43,0,59833,1991,41248,1808,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,479,29,460,10,413,1,479,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,702,71,395,24,489,29,269,39,0.0,0.0,18,1,0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,20,1,0.6,1.4,0.8,1.0,25.2,36.0,117.3,106.0,137.1,87.8,22.3,14.9,89.3,33.4,25.6,95.2,22.2,35.8,100.9,109.5,147.8,74.8,23.6,17.0,97.4,40.8,31.2,102.8
Almirón,CRY,7.63,WHU,6.12,BOU,7.11,LIV,6.61,BHA,4.39,6.37,5.7,4.0,369,100.0,0.0,179018,0,0,9,-9,3,3,4.0,4.0,3,Miguel,True,,0,59,179018.jpg,Almirón Rejala,41.6,False,0,a,15,4,109,5375728,72701,1050634,153440,0.7,18.5,1571,9,2,12,9,0,0,0,1,0,0,9,347,460.8,256.0,643.0,136.2,19,5.2671,1.89251,7.15961,15.9484,18,6,64,52,12,6,15,9,6.0,0.0,0.0,0.0,0.0,0.0,0.30174,0.0,0.10842,0.41016,0.91366,0.52,76,37,58,27,12,4,6,3,1.08848,0.68746,9,0,1,84.0,0.0,1.0,19.0,19.0,0.95,5.0,406.0,81.0,0.0,0.0,5.0,1.0,7.17,18.26,24.25,13.47,33.84,4.4,5.46,14.4,19.88,17.46,17.2,3,7,0,0.9,1.4,0.6,2.0,26.8,37.6,117.6,114.8,144.0,94.3,20.9,17.3,103.6,39.2,30.4,97.7,42.0,53.6,182.5,158.4,195.2,140.6,37.0,22.4,149.3,43.1,30.8,150.2
Fernandes,ARS,6.41,CRY,8.19,LEE,7.1,LEI,4.95,BRE,4.8,6.29,4.6,6.8,333,100.0,100.0,141746,0,0,-2,2,2,3,6.3,12.6,19,Bruno,False,,2022-10-30T20:30:07.084277Z,98,141746.jpg,Borges Fernandes,4.4,False,0,a,14,1,82,663413,89993,577077,14447,0.7,8.4,1619,4,4,8,19,0,0,0,5,0,0,11,329,443.4,672.9,468.0,158.4,18,3.2981,4.91554,8.21364,19.887,24,9,4,3,27,15,7,4,2.0,0.0,3.0,0.0,3.0,0.0,0.18334,0.0,0.27325,0.4566,1.10552,1.06,7,4,11,6,36,15,71,20,1.00062,0.44472,7,0,1,180.0,0.0,3.0,18.0,17.0,0.85,6.0,540.0,90.0,0.0,0.0,5.0,1.0,8.8,18.28,24.63,37.38,26.0,6.67,10.53,25.67,31.07,42.18,32.33,4,1,0,2.1,0.7,2.2,0.6,17.6,23.8,79.7,70.5,88.6,63.3,7.4,13.6,94.4,24.9,16.2,64.3,20.8,30.0,93.1,93.3,113.8,76.6,12.4,18.1,114.2,40.4,26.2,93.2
Trossard,LEI,6.05,BOU,7.34,CRY,7.18,FUL,6.56,NEW,3.67,6.16,5.2,0.8,111,100.0,0.0,116216,-1,1,2,-2,2,3,0.8,0.0,0,Leandro,False,,2023-01-08T00:00:08.175796Z,67,116216.jpg,Trossard,10.6,False,0,a,5,36,83,4479958,13150,3693776,299532,0.1,12.4,1316,7,3,4,23,0,0,0,1,0,0,5,254,384.8,355.8,673.0,141.3,16,4.437,2.11456,6.55156,19.4963,50,21,35,29,11,5,14,8,0.0,0.0,2.0,0.0,4.0,0.0,0.30344,0.0,0.14461,0.44806,1.33333,1.57,51,27,304,140,21,11,36,12,1.09422,0.27356,12,0,1,0.0,1.0,3.0,16.0,16.0,0.84,3.0,231.0,77.0,1.0,1.0,3.0,0.75,8.83,15.88,24.05,22.24,42.06,1.67,4.63,4.33,6.73,18.23,21.67,3,10,0,1.3,1.6,0.6,1.6,25.1,34.5,113.2,102.3,129.7,92.4,14.4,14.0,80.5,37.2,22.0,79.4,21.0,29.4,95.9,80.6,118.6,77.8,20.4,13.9,72.9,52.7,13.4,89.0
Salah,CHE,7.06,WOL,5.82,EVE,4.17,NEW,6.36,CRY,7.32,6.15,5.6,4.5,283,100.0,0.0,118748,-1,1,-2,2,3,3,5.0,5.5,2,Mohamed,False,,0,128,118748.jpg,Salah,28.5,False,0,a,12,14,100,3548643,22331,6478238,202907,0.4,7.8,1597,7,5,4,24,0,0,0,0,0,0,10,234,423.6,463.1,858.0,174.6,18,8.8651,2.99665,11.86175,25.1216,28,12,12,8,5,1,4,2,0.0,0.0,0.0,0.0,2.0,0.0,0.4996,0.0,0.16888,0.66848,1.41574,1.35,1,1,47,23,16,8,12,5,1.0144,0.22542,5,0,1,90.0,0.0,2.0,18.0,18.0,0.9,5.0,450.0,90.0,0.0,0.0,5.0,1.0,9.7,13.0,23.53,25.73,47.67,4.0,7.8,10.2,17.32,20.8,40.0,3,6,1,1.1,1.0,1.0,1.0,22.8,32.4,107.8,97.8,119.4,77.8,18.6,16.7,104.8,34.3,27.3,88.4,33.8,45.3,152.8,147.7,154.0,109.0,31.8,25.0,165.0,43.8,40.6,138.2
White,MUN,5.53,EVE,5.27,BRE,7.5,AVL,7.82,LEI,4.57,6.14,4.7,4.5,10,100.0,0.0,198869,0,0,2,-2,0,2,5.0,4.5,8,Benjamin,False,,0,47,198869.jpg,White,13.9,False,0,a,1,3,84,1885027,58723,1036715,21903,1.0,17.9,1464,0,2,10,11,0,0,0,3,0,0,9,379,309.0,238.4,43.0,59.0,18,0.3069,1.77953,2.08643,15.1073,80,23,73,10,277,83,118,20,0.0,0.0,0.0,0.0,0.0,0.0,0.01887,0.0,0.1094,0.12826,0.92873,0.68,309,51,45,9,32,7,25,9,1.10656,0.61475,18,1,0,90.0,0.0,2.0,18.0,18.0,0.9,5.0,404.0,81.0,0.0,0.0,5.0,1.0,3.28,21.06,17.17,13.24,2.39,5.2,3.52,22.2,16.36,16.92,1.8,3,14,1,1.5,1.1,2.4,0.6,19.9,30.1,90.7,86.5,123.4,75.2,11.4,13.0,82.1,26.4,21.2,66.8,12.6,22.8,60.8,59.0,108.4,51.0,8.6,13.1,87.6,27.8,15.2,59.4
Isak,CRY,9.05,WHU,6.4,BOU,7.04,LIV,5.52,BHA,2.55,6.11,6.5,2.0,594,100.0,100.0,219168,0,0,-4,4,0,4,2.0,2.0,8,Alexander,False,,2022-09-22T09:30:07.173534Z,66,219168.jpg,Isak,1.6,False,0,a,15,4,26,1109667,57779,1013567,4326,0.3,3.9,262,3,0,1,2,0,0,0,0,0,0,7,84,126.0,45.7,188.0,35.9,3,2.9594,0.12117,3.08057,2.7763,256,26,277,42,112,32,231,32,0.0,0.0,0.0,0.0,3.0,0.0,1.01659,0.0,0.04162,1.05821,0.95369,0.69,56,25,168,19,8,3,140,22,1.03053,0.34351,9,0,1,19.0,10.0,3.0,4.0,3.0,0.5,1.0,19.0,19.0,3.0,2.0,0.0,0.0,8.98,21.0,31.5,11.42,47.0,8.0,8.1,26.0,35.6,10.8,35.0,3,7,0,0.9,1.4,0.6,2.0,26.8,37.6,117.6,114.8,144.0,94.3,20.9,17.3,103.6,39.2,30.4,97.7,42.0,53.6,182.5,158.4,195.2,140.6,37.0,22.4,149.3,43.1,30.8,150.2
Son,FUL,7.48,MCI,4.5,LEI,6.49,WHU,5.49,CHE,6.55,6.1,3.8,3.2,428,100.0,100.0,85971,0,0,-4,4,1,3,3.7,5.9,4,Son,False,,2022-11-02T00:00:07.969471Z,116,85971.jpg,Heung-min,6.3,False,0,a,18,6,69,1230284,7522,2834650,22114,0.3,5.9,1480,4,2,5,24,0,0,0,0,0,0,3,203,338.8,442.0,576.0,135.4,17,4.8568,2.24964,7.10644,20.1221,69,30,17,11,17,9,17,11,1.0,0.0,3.0,0.0,3.0,0.0,0.29535,0.0,0.1368,0.43215,1.22364,1.46,5,3,98,43,82,41,54,17,1.03378,0.30405,1,0,1,180.0,1.0,3.0,18.0,16.0,0.84,5.0,450.0,90.0,0.0,1.0,4.0,0.8,7.52,11.28,18.82,24.56,32.0,3.2,5.5,9.8,17.56,11.46,26.0,2,9,0,1.6,1.4,1.8,1.0,26.5,41.2,128.1,115.9,168.5,98.8,14.7,16.2,93.6,37.4,31.4,82.5,28.4,44.6,129.4,139.7,177.8,110.0,18.0,19.4,128.4,46.2,18.6,107.4
Laporte,WOL,5.35,TOT,5.36,ARS,8.71,NFO,5.58,BOU,5.27,6.05,2.2,0.0,309,100.0,100.0,146941,0,0,-3,3,0,2,1.0,1.5,0,Aymeric,False,,2023-01-02T10:30:07.911178Z,57,146941.jpg,Laporte,0.5,False,0,a,13,43,9,63695,2336,88139,2994,0.0,1.6,285,0,0,1,5,0,0,0,0,0,0,0,56,50.8,51.0,40.0,14.1,3,0.1849,0.20567,0.39057,3.947,339,131,259,77,292,92,341,120,0.0,0.0,0.0,0.0,0.0,0.0,0.05839,0.0,0.06495,0.12334,1.24642,1.58,85,9,688,236,249,90,257,94,0.94737,0.31579,18,1,0,0.0,9.0,8.0,4.0,3.0,0.27,1.0,90.0,90.0,1.0,3.0,1.0,0.25,3.52,14.0,12.7,12.75,10.0,1.0,8.4,17.0,31.8,28.3,24.0,2,20,1,0.6,1.4,0.8,1.0,25.2,36.0,117.3,106.0,137.1,87.8,22.3,14.9,89.3,33.4,25.6,95.2,22.2,35.8,100.9,109.5,147.8,74.8,23.6,17.0,97.4,40.8,31.2,102.8
