web_name,opponent,element_type,defender,attacker,points_per_game,ict_index_pg,influence_pg,creativity_pg,threat_pg,bps_pg,form,ep_next,points_pg_last5,ict_index_pg_last5,bps_pg_last5,influence_pg_last5,creativity_pg_last5,threat_pg_last5,fixture_difficulty,is_home,opp_GS_pg,opp_GA_pg,opp_GS_last5_pg,opp_GA_last5_pg,opp_total_points_conceded_pg_atk,opp_total_points_conceded_pg_def,opp_total_points_conceded_pg_atk_last5,opp_total_points_conceded_pg_def_last5,opp_ict_index_conceded_pg_atk,opp_ict_index_conceded_pg_def,opp_ict_index_conceded_pg_atk_last5,opp_ict_index_conceded_pg_def_last5,opp_influence_conceded_pg_atk,opp_influence_conceded_pg_def,opp_influence_conceded_pg_atk_last5,opp_influence_conceded_pg_def_last5,opp_creativity_conceded_pg_atk,opp_creativity_conceded_pg_def,opp_creativity_conceded_pg_atk_last5,opp_creativity_conceded_pg_def_last5,opp_threat_conceded_pg_atk,opp_threat_conceded_pg_def,opp_threat_conceded_pg_atk_last5,opp_threat_conceded_pg_def_last5,opp_bps_conceded_pg_atk,opp_bps_conceded_pg_def,opp_bps_conceded_pg_atk_last5,opp_bps_conceded_pg_def_last5
Cédric,4.0,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.1,1.3,1.8,1.4,19.4,9.1,20.2,10.2,33.3,16.1,33.8,14.7,104.1,93.4,108.7,90.9,100.1,45.5,90.7,39.2,130.0,22.1,140.0,16.0,76.1,70.7,75.0,68.0
Xhaka,4.0,3,0,1,4.3,6.25,22.2,23.23,17.0,18.83,3.0,3.5,3.0,5.82,16.5,15.45,24.72,18.0,3.0,0.0,2.1,1.3,1.8,1.4,19.4,9.1,20.2,10.2,33.3,16.1,33.8,14.7,104.1,93.4,108.7,90.9,100.1,45.5,90.7,39.2,130.0,22.1,140.0,16.0,76.1,70.7,75.0,68.0
Elneny,4.0,3,0,1,2.0,0.8,4.2,3.8,0.0,15.0,0.5,0.0,2.0,0.8,15.0,4.2,3.8,0.0,3.0,0.0,2.1,1.3,1.8,1.4,19.4,9.1,20.2,10.2,33.3,16.1,33.8,14.7,104.1,93.4,108.7,90.9,100.1,45.5,90.7,39.2,130.0,22.1,140.0,16.0,76.1,70.7,75.0,68.0
Holding,4.0,2,1,0,1.0,0.1,1.1,0.0,0.0,4.0,0.5,1.0,1.0,0.1,4.0,1.1,0.0,0.0,3.0,0.0,2.1,1.3,1.8,1.4,19.4,9.1,20.2,10.2,33.3,16.1,33.8,14.7,104.1,93.4,108.7,90.9,100.1,45.5,90.7,39.2,130.0,22.1,140.0,16.0,76.1,70.7,75.0,68.0
Partey,4.0,3,0,1,2.7,3.73,13.73,7.17,16.33,13.0,0.8,0.0,3.0,1.7,13.0,13.2,3.8,0.0,3.0,0.0,2.1,1.3,1.8,1.4,19.4,9.1,20.2,10.2,33.3,16.1,33.8,14.7,104.1,93.4,108.7,90.9,100.1,45.5,90.7,39.2,130.0,22.1,140.0,16.0,76.1,70.7,75.0,68.0
Ødegaard,4.0,3,0,1,5.7,8.23,26.17,27.07,29.0,22.17,7.2,7.7,7.25,10.6,26.25,36.5,34.7,34.75,3.0,0.0,2.1,1.3,1.8,1.4,19.4,9.1,20.2,10.2,33.3,16.1,33.8,14.7,104.1,93.4,108.7,90.9,100.1,45.5,90.7,39.2,130.0,22.1,140.0,16.0,76.1,70.7,75.0,68.0
Tierney,4.0,2,1,0,1.4,1.56,6.04,3.96,5.8,5.6,1.2,1.7,1.67,2.37,7.33,7.87,6.3,9.67,3.0,0.0,2.1,1.3,1.8,1.4,19.4,9.1,20.2,10.2,33.3,16.1,33.8,14.7,104.1,93.4,108.7,90.9,100.1,45.5,90.7,39.2,130.0,22.1,140.0,16.0,76.1,70.7,75.0,68.0
Pépé,4.0,3,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.1,1.3,1.8,1.4,19.4,9.1,20.2,10.2,33.3,16.1,33.8,14.7,104.1,93.4,108.7,90.9,100.1,45.5,90.7,39.2,130.0,22.1,140.0,16.0,76.1,70.7,75.0,68.0
White,4.0,2,1,0,3.8,2.15,12.97,7.22,1.33,18.17,4.2,4.7,4.25,1.83,19.0,9.15,7.0,2.0,3.0,0.0,2.1,1.3,1.8,1.4,19.4,9.1,20.2,10.2,33.3,16.1,33.8,14.7,104.1,93.4,108.7,90.9,100.1,45.5,90.7,39.2,130.0,22.1,140.0,16.0,76.1,70.7,75.0,68.0
Nketiah,4.0,4,0,1,1.0,2.37,3.17,3.8,17.0,2.33,1.0,1.5,1.0,2.72,2.25,3.65,3.0,21.25,3.0,0.0,2.1,1.3,1.8,1.4,19.4,9.1,20.2,10.2,33.3,16.1,33.8,14.7,104.1,93.4,108.7,90.9,100.1,45.5,90.7,39.2,130.0,22.1,140.0,16.0,76.1,70.7,75.0,68.0
