id,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,last_opponent,defender,attacker,minutes_last_game,games_injured,games_dropped,games_played,games_started,nail,games_played_last5,minutes_last5,minutes_pg_last5,games_injured_last5,games_dropped_last5,games_started_last5,nail_last5,ict_index_pg,bps_pg,influence_pg,creativity_pg,threat_pg,points_pg_last5,ict_index_pg_last5,bps_pg_last5,influence_pg_last5,creativity_pg_last5,threat_pg_last5,fixture_difficulty,opponent,is_home,opp_GS_pg,opp_GA_pg,opp_GS_last5_pg,opp_GA_last5_pg,opp_total_points_conceded_pg_atk,opp_ict_index_conceded_pg_atk,opp_influence_conceded_pg_atk,opp_creativity_conceded_pg_atk,opp_threat_conceded_pg_atk,opp_bps_conceded_pg_atk,opp_total_points_conceded_pg_def,opp_ict_index_conceded_pg_def,opp_influence_conceded_pg_def,opp_creativity_conceded_pg_def,opp_threat_conceded_pg_def,opp_bps_conceded_pg_def,opp_total_points_conceded_pg_atk_last5,opp_ict_index_conceded_pg_atk_last5,opp_influence_conceded_pg_atk_last5,opp_creativity_conceded_pg_atk_last5,opp_threat_conceded_pg_atk_last5,opp_bps_conceded_pg_atk_last5,opp_total_points_conceded_pg_def_last5,opp_ict_index_conceded_pg_def_last5,opp_influence_conceded_pg_def_last5,opp_creativity_conceded_pg_def_last5,opp_threat_conceded_pg_def_last5,opp_bps_conceded_pg_def_last5
9,0.0,0.0,98745,0,0,-2,2,0,2,0.0,0.0,0,Héctor,0.0,False,Joined Real Betis on a season-long loan - Expected back 01 Jul,2021-08-31T22:00:09.090880Z,48,98745.jpg,0.0,Bellerín,0.2,False,0.0,u,1,3,0,3737,0,70670,21,0.0,0.0,Bellerín,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,686,242,685,242,673,241,686,242,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0,0.0,31.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,2.0,0.7,3.0,1.0,16.9,24.7,77.2,74.0,96.3,61.4,10.5,15.2,94.3,30.7,26.6,70.6,19.8,26.8,86.2,79.1,104.0,65.4,7.2,14.2,92.3,21.7,28.4,58.0
22,100.0,100.0,223340,0,0,3,-3,3,3,8.5,4.5,1,Bukayo,4.0,False,0,2022-01-13T23:00:13.665796Z,68,223340.jpg,4.7,Saka,32.8,False,0.0,a,1,3,141,4649297,36496,2897172,79498,0.6,20.7,Saka,2315,9,6,13,27,0,0,0,5,0,0,14,446,623.2,803.0,1087.0,251.1,36,14,7,6,8,4,6,5,1.0,0.0,0.0,0.0,0.0,0.0,4,0,1,90.0,1.0,7.0,30.0,24.0,0.77,6.0,495.0,82.0,0.0,0.0,5.0,1.0,8.37,14.87,20.77,26.77,36.23,5.17,9.62,15.83,24.93,32.43,38.83,4.0,6.0,0.0,2.0,0.7,3.0,1.0,16.9,24.7,77.2,74.0,96.3,61.4,10.5,15.2,94.3,30.7,26.6,70.6,19.8,26.8,86.2,79.1,104.0,65.4,7.2,14.2,92.3,21.7,28.4,58.0
21,100.0,100.0,209289,0,0,2,-2,1,3,4.5,2.5,2,Emile,2.0,False,0,2022-03-07T09:30:13.243078Z,57,209289.jpg,4.3,Smith Rowe,10.7,False,0.0,a,1,3,112,3813115,12110,3549670,17600,0.4,19.6,Smith Rowe,1649,9,2,8,25,0,0,0,0,0,0,9,391,504.2,407.9,518.0,142.9,81,31,68,50,56,32,48,32,3.0,0.0,0.0,0.0,0.0,0.0,4,0,1,61.0,3.0,11.0,25.0,18.0,0.62,4.0,276.0,69.0,1.0,1.0,3.0,0.75,5.72,15.64,20.17,16.32,20.72,2.25,4.95,7.0,6.45,17.95,25.0,4.0,6.0,0.0,2.0,0.7,3.0,1.0,16.9,24.7,77.2,74.0,96.3,61.4,10.5,15.2,94.3,30.7,26.6,70.6,19.8,26.8,86.2,79.1,104.0,65.4,7.2,14.2,92.3,21.7,28.4,58.0
20,100.0,100.0,205533,0,0,-1,1,0,4,2.5,1.5,1,Edward,1.0,False,0,2021-08-08T18:00:05.173437Z,54,205533.jpg,1.2,Nketiah,0.3,False,0.0,a,1,3,15,56863,998,50127,606,0.2,2.8,Nketiah,166,0,1,0,6,0,0,0,1,0,0,0,40,38.2,70.4,62.0,16.8,431,53,296,44,322,53,385,51,0.0,0.0,0.0,0.0,0.0,0.0,4,0,1,28.0,2.0,30.0,11.0,0.0,0.0,5.0,86.0,17.0,0.0,5.0,0.0,0.0,1.53,3.64,3.47,6.4,5.64,1.0,1.26,0.4,1.0,5.0,7.4,4.0,6.0,0.0,2.0,0.7,3.0,1.0,16.9,24.7,77.2,74.0,96.3,61.4,10.5,15.2,94.3,30.7,26.6,70.6,19.8,26.8,86.2,79.1,104.0,65.4,7.2,14.2,92.3,21.7,28.4,58.0
18,0.0,0.0,198849,0,0,0,0,0,3,0.0,0.0,0,Lucas,0.0,False,Joined Fiorentina on a season-long loan - Expected back 01 Jul,2021-08-25T22:00:08.179808Z,45,198849.jpg,0.0,Torreira,0.1,False,0.0,u,1,3,0,6292,0,33960,22,0.0,0.0,Torreira,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,621,238,615,238,598,236,623,239,0.0,0.0,0.0,0.0,0.0,0.0,4,0,1,0.0,30.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,2.0,0.7,3.0,1.0,16.9,24.7,77.2,74.0,96.3,61.4,10.5,15.2,94.3,30.7,26.6,70.6,19.8,26.8,86.2,79.1,104.0,65.4,7.2,14.2,92.3,21.7,28.4,58.0
17,100.0,75.0,195735,0,0,-6,6,0,3,2.1,1.0,1,Nicolas,0.8,False,0,2022-04-04T22:30:18.062274Z,69,195735.jpg,2.4,Pépé,0.8,False,0.0,a,1,3,38,136386,281,355780,593,0.1,5.5,Pépé,610,1,3,2,8,0,0,0,0,0,0,1,110,118.0,198.1,381.0,69.4,350,148,166,102,90,53,209,103,6.0,0.0,2.0,0.0,3.0,0.0,4,0,1,16.0,3.0,24.0,14.0,5.0,0.17,4.0,75.0,19.0,1.0,4.0,0.0,0.0,4.96,7.86,8.43,14.15,27.21,1.25,1.73,1.5,0.8,1.07,16.5,4.0,6.0,0.0,2.0,0.7,3.0,1.0,16.9,24.7,77.2,74.0,96.3,61.4,10.5,15.2,94.3,30.7,26.6,70.6,19.8,26.8,86.2,79.1,104.0,65.4,7.2,14.2,92.3,21.7,28.4,58.0
16,0.0,0.0,192895,-1,1,0,0,3,2,0.0,0.0,0,Kieran,1.8,False,Knee injury - Unknown return date,2022-04-04T22:30:18.048398Z,50,192895.jpg,4.8,Tierney,8.0,False,0.0,i,1,3,106,2015243,125,1951037,124028,0.4,21.2,Tierney,1916,1,3,11,21,0,0,0,0,0,0,11,454,365.2,335.9,198.0,90.1,156,64,93,16,186,41,141,33,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0,0.0,4.0,8.0,22.0,20.0,0.71,4.0,360.0,90.0,2.0,0.0,3.0,1.0,4.1,20.64,16.6,15.27,9.0,3.5,3.07,20.25,17.0,13.1,0.5,4.0,6.0,0.0,2.0,0.7,3.0,1.0,16.9,24.7,77.2,74.0,96.3,61.4,10.5,15.2,94.3,30.7,26.6,70.6,19.8,26.8,86.2,79.1,104.0,65.4,7.2,14.2,92.3,21.7,28.4,58.0
15,0.0,0.0,167199,0,0,0,0,1,3,0.0,0.0,0,Thomas,1.2,False,Thigh injury - Unknown return date,2022-04-04T22:30:18.034453Z,50,167199.jpg,3.0,Partey,0.3,False,0.0,i,1,3,71,92327,46,79345,4438,0.2,14.2,Partey,2027,2,2,10,25,0,0,0,6,0,0,4,345,359.6,275.5,394.0,103.0,161,58,128,85,81,47,103,65,0.0,0.0,3.0,0.0,0.0,0.0,4,0,1,0.0,4.0,7.0,24.0,21.0,0.75,5.0,434.0,87.0,1.0,0.0,4.0,1.0,4.29,14.38,14.98,11.48,16.42,4.2,4.66,17.4,18.0,9.82,19.0,4.0,6.0,0.0,2.0,0.7,3.0,1.0,16.9,24.7,77.2,74.0,96.3,61.4,10.5,15.2,94.3,30.7,26.6,70.6,19.8,26.8,86.2,79.1,104.0,65.4,7.2,14.2,92.3,21.7,28.4,58.0
14,100.0,100.0,156074,0,0,-4,4,0,2,0.9,0.7,0,Rob,0.2,False,0,2021-09-11T17:30:15.865590Z,41,156074.jpg,1.8,Holding,0.6,False,0.0,a,1,3,16,72685,356,187445,520,0.0,3.9,Holding,432,0,0,2,8,0,0,0,2,0,0,0,89,128.2,3.4,30.0,16.2,337,131,445,165,368,135,390,145,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0,0.0,1.0,27.0,9.0,4.0,0.13,2.0,5.0,2.0,0.0,5.0,0.0,0.0,1.8,9.89,14.24,0.38,3.33,1.0,0.0,3.0,0.0,0.0,0.0,4.0,6.0,0.0,2.0,0.7,3.0,1.0,16.9,24.7,77.2,74.0,96.3,61.4,10.5,15.2,94.3,30.7,26.6,70.6,19.8,26.8,86.2,79.1,104.0,65.4,7.2,14.2,92.3,21.7,28.4,58.0
23,100.0,100.0,226597,1,-1,4,-4,4,2,6.1,3.3,1,Gabriel,2.8,False,0,2021-08-04T10:30:07.822243Z,54,226597.jpg,4.4,Magalhães,8.6,False,0.0,a,1,3,119,1411247,32555,720827,16814,0.5,22.0,Gabriel,2376,3,0,13,27,0,0,0,4,1,0,13,550,539.8,109.3,371.0,101.8,67,24,243,67,95,6,107,19,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0,90.0,2.0,5.0,27.0,25.0,0.83,6.0,540.0,90.0,0.0,0.0,5.0,1.0,3.77,20.37,19.99,4.05,13.74,3.0,3.43,17.83,15.17,6.43,12.83,4.0,6.0,0.0,2.0,0.7,3.0,1.0,16.9,24.7,77.2,74.0,96.3,61.4,10.5,15.2,94.3,30.7,26.6,70.6,19.8,26.8,86.2,79.1,104.0,65.4,7.2,14.2,92.3,21.7,28.4,58.0
