id,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,ict_index_rank,ict_index_rank_type,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards,last_opponent,defender,attacker,minutes_last_game,games_injured,games_dropped,games_played,games_started,nail,games_played_last5,minutes_last5,minutes_pg_last5,games_injured_last5,games_dropped_last5,games_started_last5,nail_last5,ict_index_pg,bps_pg,influence_pg,creativity_pg,threat_pg,points_pg_last5,ict_index_pg_last5,bps_pg_last5,influence_pg_last5,creativity_pg_last5,threat_pg_last5,fixture_difficulty,opponent,is_home,opp_GS_pg,opp_GA_pg,opp_GS_last5_pg,opp_GA_last5_pg,opp_total_points_conceded_pg_atk,opp_ict_index_conceded_pg_atk,opp_influence_conceded_pg_atk,opp_creativity_conceded_pg_atk,opp_threat_conceded_pg_atk,opp_bps_conceded_pg_atk,opp_total_points_conceded_pg_def,opp_ict_index_conceded_pg_def,opp_influence_conceded_pg_def,opp_creativity_conceded_pg_def,opp_threat_conceded_pg_def,opp_bps_conceded_pg_def,opp_total_points_conceded_pg_atk_last5,opp_ict_index_conceded_pg_atk_last5,opp_influence_conceded_pg_atk_last5,opp_creativity_conceded_pg_atk_last5,opp_threat_conceded_pg_atk_last5,opp_bps_conceded_pg_atk_last5,opp_total_points_conceded_pg_def_last5,opp_ict_index_conceded_pg_def_last5,opp_influence_conceded_pg_def_last5,opp_creativity_conceded_pg_def_last5,opp_threat_conceded_pg_def_last5,opp_bps_conceded_pg_def_last5
488,9,333,100.0,100.0,5,195735,-1,1,-4,4,571.3,31,26,2,3,3.0,4.0,1,Nicolas,3.0,26,5,163.4,43,22,False,478.4,98,33,1744,0,2019-12-11T12:30:12.556688Z,91,0,0,0,195735.jpg,3.7,0,0,Pépé,3.8,False,0.0,a,1,3,582.0,55,29,100,672246,2653,778803,25759,0.3,11.0,Pépé,3,14,0,1,8.0,0.0,13.0,27.0,19.0,0.59,4.0,225.0,56.0,0.0,2.0,3.0,0.6,6.05,12.33,17.72,21.16,21.56,3.75,3.9,8.0,10.05,10.45,18.5,3.0,16.0,0.0,1.3,1.7,1.4,1.4,26.3,38.4,133.7,104.8,145.4,100.7,15.7,16.6,106.8,31.0,27.6,82.2,25.2,34.0,112.5,86.5,141.4,89.8,19.2,12.8,83.5,21.9,21.6,81.8
427,1,56,100.0,0.0,2,98980,0,0,-2,2,0.0,556,52,0,1,3.5,4.5,5,Emiliano,3.5,2,0,6.4,428,31,False,63.6,391,31,230,0,0,43,0,0,0,98980.jpg,4.7,0,8,Martínez,2.1,False,0.0,a,1,3,0.0,530,46,14,159892,21078,30390,3732,0.8,3.3,Martínez,1,14,1,0,90.0,0.0,29.0,3.0,3.0,0.09,3.0,230.0,77.0,0.0,2.0,3.0,0.6,2.13,18.67,21.2,0.0,0.0,4.67,2.13,18.67,21.2,0.0,0.0,3.0,16.0,0.0,1.3,1.7,1.4,1.4,26.3,38.4,133.7,104.8,145.4,100.7,15.7,16.6,106.8,31.0,27.6,82.2,25.2,34.0,112.5,86.5,141.4,89.8,19.2,12.8,83.5,21.9,21.6,81.8
467,5,197,0.0,0.0,3,101184,0,0,-2,2,113.5,243,66,0,2,0.0,0.0,0,Calum,0.0,15,1,58.7,234,69,False,272.0,235,94,1102,Knee injury - Unknown return date,2019-12-29T14:30:27.183032Z,43,0,0,0,101184.jpg,3.0,0,0,Chambers,0.6,False,0.0,i,1,3,203.0,174,35,42,140585,9,173038,166,0.0,9.8,Chambers,5,14,1,0,0.0,13.0,8.0,14.0,11.0,0.58,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.19,14.07,19.43,8.11,14.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,0.0,1.3,1.7,1.4,1.4,26.3,38.4,133.7,104.8,145.4,100.7,15.7,16.6,106.8,31.0,27.6,82.2,25.2,34.0,112.5,86.5,141.4,89.8,19.2,12.8,83.5,21.9,21.6,81.8
469,3,232,100.0,100.0,5,182539,0,0,-3,3,319.1,102,68,1,3,2.5,3.5,3,Daniel,2.5,16,0,68.2,204,105,False,260.0,247,99,1242,0,2019-11-06T17:30:16.584319Z,52,0,0,0,182539.jpg,2.5,0,0,Ceballos Fernández,3.0,False,0.0,a,1,3,103.0,258,132,45,1024398,1161,1157907,1457,0.5,8.7,Ceballos,0,14,0,1,90.0,9.0,10.0,18.0,13.0,0.57,5.0,427.0,85.0,0.0,1.0,4.0,0.8,3.79,12.89,14.44,17.73,5.72,2.6,3.66,16.6,17.44,17.88,1.2,3.0,16.0,0.0,1.3,1.7,1.4,1.4,26.3,38.4,133.7,104.8,145.4,100.7,15.7,16.6,106.8,31.0,27.6,82.2,25.2,34.0,112.5,86.5,141.4,89.8,19.2,12.8,83.5,21.9,21.6,81.8
486,3,244,100.0,75.0,3,58822,0,0,-2,2,201.8,177,40,0,2,1.8,2.1,7,Cédric,1.8,18,1,65.1,210,59,False,333.6,189,70,1319,0,2020-06-19T23:30:18.204187Z,48,0,0,0,58822.jpg,2.9,0,0,Soares,0.2,False,0.0,a,1,3,114.0,249,67,50,26184,1648,36642,191,0.4,10.4,Cédric,1,14,1,0,13.0,12.0,6.0,17.0,14.0,0.7,1.0,13.0,13.0,4.0,1.0,0.0,0.0,3.83,14.35,19.62,11.87,6.71,7.0,5.4,22.0,42.4,4.7,7.0,3.0,16.0,0.0,1.3,1.7,1.4,1.4,26.3,38.4,133.7,104.8,145.4,100.7,15.7,16.6,106.8,31.0,27.6,82.2,25.2,34.0,112.5,86.5,141.4,89.8,19.2,12.8,83.5,21.9,21.6,81.8
489,0,73,100.0,100.0,2,200641,0,0,-2,2,132.5,233,137,0,3,0.8,1.8,1,Reiss,0.8,6,0,33.9,329,144,False,64.6,389,162,541,0,2020-01-18T17:00:23.535651Z,53,0,0,0,200641.jpg,1.6,0,0,Nelson,0.1,False,0.0,a,1,3,142.0,225,120,22,13481,58,19651,126,0.2,4.2,Nelson,1,14,0,1,57.0,6.0,21.0,13.0,5.0,0.19,3.0,104.0,35.0,0.0,4.0,1.0,0.2,2.61,5.62,4.97,10.19,10.92,1.33,2.07,5.67,3.8,12.5,4.33,3.0,16.0,0.0,1.3,1.7,1.4,1.4,26.3,38.4,133.7,104.8,145.4,100.7,15.7,16.6,106.8,31.0,27.6,82.2,25.2,34.0,112.5,86.5,141.4,89.8,19.2,12.8,83.5,21.9,21.6,81.8
490,0,126,100.0,100.0,1,200089,0,0,-3,3,138.3,228,134,0,3,2.5,3.5,1,Joseph,2.5,14,1,45.9,290,133,False,143.8,324,139,700,0,2019-09-07T11:30:17.190466Z,47,0,0,0,200089.jpg,1.4,0,0,Willock,0.2,False,0.0,a,1,3,178.0,195,103,33,30252,353,33797,474,0.5,7.0,Willock,1,14,0,1,32.0,1.0,26.0,22.0,5.0,0.16,3.0,127.0,42.0,0.0,4.0,1.0,0.2,2.09,5.73,6.54,6.29,8.09,3.33,3.2,10.33,16.47,1.8,14.67,3.0,16.0,0.0,1.3,1.7,1.4,1.4,26.3,38.4,133.7,104.8,145.4,100.7,15.7,16.6,106.8,31.0,27.6,82.2,25.2,34.0,112.5,86.5,141.4,89.8,19.2,12.8,83.5,21.9,21.6,81.8
106,10,425,100.0,100.0,7,41270,0,0,-3,3,104.9,250,70,2,2,0.8,1.8,6,David,0.8,35,2,87.4,144,36,False,589.6,56,20,2300,0,2020-06-28T16:30:14.772979Z,57,0,0,0,41270.jpg,3.0,2,0,Luiz Moreira Marinho,4.9,False,0.0,a,1,3,178.0,199,42,82,320168,709,634164,4302,0.1,14.4,David Luiz,4,14,1,0,90.0,1.0,6.0,27.0,25.0,0.81,3.0,205.0,68.0,1.0,2.0,2.0,0.5,3.24,15.74,21.84,3.89,6.59,3.33,1.7,13.33,14.33,0.57,2.33,3.0,16.0,0.0,1.3,1.7,1.4,1.4,26.3,38.4,133.7,104.8,145.4,100.7,15.7,16.6,106.8,31.0,27.6,82.2,25.2,34.0,112.5,86.5,141.4,89.8,19.2,12.8,83.5,21.9,21.6,81.8
504,5,129,0.0,0.0,2,444145,-1,1,-2,2,36.6,346,53,0,4,0.0,0.0,0,Gabriel Teodoro,0.0,9,3,42.5,304,43,False,162.8,310,35,656,Knee injury - Unknown return date,2020-06-24T13:00:17.558412Z,43,0,0,0,444145.jpg,2.8,0,0,Martinelli Silva,2.2,False,0.0,i,1,3,226.0,157,42,39,576230,189,520106,14859,0.0,9.1,Martinelli,1,14,0,1,0.0,4.0,22.0,14.0,6.0,0.21,0.0,0.0,0.0,2.0,3.0,0.0,0.0,3.04,9.21,11.63,2.61,16.14,0.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,0.0,1.3,1.7,1.4,1.4,26.3,38.4,133.7,104.8,145.4,100.7,15.7,16.6,106.8,31.0,27.6,82.2,25.2,34.0,112.5,86.5,141.4,89.8,19.2,12.8,83.5,21.9,21.6,81.8
541,2,206,100.0,100.0,5,223340,0,0,2,-2,267.8,131,80,0,3,2.2,3.2,0,Bukayo,2.2,15,0,70.6,194,101,False,259.6,248,100,1438,0,2020-02-02T17:00:24.409161Z,47,0,0,0,223340.jpg,2.5,0,0,Saka,5.2,False,0.0,a,1,3,178.0,196,104,52,762502,8713,377081,31196,0.5,11.1,Saka,5,14,0,1,0.0,3.0,10.0,21.0,14.0,0.58,4.0,356.0,89.0,0.0,2.0,3.0,0.6,3.36,9.81,12.36,12.75,8.48,3.0,4.35,10.5,12.5,23.28,7.75,3.0,16.0,0.0,1.3,1.7,1.4,1.4,26.3,38.4,133.7,104.8,145.4,100.7,15.7,16.6,106.8,31.0,27.6,82.2,25.2,34.0,112.5,86.5,141.4,89.8,19.2,12.8,83.5,21.9,21.6,81.8
