web_name,predicted_points_4,predicted_points_5,predicted_points_6,predicted_points_7,predicted_points_mean,points_per_game,form,id,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,in_dreamteam,news,news_added,now_cost,photo,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,last_opponent,fixture_difficulty,opponent,is_home,opp_GS_pg,opp_GA_pg,opp_GS_last5_pg,opp_GA_last5_pg,opp_total_points_conceded_pg_atk,opp_ict_index_conceded_pg_atk,opp_influence_conceded_pg_atk,opp_creativity_conceded_pg_atk,opp_threat_conceded_pg_atk,opp_bps_conceded_pg_atk,opp_total_points_conceded_pg_def,opp_ict_index_conceded_pg_def,opp_influence_conceded_pg_def,opp_creativity_conceded_pg_def,opp_threat_conceded_pg_def,opp_bps_conceded_pg_def,opp_total_points_conceded_pg_atk_last5,opp_ict_index_conceded_pg_atk_last5,opp_influence_conceded_pg_atk_last5,opp_creativity_conceded_pg_atk_last5,opp_threat_conceded_pg_atk_last5,opp_bps_conceded_pg_atk_last5,opp_total_points_conceded_pg_def_last5,opp_ict_index_conceded_pg_def_last5,opp_influence_conceded_pg_def_last5,opp_creativity_conceded_pg_def_last5,opp_threat_conceded_pg_def_last5,opp_bps_conceded_pg_def_last5,defender,attacker,minutes_last_game,games_injured,games_dropped,games_played,games_started,nail,games_played_last5,minutes_last5,minutes_pg_last5,games_injured_last5,games_dropped_last5,games_started_last5,nail_last5,ict_index_pg,bps_pg,influence_pg,creativity_pg,threat_pg,points_pg_last5,ict_index_pg_last5,bps_pg_last5,influence_pg_last5,creativity_pg_last5,threat_pg_last5
Luis Díaz,6.0,6.61,5.43,5.17,5.8,4.3,4.3,293,100.0,0.0,244731,0,0,0,0,0,3,5.8,4.8,2,Luis,False,0,0,80,244731.jpg,Díaz,21.5,False,0.0,a,12,14,13,557848,138255,471903,156381,0.5,1.6,257,1,0,0,5,0,0,0,1,0,0,3,28,57.6,23.6,113.0,19.2,78,31,136,83,17,11,39,27,0.0,0.0,0.0,0.0,0.0,0.0,14,2,3,1,0.7,2.3,0.7,2.3,33.3,46.6,142.5,168.2,154.7,117.7,28.0,14.9,76.9,34.0,38.7,117.0,33.3,46.6,142.5,168.2,154.7,117.7,28.0,14.9,76.9,34.0,38.7,117.0,0,1,90.0,0.0,0.0,3.0,3.0,1.0,3.0,257.0,86.0,0.0,0.0,3.0,1.0,6.4,9.33,19.2,7.87,37.67,4.33,6.4,9.33,19.2,7.87,37.67
Saint-Maximin,5.0,5.65,5.03,6.68,5.59,6.0,6.0,368,100.0,0.0,170137,0,0,-1,1,1,3,6.0,5.0,13,Allan,False,0,0,64,170137.jpg,Saint-Maximin,8.3,False,0.0,a,15,4,18,300997,220976,269674,44213,0.9,2.8,253,0,3,2,3,0,0,0,1,0,0,2,54,61.8,81.4,124.0,26.8,67,25,20,14,13,7,14,9,0.0,0.0,0.0,0.0,0.0,0.0,13,2,20,0,0.3,1.0,0.3,1.0,20.3,30.5,84.5,91.9,128.7,67.7,29.3,15.6,106.1,30.7,18.7,120.3,20.3,30.5,84.5,91.9,128.7,67.7,29.3,15.6,106.1,30.7,18.7,120.3,0,1,90.0,0.0,0.0,3.0,3.0,1.0,3.0,253.0,84.0,0.0,0.0,3.0,1.0,8.93,18.0,20.6,27.13,41.33,6.0,8.93,18.0,20.6,27.13,41.33
Son,3.58,7.6,5.73,5.35,5.56,3.3,3.3,428,100.0,0.0,85971,0,0,-1,1,0,3,4.3,3.8,3,Son,False,0,0,119,85971.jpg,Heung-min,15.8,False,0.0,a,18,6,10,132525,21993,778819,239009,0.3,0.8,243,0,1,1,3,0,0,0,0,0,0,0,24,46.8,73.1,124.0,24.2,117,49,30,22,14,8,18,12,1.0,0.0,3.0,0.0,3.0,0.0,20,2,16,0,0.7,1.0,0.7,1.0,18.0,45.4,104.9,149.6,199.3,68.7,23.7,21.8,107.9,75.3,35.0,99.0,18.0,45.4,104.9,149.6,199.3,68.7,23.7,21.8,107.9,75.3,35.0,99.0,0,1,75.0,0.0,0.0,3.0,3.0,1.0,3.0,243.0,81.0,0.0,0.0,3.0,1.0,8.07,8.0,15.6,24.37,41.33,3.33,8.07,8.0,15.6,24.37,41.33
Elliott,6.18,5.77,4.91,4.93,5.45,2.3,2.3,294,100.0,0.0,444884,0,0,0,0,0,3,3.8,2.8,2,Harvey,False,0,0,50,444884.jpg,Elliott,0.4,False,0.0,a,12,14,7,33721,7931,15703,6327,0.5,1.4,207,0,0,0,4,0,0,0,0,0,0,2,35,28.4,66.7,97.0,19.2,195,77,37,26,23,17,37,25,0.0,0.0,0.0,0.0,0.0,0.0,14,2,3,1,0.7,2.3,0.7,2.3,33.3,46.6,142.5,168.2,154.7,117.7,28.0,14.9,76.9,34.0,38.7,117.0,33.3,46.6,142.5,168.2,154.7,117.7,28.0,14.9,76.9,34.0,38.7,117.0,0,1,90.0,0.0,1.0,3.0,2.0,0.67,3.0,207.0,69.0,0.0,1.0,2.0,0.67,6.4,11.67,9.47,22.23,32.33,2.33,6.4,11.67,9.47,22.23,32.33
Alisson,5.41,6.16,4.88,5.35,5.45,1.3,1.3,281,100.0,0.0,116535,0,0,0,0,0,1,2.8,1.8,1,Alisson,False,0,0,55,116535.jpg,Ramses Becker,16.4,False,0.0,a,12,14,4,118667,37935,397068,101000,0.2,0.7,270,0,0,0,5,0,0,0,0,0,5,0,42,48.8,0.0,0.0,4.9,108,15,579,60,572,60,232,15,0.0,0.0,0.0,0.0,0.0,0.0,14,2,3,1,0.7,2.3,0.7,2.3,33.3,46.6,142.5,168.2,154.7,117.7,28.0,14.9,76.9,34.0,38.7,117.0,33.3,46.6,142.5,168.2,154.7,117.7,28.0,14.9,76.9,34.0,38.7,117.0,1,0,90.0,0.0,0.0,3.0,3.0,1.0,3.0,270.0,90.0,0.0,0.0,3.0,1.0,1.63,14.0,16.27,0.0,0.0,1.33,1.63,14.0,16.27,0.0,0.0
Haaland,5.24,4.4,5.59,6.51,5.44,8.0,8.0,318,100.0,0.0,223094,0,0,2,-2,1,4,9.0,9.0,6,Erling,True,0,0,117,223094.jpg,Haaland,61.5,False,0.0,a,13,43,24,1680816,168139,265030,93607,0.7,2.1,240,3,1,2,3,0,0,0,0,0,0,3,92,123.8,30.0,166.0,32.0,8,3,111,12,4,3,10,4,0.0,0.0,0.0,0.0,1.0,0.0,15,2,7,1,1.3,1.3,1.3,1.3,23.0,37.4,114.6,116.9,145.7,88.7,21.7,23.4,122.6,63.3,48.0,109.3,23.0,37.4,114.6,116.9,145.7,88.7,21.7,23.4,122.6,63.3,48.0,109.3,0,1,90.0,0.0,0.0,3.0,3.0,1.0,3.0,240.0,80.0,0.0,0.0,3.0,1.0,10.67,30.67,41.27,10.0,55.33,8.0,10.67,30.67,41.27,10.0,55.33
Havertz,5.59,4.89,6.31,4.56,5.34,1.7,1.7,145,100.0,0.0,219847,0,0,-1,1,0,4,2.2,2.7,2,Kai,False,0,0,79,219847.jpg,Havertz,3.5,False,0.0,a,6,8,5,119536,17774,223084,61445,0.2,0.6,253,0,0,1,4,0,0,0,1,0,0,0,-1,19.4,31.9,92.0,14.4,227,23,105,10,27,8,74,12,0.0,0.0,0.0,0.0,3.0,0.0,11,3,10,1,1.7,2.7,1.7,2.7,33.3,41.5,170.0,118.9,126.3,141.3,8.3,9.7,59.1,25.5,13.0,58.0,33.3,41.5,170.0,118.9,126.3,141.3,8.3,9.7,59.1,25.5,13.0,58.0,0,1,90.0,0.0,0.0,3.0,3.0,1.0,3.0,253.0,84.0,0.0,0.0,3.0,1.0,4.8,-0.33,6.47,10.63,30.67,1.67,4.8,-0.33,6.47,10.63,30.67
James,6.09,4.46,6.38,4.39,5.33,5.0,5.0,146,100.0,0.0,225796,0,0,1,-1,0,2,5.5,6.0,1,Reece,False,0,0,61,225796.jpg,James,43.4,False,0.0,a,6,8,15,802549,153563,441755,202065,0.8,2.5,270,1,0,1,5,0,0,0,2,0,0,3,73,86.8,85.3,53.0,22.5,29,7,15,4,60,6,27,3,3.0,0.0,1.0,0.0,0.0,0.0,11,3,10,1,1.7,2.7,1.7,2.7,33.3,41.5,170.0,118.9,126.3,141.3,8.3,9.7,59.1,25.5,13.0,58.0,33.3,41.5,170.0,118.9,126.3,141.3,8.3,9.7,59.1,25.5,13.0,58.0,1,0,90.0,0.0,0.0,3.0,3.0,1.0,3.0,270.0,90.0,0.0,0.0,3.0,1.0,7.5,24.33,28.93,28.43,17.67,5.0,7.5,24.33,28.93,28.43,17.67
Zaha,5.43,5.86,5.19,4.79,5.32,7.0,7.0,160,100.0,0.0,82403,1,-1,1,-1,0,3,6.0,7.0,12,Wilfried,False,0,0,71,82403.jpg,Zaha,11.3,False,0.0,a,7,31,21,509954,292357,236424,67878,1.0,3.0,261,3,0,0,4,0,0,1,1,0,0,3,68,134.8,77.0,127.0,33.9,5,3,26,18,11,6,7,5,4.0,0.0,0.0,0.0,1.0,0.0,2,5,13,0,3.0,1.0,3.0,1.0,19.3,22.7,82.7,56.8,89.0,73.0,5.7,13.4,95.5,25.9,12.3,61.0,19.3,22.7,82.7,56.8,89.0,73.0,5.7,13.4,95.5,25.9,12.3,61.0,0,1,81.0,0.0,0.0,3.0,3.0,1.0,3.0,261.0,87.0,0.0,0.0,3.0,1.0,11.3,22.67,44.93,25.67,42.33,7.0,11.3,22.67,44.93,25.67,42.33
Mount,5.78,4.54,6.67,4.24,5.31,2.3,2.3,142,100.0,0.0,184341,0,0,-1,1,0,3,2.8,3.3,2,Mason,False,0,0,79,184341.jpg,Mount,6.5,False,0.0,a,6,8,7,96080,12416,382374,133620,0.3,0.9,230,0,0,1,5,0,0,0,0,0,0,0,31,58.4,83.4,92.0,23.5,75,28,16,12,26,19,24,16,1.0,0.0,3.0,0.0,2.0,0.0,11,3,10,1,1.7,2.7,1.7,2.7,33.3,41.5,170.0,118.9,126.3,141.3,8.3,9.7,59.1,25.5,13.0,58.0,33.3,41.5,170.0,118.9,126.3,141.3,8.3,9.7,59.1,25.5,13.0,58.0,0,1,76.0,0.0,0.0,3.0,3.0,1.0,3.0,230.0,77.0,0.0,0.0,3.0,1.0,7.83,10.33,19.47,27.8,30.67,2.33,7.83,10.33,19.47,27.8,30.67
Kane,3.75,6.54,5.4,5.3,5.25,5.3,5.3,427,100.0,0.0,78830,0,0,-1,1,0,4,6.3,5.8,6,Harry,False,0,0,114,78830.jpg,Kane,17.6,False,0.0,a,18,6,16,282768,104529,1113401,74894,0.5,1.4,270,2,0,1,3,0,0,0,1,0,0,3,66,94.8,81.5,158.0,33.5,20,5,19,2,6,4,8,3,0.0,0.0,1.0,0.0,1.0,0.0,20,2,16,0,0.7,1.0,0.7,1.0,18.0,45.4,104.9,149.6,199.3,68.7,23.7,21.8,107.9,75.3,35.0,99.0,18.0,45.4,104.9,149.6,199.3,68.7,23.7,21.8,107.9,75.3,35.0,99.0,0,1,90.0,0.0,0.0,3.0,3.0,1.0,3.0,270.0,90.0,0.0,0.0,3.0,1.0,11.17,22.0,31.6,27.17,52.67,5.33,11.17,22.0,31.6,27.17,52.67
Toney,5.08,4.83,6.1,4.98,5.25,8.3,8.3,80,100.0,0.0,144485,1,-1,2,-2,0,4,8.3,8.8,8,Ivan,True,0,0,72,144485.jpg,Toney,17.8,False,0.0,a,4,94,25,1226765,425728,191378,53940,1.2,3.5,270,2,2,1,5,0,0,0,0,0,0,5,82,114.4,82.0,87.0,28.4,11,4,18,1,32,11,13,5,0.0,0.0,0.0,0.0,1.0,0.0,9,2,8,1,0.7,1.3,0.7,1.3,27.0,36.8,117.6,100.2,149.7,97.3,21.3,21.1,116.0,59.1,36.0,106.3,27.0,36.8,117.6,100.2,149.7,97.3,21.3,21.1,116.0,59.1,36.0,106.3,0,1,90.0,0.0,0.0,3.0,3.0,1.0,3.0,270.0,90.0,0.0,0.0,3.0,1.0,9.47,27.33,38.13,27.33,29.0,8.33,9.47,27.33,38.13,27.33,29.0
Alexander-Arnold,6.23,5.28,4.48,4.99,5.25,1.3,1.3,285,100.0,0.0,169187,0,0,0,0,0,2,2.8,1.8,0,Trent,False,0,0,75,169187.jpg,Alexander-Arnold,47.7,False,0.0,a,12,14,4,208294,56137,896031,363898,0.2,0.5,270,0,0,0,5,0,0,0,1,0,0,1,49,51.0,138.5,47.0,23.7,103,37,4,1,76,12,22,2,1.0,0.0,1.0,0.0,0.0,0.0,14,2,3,1,0.7,2.3,0.7,2.3,33.3,46.6,142.5,168.2,154.7,117.7,28.0,14.9,76.9,34.0,38.7,117.0,33.3,46.6,142.5,168.2,154.7,117.7,28.0,14.9,76.9,34.0,38.7,117.0,1,0,90.0,0.0,0.0,3.0,3.0,1.0,3.0,270.0,90.0,0.0,0.0,3.0,1.0,7.9,16.33,17.0,46.17,15.67,1.33,7.9,16.33,17.0,46.17,15.67
Welbeck,5.88,4.82,5.47,4.62,5.2,4.7,4.7,103,100.0,0.0,50175,0,0,0,0,0,4,5.2,4.7,5,Danny,False,0,0,65,50175.jpg,Welbeck,1.7,False,0.0,a,5,36,14,130799,35235,58376,16689,0.7,2.2,270,0,2,2,1,0,0,0,0,0,0,2,41,31.8,65.1,82.0,17.9,184,16,39,3,37,12,48,10,0.0,0.0,0.0,0.0,0.0,0.0,19,2,11,1,2.3,1.0,2.3,1.0,21.7,38.6,119.9,131.3,134.7,90.7,7.0,16.9,101.8,32.8,34.3,64.7,21.7,38.6,119.9,131.3,134.7,90.7,7.0,16.9,101.8,32.8,34.3,64.7,0,1,90.0,0.0,0.0,3.0,3.0,1.0,3.0,270.0,90.0,0.0,0.0,3.0,1.0,5.97,13.67,10.6,21.7,27.33,4.67,5.97,13.67,10.6,21.7,27.33
Kulusevski,3.62,6.51,5.17,5.43,5.18,6.0,6.0,446,100.0,0.0,445044,0,0,2,-2,1,3,7.0,6.5,3,Dejan,False,0,0,82,445044.jpg,Kulusevski,15.1,False,0.0,a,18,6,18,967090,111067,353337,149487,0.7,2.2,260,1,1,1,3,0,0,0,0,0,0,3,59,76.8,81.2,61.0,21.9,40,16,22,16,52,35,30,19,3.0,0.0,0.0,0.0,0.0,0.0,20,2,16,0,0.7,1.0,0.7,1.0,18.0,45.4,104.9,149.6,199.3,68.7,23.7,21.8,107.9,75.3,35.0,99.0,18.0,45.4,104.9,149.6,199.3,68.7,23.7,21.8,107.9,75.3,35.0,99.0,0,1,85.0,0.0,0.0,3.0,3.0,1.0,3.0,260.0,87.0,0.0,0.0,3.0,1.0,7.3,19.67,25.6,27.07,20.33,6.0,7.3,19.67,25.6,27.07,20.33
Foden,4.99,4.1,5.42,6.18,5.17,4.7,4.7,314,100.0,0.0,209244,0,0,0,0,0,3,5.7,5.7,2,Phil,False,0,0,80,209244.jpg,Foden,7.7,False,0.0,a,13,43,14,302963,38586,214400,81692,0.6,1.8,222,1,1,1,3,0,0,0,0,0,0,0,66,83.4,107.3,77.0,26.8,31,12,8,6,41,27,15,10,2.0,0.0,0.0,0.0,0.0,0.0,15,2,7,1,1.3,1.3,1.3,1.3,23.0,37.4,114.6,116.9,145.7,88.7,21.7,23.4,122.6,63.3,48.0,109.3,23.0,37.4,114.6,116.9,145.7,88.7,21.7,23.4,122.6,63.3,48.0,109.3,0,1,90.0,0.0,1.0,3.0,2.0,0.67,3.0,222.0,74.0,0.0,1.0,2.0,0.67,8.93,22.0,27.8,35.77,25.67,4.67,8.93,22.0,27.8,35.77,25.67
Rashford,5.52,6.58,4.35,4.18,5.16,4.3,4.3,335,100.0,0.0,176297,0,0,-2,2,0,3,4.8,3.8,10,Marcus,False,0,0,63,176297.jpg,Rashford,5.2,False,0.0,a,14,1,13,149087,91339,703642,61665,0.7,2.1,265,1,0,0,7,0,0,0,1,0,0,3,35,57.2,41.4,141.0,24.0,84,35,83,57,8,3,19,13,0.0,0.0,0.0,0.0,3.0,0.0,12,2,17,0,1.7,2.3,1.7,2.3,25.3,39.5,138.0,120.1,138.7,103.7,15.7,20.1,114.1,26.7,60.0,89.0,25.3,39.5,138.0,120.1,138.7,103.7,15.7,20.1,114.1,26.7,60.0,89.0,0,1,85.0,0.0,0.0,3.0,3.0,1.0,3.0,265.0,88.0,0.0,0.0,3.0,1.0,8.0,11.67,19.07,13.8,47.0,4.33,8.0,11.67,19.07,13.8,47.0
