web_name,opponent,element_type,defender,attacker,points_per_game,ict_index_pg,influence_pg,creativity_pg,threat_pg,bps_pg,form,ep_next,points_pg_last5,ict_index_pg_last5,bps_pg_last5,influence_pg_last5,creativity_pg_last5,threat_pg_last5,fixture_difficulty,is_home,opp_GS_pg,opp_GA_pg,opp_GS_last5_pg,opp_GA_last5_pg,opp_total_points_conceded_pg_atk,opp_total_points_conceded_pg_def,opp_total_points_conceded_pg_atk_last5,opp_total_points_conceded_pg_def_last5,opp_ict_index_conceded_pg_atk,opp_ict_index_conceded_pg_def,opp_ict_index_conceded_pg_atk_last5,opp_ict_index_conceded_pg_def_last5,opp_influence_conceded_pg_atk,opp_influence_conceded_pg_def,opp_influence_conceded_pg_atk_last5,opp_influence_conceded_pg_def_last5,opp_creativity_conceded_pg_atk,opp_creativity_conceded_pg_def,opp_creativity_conceded_pg_atk_last5,opp_creativity_conceded_pg_def_last5,opp_threat_conceded_pg_atk,opp_threat_conceded_pg_def,opp_threat_conceded_pg_atk_last5,opp_threat_conceded_pg_def_last5,opp_bps_conceded_pg_atk,opp_bps_conceded_pg_def,opp_bps_conceded_pg_atk_last5,opp_bps_conceded_pg_def_last5
Xhaka,9,3,0,1,4.0,5.9,20.49,22.88,15.6,17.35,3.3,6.6,2.8,5.9,14.4,17.24,29.42,12.2,2,0,1.4,1.4,1.0,0.8,25.7,16.7,26.4,30.2,39.5,16.4,40.6,20.6,123.8,95.7,116.5,126.0,112.3,37.7,137.3,51.1,159.7,31.0,153.6,28.6,95.2,87.9,102.0,135.2
Elneny,9,3,0,1,1.2,0.22,0.92,1.08,0.0,5.4,0.0,0.0,1.0,0.1,3.0,0.4,0.1,0.0,2,0,1.4,1.4,1.0,0.8,25.7,16.7,26.4,30.2,39.5,16.4,40.6,20.6,123.8,95.7,116.5,126.0,112.3,37.7,137.3,51.1,159.7,31.0,153.6,28.6,95.2,87.9,102.0,135.2
Holding,9,2,1,0,1.0,0.05,0.57,0.02,0.0,3.33,0.3,0.6,1.0,0.05,3.0,0.5,0.0,0.0,2,0,1.4,1.4,1.0,0.8,25.7,16.7,26.4,30.2,39.5,16.4,40.6,20.6,123.8,95.7,116.5,126.0,112.3,37.7,137.3,51.1,159.7,31.0,153.6,28.6,95.2,87.9,102.0,135.2
Partey,9,3,0,1,3.2,4.14,18.2,13.19,9.94,15.47,2.0,4.0,2.0,4.24,11.6,16.04,15.28,11.0,2,0,1.4,1.4,1.0,0.8,25.7,16.7,26.4,30.2,39.5,16.4,40.6,20.6,123.8,95.7,116.5,126.0,112.3,37.7,137.3,51.1,159.7,31.0,153.6,28.6,95.2,87.9,102.0,135.2
Ødegaard,9,3,0,1,6.3,8.79,26.98,31.37,29.42,23.26,5.3,10.6,6.2,7.56,22.4,24.32,32.02,19.2,2,0,1.4,1.4,1.0,0.8,25.7,16.7,26.4,30.2,39.5,16.4,40.6,20.6,123.8,95.7,116.5,126.0,112.3,37.7,137.3,51.1,159.7,31.0,153.6,28.6,95.2,87.9,102.0,135.2
Tierney,9,2,1,0,1.5,1.17,4.89,3.81,3.0,6.2,0.3,0.6,0.5,0.65,4.0,4.7,1.65,0.0,2,0,1.4,1.4,1.0,0.8,25.7,16.7,26.4,30.2,39.5,16.4,40.6,20.6,123.8,95.7,116.5,126.0,112.3,37.7,137.3,51.1,159.7,31.0,153.6,28.6,95.2,87.9,102.0,135.2
Pépé,9,3,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,1.4,1.4,1.0,0.8,25.7,16.7,26.4,30.2,39.5,16.4,40.6,20.6,123.8,95.7,116.5,126.0,112.3,37.7,137.3,51.1,159.7,31.0,153.6,28.6,95.2,87.9,102.0,135.2
White,9,2,1,0,4.3,3.04,15.99,12.21,2.25,19.7,3.3,6.6,3.6,1.86,15.0,11.72,5.6,1.2,2,0,1.4,1.4,1.0,0.8,25.7,16.7,26.4,30.2,39.5,16.4,40.6,20.6,123.8,95.7,116.5,126.0,112.3,37.7,137.3,51.1,159.7,31.0,153.6,28.6,95.2,87.9,102.0,135.2
Nketiah,9,4,0,1,2.4,3.93,9.97,3.5,26.06,7.44,5.7,11.4,5.2,8.46,17.8,24.92,4.48,55.4,2,0,1.4,1.4,1.0,0.8,25.7,16.7,26.4,30.2,39.5,16.4,40.6,20.6,123.8,95.7,116.5,126.0,112.3,37.7,137.3,51.1,159.7,31.0,153.6,28.6,95.2,87.9,102.0,135.2
Smith Rowe,9,3,0,1,1.0,1.36,3.16,7.34,3.6,4.2,0.3,0.0,1.0,0.0,3.0,0.0,0.0,0.0,2,0,1.4,1.4,1.0,0.8,25.7,16.7,26.4,30.2,39.5,16.4,40.6,20.6,123.8,95.7,116.5,126.0,112.3,37.7,137.3,51.1,159.7,31.0,153.6,28.6,95.2,87.9,102.0,135.2
