web_name,opponent_7,predicted_points_7,opponent_8,predicted_points_8,opponent_9,predicted_points_9,opponent_10,predicted_points_10,predicted_points_mean,points_per_game,form,id,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,in_dreamteam,news,news_added,now_cost,photo,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,last_opponent,fixture_difficulty,opponent,is_home,opp_GS_pg,opp_GA_pg,opp_GS_last5_pg,opp_GA_last5_pg,opp_total_points_conceded_pg_atk,opp_ict_index_conceded_pg_atk,opp_influence_conceded_pg_atk,opp_creativity_conceded_pg_atk,opp_threat_conceded_pg_atk,opp_bps_conceded_pg_atk,opp_total_points_conceded_pg_def,opp_ict_index_conceded_pg_def,opp_influence_conceded_pg_def,opp_creativity_conceded_pg_def,opp_threat_conceded_pg_def,opp_bps_conceded_pg_def,opp_total_points_conceded_pg_atk_last5,opp_ict_index_conceded_pg_atk_last5,opp_influence_conceded_pg_atk_last5,opp_creativity_conceded_pg_atk_last5,opp_threat_conceded_pg_atk_last5,opp_bps_conceded_pg_atk_last5,opp_total_points_conceded_pg_def_last5,opp_ict_index_conceded_pg_def_last5,opp_influence_conceded_pg_def_last5,opp_creativity_conceded_pg_def_last5,opp_threat_conceded_pg_def_last5,opp_bps_conceded_pg_def_last5,defender,attacker,minutes_last_game,games_injured,games_dropped,games_played,games_started,nail,games_played_last5,minutes_last5,minutes_pg_last5,games_injured_last5,games_dropped_last5,games_started_last5,nail_last5,ict_index_pg,bps_pg,influence_pg,creativity_pg,threat_pg,points_pg_last5,ict_index_pg_last5,bps_pg_last5,influence_pg_last5,creativity_pg_last5,threat_pg_last5
Salah,0,0.0,CHE,6.49,BHA,7.53,ARS,8.15,5.54,6.3,5.2,283,100.0,0.0,118748,-1,1,-1,1,1,3,6.2,6.2,3,Mohamed,False,0,0,129,118748.jpg,Salah,47.2,False,0.0,a,12,14,38,716198,56057,1756593,499150,0.4,2.9,540,2,3,2,6,0,0,0,0,0,0,5,93,163.2,284.5,262.0,71.0,23,10,2,2,10,5,4,1,0.0,0.0,0.0,0.0,2.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,90.0,0.0,0.0,6.0,6.0,1.0,5.0,450.0,90.0,0.0,0.0,5.0,1.0,11.83,15.5,27.2,47.42,43.67,5.2,12.5,11.8,24.72,52.9,47.4
Martinelli,0,0.0,BRE,5.8,TOT,6.88,LIV,6.55,4.81,6.0,5.6,19,100.0,0.0,444145,0,0,5,-5,1,3,6.1,6.1,2,Gabriel,False,0,0,65,444145.jpg,Martinelli Silva,46.6,False,0.0,a,1,3,36,3057016,245187,718149,109585,0.9,5.5,524,3,1,2,7,0,0,0,0,0,0,4,126,163.8,196.1,307.0,66.7,21,8,9,7,5,1,6,2,1.0,0.0,2.0,0.0,2.0,0.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,90.0,0.0,0.0,6.0,6.0,1.0,5.0,434.0,87.0,0.0,0.0,5.0,1.0,11.12,21.0,27.3,32.68,51.17,5.6,11.5,20.6,25.12,36.18,53.6
Jesus,0,0.0,BRE,5.6,TOT,6.71,LIV,6.28,4.65,5.5,6.2,28,100.0,0.0,205651,-1,1,1,-1,1,4,6.7,6.7,1,Gabriel,False,0,0,81,205651.jpg,Fernando de Jesus,77.0,False,0.0,a,1,3,33,1554389,88948,1098925,258546,0.8,4.1,520,3,3,2,7,0,0,0,3,0,0,3,111,188.6,154.6,390.0,73.4,14,6,23,2,2,2,3,3,0.0,0.0,0.0,0.0,0.0,0.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,90.0,0.0,0.0,6.0,6.0,1.0,5.0,438.0,88.0,0.0,0.0,5.0,1.0,12.23,18.5,31.43,25.77,65.0,6.2,13.7,20.8,36.24,30.28,70.4
Ødegaard,0,0.0,BRE,5.49,TOT,6.93,LIV,5.9,4.58,5.7,6.2,7,100.0,75.0,184029,-1,1,0,0,1,3,6.7,5.0,2,Martin,False,0,2022-08-31T22:30:06.412548Z,65,184029.jpg,Ødegaard,16.2,False,0.0,a,1,3,34,1259619,89301,1128534,144373,1.0,5.2,496,3,0,2,6,0,0,0,1,0,0,6,133,157.0,162.4,174.0,49.4,27,12,18,16,24,17,16,10,4.0,0.0,1.0,0.0,0.0,0.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,73.0,0.0,0.0,6.0,6.0,1.0,5.0,406.0,81.0,0.0,0.0,5.0,1.0,8.23,22.17,26.17,27.07,29.0,6.2,9.18,24.8,30.72,30.82,30.2
De Bruyne,0,0.0,WOL,5.03,MUN,7.59,SOU,5.21,4.46,5.8,5.8,301,100.0,0.0,61366,0,0,2,-2,1,3,6.3,6.8,7,Kevin,False,0,0,122,61366.jpg,De Bruyne,25.3,False,0.0,a,13,43,35,1517237,208103,883313,99337,0.5,2.9,466,1,4,2,6,0,0,0,0,0,0,5,132,186.4,314.4,159.0,65.9,16,5,1,1,31,21,7,3,1.0,0.0,1.0,0.0,3.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,90.0,0.0,1.0,6.0,5.0,0.83,5.0,379.0,76.0,0.0,1.0,4.0,0.8,10.98,22.0,31.07,52.4,26.5,5.8,11.44,21.6,32.4,54.28,27.8
Harrison,0,0.0,MUN,6.63,AVL,5.79,CRY,4.84,4.31,4.8,4.6,233,100.0,0.0,221399,1,-1,2,-2,1,3,5.1,4.6,1,Jack,False,0,0,62,221399.jpg,Harrison,5.8,False,0.0,a,11,2,29,727642,51599,305960,96836,0.7,4.7,463,1,3,1,7,0,0,0,2,0,0,5,94,157.6,223.8,120.0,50.1,25,11,5,4,50,33,12,6,1.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,45.0,0.0,1.0,6.0,5.0,0.83,5.0,373.0,75.0,0.0,1.0,4.0,0.8,8.35,15.67,26.27,37.3,20.0,4.6,7.54,13.8,24.56,29.0,22.0
Saka,0,0.0,BRE,5.3,TOT,6.23,LIV,5.46,4.25,4.7,4.4,13,100.0,0.0,223340,0,0,-2,2,0,3,4.9,4.9,7,Bukayo,False,0,0,78,223340.jpg,Saka,10.8,False,0.0,a,1,3,28,294774,49120,1311225,60028,0.6,3.6,527,1,3,2,7,0,0,0,1,0,0,1,98,114.4,168.0,213.0,49.5,73,30,14,12,15,9,15,9,2.0,0.0,0.0,0.0,1.0,0.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,90.0,0.0,0.0,6.0,6.0,1.0,5.0,437.0,87.0,0.0,0.0,5.0,1.0,8.25,16.33,19.07,28.0,35.5,4.4,9.0,17.6,22.52,32.08,35.4
Sterling,0,0.0,LIV,5.96,CRY,5.01,WOL,5.54,4.13,5.7,6.2,304,100.0,0.0,103955,0,0,0,0,1,3,6.7,6.7,2,Raheem,False,0,0,100,103955.jpg,Sterling,10.5,False,0.0,a,6,8,34,800671,160553,439880,96033,0.6,3.4,513,3,1,1,8,0,0,0,1,0,0,4,82,142.4,123.6,206.0,47.2,37,16,40,29,17,11,22,16,0.0,0.0,0.0,0.0,0.0,0.0,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,90.0,0.0,0.0,6.0,6.0,1.0,5.0,423.0,85.0,0.0,0.0,5.0,1.0,7.87,13.67,23.73,20.6,34.33,6.2,7.58,16.6,27.08,18.76,30.0
Luis Díaz,0,0.0,CHE,5.11,BHA,5.14,ARS,6.02,4.07,5.3,6.0,293,100.0,0.0,244731,0,0,2,-2,1,3,7.0,7.0,3,Luis,False,0,0,82,244731.jpg,Díaz,30.6,False,0.0,a,12,14,32,1928558,197643,961819,208796,0.7,3.9,527,3,0,2,6,0,0,0,1,0,0,4,86,142.4,75.6,267.0,48.4,36,15,81,58,9,4,18,12,0.0,0.0,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,90.0,0.0,0.0,6.0,6.0,1.0,5.0,450.0,90.0,0.0,0.0,5.0,1.0,8.07,14.33,23.73,12.6,44.5,6.0,9.18,17.0,28.48,14.44,48.6
Rashford,0,0.0,LEE,5.14,MCI,5.57,EVE,5.16,3.97,6.7,7.6,335,100.0,0.0,176297,1,-1,0,0,1,3,7.6,7.1,18,Marcus,True,0,0,65,176297.jpg,Rashford,17.0,False,0.0,a,14,1,40,1473764,911351,916095,38375,1.2,6.2,520,3,2,2,8,0,0,0,1,0,0,6,112,165.6,97.5,211.0,47.5,20,7,58,41,16,10,21,15,0.0,0.0,0.0,0.0,3.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,79.0,0.0,0.0,6.0,6.0,1.0,5.0,430.0,86.0,0.0,0.0,5.0,1.0,7.92,18.67,27.6,16.25,35.17,7.6,8.5,22.6,32.76,16.9,35.2
Maddison,0,0.0,TOT,5.58,NFO,5.38,BOU,4.82,3.94,4.4,3.4,261,100.0,100.0,172780,0,0,-1,1,0,3,3.4,3.4,2,James,False,0,2022-08-25T13:00:06.073033Z,79,172780.jpg,Maddison,2.9,False,0.0,a,10,13,22,304075,31126,525356,33978,0.4,2.8,450,2,1,0,14,0,0,0,2,0,0,1,80,122.4,123.7,140.0,38.7,62,26,39,28,39,28,32,24,1.0,0.0,1.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,90.0,1.0,0.0,5.0,5.0,1.0,4.0,360.0,90.0,1.0,0.0,4.0,1.0,7.74,16.0,24.48,24.74,28.0,4.25,5.93,15.25,23.55,15.38,20.0
Xhaka,0,0.0,BRE,4.74,TOT,6.11,LIV,4.8,3.91,4.3,4.8,3,100.0,0.0,84450,0,0,0,0,1,3,5.3,5.3,2,Granit,False,0,0,50,84450.jpg,Xhaka,2.9,False,0.0,a,1,3,26,346937,22995,184944,34730,1.0,5.2,537,1,2,2,7,0,0,0,1,0,0,2,113,133.2,139.4,102.0,37.5,49,20,30,24,65,43,36,27,0.0,0.0,3.0,0.0,0.0,0.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,90.0,0.0,0.0,6.0,6.0,1.0,5.0,447.0,89.0,0.0,0.0,5.0,1.0,6.25,18.83,22.2,23.23,17.0,4.8,6.82,20.2,23.32,24.88,20.0
Alexander-Arnold,0,0.0,CHE,4.03,BHA,5.58,ARS,5.86,3.87,4.0,4.6,285,100.0,0.0,169187,0,0,0,0,1,2,5.6,5.6,1,Trent,False,0,0,75,169187.jpg,Alexander-Arnold,45.8,False,0.0,a,12,14,24,771487,70075,1575375,313302,0.6,3.2,480,1,1,1,6,0,0,0,1,0,0,3,127,125.4,241.7,72.0,44.0,59,17,3,1,96,11,24,1,1.0,0.0,1.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,58.0,0.0,0.0,6.0,6.0,1.0,5.0,390.0,78.0,0.0,0.0,5.0,1.0,7.33,21.17,20.9,40.28,12.0,4.6,8.1,22.8,22.64,44.16,14.0
Gündogan,0,0.0,WOL,4.54,MUN,6.76,SOU,4.18,3.87,5.0,5.4,300,100.0,0.0,59859,0,0,1,-1,0,3,5.9,6.4,2,Ilkay,False,0,0,76,59859.jpg,Gündogan,4.9,False,0.0,a,13,43,30,602354,24886,316744,71747,0.7,3.9,440,2,1,3,4,0,0,0,0,0,0,3,124,147.2,209.1,145.0,50.1,31,13,6,5,37,27,13,7,2.0,0.0,2.0,0.0,5.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,90.0,0.0,1.0,6.0,5.0,0.83,5.0,363.0,73.0,0.0,1.0,4.0,0.8,8.35,20.67,24.53,34.85,24.17,5.4,9.0,22.6,28.68,36.54,24.8
Akanji,0,0.0,WOL,4.68,MUN,5.88,SOU,4.86,3.85,0.0,0.0,610,100.0,0.0,211975,0,0,0,0,0,2,2.8,3.3,0,Manuel,False,0,0,50,211975.jpg,Akanji,0.1,False,0.0,a,13,43,0,5489,3046,1485,1092,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,599,221,597,221,592,220,601,221,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Toney,0,0.0,ARS,5.18,BOU,5.39,NEW,4.83,3.85,7.5,7.4,80,100.0,0.0,144485,1,-1,2,-2,1,4,7.4,7.4,17,Ivan,True,0,0,72,144485.jpg,Toney,19.8,False,0.0,a,4,94,45,2216989,497713,981299,57541,1.0,6.2,540,5,2,1,9,0,0,0,1,0,0,8,158,221.2,124.6,171.0,51.8,7,4,38,3,25,8,10,6,0.0,0.0,1.0,0.0,1.0,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,90.0,0.0,0.0,6.0,6.0,1.0,5.0,450.0,90.0,0.0,0.0,5.0,1.0,8.63,26.33,36.87,20.77,28.5,7.4,8.6,26.4,36.44,19.76,29.6
Aaronson,0,0.0,MUN,5.94,AVL,5.05,CRY,4.35,3.84,3.2,3.4,246,100.0,0.0,427637,0,0,0,0,0,3,3.9,3.4,2,Brenden,False,0,0,55,427637.jpg,Aaronson,1.9,False,0.0,a,11,2,19,172864,12587,96590,20849,0.6,3.5,502,1,1,1,10,0,0,0,2,0,0,0,53,100.6,132.3,111.0,34.5,98,40,32,25,55,36,42,31,2.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,90.0,0.0,0.0,6.0,6.0,1.0,5.0,418.0,84.0,0.0,0.0,5.0,1.0,5.75,8.83,16.77,22.05,18.5,3.4,6.46,9.8,19.4,26.06,19.0
Caleta-Car,0,0.0,AVL,4.47,EVE,5.29,MCI,5.37,3.78,0.0,0.0,623,100.0,0.0,173271,0,0,0,0,0,2,2.0,0.0,0,Duje,False,0,2022-09-02T14:30:07.236054Z,45,173271.jpg,Caleta-Car,0.0,False,0.0,a,17,20,0,350,264,77,51,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,525,207,515,206,494,198,529,207,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bernardo,0,0.0,WOL,4.8,MUN,6.44,SOU,3.9,3.78,5.5,6.4,311,100.0,0.0,165809,0,0,0,0,1,3,6.9,7.4,3,Bernardo,False,0,0,70,165809.jpg,Veiga de Carvalho e Silva,11.7,False,0.0,a,13,43,33,980887,99026,632101,123035,0.9,4.7,379,2,2,2,5,0,0,0,0,0,0,5,118,142.8,121.0,117.0,38.1,34,14,41,30,52,34,34,25,5.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,72.0,0.0,2.0,6.0,4.0,0.67,5.0,367.0,73.0,0.0,1.0,4.0,0.8,6.35,19.67,23.8,20.17,19.5,6.4,7.44,23.0,27.68,23.66,23.0
Son,0,0.0,LEI,6.17,ARS,4.66,BHA,4.1,3.73,2.8,2.4,428,100.0,0.0,85971,0,0,-3,3,0,3,1.9,2.9,2,Son,False,0,0,117,85971.jpg,Heung-min,8.3,False,0.0,a,18,6,17,202166,17319,1571437,140020,0.2,1.5,489,0,1,2,5,0,0,0,0,0,0,0,38,69.8,168.8,241.0,47.7,174,73,13,11,11,6,19,13,1.0,0.0,3.0,0.0,3.0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,83.0,0.0,0.0,6.0,6.0,1.0,5.0,399.0,80.0,0.0,0.0,5.0,1.0,7.95,6.33,11.63,28.13,40.17,2.4,6.64,3.0,6.72,23.26,37.0
Saint-Maximin,0,0.0,BOU,6.71,FUL,3.31,BRE,4.91,3.73,6.8,4.8,368,50.0,50.0,170137,-1,1,-1,1,1,3,2.4,2.4,0,Allan,False,Hamstring injury - 50% chance of playing,2022-08-30T10:00:06.471908Z,64,170137.jpg,Saint-Maximin,6.5,False,0.0,d,15,4,27,695134,24674,864588,137939,0.7,4.2,343,1,3,2,4,0,0,0,1,0,0,4,76,106.6,95.7,177.0,38.0,85,33,59,42,23,16,35,26,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,2.0,0.0,4.0,4.0,1.0,3.0,254.0,85.0,2.0,0.0,3.0,1.0,9.5,19.0,26.65,23.92,44.25,8.0,9.13,23.33,33.27,26.0,32.0
Firmino,0,0.0,CHE,5.26,BHA,4.09,ARS,5.53,3.72,7.0,6.8,279,100.0,100.0,92217,-1,1,0,0,1,4,7.8,7.8,1,Roberto,False,0,2022-08-16T00:30:06.283883Z,80,92217.jpg,Firmino,3.4,False,0.0,a,12,14,35,403003,24282,265266,108026,0.8,4.4,343,3,3,1,4,0,0,0,0,0,0,6,142,205.4,106.5,297.0,61.1,9,5,50,5,6,5,8,5,0.0,0.0,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,45.0,1.0,1.0,5.0,4.0,0.8,4.0,293.0,73.0,1.0,1.0,3.0,0.75,12.22,28.4,41.08,21.3,59.4,8.5,14.82,34.5,49.5,25.58,72.75
Trippier,0,0.0,BOU,5.94,FUL,3.84,BRE,5.05,3.71,5.0,4.6,357,100.0,100.0,77794,1,-1,2,-2,0,2,4.6,4.6,8,Kieran,True,0,2022-08-30T14:30:06.751009Z,52,77794.jpg,Trippier,35.1,False,0.0,a,15,4,30,2273902,609750,869437,36206,0.9,5.8,540,1,0,3,6,0,0,0,2,0,0,4,141,153.0,200.1,32.0,38.6,28,4,8,2,197,52,33,3,1.0,0.0,1.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,90.0,0.0,0.0,6.0,6.0,1.0,5.0,450.0,90.0,0.0,0.0,5.0,1.0,6.43,23.5,25.5,33.35,5.33,4.6,6.3,21.8,26.64,31.74,4.4
Isak,0,0.0,BOU,6.15,FUL,3.4,BRE,5.3,3.71,4.5,3.0,594,100.0,75.0,219168,0,0,0,0,0,4,3.0,2.2,2,Alexander,False,0,2022-08-31T22:30:06.916763Z,70,219168.jpg,Isak,4.4,False,0.0,a,15,4,9,516523,118320,118484,49650,0.4,1.3,153,1,0,1,1,0,0,0,0,0,0,1,23,43.6,11.6,94.0,14.9,238,27,266,40,70,22,177,27,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,90.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.45,11.5,21.8,5.8,47.0,0.0,0.0,0.0,0.0,0.0,0.0
Alisson,0,0.0,CHE,5.17,BHA,4.75,ARS,4.78,3.68,3.3,3.8,281,100.0,0.0,116535,0,0,0,0,0,1,4.8,4.8,8,Alisson,False,0,0,55,116535.jpg,Ramses Becker,15.4,False,0.0,a,12,14,20,275313,57965,668388,50667,0.7,3.6,540,0,0,2,6,0,0,0,0,0,12,1,108,102.6,0.0,0.0,10.3,93,16,614,61,612,61,244,16,0.0,0.0,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,90.0,0.0,0.0,6.0,6.0,1.0,5.0,450.0,90.0,0.0,0.0,5.0,1.0,1.72,18.0,17.1,0.0,0.0,3.8,1.9,19.4,18.88,0.0,0.0
Andreas,0,0.0,NFO,3.84,NEW,5.33,WHU,5.33,3.62,3.8,4.2,346,100.0,100.0,156689,0,0,1,-1,0,3,3.7,3.7,2,Andreas,False,0,2022-08-14T00:00:05.954103Z,46,156689.jpg,Hoelgebaum Pereira,24.8,False,0.0,a,9,54,23,1042656,96997,718477,109150,0.9,5.0,478,0,2,1,7,0,0,0,0,0,0,4,64,53.0,171.7,55.0,27.9,214,86,12,10,128,73,67,46,1.0,0.0,2.0,0.0,0.0,0.0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,60.0,0.0,0.0,6.0,6.0,1.0,5.0,390.0,78.0,0.0,0.0,5.0,1.0,4.65,10.67,8.83,28.62,9.17,4.2,4.94,11.8,10.48,30.38,8.6
Foden,0,0.0,WOL,4.05,MUN,6.4,SOU,3.9,3.59,4.0,4.2,314,100.0,0.0,209244,0,0,0,0,0,3,4.7,5.2,2,Phil,False,0,0,80,209244.jpg,Foden,7.0,False,0.0,a,13,43,24,505310,35115,493505,78980,0.5,3.0,456,1,3,1,6,0,0,0,1,0,0,0,108,121.8,190.5,126.0,43.8,65,27,10,8,47,31,25,18,3.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,90.0,0.0,1.0,6.0,5.0,0.83,5.0,369.0,74.0,0.0,1.0,4.0,0.8,7.3,18.0,20.3,31.75,21.0,4.2,7.74,17.8,22.2,32.02,23.2
