web_name,opponent_7,predicted_points_7,opponent_8,predicted_points_8,opponent_9,predicted_points_9,opponent_10,predicted_points_10,predicted_points_mean,points_per_game,form,id,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,in_dreamteam,news,news_added,now_cost,photo,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,last_opponent,fixture_difficulty,opponent,is_home,opp_GS_pg,opp_GA_pg,opp_GS_last5_pg,opp_GA_last5_pg,opp_total_points_conceded_pg_atk,opp_ict_index_conceded_pg_atk,opp_influence_conceded_pg_atk,opp_creativity_conceded_pg_atk,opp_threat_conceded_pg_atk,opp_bps_conceded_pg_atk,opp_total_points_conceded_pg_def,opp_ict_index_conceded_pg_def,opp_influence_conceded_pg_def,opp_creativity_conceded_pg_def,opp_threat_conceded_pg_def,opp_bps_conceded_pg_def,opp_total_points_conceded_pg_atk_last5,opp_ict_index_conceded_pg_atk_last5,opp_influence_conceded_pg_atk_last5,opp_creativity_conceded_pg_atk_last5,opp_threat_conceded_pg_atk_last5,opp_bps_conceded_pg_atk_last5,opp_total_points_conceded_pg_def_last5,opp_ict_index_conceded_pg_def_last5,opp_influence_conceded_pg_def_last5,opp_creativity_conceded_pg_def_last5,opp_threat_conceded_pg_def_last5,opp_bps_conceded_pg_def_last5,defender,attacker,minutes_last_game,games_injured,games_dropped,games_played,games_started,nail,games_played_last5,minutes_last5,minutes_pg_last5,games_injured_last5,games_dropped_last5,games_started_last5,nail_last5,ict_index_pg,bps_pg,influence_pg,creativity_pg,threat_pg,points_pg_last5,ict_index_pg_last5,bps_pg_last5,influence_pg_last5,creativity_pg_last5,threat_pg_last5
Austin,0,0.0,LEI,3.83,ARS,3.67,BHA,3.76,2.82,0.0,0.0,451,100.0,0.0,214572,0,0,0,0,0,1,-0.5,0.5,0,Brandon,False,0,0,40,214572.jpg,Austin,0.3,False,0.0,a,18,6,0,5003,507,9715,1279,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,431,44,409,28,360,23,433,44,0.0,0.0,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Walker-Peters,0,0.0,AVL,3.02,EVE,4.68,MCI,3.53,2.81,2.5,3.0,409,100.0,0.0,158534,0,0,0,0,0,2,3.0,3.0,2,Kyle,False,0,0,45,158534.jpg,Walker-Peters,1.4,False,0.0,a,17,20,15,70698,8914,54755,7716,0.7,3.3,540,1,0,0,10,0,0,0,0,0,0,0,67,121.2,71.1,69.0,26.0,66,20,88,18,100,12,74,14,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,90.0,0.0,0.0,6.0,6.0,1.0,5.0,450.0,90.0,0.0,0.0,5.0,1.0,4.33,11.17,20.2,11.85,11.5,3.0,4.64,11.4,20.2,13.38,13.0
Henderson,0,0.0,FUL,4.25,LEI,2.9,AVL,4.09,2.81,5.2,5.6,398,100.0,0.0,172649,0,0,2,-2,1,1,5.1,5.6,1,Dean,False,0,0,47,172649.jpg,Henderson,13.2,False,0.0,a,16,17,31,882330,56916,290131,86782,1.2,6.6,540,0,0,1,14,0,2,0,1,0,25,5,148,221.6,0.0,0.0,22.2,6,2,557,51,542,50,100,2,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,90.0,0.0,0.0,6.0,6.0,1.0,5.0,450.0,90.0,0.0,0.0,5.0,1.0,3.7,24.67,36.93,0.0,0.0,5.6,3.48,24.4,34.72,0.0,0.0
Daka,0,0.0,TOT,4.32,NFO,3.51,BOU,3.36,2.8,2.8,2.6,271,100.0,0.0,245419,0,0,-3,3,1,4,2.6,2.6,11,Patson,False,0,0,57,245419.jpg,Daka,0.8,False,0.0,a,10,13,14,33533,9291,106863,6553,0.5,2.5,162,1,1,0,9,0,0,0,1,0,0,2,52,74.8,25.0,50.0,14.9,162,12,203,29,133,36,176,26,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,90.0,0.0,5.0,5.0,1.0,0.17,4.0,145.0,36.0,0.0,4.0,1.0,0.2,2.98,10.4,14.96,5.0,10.0,3.25,3.7,12.0,18.4,6.22,12.5
Varane,0,0.0,LEE,3.73,MCI,3.68,EVE,3.77,2.8,3.4,3.4,329,100.0,0.0,90152,0,0,-2,2,0,2,3.4,2.9,2,Raphaël,False,0,0,48,90152.jpg,Varane,3.4,False,0.0,a,14,1,17,200035,45847,146453,22388,0.7,3.5,405,0,0,2,2,0,0,0,1,0,0,1,71,77.4,13.3,6.0,9.7,152,58,251,78,278,90,249,82,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,90.0,0.0,2.0,5.0,4.0,0.67,5.0,405.0,81.0,0.0,1.0,4.0,0.8,1.94,14.2,15.48,2.66,1.2,3.4,1.94,14.2,15.48,2.66,1.2
Perišić,0,0.0,LEI,3.65,ARS,4.33,BHA,3.21,2.8,4.2,4.8,448,100.0,0.0,45034,0,0,1,-1,1,2,4.3,5.3,1,Ivan,False,0,0,56,45034.jpg,Perišić,25.7,False,0.0,a,18,6,25,1625013,67543,1314503,300404,0.9,4.5,279,0,2,2,1,0,0,0,1,0,0,3,86,83.8,127.4,32.0,24.3,131,50,35,8,198,53,83,18,2.0,0.0,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,6.0,0.0,3.0,6.0,3.0,0.5,5.0,255.0,51.0,0.0,2.0,3.0,0.6,4.05,14.33,13.97,21.23,5.33,4.8,4.44,16.0,15.36,23.88,5.2
Carson,0,0.0,WOL,3.1,MUN,4.82,SOU,3.26,2.8,0.0,0.0,502,100.0,0.0,17601,0,0,-1,1,0,1,0.5,1.0,0,Scott,False,0,0,39,17601.jpg,Carson,0.2,False,0.0,a,13,43,0,11852,5274,8342,2179,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,387,23,364,6,314,1,389,23,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ortega,0,0.0,WOL,3.1,MUN,4.82,SOU,3.26,2.8,0.0,0.0,324,100.0,0.0,88248,0,0,-1,1,0,1,0.5,1.0,0,Stefan,False,0,0,39,88248.jpg,Ortega Moreno,0.6,False,0.0,a,13,43,0,32323,5792,32795,5288,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,390,24,367,7,317,2,392,24,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bowen,0,0.0,EVE,3.66,WOL,3.39,FUL,4.11,2.79,2.2,2.2,465,100.0,0.0,178186,-1,1,-4,4,0,3,2.2,1.7,2,Jarrod,False,0,0,81,178186.jpg,Bowen,2.3,False,0.0,a,19,21,13,95247,8580,483466,27026,0.3,1.6,534,0,0,1,8,0,0,0,0,0,0,0,30,46.8,60.8,127.0,23.5,229,96,104,72,45,30,90,57,2.0,0.0,0.0,0.0,2.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,90.0,0.0,0.0,6.0,6.0,1.0,5.0,444.0,89.0,0.0,0.0,5.0,1.0,3.92,5.0,7.8,10.13,21.17,2.2,4.12,5.0,8.04,12.02,21.0
Llorente,0,0.0,MUN,4.14,AVL,3.77,CRY,3.24,2.79,2.3,2.4,228,100.0,0.0,149915,0,0,0,0,0,2,2.9,2.4,0,Diego,False,0,0,45,149915.jpg,Llorente,0.4,False,0.0,a,11,2,14,25973,1383,23766,4217,0.5,3.1,540,0,0,1,10,0,0,0,1,0,0,2,95,75.4,4.7,22.0,10.3,157,60,290,98,220,63,243,81,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,90.0,0.0,0.0,6.0,6.0,1.0,5.0,450.0,90.0,0.0,0.0,5.0,1.0,1.72,15.83,12.57,0.78,3.67,2.4,1.54,15.8,10.48,0.84,4.0
Rodri,0,0.0,WOL,3.16,MUN,5.04,SOU,2.94,2.78,3.2,3.2,315,100.0,0.0,220566,0,0,-1,1,0,3,3.7,4.2,2,Rodrigo,False,0,0,59,220566.jpg,Hernandez,2.2,False,0.0,a,13,43,19,110884,9268,204452,25824,0.5,3.2,502,0,2,2,6,0,0,0,0,0,0,0,94,103.4,87.8,79.0,27.1,92,38,62,44,86,53,71,49,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,90.0,0.0,0.0,6.0,6.0,1.0,5.0,414.0,83.0,0.0,0.0,5.0,1.0,4.52,15.67,17.23,14.63,13.17,3.2,4.96,15.2,17.48,16.4,15.6
Havertz,0,0.0,LIV,3.74,CRY,4.01,WOL,3.37,2.78,2.3,2.4,145,100.0,0.0,219847,0,0,-3,3,0,4,2.9,2.9,6,Kai,False,0,0,77,219847.jpg,Havertz,2.2,False,0.0,a,6,8,14,161624,8457,408639,23246,0.3,1.8,426,1,0,1,7,0,0,0,3,0,0,2,24,66.4,41.3,140.0,24.9,182,16,152,21,38,10,78,12,0.0,0.0,0.0,0.0,3.0,0.0,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,18.0,0.0,1.0,6.0,5.0,0.83,5.0,352.0,70.0,0.0,1.0,4.0,0.8,4.15,4.0,11.07,6.88,23.33,2.4,3.92,4.6,12.96,7.38,18.6
Solanke,0,0.0,NEW,2.92,BRE,4.19,LEI,3.96,2.77,4.2,3.0,66,100.0,100.0,154566,0,0,-3,3,1,4,2.5,3.0,12,Dominic,False,0,2022-08-14T00:00:05.733898Z,57,154566.jpg,Solanke,0.5,False,0.0,a,3,91,17,22885,10845,91131,3323,0.5,3.0,315,1,1,2,6,0,0,0,0,0,0,3,48,73.8,17.6,110.0,20.1,164,13,232,36,57,16,115,18,0.0,0.0,0.0,0.0,1.0,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,90.0,2.0,1.0,4.0,3.0,0.75,3.0,225.0,75.0,2.0,1.0,2.0,0.67,5.03,12.0,18.45,4.4,27.5,5.0,5.1,15.33,23.13,5.67,22.33
Gelhardt,0,0.0,MUN,4.51,AVL,3.42,CRY,3.14,2.77,1.0,0.8,242,100.0,100.0,462635,0,0,-2,2,0,4,1.3,0.8,1,Joe,False,0,2022-08-14T00:00:05.876097Z,53,462635.jpg,Gelhardt,0.3,False,0.0,a,11,2,5,13652,1612,44423,4159,0.2,0.9,123,0,0,0,3,0,0,0,0,0,0,0,0,3.0,5.6,49.0,5.6,364,44,285,42,138,37,295,41,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,58.0,1.0,4.0,5.0,1.0,0.2,4.0,117.0,29.0,1.0,3.0,1.0,0.25,1.12,0.0,0.6,1.12,9.8,1.0,1.38,-0.5,0.7,1.32,12.25
Ings,0,0.0,SOU,2.77,LEE,4.01,NFO,4.26,2.76,2.2,2.0,30,100.0,0.0,84939,-1,1,-3,3,0,4,2.0,1.0,0,Danny,False,0,0,67,84939.jpg,Ings,1.0,False,0.0,a,2,7,11,77364,1928,202745,16665,0.3,1.6,250,1,0,1,3,0,0,0,2,0,0,1,29,34.0,24.4,105.0,16.2,252,28,209,31,62,17,153,23,0.0,0.0,0.0,0.0,1.0,0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,3.0,5.0,3.0,0.5,4.0,185.0,46.0,0.0,3.0,2.0,0.4,3.24,5.8,6.8,4.88,21.0,2.5,2.88,7.25,8.25,2.97,18.0
Willian,0,0.0,NFO,3.4,NEW,4.38,WHU,3.24,2.76,1.0,1.0,614,100.0,0.0,47431,0,0,0,0,0,3,1.6,1.6,1,Willian,False,0,0,55,47431.jpg,Borges da Silva,0.1,False,0.0,a,9,54,1,10537,2984,3248,2018,0.2,0.2,30,0,0,0,1,0,0,0,0,0,0,0,0,0.8,2.6,0.0,0.3,378,173,311,154,609,265,377,170,0.0,0.0,0.0,0.0,0.0,0.0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,30.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.8,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Malacia,0,0.0,LEE,3.68,MCI,3.7,EVE,3.68,2.76,3.2,3.6,504,100.0,0.0,222690,0,0,-1,1,0,2,3.6,3.1,2,Tyrell,False,0,0,44,222690.jpg,Malacia,4.0,False,0.0,a,14,1,19,281845,57853,141041,23514,0.8,4.3,406,0,0,2,2,0,0,0,1,0,0,2,76,63.2,18.4,14.0,9.6,192,78,231,69,243,70,250,83,4.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,90.0,0.0,2.0,6.0,4.0,0.67,5.0,405.0,81.0,0.0,1.0,4.0,0.8,1.6,12.67,10.53,3.07,2.33,3.6,1.84,14.0,11.84,3.68,2.8
Raya,0,0.0,ARS,4.04,BOU,3.53,NEW,3.49,2.76,3.8,4.2,81,100.0,0.0,154561,0,0,0,0,0,1,4.2,4.2,2,David,False,0,0,45,154561.jpg,Raya Martin,6.6,False,0.0,a,4,94,23,331126,35967,218578,31979,0.9,5.1,540,0,0,1,9,0,0,0,0,0,26,2,123,184.6,10.0,0.0,19.5,17,5,270,3,492,46,121,4,0.0,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,90.0,0.0,0.0,6.0,6.0,1.0,5.0,450.0,90.0,0.0,0.0,5.0,1.0,3.25,20.5,30.77,1.67,0.0,4.2,3.5,21.6,32.96,2.0,0.0
Tielemans,0,0.0,TOT,4.8,NFO,2.98,BOU,3.18,2.74,2.7,2.8,259,100.0,0.0,166989,0,0,-2,2,0,3,2.8,2.8,5,Youri,False,0,0,63,166989.jpg,Tielemans,1.3,False,0.0,a,10,13,16,45111,4469,143925,10820,0.4,2.5,411,0,1,0,14,0,0,0,0,0,0,2,97,101.2,167.0,34.0,30.3,97,39,15,13,188,103,55,39,3.0,0.0,0.0,0.0,2.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,71.0,0.0,1.0,6.0,5.0,0.83,5.0,321.0,64.0,0.0,1.0,4.0,0.8,5.05,16.17,16.87,27.83,5.67,2.8,5.16,16.8,17.88,29.98,3.6
Gabriel,0,0.0,BRE,3.3,TOT,4.01,LIV,3.57,2.72,4.5,4.0,16,100.0,0.0,226597,0,0,1,-1,0,2,4.5,4.5,1,Gabriel,False,0,0,51,226597.jpg,dos Santos Magalhães,11.1,False,0.0,a,1,3,27,593522,60503,389303,62500,0.8,5.3,540,1,0,2,7,0,0,0,0,0,0,3,123,134.8,18.8,126.0,28.0,46,10,228,67,46,3,66,11,0.0,0.0,0.0,0.0,0.0,0.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,90.0,0.0,0.0,6.0,6.0,1.0,5.0,450.0,90.0,0.0,0.0,5.0,1.0,4.67,20.5,22.47,3.13,21.0,4.0,5.06,19.4,22.12,3.64,24.8
Greenwood,0,0.0,MUN,4.33,AVL,3.1,CRY,3.45,2.72,1.0,0.4,237,100.0,0.0,248937,0,0,-1,1,0,4,0.9,0.4,1,Sam,False,0,0,44,248937.jpg,Greenwood,14.1,False,0.0,a,11,2,3,418270,43304,1132825,183050,0.1,0.7,28,0,0,0,1,0,0,0,0,0,0,0,10,8.0,15.1,29.0,5.2,330,38,244,37,200,41,299,43,4.0,0.0,1.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,4.0,0.0,6.0,3.0,0.0,0.0,2.0,11.0,6.0,0.0,5.0,0.0,0.0,1.73,3.33,2.67,5.03,9.67,1.0,1.5,3.0,3.8,7.3,4.0
Johnson,0,0.0,FUL,3.83,LEI,3.68,AVL,3.38,2.72,3.5,3.8,394,100.0,0.0,242898,0,0,-1,1,1,4,3.3,3.8,7,Brennan,False,0,0,59,242898.jpg,Johnson,1.4,False,0.0,a,16,17,21,98980,11172,150217,16779,0.6,3.6,501,2,0,1,11,0,0,0,2,0,0,4,74,75.4,41.9,118.0,23.3,158,11,151,20,51,15,92,14,0.0,0.0,3.0,0.0,2.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,84.0,0.0,0.0,6.0,6.0,1.0,5.0,411.0,82.0,0.0,0.0,5.0,1.0,3.88,12.33,12.57,6.98,19.67,3.8,4.54,14.2,15.08,8.2,22.4
Mount,0,0.0,LIV,3.75,CRY,3.83,WOL,3.29,2.72,2.3,2.2,142,100.0,0.0,184341,-1,1,-4,4,0,3,2.7,2.7,1,Mason,False,0,0,76,184341.jpg,Mount,3.7,False,0.0,a,6,8,14,145135,7248,701177,51932,0.3,1.8,395,0,1,1,8,0,0,0,0,0,0,0,60,83.4,125.5,150.0,36.1,132,55,36,26,35,25,39,28,1.0,0.0,3.0,0.0,2.0,0.0,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,30.0,0.0,2.0,6.0,4.0,0.67,5.0,331.0,66.0,0.0,2.0,3.0,0.6,6.02,10.0,13.9,20.92,25.0,2.2,6.48,11.0,14.96,24.1,25.4
Zakaria,0,0.0,LIV,2.99,CRY,3.95,WOL,3.91,2.71,0.0,0.0,616,100.0,0.0,212701,0,0,0,0,0,3,2.2,0.0,0,Denis,False,0,2022-09-02T14:30:07.213170Z,50,212701.jpg,Zakaria,0.0,False,0.0,a,6,8,0,1659,1363,394,322,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,600,259,598,259,593,255,602,259,0.0,0.0,0.0,0.0,0.0,0.0,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Collins,0,0.0,MCI,3.57,WHU,3.77,CHE,3.44,2.7,4.7,5.4,516,100.0,0.0,432830,0,0,0,0,1,2,4.4,5.4,9,Nathan,False,0,0,45,432830.jpg,Collins,1.3,False,0.0,a,20,39,28,105124,65854,28723,9478,1.2,6.2,540,0,0,3,4,0,0,0,1,0,0,6,120,113.4,27.2,6.0,14.7,75,24,195,55,277,89,179,50,0.0,0.0,0.0,0.0,0.0,0.0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,90.0,0.0,0.0,6.0,6.0,1.0,5.0,450.0,90.0,0.0,0.0,5.0,1.0,2.45,20.0,18.9,4.53,1.0,5.4,2.64,21.0,20.2,5.26,0.8
Richarlison,0,0.0,LEI,3.56,ARS,3.78,BHA,3.46,2.7,2.2,2.2,454,100.0,100.0,212319,0,0,0,0,0,4,1.7,2.7,5,Richarlison,False,0,2022-07-05T15:30:04.242689Z,85,212319.jpg,de Andrade,0.7,False,0.0,a,18,6,11,64901,9521,74160,8441,0.3,1.3,167,0,2,0,2,0,0,0,2,0,0,1,41,65.0,78.9,85.0,23.0,188,17,76,8,82,25,94,15,0.0,0.0,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,90.0,0.0,5.0,5.0,1.0,0.17,5.0,167.0,33.0,0.0,4.0,1.0,0.2,4.6,8.2,13.0,15.78,17.0,2.2,4.6,8.2,13.0,15.78,17.0
Turner,0,0.0,BRE,3.9,TOT,3.05,LIV,3.84,2.7,0.0,0.0,24,100.0,0.0,224068,0,0,-1,1,0,1,0.5,0.5,0,Matt,False,0,0,39,224068.jpg,Turner,1.4,False,0.0,a,1,3,0,75672,17524,53665,10252,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,397,26,374,9,324,4,399,26,0.0,0.0,0.0,0.0,0.0,0.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aké,0,0.0,WOL,3.01,MUN,4.85,SOU,2.92,2.7,3.8,1.6,308,100.0,75.0,126184,0,0,0,0,0,2,2.1,2.0,1,Nathan,False,0,2022-08-22T07:00:05.769797Z,50,126184.jpg,Aké,0.8,False,0.0,a,13,43,15,162910,2950,207281,5555,0.3,3.0,210,0,0,2,0,0,0,0,0,0,0,1,57,47.2,4.4,42.0,9.4,228,90,293,100,153,31,252,85,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,10.0,3.0,1.0,4.0,2.0,0.67,3.0,120.0,40.0,3.0,1.0,1.0,0.5,2.35,14.25,11.8,1.1,10.5,2.67,2.1,10.33,7.0,1.27,12.67
