web_name,opponent_31,predicted_points_31,opponent_32,predicted_points_32,opponent_33,predicted_points_33,opponent_34,predicted_points_34,opponent_35,predicted_points_35,predicted_points_mean,points_per_game,form,id,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,in_dreamteam,news,news_added,now_cost,photo,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,last_opponent,defender,attacker,minutes_last_game,games_injured,games_dropped,games_played,games_started,nail,games_played_last5,minutes_last5,minutes_pg_last5,games_injured_last5,games_dropped_last5,games_started_last5,nail_last5,ict_index_pg,bps_pg,influence_pg,creativity_pg,threat_pg,points_pg_last5,ict_index_pg_last5,bps_pg_last5,influence_pg_last5,creativity_pg_last5,threat_pg_last5,fixture_difficulty,opponent,is_home,opp_GS_pg,opp_GA_pg,opp_GS_last5_pg,opp_GA_last5_pg,opp_total_points_conceded_pg_atk,opp_ict_index_conceded_pg_atk,opp_influence_conceded_pg_atk,opp_creativity_conceded_pg_atk,opp_threat_conceded_pg_atk,opp_bps_conceded_pg_atk,opp_total_points_conceded_pg_def,opp_ict_index_conceded_pg_def,opp_influence_conceded_pg_def,opp_creativity_conceded_pg_def,opp_threat_conceded_pg_def,opp_bps_conceded_pg_def,opp_total_points_conceded_pg_atk_last5,opp_ict_index_conceded_pg_atk_last5,opp_influence_conceded_pg_atk_last5,opp_creativity_conceded_pg_atk_last5,opp_threat_conceded_pg_atk_last5,opp_bps_conceded_pg_atk_last5,opp_total_points_conceded_pg_def_last5,opp_ict_index_conceded_pg_def_last5,opp_influence_conceded_pg_def_last5,opp_creativity_conceded_pg_def_last5,opp_threat_conceded_pg_def_last5,opp_bps_conceded_pg_def_last5,X_points
Salah,LEE,4.24,NFO,6.17,WHU,6.55,FUL,13.71,BRE,7.52,7.64,5.7,4.0,283,100.0,0.0,118748,0,0,-2,2,4,3,4.5,4.0,5,Mohamed,True,0,0,128,118748.jpg,Salah,27.1,False,0.0,a,12,14,166,5372302,143666,8425747,58215,0.3,13.0,2500,13,8,10,33,0,0,2,2,0,0,16,423,726.6,657.8,1260.0,264.5,28,14.81,5.08,19.89,38.19,15,6,17,15,3,1,4,2,0.0,0.0,2.0,0.0,2.0,0.0,0.53,0.0,0.18,0.71,1.37,1.19,1,1,58,31,11,5,11,6,1.01,0.36,1,0,1,90,0.0,3.0,29.0,27.0,0.9,5.0,364.0,73.0,0.0,1.0,4.0,0.8,9.12,14.59,25.06,22.68,43.45,6.6,9.7,18.0,36.32,17.86,42.8,3,4,1,1.6,1.3,1.4,1.4,22.0,34.0,103.7,110.1,127.3,80.7,15.1,17.0,93.9,45.5,30.5,84.6,21.4,23.7,88.2,76.6,73.9,69.9,15.9,13.7,85.6,36.5,15.0,82.6,7.52
De Bruyne,LEI,7.01,0,0.0,ARS,7.97,FUL,14.26,LEE,7.72,7.39,5.6,11.0,301,100.0,100.0,61366,0,0,1,-1,4,3,12.0,12.5,9,Kevin,False,0,2023-02-21T23:00:07.995590Z,121,61366.jpg,De Bruyne,26.3,False,0.0,a,13,43,151,6487841,107661,5844886,31536,0.9,12.5,2115,5,16,8,21,0,0,0,1,0,0,20,626,756.4,1322.2,544.0,262.5,24,4.73,12.74,17.47,17.11,10,2,2,1,40,23,5,3,2.0,0.0,1.0,0.0,4.0,0.0,0.2,0.0,0.54,0.74,0.73,0.89,3,2,2,2,13,7,12,7,1.02,0.34,17,0,1,90,0.0,7.0,27.0,23.0,0.77,4.0,255.0,64.0,0.0,2.0,3.0,0.6,9.72,23.19,28.01,48.97,20.15,6.5,8.62,27.25,30.0,45.23,11.0,2,11,1,1.3,1.8,1.7,2.5,27.2,36.2,132.9,108.0,122.0,98.5,19.2,15.8,97.5,31.8,28.1,87.3,30.5,44.4,164.0,142.7,136.8,126.0,21.3,18.0,108.9,32.8,38.2,96.0,7.72
Trossard,WHU,6.24,SOU,7.93,MCI,6.46,CHE,6.86,NEW,7.61,7.02,4.8,3.7,111,100.0,100.0,116216,0,0,2,-2,3,3,4.2,3.7,1,Leandro,False,0,2023-03-04T18:30:07.114103Z,67,116216.jpg,Trossard,8.4,False,0.0,a,1,3,133,4915840,28659,4365048,48103,0.6,19.9,1865,8,10,7,32,0,0,0,1,0,0,8,426,583.0,577.7,804.0,196.4,23,5.91,4.4,10.31,26.81,39,16,28,22,16,7,17,12,2.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.21,0.5,1.29,1.54,45,23,70,37,20,12,48,15,1.11,0.34,12,0,1,10,2.0,7.0,27.0,21.0,0.75,5.0,261.0,52.0,1.0,1.0,3.0,0.75,7.27,15.78,21.59,21.4,29.78,5.4,5.32,19.0,21.0,27.16,5.0,4,15,0,1.7,0.7,2.2,1.0,18.1,27.7,86.6,88.3,102.3,66.7,14.7,14.0,93.2,25.9,20.4,80.6,14.7,18.6,68.6,55.9,62.3,55.0,9.0,8.3,65.2,9.9,8.0,54.7,7.61
Jesus,WHU,6.8,SOU,9.22,MCI,5.92,CHE,6.5,NEW,6.25,6.94,5.0,6.7,28,100.0,100.0,205651,1,-1,1,-1,1,4,7.2,6.7,7,Gabriel,False,0,2022-12-04T08:30:06.137006Z,81,205651.jpg,Fernando de Jesus,27.8,False,0.0,a,1,3,90,3218352,144101,7870275,13503,0.8,11.1,1396,8,6,7,12,0,0,0,4,0,0,11,294,492.0,305.5,989.0,178.5,16,10.93,1.8,12.73,14.33,73,6,92,8,10,7,21,6,0.0,0.0,0.0,0.0,2.0,0.0,0.7,0.0,0.12,0.82,0.92,0.77,16,9,9,4,16,5,9,4,1.03,0.45,12,0,1,79,10.0,4.0,18.0,16.0,0.8,4.0,176.0,44.0,1.0,2.0,2.0,0.5,9.92,16.33,27.33,16.97,54.94,5.25,6.02,18.75,28.5,6.1,26.25,4,15,0,1.7,0.7,2.2,1.0,18.1,27.7,86.6,88.3,102.3,66.7,14.7,14.0,93.2,25.9,20.4,80.6,14.7,18.6,68.6,55.9,62.3,55.0,9.0,8.3,65.2,9.9,8.0,54.7,6.25
Darwin,LEE,5.47,NFO,5.4,WHU,6.31,TOT,9.65,BRE,7.31,6.83,3.7,1.3,297,100.0,100.0,447203,0,0,-3,3,1,4,1.8,1.3,1,Darwin,False,0,2023-03-18T00:30:08.948141Z,87,447203.jpg,Núñez Ribeiro,8.1,False,0.0,a,12,14,85,3986596,10970,5199265,56976,0.1,9.8,1470,8,4,5,19,0,0,0,1,1,0,8,267,421.6,298.3,1027.0,173.6,17,10.72,2.62,13.34,26.26,107,12,94,9,9,6,23,8,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.16,0.82,1.61,1.16,11,6,227,33,86,13,50,8,1.04,0.31,1,0,1,30,3.0,10.0,23.0,17.0,0.63,5.0,270.0,54.0,0.0,2.0,3.0,0.6,7.55,11.61,18.33,12.97,44.65,3.6,5.14,11.6,18.08,6.0,27.0,3,4,1,1.6,1.3,1.4,1.4,22.0,34.0,103.7,110.1,127.3,80.7,15.1,17.0,93.9,45.5,30.5,84.6,21.4,23.7,88.2,76.6,73.9,69.9,15.9,13.7,85.6,36.5,15.0,82.6,7.31
Firmino,LEE,5.59,NFO,5.74,WHU,5.78,TOT,10.48,BRE,6.55,6.83,4.1,3.0,279,100.0,100.0,92217,0,0,0,0,2,4,3.5,3.0,6,Roberto,False,0,2022-12-23T01:00:07.624026Z,80,92217.jpg,Firmino,2.7,False,0.0,a,12,14,91,1862430,3244,1841838,3022,0.4,11.4,1120,9,4,4,14,0,0,0,0,0,0,10,393,505.6,291.6,720.0,151.8,12,4.7,1.94,6.64,18.32,68,5,100,10,22,10,39,10,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.16,0.54,1.47,1.12,17,10,106,21,48,9,112,14,0.96,0.32,1,0,1,12,7.0,10.0,20.0,13.0,0.57,4.0,131.0,33.0,0.0,4.0,1.0,0.2,7.59,19.65,25.28,14.58,36.0,4.5,4.85,21.75,23.5,5.8,19.5,3,4,1,1.6,1.3,1.4,1.4,22.0,34.0,103.7,110.1,127.3,80.7,15.1,17.0,93.9,45.5,30.5,84.6,21.4,23.7,88.2,76.6,73.9,69.9,15.9,13.7,85.6,36.5,15.0,82.6,6.55
Kane,BOU,6.66,NEW,6.78,MUN,5.83,LIV,6.01,CRY,7.23,6.5,6.6,7.3,427,100.0,100.0,78830,0,0,2,-2,4,4,7.8,7.3,9,Harry,True,0,2022-10-08T20:30:07.678681Z,117,78830.jpg,Kane,39.9,False,0.0,a,18,6,198,6619122,83018,4993716,79579,0.6,16.9,2686,23,6,10,41,0,0,1,5,0,0,35,746,1025.0,584.6,1495.0,310.6,30,17.04,2.49,19.53,35.73,2,2,26,2,1,1,1,1,0.0,0.0,2.0,0.0,1.0,0.0,0.57,0.0,0.08,0.65,1.2,1.37,4,2,6,2,5,2,5,2,1.01,0.34,5,0,1,90,0.0,1.0,30.0,29.0,0.97,5.0,450.0,90.0,0.0,0.0,5.0,1.0,10.35,24.87,34.17,19.49,49.83,7.4,8.74,29.2,37.36,13.14,36.8,2,7,1,1.0,1.3,1.3,1.5,25.1,36.1,113.4,114.4,133.9,89.5,19.9,17.2,98.7,42.7,30.4,94.1,17.3,23.4,81.5,79.6,73.8,65.8,15.8,11.3,64.2,30.0,18.8,69.3,7.23
Trippier,AVL,7.28,TOT,7.4,EVE,5.32,SOU,8.02,ARS,4.4,6.48,5.9,4.5,357,100.0,100.0,77794,1,-1,12,-12,5,2,5.0,5.0,2,Kieran,True,0,2022-08-30T14:30:06.751009Z,62,77794.jpg,Trippier,67.9,False,0.0,a,15,4,170,7265502,51133,2288266,20326,0.7,27.4,2553,1,7,15,19,0,0,0,5,0,0,34,765,731.4,1408.0,105.0,224.8,29,0.72,8.91,9.63,28.37,14,2,1,1,235,57,12,1,1.0,0.0,1.0,0.0,0.0,0.0,0.03,0.0,0.31,0.34,1.0,0.67,63,5,42,8,7,1,2,1,1.02,0.53,4,1,0,90,0.0,2.0,29.0,28.0,0.93,6.0,536.0,89.0,0.0,0.0,5.0,1.0,7.75,26.38,25.22,48.55,3.62,4.0,6.47,20.67,23.33,37.1,4.0,4,1,1,2.4,1.0,3.2,1.2,18.9,26.3,90.1,78.6,94.6,69.1,8.7,14.9,103.5,25.7,19.4,70.0,16.8,24.5,82.4,73.0,88.8,62.6,5.2,15.5,100.8,27.9,25.8,61.8,4.4
Luis Díaz,LEE,6.68,NFO,5.6,WHU,4.01,TOT,10.84,BRE,5.13,6.45,4.9,0.0,293,100.0,25.0,244731,0,0,-2,2,1,3,0.5,0.0,0,Luis,False,0,2023-03-31T15:00:09.298898Z,78,244731.jpg,Díaz,5.9,False,0.0,a,12,14,39,2355227,7582,3959026,1593,0.0,5.0,613,3,2,2,8,0,0,0,2,0,0,4,109,174.8,99.5,279.0,55.3,7,1.74,0.85,2.59,7.87,277,116,248,142,99,63,209,105,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.12,0.38,1.16,1.17,23,10,748,322,18,10,62,20,1.03,0.29,1,0,1,0,20.0,4.0,8.0,6.0,0.6,0.0,0.0,0.0,4.0,1.0,0.0,0.0,6.91,13.62,21.85,12.44,34.88,0.0,0.0,0.0,0.0,0.0,0.0,3,4,1,1.6,1.3,1.4,1.4,22.0,34.0,103.7,110.1,127.3,80.7,15.1,17.0,93.9,45.5,30.5,84.6,21.4,23.7,88.2,76.6,73.9,69.9,15.9,13.7,85.6,36.5,15.0,82.6,5.13
Alexander-Arnold,LEE,5.54,NFO,4.46,WHU,4.54,FUL,11.63,BRE,4.75,6.18,3.6,1.7,285,100.0,100.0,169187,0,0,-2,2,2,2,2.2,1.7,5,Trent,False,0,2022-12-23T01:00:07.634178Z,73,169187.jpg,Alexander-Arnold,18.4,False,0.0,a,12,14,101,2655063,99080,6265692,27507,0.2,13.8,2112,1,5,7,32,0,0,0,4,0,0,15,556,519.0,871.4,193.0,158.4,25,1.73,5.96,7.69,33.59,60,17,9,2,162,21,30,2,1.0,0.0,1.0,0.0,0.0,0.0,0.07,0.0,0.25,0.32,1.43,1.36,31,1,200,68,100,24,19,5,1.07,0.3,1,1,0,90,1.0,6.0,28.0,23.0,0.79,4.0,334.0,84.0,0.0,1.0,4.0,0.8,5.66,19.86,18.54,31.12,6.89,3.25,6.05,22.5,24.0,33.55,2.75,3,4,1,1.6,1.3,1.4,1.4,22.0,34.0,103.7,110.1,127.3,80.7,15.1,17.0,93.9,45.5,30.5,84.6,21.4,23.7,88.2,76.6,73.9,69.9,15.9,13.7,85.6,36.5,15.0,82.6,4.75
