web_name,opponent_32,predicted_points_32,opponent_33,predicted_points_33,opponent_34,predicted_points_34,opponent_35,predicted_points_35,opponent_36,predicted_points_36,predicted_points_mean,points_per_game,form,id,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,in_dreamteam,news,news_added,now_cost,photo,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,last_opponent,defender,attacker,minutes_last_game,games_injured,games_dropped,games_played,games_started,nail,games_played_last5,minutes_last5,minutes_pg_last5,games_injured_last5,games_dropped_last5,games_started_last5,nail_last5,ict_index_pg,bps_pg,influence_pg,creativity_pg,threat_pg,points_pg_last5,ict_index_pg_last5,bps_pg_last5,influence_pg_last5,creativity_pg_last5,threat_pg_last5,fixture_difficulty,opponent,is_home,opp_GS_pg,opp_GA_pg,opp_GS_last5_pg,opp_GA_last5_pg,opp_total_points_conceded_pg_atk,opp_ict_index_conceded_pg_atk,opp_influence_conceded_pg_atk,opp_creativity_conceded_pg_atk,opp_threat_conceded_pg_atk,opp_bps_conceded_pg_atk,opp_total_points_conceded_pg_def,opp_ict_index_conceded_pg_def,opp_influence_conceded_pg_def,opp_creativity_conceded_pg_def,opp_threat_conceded_pg_def,opp_bps_conceded_pg_def,opp_total_points_conceded_pg_atk_last5,opp_ict_index_conceded_pg_atk_last5,opp_influence_conceded_pg_atk_last5,opp_creativity_conceded_pg_atk_last5,opp_threat_conceded_pg_atk_last5,opp_bps_conceded_pg_atk_last5,opp_total_points_conceded_pg_def_last5,opp_ict_index_conceded_pg_def_last5,opp_influence_conceded_pg_def_last5,opp_creativity_conceded_pg_def_last5,opp_threat_conceded_pg_def_last5,opp_bps_conceded_pg_def_last5,X_points
Salah,NFO,10.31,WHU,7.42,TOT,16.0,BRE,7.35,LEI,10.54,10.32,6.0,6.5,283,100.0,0.0,118748,0,0,-2,2,5,3,7.0,7.0,14,Mohamed,True,0,0,128,118748.jpg,Salah,30.7,False,0,a,12,14,180,5638685,252741,8438551,9062,0.5,14.1,2580,15,8,10,34,0,0,2,2,0,0,18,468,791.8,665.1,1308.0,276.6,29,15.43,5.13,20.56,39.51,10,2,17,15,3,1,4,2,0.0,0.0,2.0,0.0,2.0,0.0,0.54,0.0,0.18,0.72,1.38,1.19,1,1,12,7,8,3,8,4,1.01,0.35,11,0,1,80.0,0.0,3.0,30.0,28.0,0.9,5.0,354.0,71.0,0.0,1.0,4.0,0.8,9.22,15.6,26.39,22.17,43.6,5.2,8.22,14.2,28.16,11.3,42.6,3,10,0,1.3,1.8,0.8,2.0,29.9,39.4,134.6,122.4,138.1,108.3,19.0,16.4,96.9,42.7,24.6,97.4,33.7,42.4,151.8,136.1,138.3,122.7,23.8,22.0,133.3,52.0,34.2,114.3,10.54
Jesus,SOU,9.03,MCI,9.84,CHE,10.3,NEW,8.38,BHA,6.66,8.84,5.1,8.7,28,100.0,100.0,205651,1,-1,2,-2,1,4,9.7,9.2,7,Gabriel,False,0,2022-12-04T08:30:06.137006Z,82,205651.jpg,Fernando de Jesus,30.4,False,0,a,1,3,97,3370483,142333,7879638,8710,1.1,11.8,1462,9,6,7,14,0,0,0,5,0,0,13,322,527.2,309.9,1022.0,185.8,17,11.86,1.82,13.68,15.76,65,5,94,7,10,7,20,5,0.0,0.0,0.0,0.0,2.0,0.0,0.73,0.0,0.11,0.84,0.97,0.86,15,9,5,2,17,5,9,4,1.05,0.43,19,0,1,66.0,10.0,4.0,19.0,17.0,0.81,5.0,242.0,48.0,0.0,2.0,3.0,0.6,9.78,16.95,27.75,16.31,53.79,5.6,6.28,20.6,29.84,5.76,27.6,3,5,1,1.9,1.3,1.8,1.3,22.3,26.4,99.6,73.5,90.8,79.1,12.4,14.4,99.0,23.7,21.2,74.4,20.8,21.2,94.8,61.8,56.0,72.8,10.7,15.6,116.0,17.8,22.0,66.5,6.66
Martinelli,SOU,9.45,MCI,6.28,CHE,9.5,NEW,7.93,BHA,6.28,7.89,5.8,7.7,19,100.0,0.0,444145,1,-1,9,-9,4,3,8.7,8.2,5,Gabriel,True,0,0,69,444145.jpg,Martinelli Silva,45.0,False,0,a,1,3,180,7565351,143985,5298500,11298,1.1,26.1,2517,14,8,13,26,0,0,0,3,0,0,16,577,774.8,732.9,1212.0,271.9,30,8.53,6.41,14.94,31.11,13,5,15,13,4,2,5,3,4.0,0.0,3.0,0.0,3.0,0.0,0.31,0.0,0.23,0.54,1.11,0.93,43,22,7,4,9,4,3,1,1.07,0.46,19,0,1,84.0,0.0,3.0,31.0,28.0,0.9,5.0,422.0,84.0,0.0,0.0,5.0,1.0,8.77,18.61,24.99,23.64,39.1,7.6,11.46,25.2,40.28,28.22,46.0,3,5,1,1.9,1.3,1.8,1.3,22.3,26.4,99.6,73.5,90.8,79.1,12.4,14.4,99.0,23.7,21.2,74.4,20.8,21.2,94.8,61.8,56.0,72.8,10.7,15.6,116.0,17.8,22.0,66.5,6.28
Trippier,TOT,6.74,EVE,5.97,SOU,10.03,ARS,6.06,LEE,9.75,7.71,5.7,4.2,357,100.0,100.0,77794,0,0,12,-12,5,2,4.7,4.7,1,Kieran,True,0,2022-08-30T14:30:06.751009Z,62,77794.jpg,Trippier,67.6,False,0,a,15,4,171,7288455,19988,2316987,27159,0.7,27.6,2643,1,7,15,22,0,0,0,5,0,0,34,784,753.4,1442.3,105.0,230.4,30,0.72,9.18,9.9,30.3,16,2,1,1,238,57,11,1,1.0,0.0,1.0,0.0,0.0,0.0,0.02,0.0,0.31,0.33,1.03,0.75,63,5,53,15,10,1,2,1,1.02,0.51,2,1,0,90.0,0.0,2.0,30.0,29.0,0.94,6.0,536.0,89.0,0.0,0.0,5.0,1.0,7.68,26.13,25.11,48.08,3.5,4.0,6.65,22.5,24.23,39.67,2.5,2,11,0,1.3,1.9,1.8,3.3,28.2,37.2,139.0,110.1,123.9,103.2,19.1,15.9,99.2,32.4,27.3,87.9,37.3,51.0,204.1,150.7,156.3,153.8,16.7,17.6,110.9,33.6,31.7,88.3,9.75
Ødegaard,SOU,8.09,MCI,7.11,CHE,9.24,NEW,5.9,BHA,7.38,7.54,5.7,6.0,7,100.0,100.0,184029,0,0,2,-2,4,3,7.0,6.5,10,Martin,True,0,2023-03-09T22:30:08.763464Z,67,184029.jpg,Ødegaard,29.9,False,0,a,1,3,171,5896656,70131,4287264,24832,0.9,25.5,2563,11,8,11,29,0,0,0,4,0,0,25,663,783.0,961.0,778.0,252.4,30,8.45,6.88,15.33,30.73,11,3,6,5,18,9,8,6,3.0,0.0,1.0,0.0,0.0,0.0,0.3,0.0,0.24,0.54,1.08,1.02,47,25,17,10,11,5,10,5,1.05,0.39,19,0,1,89.0,0.0,3.0,30.0,28.0,0.9,5.0,432.0,86.0,0.0,0.0,5.0,1.0,8.41,22.1,26.1,32.03,25.93,5.4,6.34,21.0,27.16,18.7,17.6,3,5,1,1.9,1.3,1.8,1.3,22.3,26.4,99.6,73.5,90.8,79.1,12.4,14.4,99.0,23.7,21.2,74.4,20.8,21.2,94.8,61.8,56.0,72.8,10.7,15.6,116.0,17.8,22.0,66.5,7.38
Mitrović,LEE,7.43,AVL,6.3,LIV,10.3,LEI,7.68,SOU,4.73,7.29,4.3,0.0,210,0.0,0.0,128389,0,0,1,-1,2,4,0.0,0.0,0,Aleksandar,False,Suspended until 13 May,2023-03-19T22:00:08.374434Z,66,128389.jpg,Mitrović,12.3,False,0,s,9,54,90,7685339,147,7695676,25475,0.0,13.6,1816,11,2,7,26,0,0,3,6,0,0,11,267,486.6,211.8,1078.0,176.5,21,12.54,1.12,13.66,31.57,82,7,136,14,8,5,24,8,0.0,0.0,0.0,0.0,1.0,0.0,0.62,0.0,0.06,0.68,1.56,1.29,53,22,750,88,38,7,33,6,1.04,0.35,8,0,1,0.0,9.0,2.0,21.0,20.0,0.91,1.0,90.0,90.0,4.0,0.0,1.0,1.0,8.4,12.71,23.17,10.09,51.33,2.0,3.0,-1.0,7.8,1.2,21.0,2,17,0,0.8,1.7,0.7,2.0,27.4,36.9,128.6,110.5,130.8,99.1,24.9,18.6,117.0,38.9,29.9,110.1,34.5,39.4,158.3,118.2,117.5,134.7,31.7,22.7,132.9,49.0,45.2,136.5,4.73
Darwin,NFO,5.82,WHU,5.27,FUL,12.73,BRE,4.13,LEI,7.74,7.14,3.8,2.2,297,100.0,100.0,447203,0,0,-3,3,1,4,2.7,2.7,5,Darwin,False,0,2023-03-18T00:30:08.948141Z,87,447203.jpg,Núñez Ribeiro,8.1,False,0,a,12,14,90,4009822,22259,5223212,19419,0.3,10.3,1479,9,4,5,19,0,0,0,1,1,0,8,294,454.6,299.7,1044.0,178.7,17,11.11,2.62,13.73,26.28,98,9,99,9,9,6,22,7,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.16,0.84,1.6,1.16,11,6,156,21,78,12,47,8,1.03,0.3,11,0,1,9.0,3.0,11.0,24.0,17.0,0.61,5.0,202.0,40.0,0.0,3.0,2.0,0.4,7.45,12.25,18.94,12.49,43.5,2.2,3.44,7.6,12.04,6.02,16.2,3,10,0,1.3,1.8,0.8,2.0,29.9,39.4,134.6,122.4,138.1,108.3,19.0,16.4,96.9,42.7,24.6,97.4,33.7,42.4,151.8,136.1,138.3,122.7,23.8,22.0,133.3,52.0,34.2,114.3,7.74
Robertson,NFO,5.71,WHU,4.73,TOT,11.68,BRE,5.58,LEI,7.71,7.08,3.5,1.0,284,100.0,100.0,122798,0,0,-2,2,1,2,1.5,1.5,2,Andrew,False,0,2022-12-31T08:30:08.059731Z,68,122798.jpg,Robertson,6.5,False,0,a,12,14,95,1572885,31672,2143470,11270,0.1,14.0,2043,0,6,7,27,0,0,0,3,0,0,9,504,437.0,664.2,195.0,129.6,23,1.24,5.57,6.81,30.66,104,33,18,3,164,21,61,5,2.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.25,0.3,1.35,1.19,44,3,264,88,110,25,57,19,1.01,0.31,11,1,0,90.0,3.0,5.0,27.0,23.0,0.82,5.0,363.0,73.0,0.0,1.0,4.0,0.8,4.8,18.67,16.19,24.6,7.22,1.2,2.84,10.8,11.16,11.12,6.2,3,10,0,1.3,1.8,0.8,2.0,29.9,39.4,134.6,122.4,138.1,108.3,19.0,16.4,96.9,42.7,24.6,97.4,33.7,42.4,151.8,136.1,138.3,122.7,23.8,22.0,133.3,52.0,34.2,114.3,7.71
Luis Díaz,NFO,5.58,WHU,6.82,FUL,12.65,BRE,3.9,LEI,5.45,6.88,4.4,0.2,293,100.0,100.0,244731,0,0,-2,2,1,3,0.7,0.7,1,Luis,False,0,2023-03-31T15:00:09.298898Z,78,244731.jpg,Díaz,6.0,False,0,a,12,14,40,2366585,10247,3960945,1863,0.0,5.1,622,3,2,2,8,0,0,0,2,0,0,4,112,179.6,111.0,279.0,56.9,7,1.74,0.89,2.63,7.89,277,116,232,139,105,68,215,106,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.13,0.38,1.14,1.16,22,10,380,181,30,15,63,21,1.01,0.29,11,0,1,9.0,20.0,5.0,9.0,6.0,0.55,1.0,9.0,9.0,3.0,2.0,0.0,0.0,6.32,12.44,19.96,12.33,31.0,1.0,1.6,3.0,4.8,11.5,0.0,3,10,0,1.3,1.8,0.8,2.0,29.9,39.4,134.6,122.4,138.1,108.3,19.0,16.4,96.9,42.7,24.6,97.4,33.7,42.4,151.8,136.1,138.3,122.7,23.8,22.0,133.3,52.0,34.2,114.3,5.45
Nelson,SOU,8.7,MCI,7.45,CHE,6.46,NEW,5.34,BHA,6.39,6.87,6.6,0.3,23,100.0,100.0,200641,0,0,-3,3,2,3,1.3,0.8,1,Reiss,False,0,2022-12-22T15:30:07.123983Z,47,200641.jpg,Nelson,0.0,False,0,a,1,3,33,16029,31,17148,92,0.1,7.0,108,3,2,1,0,0,0,0,0,0,0,5,100,160.4,85.1,117.0,36.3,0,0.73,0.35,1.08,0.6,292,119,277,153,221,125,300,134,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.29,0.9,0.5,0.0,318,192,340,162,4,1,546,213,0.0,0.83,19,0,1,5.0,14.0,16.0,5.0,1.0,0.06,2.0,23.0,12.0,0.0,5.0,0.0,0.0,7.26,20.0,32.08,17.02,23.4,1.0,1.35,4.5,4.1,6.5,3.0,3,5,1,1.9,1.3,1.8,1.3,22.3,26.4,99.6,73.5,90.8,79.1,12.4,14.4,99.0,23.7,21.2,74.4,20.8,21.2,94.8,61.8,56.0,72.8,10.7,15.6,116.0,17.8,22.0,66.5,6.39
