web_name,opponent_2,predicted_points_2,opponent_3,predicted_points_3,opponent_4,predicted_points_4,opponent_5,predicted_points_5,opponent_6,predicted_points_6,predicted_points_mean,points_per_game,form,id,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,in_dreamteam,news,news_added,now_cost,photo,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,last_opponent,defender,attacker,minutes_last_game,games_injured,games_dropped,games_played,games_started,nail,games_played_last5,minutes_last5,minutes_pg_last5,games_injured_last5,games_dropped_last5,games_started_last5,nail_last5,ict_index_pg,bps_pg,influence_pg,creativity_pg,threat_pg,points_pg_last5,ict_index_pg_last5,bps_pg_last5,influence_pg_last5,creativity_pg_last5,threat_pg_last5,fixture_difficulty,opponent,is_home,opp_GS_pg,opp_GA_pg,opp_GS_last5_pg,opp_GA_last5_pg,opp_total_points_conceded_pg_atk,opp_ict_index_conceded_pg_atk,opp_influence_conceded_pg_atk,opp_creativity_conceded_pg_atk,opp_threat_conceded_pg_atk,opp_bps_conceded_pg_atk,opp_total_points_conceded_pg_def,opp_ict_index_conceded_pg_def,opp_influence_conceded_pg_def,opp_creativity_conceded_pg_def,opp_threat_conceded_pg_def,opp_bps_conceded_pg_def,opp_total_points_conceded_pg_atk_last5,opp_ict_index_conceded_pg_atk_last5,opp_influence_conceded_pg_atk_last5,opp_creativity_conceded_pg_atk_last5,opp_threat_conceded_pg_atk_last5,opp_bps_conceded_pg_atk_last5,opp_total_points_conceded_pg_def_last5,opp_ict_index_conceded_pg_def_last5,opp_influence_conceded_pg_def_last5,opp_creativity_conceded_pg_def_last5,opp_threat_conceded_pg_def_last5,opp_bps_conceded_pg_def_last5,X_points
Rashford,TOT,6.32,NFO,7.35,ARS,7.84,BHA,8.91,BUR,9.34,7.95,3.0,3.0,396,100.0,0.0,176297,0,0,0,0,0,3,3.5,3.5,3,Marcus,False,0,0,90,176297.jpg,Rashford,48.7,False,0.0,a,14,1,3,153192,153192,154957,154957,0.3,0.3,87,0,0,1,0,0,0,0,0,0,0,0,5,8.6,12.0,48.0,6.9,1,0.3,0.02,0.32,1.81,156,66,93,63,8,2,40,20,0.0,0.0,2.0,0.0,3.0,0.0,0.31,0.0,0.02,0.33,1.87,0.0,6,4,88,41,88,41,4,2,1.03,1.03,20,0,1,87.0,0.0,0.0,1.0,1.0,1.0,1.0,87.0,87.0,0.0,0.0,1.0,1.0,6.9,5.0,8.6,12.0,48.0,3.0,6.9,5.0,8.6,12.0,48.0,2,6,0,0.0,3.0,0.0,3.0,43.0,57.1,191.6,207.5,173.0,166.0,32.0,12.4,71.8,23.6,29.0,137.0,43.0,57.1,191.6,207.5,173.0,166.0,32.0,12.4,71.8,23.6,29.0,137.0,9.34
Neto,BHA,9.9,EVE,4.93,CRY,8.39,LIV,8.86,LUT,7.29,7.87,1.0,1.0,567,100.0,0.0,247632,0,0,0,0,0,3,2.1,1.6,1,Pedro,False,0,0,55,247632.jpg,Lomba Neto,0.3,False,0.0,a,20,39,1,6625,6625,2088,2088,0.2,0.2,90,0,0,0,1,0,0,0,1,0,0,0,19,20.2,65.4,46.0,13.2,1,0.79,0.35,1.14,1.46,73,24,6,4,12,5,11,6,0.0,0.0,3.0,0.0,0.0,0.0,0.79,0.0,0.35,1.14,1.46,1.0,133,87,261,122,261,122,301,89,1.0,0.0,14,0,1,90.0,0.0,0.0,1.0,1.0,1.0,1.0,90.0,90.0,0.0,0.0,1.0,1.0,13.2,19.0,20.2,65.4,46.0,1.0,13.2,19.0,20.2,65.4,46.0,2,12,0,1.0,4.0,1.0,4.0,44.0,57.0,184.4,180.7,204.0,180.0,14.0,25.7,106.6,83.2,67.0,83.0,44.0,57.0,184.4,180.7,204.0,180.0,14.0,25.7,106.6,83.2,67.0,83.0,7.29
Raya,CRY,7.65,FUL,9.09,MUN,8.31,EVE,5.35,TOT,7.04,7.49,0.0,0.0,113,100.0,0.0,154561,0,0,0,0,0,1,3.7,3.7,0,David,False,0,0,50,154561.jpg,Raya Martin,4.4,False,0.0,a,1,3,0,5641,5641,83613,83613,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,534,75,535,71,519,71,541,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207,8,567,77,567,77,79,12,0.0,0.0,16,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,18,1,2.0,2.0,2.0,2.0,27.0,30.1,122.6,41.6,139.0,77.0,11.0,20.2,116.8,66.4,18.0,94.0,27.0,30.1,122.6,41.6,139.0,77.0,11.0,20.2,116.8,66.4,18.0,94.0,7.04
Lloris,MUN,6.66,BOU,8.18,BUR,6.7,SHU,8.83,ARS,6.24,7.32,0.0,0.0,502,100.0,0.0,37915,0,0,0,0,0,1,2.7,3.2,0,Hugo,False,0,0,50,37915.jpg,Lloris,0.8,False,0.0,a,18,6,0,2523,2523,10252,10252,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,503,73,503,67,484,67,511,73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154,4,542,75,542,75,193,26,0.0,0.0,4,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0,2.0,1.0,2.0,1.0,22.0,19.1,86.2,53.1,52.0,64.0,7.0,13.7,86.8,11.7,39.0,75.0,22.0,19.1,86.2,53.1,52.0,64.0,7.0,13.7,86.8,11.7,39.0,75.0,6.24
Alexander-Arnold,BOU,8.15,NEW,6.75,AVL,6.25,WOL,6.84,WHU,7.65,7.13,1.0,1.0,290,100.0,0.0,169187,0,0,0,0,0,2,4.5,4.5,1,Trent,False,0,0,80,169187.jpg,Alexander-Arnold,18.6,False,0.0,a,11,14,1,71538,71538,70385,70385,0.1,0.1,90,0,0,0,1,0,0,0,1,0,0,0,7,13.6,9.1,0.0,2.3,1,0.0,0.02,0.02,1.28,111,48,121,36,664,217,145,50,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,1.28,1.0,12,1,280,89,280,89,21,9,1.0,0.0,7,1,0,90.0,0.0,0.0,1.0,1.0,1.0,1.0,90.0,90.0,0.0,0.0,1.0,1.0,2.3,7.0,13.6,9.1,0.0,1.0,2.3,7.0,13.6,9.1,0.0,2,19,1,1.0,1.0,1.0,1.0,22.0,31.1,97.6,90.8,124.0,76.0,8.0,6.7,51.4,14.7,0.0,45.0,22.0,31.1,97.6,90.8,124.0,76.0,8.0,6.7,51.4,14.7,0.0,45.0,7.65
Horvath,SHU,9.18,MUN,5.15,CHE,6.96,BUR,7.95,MCI,5.61,6.97,0.0,0.0,449,100.0,0.0,168547,0,0,0,0,0,1,2.9,1.9,0,Ethan,False,0,0,45,168547.jpg,Horvath,0.1,False,0.0,a,16,17,0,472,472,1558,1558,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,377,67,373,60,342,60,385,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,379,24,426,70,426,70,398,59,0.0,0.0,1,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,13,0,3.0,0.0,3.0,0.0,12.0,0.0,0.0,0.0,0.0,33.0,7.0,0.0,0.0,0.0,0.0,80.0,12.0,0.0,0.0,0.0,0.0,33.0,7.0,0.0,0.0,0.0,0.0,80.0,5.61
Cancelo,NEW,5.94,SHU,6.93,FUL,7.55,WHU,6.79,NFO,7.53,6.95,0.0,0.0,346,100.0,0.0,121145,-1,1,-1,1,0,2,3.3,4.3,0,João,False,0,0,59,121145.jpg,Cancelo,2.9,False,0.0,a,13,43,0,7303,7303,81163,81163,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,640,217,643,217,639,216,644,217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79,5,644,215,644,215,107,37,0.0,0.0,6,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,16,1,1.0,2.0,1.0,2.0,32.0,51.7,181.6,191.3,145.0,152.0,10.0,10.5,67.2,25.2,13.0,54.0,32.0,51.7,181.6,191.3,145.0,152.0,10.0,10.5,67.2,25.2,13.0,54.0,7.53
Henderson,TOT,7.79,NFO,6.92,ARS,6.58,BHA,6.0,BUR,7.29,6.92,0.0,0.0,385,100.0,0.0,172649,0,0,0,0,0,1,2.9,0.0,0,Dean,False,0,2023-08-11T13:00:07.069019Z,45,172649.jpg,Henderson,0.3,False,0.0,a,14,1,0,262,262,7460,7460,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,380,68,376,61,345,61,388,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383,25,429,71,429,71,269,41,0.0,0.0,20,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,6,0,0.0,3.0,0.0,3.0,43.0,57.1,191.6,207.5,173.0,166.0,32.0,12.4,71.8,23.6,29.0,137.0,43.0,57.1,191.6,207.5,173.0,166.0,32.0,12.4,71.8,23.6,29.0,137.0,7.29
Diego Carlos,EVE,4.74,BUR,8.62,LIV,7.95,CRY,7.42,CHE,5.33,6.81,0.0,0.0,41,100.0,0.0,165659,0,0,0,0,0,2,2.0,1.5,0,Diego Carlos,False,0,0,45,165659.jpg,Santos Silva,0.5,False,0.0,a,2,7,0,3751,3751,5307,5307,0.0,0.0,26,0,0,0,2,0,0,0,0,0,0,0,6,9.4,0.4,37.0,4.7,0,0.27,0.0,0.27,1.64,144,63,194,69,17,2,83,22,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.93,5.68,6.92,376,76,425,171,425,171,232,86,0.0,0.0,15,1,0,26.0,0.0,1.0,1.0,0.0,0.0,1.0,26.0,26.0,0.0,1.0,0.0,0.0,4.7,6.0,9.4,0.4,37.0,0.0,4.7,6.0,9.4,0.4,37.0,3,7,0,1.0,1.0,1.0,1.0,22.0,24.6,89.8,87.0,69.0,83.0,10.0,14.1,110.6,22.8,7.0,66.0,22.0,24.6,89.8,87.0,69.0,83.0,10.0,14.1,110.6,22.8,7.0,66.0,5.33
Foden,NEW,7.45,SHU,7.82,FUL,5.6,WHU,6.31,NFO,6.53,6.74,3.0,3.0,353,100.0,0.0,209244,0,0,0,0,0,3,3.1,4.1,3,Phil,False,0,0,75,209244.jpg,Foden,8.7,False,0.0,a,13,43,3,69520,69520,75194,75194,0.4,0.4,90,0,0,1,0,0,0,0,0,0,0,0,6,9.0,32.8,32.0,7.4,1,0.27,0.11,0.38,0.3,149,60,26,18,35,16,36,18,3.0,0.0,4.0,0.0,0.0,0.0,0.27,0.0,0.11,0.38,0.3,0.0,22,13,86,39,86,39,43,14,1.0,1.0,6,0,1,90.0,0.0,0.0,1.0,1.0,1.0,1.0,90.0,90.0,0.0,0.0,1.0,1.0,7.4,6.0,9.0,32.8,32.0,3.0,7.4,6.0,9.0,32.8,32.0,2,16,1,1.0,2.0,1.0,2.0,32.0,51.7,181.6,191.3,145.0,152.0,10.0,10.5,67.2,25.2,13.0,54.0,32.0,51.7,181.6,191.3,145.0,152.0,10.0,10.5,67.2,25.2,13.0,54.0,6.53
