id,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,last_opponent,defender,attacker,minutes_last_game,games_injured,games_dropped,games_played,games_started,nail,games_played_last5,minutes_last5,minutes_pg_last5,games_injured_last5,games_dropped_last5,games_started_last5,nail_last5,ict_index_pg,bps_pg,influence_pg,creativity_pg,threat_pg,points_pg_last5,ict_index_pg_last5,bps_pg_last5,influence_pg_last5,creativity_pg_last5,threat_pg_last5,fixture_difficulty,opponent,is_home,opp_GS_pg,opp_GA_pg,opp_GS_last5_pg,opp_GA_last5_pg,opp_total_points_conceded_pg_atk,opp_ict_index_conceded_pg_atk,opp_influence_conceded_pg_atk,opp_creativity_conceded_pg_atk,opp_threat_conceded_pg_atk,opp_bps_conceded_pg_atk,opp_total_points_conceded_pg_def,opp_ict_index_conceded_pg_def,opp_influence_conceded_pg_def,opp_creativity_conceded_pg_def,opp_threat_conceded_pg_def,opp_bps_conceded_pg_def,opp_total_points_conceded_pg_atk_last5,opp_ict_index_conceded_pg_atk_last5,opp_influence_conceded_pg_atk_last5,opp_creativity_conceded_pg_atk_last5,opp_threat_conceded_pg_atk_last5,opp_bps_conceded_pg_atk_last5,opp_total_points_conceded_pg_def_last5,opp_ict_index_conceded_pg_def_last5,opp_influence_conceded_pg_def_last5,opp_creativity_conceded_pg_def_last5,opp_threat_conceded_pg_def_last5,opp_bps_conceded_pg_def_last5
1,100.0,0.0,80201,-1,1,-1,1,0,1,1.0,1.5,2,Bernd,1.5,False,0,0,49,80201.jpg,1.5,Leno,1.8,False,0.0,a,1,3,3,5308,2681,41060,12617,0.3,0.6,Leno,180,0,0,0,4,0,0,0,0,0,4,0,28,36.0,0.0,0.0,3.6,101,12,453,45,428,44,205,13,0.0,0.0,0.0,0.0,0.0,0.0,6,1,0,90.0,0.0,0.0,2.0,2.0,1.0,2.0,180.0,90.0,0.0,0.0,2.0,1.0,1.8,14.0,18.0,0.0,0.0,1.5,1.8,14.0,18.0,0.0,0.0,5,12,0,2.5,0.5,2.5,0.5,20.5,21.2,88.0,59.6,63.5,68.0,17.5,10.6,79.4,19.8,7.0,86.5,20.5,21.2,88.0,59.6,63.5,68.0,17.5,10.6,79.4,19.8,7.0,86.5
2,75.0,0.0,115918,0,0,0,0,0,1,-0.4,0.0,0,Rúnar Alex,0.0,False,Lack of match fitness - 75% chance of playing,2021-08-20T09:30:14.051083Z,40,115918.jpg,0.0,Rúnarsson,1.3,False,0.0,d,1,3,0,6368,554,10532,5283,0.0,0.0,Rúnarsson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,319,30,309,12,258,10,329,30,0.0,0.0,0.0,0.0,0.0,0.0,6,1,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,12,0,2.5,0.5,2.5,0.5,20.5,21.2,88.0,59.6,63.5,68.0,17.5,10.6,79.4,19.8,7.0,86.5,20.5,21.2,88.0,59.6,63.5,68.0,17.5,10.6,79.4,19.8,7.0,86.5
3,50.0,50.0,47431,0,0,-1,1,0,3,-0.2,0.0,0,Willian,0.0,False,Illness - 50% chance of playing,2021-08-20T09:30:14.065783Z,64,47431.jpg,0.0,Borges Da Silva,0.2,False,0.0,d,1,3,0,797,87,11995,4040,0.0,0.0,Willian,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,554,230,554,231,552,230,555,231,4.0,0.0,2.0,0.0,0.0,0.0,6,0,1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,12,0,2.5,0.5,2.5,0.5,20.5,21.2,88.0,59.6,63.5,68.0,17.5,10.6,79.4,19.8,7.0,86.5,20.5,21.2,88.0,59.6,63.5,68.0,17.5,10.6,79.4,19.8,7.0,86.5
4,100.0,50.0,54694,0,0,-1,1,0,4,0.0,0.2,1,Pierre-Emerick,0.5,False,0,2021-08-13T14:30:14.477664Z,99,54694.jpg,1.0,Aubameyang,1.2,False,0.0,a,1,3,1,3422,2275,122823,15454,0.1,0.1,Aubameyang,29,0,0,0,0,0,0,0,0,0,0,0,5,5.0,1.3,19.0,2.5,261,28,244,36,114,27,240,32,0.0,0.0,0.0,0.0,1.0,0.0,6,0,1,29.0,1.0,1.0,1.0,0.0,0.0,1.0,29.0,29.0,1.0,1.0,0.0,0.0,2.5,5.0,5.0,1.3,19.0,1.0,2.5,5.0,5.0,1.3,19.0,5,12,0,2.5,0.5,2.5,0.5,20.5,21.2,88.0,59.6,63.5,68.0,17.5,10.6,79.4,19.8,7.0,86.5,20.5,21.2,88.0,59.6,63.5,68.0,17.5,10.6,79.4,19.8,7.0,86.5
5,100.0,0.0,58822,0,0,0,0,0,2,0.0,0.5,1,Cédric,0.5,False,0,0,45,58822.jpg,1.0,Soares,0.2,False,0.0,a,1,3,1,1500,935,5164,1621,0.1,0.2,Cédric,90,0,0,0,2,0,0,0,0,0,0,0,15,17.0,20.8,0.0,3.8,182,75,109,25,315,122,197,68,0.0,0.0,5.0,0.0,0.0,0.0,6,1,0,90.0,0.0,1.0,1.0,1.0,0.5,1.0,90.0,90.0,0.0,1.0,1.0,0.5,3.8,15.0,17.0,20.8,0.0,1.0,3.8,15.0,17.0,20.8,0.0,5,12,0,2.5,0.5,2.5,0.5,20.5,21.2,88.0,59.6,63.5,68.0,17.5,10.6,79.4,19.8,7.0,86.5,20.5,21.2,88.0,59.6,63.5,68.0,17.5,10.6,79.4,19.8,7.0,86.5
6,75.0,0.0,59966,0,0,-1,1,0,4,-0.4,0.0,0,Alexandre,0.0,False,Lack of match fitness - 75% chance of playing,2021-08-13T14:30:14.582063Z,84,59966.jpg,0.0,Lacazette,1.3,False,0.0,d,1,3,0,832,233,98432,15828,0.0,0.0,Lacazette,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,564,75,564,75,564,75,564,75,0.0,0.0,3.0,0.0,2.0,0.0,6,0,1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,12,0,2.5,0.5,2.5,0.5,20.5,21.2,88.0,59.6,63.5,68.0,17.5,10.6,79.4,19.8,7.0,86.5,20.5,21.2,88.0,59.6,63.5,68.0,17.5,10.6,79.4,19.8,7.0,86.5
7,100.0,0.0,84450,0,0,0,0,0,3,1.5,2.0,2,Granit,2.0,False,0,0,50,84450.jpg,2.0,Xhaka,0.9,False,0.0,a,1,3,4,11620,3779,22701,8702,0.4,0.8,Xhaka,180,0,0,0,4,0,0,0,0,0,0,0,25,33.2,50.7,9.0,9.3,114,46,31,19,149,81,80,45,0.0,0.0,4.0,0.0,0.0,0.0,6,0,1,90.0,0.0,0.0,2.0,2.0,1.0,2.0,180.0,90.0,0.0,0.0,2.0,1.0,4.65,12.5,16.6,25.35,4.5,2.0,4.65,12.5,16.6,25.35,4.5,5,12,0,2.5,0.5,2.5,0.5,20.5,21.2,88.0,59.6,63.5,68.0,17.5,10.6,79.4,19.8,7.0,86.5,20.5,21.2,88.0,59.6,63.5,68.0,17.5,10.6,79.4,19.8,7.0,86.5
8,100.0,0.0,92371,0,0,0,0,0,2,0.0,0.5,0,Pablo,0.5,False,0,0,45,92371.jpg,0.5,Marí,0.2,False,0.0,a,1,3,1,1787,938,3324,1419,0.1,0.2,Marí,180,0,0,0,4,0,0,0,1,0,0,0,35,55.4,12.3,11.0,7.9,39,11,155,42,139,28,101,27,0.0,0.0,0.0,0.0,0.0,0.0,6,1,0,90.0,0.0,0.0,2.0,2.0,1.0,2.0,180.0,90.0,0.0,0.0,2.0,1.0,3.95,17.5,27.7,6.15,5.5,0.5,3.95,17.5,27.7,6.15,5.5,5,12,0,2.5,0.5,2.5,0.5,20.5,21.2,88.0,59.6,63.5,68.0,17.5,10.6,79.4,19.8,7.0,86.5,20.5,21.2,88.0,59.6,63.5,68.0,17.5,10.6,79.4,19.8,7.0,86.5
9,75.0,0.0,98745,0,0,-1,1,0,2,-0.4,0.0,0,Héctor,0.0,False,Thigh injury - 75% chance of playing,2021-08-22T23:00:07.775313Z,49,98745.jpg,0.0,Bellerín,0.7,False,0.0,d,1,3,0,2762,732,32575,12899,0.0,0.0,Bellerín,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,464,176,459,176,435,167,469,175,0.0,0.0,0.0,0.0,0.0,0.0,6,1,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,12,0,2.5,0.5,2.5,0.5,20.5,21.2,88.0,59.6,63.5,68.0,17.5,10.6,79.4,19.8,7.0,86.5,20.5,21.2,88.0,59.6,63.5,68.0,17.5,10.6,79.4,19.8,7.0,86.5
10,100.0,0.0,101184,0,0,0,0,0,2,0.0,0.5,0,Calum,0.5,False,0,0,45,101184.jpg,1.0,Chambers,0.4,False,0.0,a,1,3,1,2032,530,7510,3306,0.1,0.2,Chambers,80,0,0,0,2,0,0,0,0,0,0,0,14,13.2,16.8,12.0,4.2,204,86,124,30,130,25,183,61,0.0,0.0,0.0,0.0,0.0,0.0,6,1,0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,80.0,80.0,0.0,1.0,1.0,0.5,4.2,14.0,13.2,16.8,12.0,1.0,4.2,14.0,13.2,16.8,12.0,5,12,0,2.5,0.5,2.5,0.5,20.5,21.2,88.0,59.6,63.5,68.0,17.5,10.6,79.4,19.8,7.0,86.5,20.5,21.2,88.0,59.6,63.5,68.0,17.5,10.6,79.4,19.8,7.0,86.5
