web_name,opponent_25,predicted_points_25,opponent_26,predicted_points_26,opponent_27,predicted_points_27,opponent_28,predicted_points_28,opponent_29,predicted_points_29,predicted_points_mean,points_per_game,form,id,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,in_dreamteam,news,news_added,now_cost,photo,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,last_opponent,defender,attacker,minutes_last_game,games_injured,games_dropped,games_played,games_started,nail,games_played_last5,minutes_last5,minutes_pg_last5,games_injured_last5,games_dropped_last5,games_started_last5,nail_last5,ict_index_pg,bps_pg,influence_pg,creativity_pg,threat_pg,points_pg_last5,ict_index_pg_last5,bps_pg_last5,influence_pg_last5,creativity_pg_last5,threat_pg_last5,fixture_difficulty,opponent,is_home,opp_GS_pg,opp_GA_pg,opp_GS_last5_pg,opp_GA_last5_pg,opp_total_points_conceded_pg_atk,opp_ict_index_conceded_pg_atk,opp_influence_conceded_pg_atk,opp_creativity_conceded_pg_atk,opp_threat_conceded_pg_atk,opp_bps_conceded_pg_atk,opp_total_points_conceded_pg_def,opp_ict_index_conceded_pg_def,opp_influence_conceded_pg_def,opp_creativity_conceded_pg_def,opp_threat_conceded_pg_def,opp_bps_conceded_pg_def,opp_total_points_conceded_pg_atk_last5,opp_ict_index_conceded_pg_atk_last5,opp_influence_conceded_pg_atk_last5,opp_creativity_conceded_pg_atk_last5,opp_threat_conceded_pg_atk_last5,opp_bps_conceded_pg_atk_last5,opp_total_points_conceded_pg_def_last5,opp_ict_index_conceded_pg_def_last5,opp_influence_conceded_pg_def_last5,opp_creativity_conceded_pg_def_last5,opp_threat_conceded_pg_def_last5,opp_bps_conceded_pg_def_last5,X_points
Nelson,LEI,24.79,BOU,14.37,FUL,15.01,CRY,11.06,LEE,14.35,15.92,10.0,0.0,23,100.0,100.0,200641,0,0,-3,3,1,3,1.0,0.5,0,Reiss,False,0,2022-12-22T15:30:07.123983Z,47,200641.jpg,Nelson,0.0,False,0,a,1,3,20,12831,65,14592,48,0.0,4.3,64,2,1,1,0,0,0,0,0,0,0,3,53,90.8,31.0,79.0,20.1,0,0.63,0.15,0.78,0.39,314,131,351,180,237,128,329,145,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.0,0.21,1.1,0.55,0.0,321,195,657,265,1,1,573,225,0.0,1.41,2,0,1,0.0,14.0,9.0,2.0,1.0,0.1,0.0,0.0,0.0,3.0,2.0,0.0,0.0,10.05,26.5,45.4,15.5,39.5,0.0,0.0,0.0,0.0,0.0,0.0,2,7,1,0.9,1.4,1.0,1.5,28.3,41.0,126.7,128.5,155.4,99.6,21.8,19.5,112.0,47.9,34.8,104.6,50.2,76.6,247.0,256.8,262.5,175.8,34.8,35.7,203.4,97.0,55.2,175.8,11.06
Darwin,WOL,14.76,MUN,9.6,BOU,8.12,FUL,11.24,MCI,8.97,10.54,3.8,4.0,297,100.0,100.0,447203,0,0,-3,3,0,4,9.0,4.0,5,Darwin,False,0,2023-02-18T21:30:08.110539Z,87,447203.jpg,Núñez Ribeiro,12.9,False,0,a,12,14,65,3445227,428746,4299364,28613,0.5,7.5,1112,6,4,2,17,0,0,0,1,1,0,6,201,327.2,236.2,872.0,142.3,13,9.06,1.76,10.81,20.68,112,9,94,10,8,6,24,7,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.14,0.87,1.67,1.38,11,6,64,8,82,13,30,7,1.05,0.16,15,0,1,58.0,3.0,8.0,17.0,13.0,0.62,4.0,244.0,61.0,1.0,1.0,3.0,0.75,8.37,11.82,19.25,13.89,51.29,3.25,6.68,12.5,17.05,11.5,38.25,2,9,1,1.5,1.2,0.6,0.4,24.7,38.6,118.2,113.2,155.5,91.7,16.4,16.4,93.4,38.8,31.7,87.5,18.4,29.0,78.1,105.2,108.4,64.6,27.0,16.7,86.6,52.1,27.8,114.0,11.24
Salah,WOL,13.79,MUN,9.22,BOU,8.63,FUL,10.91,CHE,8.14,10.14,5.5,6.3,283,100.0,0.0,118748,1,-1,-3,3,3,3,13.6,6.3,6,Mohamed,False,0,0,127,118748.jpg,Salah,30.2,False,0,a,12,14,122,4305009,637522,7335280,20375,0.5,9.6,1956,8,6,7,27,0,0,0,0,0,0,13,298,498.6,511.4,992.0,200.2,22,10.12,3.46,13.61,31.13,30,14,19,14,4,1,6,4,0.0,0.0,0.0,0.0,2.0,0.0,0.47,0.0,0.16,0.63,1.43,1.24,1,1,17,4,12,6,10,6,1.01,0.32,15,0,1,90.0,0.0,2.0,22.0,22.0,0.92,5.0,449.0,90.0,0.0,0.0,5.0,1.0,9.1,13.55,22.66,23.25,45.09,4.8,5.66,13.6,16.08,11.94,28.8,2,9,1,1.5,1.2,0.6,0.4,24.7,38.6,118.2,113.2,155.5,91.7,16.4,16.4,93.4,38.8,31.7,87.5,18.4,29.0,78.1,105.2,108.4,64.6,27.0,16.7,86.6,52.1,27.8,114.0,10.91
Alisson,WOL,14.33,MUN,7.5,BOU,8.32,FUL,10.03,MCI,8.08,9.65,4.5,5.0,281,100.0,0.0,116535,0,0,-1,1,1,1,11.0,5.0,7,Alisson,False,0,0,54,116535.jpg,Ramses Becker,16.3,False,0,a,12,14,98,1517269,265138,1935968,26213,0.9,18.1,1980,0,1,7,28,0,1,0,0,0,72,10,495,638.4,10.1,0.0,64.9,22,0.0,0.01,0.01,32.52,9,3,414,5,736,76,133,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.27,0.0,0.0,1.48,1.27,130,3,32,5,32,8,23,3,1.0,0.32,15,1,0,90.0,0.0,2.0,22.0,22.0,0.92,5.0,450.0,90.0,0.0,0.0,5.0,1.0,2.95,22.5,29.02,0.46,0.0,5.2,2.44,24.8,24.24,0.0,0.0,2,9,1,1.5,1.2,0.6,0.4,24.7,38.6,118.2,113.2,155.5,91.7,16.4,16.4,93.4,38.8,31.7,87.5,18.4,29.0,78.1,105.2,108.4,64.6,27.0,16.7,86.6,52.1,27.8,114.0,10.03
Jesus,LEI,14.77,BOU,8.51,FUL,10.2,CRY,5.91,LEE,8.79,9.64,4.9,0.0,28,0.0,0.0,205651,0,0,-1,1,1,4,0.0,0.0,0,Gabriel,False,Knee injury - Expected back 04 Mar,2022-12-04T08:30:06.137006Z,79,205651.jpg,Fernando de Jesus,25.4,False,0,i,1,3,69,2823701,1581,7765889,26368,0.0,8.7,1220,5,6,7,11,0,0,0,4,0,0,7,219,378.0,281.1,884.0,154.4,14,7.91,1.73,9.63,11.46,77,7,75,5,6,4,18,5,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.13,0.71,0.85,0.81,21,12,741,90,20,4,13,4,1.03,0.52,2,0,1,0.0,8.0,2.0,14.0,14.0,0.88,0.0,0.0,0.0,5.0,0.0,0.0,0.0,11.03,15.64,27.0,20.08,63.14,0.0,0.0,0.0,0.0,0.0,0.0,2,7,1,0.9,1.4,1.0,1.5,28.3,41.0,126.7,128.5,155.4,99.6,21.8,19.5,112.0,47.9,34.8,104.6,50.2,76.6,247.0,256.8,262.5,175.8,34.8,35.7,203.4,97.0,55.2,175.8,5.91
Nketiah,EVE,15.58,BOU,8.7,FUL,9.36,CRY,3.51,LEE,10.41,9.51,2.5,2.5,11,100.0,0.0,205533,0,0,-2,2,1,4,6.0,3.0,2,Eddie,False,0,0,68,205533.jpg,Nketiah,13.2,False,0,a,1,3,52,1864541,170864,586510,73026,0.4,7.6,951,4,1,2,13,0,0,0,2,0,0,5,136,186.8,95.5,565.0,83.9,9,6.75,0.74,7.49,12.69,224,20,207,30,25,11,85,16,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.07,0.71,1.2,1.23,47,21,130,13,220,29,28,6,0.85,0.19,2,0,1,90.0,0.0,16.0,21.0,8.0,0.33,6.0,540.0,90.0,0.0,0.0,5.0,1.0,4.0,6.48,8.9,4.55,26.9,4.17,7.17,9.5,15.73,7.97,48.67,2,7,1,0.9,1.4,1.0,1.5,28.3,41.0,126.7,128.5,155.4,99.6,21.8,19.5,112.0,47.9,34.8,104.6,50.2,76.6,247.0,256.8,262.5,175.8,34.8,35.7,203.4,97.0,55.2,175.8,3.51
Saka,EVE,13.79,BOU,8.37,FUL,10.02,CRY,4.85,LEE,10.29,9.46,5.7,5.8,13,100.0,100.0,223340,0,0,4,-4,4,3,12.6,6.3,6,Bukayo,True,0,2023-01-13T15:00:07.612275Z,84,223340.jpg,Saka,38.1,False,0,a,1,3,132,4755802,373096,3021318,11614,0.7,15.7,1984,9,9,8,23,0,0,0,5,0,0,12,454,656.4,721.6,750.0,212.8,23,7.68,4.1,11.81,22.56,7,2,7,6,11,5,5,3,2.0,0.0,0.0,0.0,1.0,0.0,0.35,0.0,0.19,0.54,1.02,1.04,14,6,20,5,11,5,5,3,1.04,0.36,2,0,1,90.0,1.0,2.0,23.0,21.0,0.91,6.0,540.0,90.0,0.0,0.0,5.0,1.0,9.25,19.74,28.54,31.37,32.61,6.33,10.58,22.0,34.5,30.55,40.83,2,7,1,0.9,1.4,1.0,1.5,28.3,41.0,126.7,128.5,155.4,99.6,21.8,19.5,112.0,47.9,34.8,104.6,50.2,76.6,247.0,256.8,262.5,175.8,34.8,35.7,203.4,97.0,55.2,175.8,4.85
Luis Díaz,CRY,15.78,MUN,8.48,BOU,6.35,FUL,9.21,MCI,7.34,9.43,4.9,0.0,293,0.0,0.0,244731,0,0,-2,2,1,3,0.0,0.0,0,Luis,False,Knee injury - Unknown return date,2022-10-09T21:00:06.748125Z,78,244731.jpg,Díaz,6.0,False,0,i,12,14,39,2344850,229,3944798,3344,0.0,5.0,613,3,2,2,8,0,0,0,2,0,0,4,109,174.8,99.5,279.0,55.3,7,1.74,0.85,2.58,7.87,237,100,204,121,79,52,166,97,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.12,0.38,1.16,1.17,25,13,739,321,19,12,62,18,1.03,0.29,15,0,1,0.0,15.0,3.0,8.0,6.0,0.67,0.0,0.0,0.0,5.0,0.0,0.0,0.0,6.91,13.62,21.85,12.44,34.88,0.0,0.0,0.0,0.0,0.0,0.0,2,9,1,1.5,1.2,0.6,0.4,24.7,38.6,118.2,113.2,155.5,91.7,16.4,16.4,93.4,38.8,31.7,87.5,18.4,29.0,78.1,105.2,108.4,64.6,27.0,16.7,86.6,52.1,27.8,114.0,9.21
Trossard,LEI,14.39,BOU,7.77,FUL,9.6,CRY,6.17,LEE,8.96,9.38,4.5,2.5,111,100.0,100.0,116216,0,0,1,-1,2,3,6.0,3.0,2,Leandro,False,0,2023-01-08T00:00:08.175796Z,66,116216.jpg,Trossard,7.6,False,0,a,1,3,94,4560672,12133,4099788,33545,0.4,14.2,1464,8,3,4,28,0,0,0,1,0,0,5,293,439.6,406.6,747.0,159.3,17,5.31,2.4,7.68,21.43,49,19,38,31,12,6,15,10,4.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.15,0.47,1.32,1.72,52,27,129,62,33,15,48,14,1.05,0.25,2,0,1,67.0,1.0,6.0,20.0,17.0,0.74,4.0,148.0,37.0,0.0,4.0,1.0,0.2,7.97,14.65,21.98,20.33,37.35,2.75,4.5,9.75,13.7,12.7,18.5,2,7,1,0.9,1.4,1.0,1.5,28.3,41.0,126.7,128.5,155.4,99.6,21.8,19.5,112.0,47.9,34.8,104.6,50.2,76.6,247.0,256.8,262.5,175.8,34.8,35.7,203.4,97.0,55.2,175.8,6.17
Gakpo,WOL,11.4,MUN,8.27,BOU,7.48,FUL,10.42,CHE,9.06,9.33,4.2,5.3,680,100.0,100.0,243298,1,-1,-2,2,0,3,11.6,5.3,6,Cody,False,0,2023-01-02T15:30:08.448397Z,78,243298.jpg,Gakpo,6.5,False,0,a,12,14,21,739182,494588,156614,21916,0.7,2.7,392,2,0,2,6,0,0,0,0,0,0,0,51,91.6,47.0,147.0,28.4,5,2.71,0.11,2.83,7.08,313,130,304,159,169,103,287,128,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.03,0.65,1.63,1.38,24,12,26,7,48,20,52,16,1.15,0.46,15,0,1,58.0,0.0,1.0,5.0,5.0,0.83,5.0,392.0,78.0,0.0,0.0,5.0,1.0,5.68,10.2,18.32,9.4,29.4,4.2,5.68,10.2,18.32,9.4,29.4,2,9,1,1.5,1.2,0.6,0.4,24.7,38.6,118.2,113.2,155.5,91.7,16.4,16.4,93.4,38.8,31.7,87.5,18.4,29.0,78.1,105.2,108.4,64.6,27.0,16.7,86.6,52.1,27.8,114.0,10.42
