web_name,opponent_9,predicted_points_9,opponent_10,predicted_points_10,opponent_11,predicted_points_11,opponent_12,predicted_points_12,opponent_13,predicted_points_13,predicted_points_mean,points_per_game,form,id,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,in_dreamteam,news,news_added,now_cost,photo,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,last_opponent,fixture_difficulty,opponent,is_home,opp_GS_pg,opp_GA_pg,opp_GS_last5_pg,opp_GA_last5_pg,opp_total_points_conceded_pg_atk,opp_ict_index_conceded_pg_atk,opp_influence_conceded_pg_atk,opp_creativity_conceded_pg_atk,opp_threat_conceded_pg_atk,opp_bps_conceded_pg_atk,opp_total_points_conceded_pg_def,opp_ict_index_conceded_pg_def,opp_influence_conceded_pg_def,opp_creativity_conceded_pg_def,opp_threat_conceded_pg_def,opp_bps_conceded_pg_def,opp_total_points_conceded_pg_atk_last5,opp_ict_index_conceded_pg_atk_last5,opp_influence_conceded_pg_atk_last5,opp_creativity_conceded_pg_atk_last5,opp_threat_conceded_pg_atk_last5,opp_bps_conceded_pg_atk_last5,opp_total_points_conceded_pg_def_last5,opp_ict_index_conceded_pg_def_last5,opp_influence_conceded_pg_def_last5,opp_creativity_conceded_pg_def_last5,opp_threat_conceded_pg_def_last5,opp_bps_conceded_pg_def_last5,defender,attacker,minutes_last_game,games_injured,games_dropped,games_played,games_started,nail,games_played_last5,minutes_last5,minutes_pg_last5,games_injured_last5,games_dropped_last5,games_started_last5,nail_last5,ict_index_pg,bps_pg,influence_pg,creativity_pg,threat_pg,points_pg_last5,ict_index_pg_last5,bps_pg_last5,influence_pg_last5,creativity_pg_last5,threat_pg_last5
Ream,NEW,2.98,WHU,2.57,BOU,2.58,AVL,2.95,LEE,3.9,3.0,1.9,1.0,201,100.0,0.0,82514,0,0,0,0,0,2,1.0,1.5,1,Tim,False,,0,45,82514.jpg,Ream,0.1,False,0,a,9,54,13,10984,649,10062,1416,0.2,2.9,627,0,0,1,11,0,0,0,0,0,0,0,114,136.4,7.2,6.0,15.0,64,14,289,96,283,92,193,58,0.0,0.0,0.0,0.0,0.0,0.0,16.0,3,15,1,1.0,0.9,0.6,0.8,20.9,34.6,108.5,96.9,139.8,78.9,13.5,14.7,91.6,32.7,22.2,74.6,20.0,32.0,104.6,83.9,130.0,70.4,14.2,16.0,97.5,41.3,21.4,74.0,1,0,90.0,0.0,1.0,7.0,7.0,0.88,4.0,357.0,89.0,0.0,1.0,4.0,0.8,2.14,16.29,19.49,1.03,0.86,1.25,2.3,16.0,21.1,1.35,0.5
Bueno,WHU,2.69,CHE,3.22,NFO,3.66,CRY,1.8,LEI,3.63,3.0,0.0,0.0,558,100.0,0.0,490721,0,0,0,0,0,2,0.0,-1.0,0,Hugo,False,,0,40,490721.jpg,Bueno López,0.7,False,0,a,20,39,0,37953,725,43683,1729,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,461,181,441,173,390,149,465,180,0.0,0.0,0.0,0.0,0.0,0.0,13.0,3,19,0,0.4,1.1,0.6,0.8,21.5,25.1,78.7,82.2,90.1,80.4,23.8,16.4,97.6,38.0,28.1,97.1,14.6,20.2,58.3,67.9,76.6,58.0,16.4,15.4,90.4,39.3,23.8,79.4,1,0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mosquera,WHU,2.69,CHE,3.22,NFO,3.66,CRY,1.8,LEI,3.63,3.0,0.0,0.0,494,100.0,0.0,501837,0,0,-1,1,0,2,0.0,-1.0,0,Yerson,False,,0,39,501837.jpg,Mosquera Valdelamar,1.1,False,0,a,20,39,0,51601,10080,44829,4092,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,415,162,392,153,338,126,418,160,0.0,0.0,0.0,0.0,0.0,0.0,13.0,3,19,0,0.4,1.1,0.6,0.8,21.5,25.1,78.7,82.2,90.1,80.4,23.8,16.4,97.6,38.0,28.1,97.1,14.6,20.2,58.3,67.9,76.6,58.0,16.4,15.4,90.4,39.3,23.8,79.4,1,0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ricardo,NFO,3.75,BOU,2.53,CRY,2.16,LEE,3.59,WOL,2.96,3.0,0.0,0.0,256,0.0,0.0,111931,0,0,-2,2,0,2,0.0,0.0,0,Ricardo,False,Achilles injury - Expected back 04 Feb,2022-08-01T17:30:04.857035Z,43,111931.jpg,Barbosa Pereira,0.0,False,0,i,10,13,0,594,12,6132,168,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,475,192,459,188,412,167,479,191,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2,16,1,0.8,2.1,0.8,2.8,26.0,42.9,137.0,132.2,159.0,103.6,21.5,15.8,91.8,38.4,28.1,92.8,30.8,41.4,156.3,121.8,134.8,124.6,20.2,12.3,82.1,16.2,24.0,89.0,1,0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Drameh,AVL,2.55,CRY,2.2,ARS,2.57,LEI,3.79,FUL,3.83,2.99,1.0,1.0,547,100.0,0.0,433590,0,0,0,0,0,2,1.0,0.0,0,Cody,False,,0,40,433590.jpg,Drameh,0.1,False,0,a,11,2,1,6037,738,7410,445,0.2,0.2,70,0,0,0,3,0,0,0,0,0,0,0,16,12.8,2.7,0.0,1.6,325,122,317,112,377,140,351,124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1,0.8,1.2,0.6,0.8,21.0,29.4,92.9,78.2,122.2,73.2,16.8,14.9,86.7,30.5,32.0,82.6,19.0,28.0,83.0,84.3,113.0,67.8,15.0,12.1,70.8,19.5,30.4,73.2,1,0,0.0,0.0,6.0,1.0,1.0,0.14,1.0,70.0,70.0,0.0,4.0,1.0,0.2,1.6,16.0,12.8,2.7,0.0,1.0,1.6,16.0,12.8,2.7,0.0
Wilson-Esbrand,MUN,5.19,SOU,3.25,LIV,2.8,0,0.0,BHA,3.73,2.99,0.0,0.0,322,100.0,0.0,447880,0,0,-1,1,0,2,1.0,1.0,0,Josh,False,,0,39,447880.jpg,Wilson-Esbrand,0.7,False,0,a,13,43,0,56093,3614,62594,4099,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,412,159,389,150,335,123,415,157,0.0,0.0,0.0,0.0,0.0,0.0,20.0,3,14,1,1.0,1.0,1.0,0.2,18.8,32.2,88.0,106.8,126.9,75.6,10.9,10.2,63.7,16.5,22.1,56.1,10.0,23.2,53.5,92.9,86.6,49.8,5.0,6.3,41.4,8.9,12.6,33.4,1,0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aubameyang,CRY,2.44,WOL,3.49,AVL,2.79,BRE,2.96,MUN,3.29,2.99,0.0,0.0,617,100.0,100.0,54694,0,0,0,0,0,4,0.5,0.0,0,Pierre-Emerick,False,,2022-09-02T14:30:07.224831Z,90,54694.jpg,Aubameyang,0.5,False,0,a,6,8,0,64401,16433,25370,5359,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,631,70,631,70,631,70,631,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,7,0,0.9,1.1,0.6,1.0,20.0,32.3,91.8,97.5,134.6,76.2,15.2,16.7,82.2,49.0,36.0,76.4,18.2,29.2,78.1,85.8,128.0,68.8,11.4,12.7,58.0,40.4,28.8,56.6,0,1,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Randolph,WOL,3.57,FUL,3.54,SOU,2.58,LIV,2.35,BOU,2.89,2.99,0.0,0.0,571,100.0,0.0,32259,0,0,0,0,0,1,0.0,0.0,0,Darren,False,,0,40,32259.jpg,Randolph,0.2,False,0,a,19,21,0,9433,383,6154,328,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,421,33,398,15,344,10,424,33,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2,20,1,0.4,0.9,0.4,0.8,20.1,30.9,90.7,95.2,124.1,68.5,22.0,12.8,82.0,28.2,17.4,94.9,20.0,31.2,94.4,97.2,121.4,69.0,17.6,11.1,67.4,26.7,16.6,79.6,1,0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daka,NFO,2.54,BOU,2.76,CRY,3.16,LEE,2.81,WOL,3.64,2.98,2.5,4.3,271,75.0,0.0,245419,0,0,-3,3,1,4,3.6,3.8,1,Patson,False,Illness - 75% chance of playing,2022-09-23T09:00:06.630896Z,57,245419.jpg,Daka,0.7,False,0,d,10,13,15,41556,5481,117973,6622,0.8,2.6,235,1,1,0,13,0,0,0,2,0,0,2,61,84.6,46.8,86.0,21.7,153,12,149,19,92,28,124,20,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2,16,1,0.8,2.1,0.8,2.8,26.0,42.9,137.0,132.2,159.0,103.6,21.5,15.8,91.8,38.4,28.1,92.8,30.8,41.4,156.3,121.8,134.8,124.6,20.2,12.3,82.1,16.2,24.0,89.0,0,1,73.0,0.0,6.0,6.0,2.0,0.25,3.0,166.0,55.0,0.0,3.0,2.0,0.4,3.62,10.17,14.1,7.8,14.33,4.33,6.13,19.0,24.8,14.37,22.0
Clarke,LIV,2.41,TOT,3.17,BRE,2.84,NFO,3.81,MCI,2.65,2.98,0.0,0.0,543,0.0,0.0,178173,0,0,0,0,0,2,0.0,0.0,0,Matt,False,Transferred to Middlesbrough,2022-08-26T07:23:35.673658Z,40,178173.jpg,Clarke,0.1,False,0,u,5,36,0,10007,0,20782,603,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,435,167,414,158,360,131,438,165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,12,0,1.9,0.8,2.2,0.2,17.2,21.1,81.8,56.7,72.9,64.1,6.9,11.7,94.9,14.8,7.0,56.0,11.4,13.8,48.5,44.2,45.8,41.8,5.2,8.9,74.0,8.7,5.8,46.8,1,0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gazzaniga,NEW,3.3,WHU,2.61,BOU,2.92,AVL,2.43,LEE,3.66,2.98,0.0,0.0,207,0.0,0.0,102884,0,0,0,0,0,1,0.0,0.0,0,Paulo,False,Season-long loan to Girona,2022-09-02T10:43:49.391716Z,40,102884.jpg,Gazzaniga Farias,2.9,False,0,u,9,54,0,17125,0,246009,19793,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,428,39,407,23,353,18,431,39,0.0,0.0,0.0,0.0,0.0,0.0,16.0,3,15,1,1.0,0.9,0.6,0.8,20.9,34.6,108.5,96.9,139.8,78.9,13.5,14.7,91.6,32.7,22.2,74.6,20.0,32.0,104.6,83.9,130.0,70.4,14.2,16.0,97.5,41.3,21.4,74.0,1,0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roberts,LIV,2.41,TOT,3.17,BRE,2.84,NFO,3.81,MCI,2.65,2.98,0.0,0.0,122,0.0,0.0,433589,0,0,0,0,0,2,0.0,0.0,0,Haydon,False,Joined Derby County on loan - Expected back 01 Jul,2022-07-09T22:00:04.021716Z,40,433589.jpg,Roberts,0.0,False,0,u,5,36,0,0,0,429,14,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,450,174,429,165,376,139,453,172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,12,0,1.9,0.8,2.2,0.2,17.2,21.1,81.8,56.7,72.9,64.1,6.9,11.7,94.9,14.8,7.0,56.0,11.4,13.8,48.5,44.2,45.8,41.8,5.2,8.9,74.0,8.7,5.8,46.8,1,0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lallana,LIV,2.33,TOT,3.53,BRE,3.21,NFO,3.42,MCI,2.42,2.98,2.7,0.0,101,50.0,0.0,39155,0,0,-1,1,0,3,-0.5,0.0,0,Adam,False,Calf injury - 50% chance of playing,2022-08-27T20:00:06.417767Z,49,39155.jpg,Lallana,0.1,False,0,d,5,36,8,15183,20,25236,448,0.0,1.6,201,0,0,2,1,0,0,0,0,0,0,0,26,27.2,56.0,42.0,12.6,278,121,127,83,167,95,228,109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,12,0,1.9,0.8,2.2,0.2,17.2,21.1,81.8,56.7,72.9,64.1,6.9,11.7,94.9,14.8,7.0,56.0,11.4,13.8,48.5,44.2,45.8,41.8,5.2,8.9,74.0,8.7,5.8,46.8,0,1,0.0,5.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.2,8.67,9.07,18.67,14.0,0.0,0.0,0.0,0.0,0.0,0.0
Davies,SOU,2.56,MUN,3.93,TOT,2.69,NEW,3.31,CRY,2.4,2.98,1.2,1.5,190,100.0,100.0,173807,0,0,-1,1,0,3,1.5,1.5,0,Tom,False,,2022-08-24T16:30:06.063413Z,49,173807.jpg,Davies,0.0,False,0,a,8,11,6,2660,203,3371,236,0.3,1.2,274,0,0,1,3,0,0,0,2,0,0,0,21,15.8,22.3,32.0,7.0,313,140,223,123,207,109,282,129,0.0,0.0,0.0,0.0,0.0,0.0,19.0,2,17,0,0.9,1.4,0.4,0.8,22.1,32.9,111.0,90.4,128.6,79.0,19.9,14.9,93.8,23.9,30.9,91.4,20.2,28.9,94.8,72.6,122.6,64.2,22.4,11.7,81.5,22.3,13.4,92.8,0,1,0.0,1.0,3.0,5.0,4.0,0.57,3.0,163.0,54.0,0.0,3.0,2.0,0.4,1.4,4.2,3.16,4.46,6.4,1.67,0.67,4.33,3.67,1.33,1.67
Lucas Moura,ARS,2.96,BHA,2.64,EVE,3.25,MUN,3.11,NEW,2.9,2.97,1.0,0.0,431,50.0,0.0,95715,0,0,-2,2,0,3,0.0,0.0,0,Lucas,False,Tendon Injury - 50% chance of playing,2022-08-26T14:30:06.255826Z,58,95715.jpg,Rodrigues Moura da Silva,0.1,False,0,d,18,6,2,7370,99,34736,516,0.0,0.3,12,0,0,0,0,0,0,0,0,0,0,0,8,4.0,0.1,0.0,0.4,368,165,371,181,624,270,380,169,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4,1,0,2.1,0.9,1.6,1.0,17.5,22.9,80.0,69.6,79.2,61.0,5.2,12.3,92.8,21.6,8.0,57.0,18.4,23.3,89.2,68.3,75.2,61.6,6.4,11.0,90.0,16.1,4.0,53.4,0,1,0.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.2,4.0,2.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dummett,FUL,2.46,BRE,2.79,MUN,3.46,EVE,3.01,TOT,3.09,2.96,0.0,0.0,362,100.0,0.0,106618,0,0,-1,1,1,2,0.0,0.5,0,Paul,False,,0,39,106618.jpg,Dummett,0.5,False,0,a,15,4,0,21096,3648,30938,2017,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,401,150,378,141,324,114,404,148,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2,9,0,1.5,1.4,1.4,1.4,22.2,34.8,105.0,96.1,146.9,78.8,13.0,14.3,80.9,27.0,35.4,70.1,20.0,34.9,104.0,97.2,148.2,74.4,10.2,14.7,73.6,30.0,43.6,61.0,1,0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clark,FUL,2.46,BRE,2.79,MUN,3.46,EVE,3.01,TOT,3.09,2.96,0.0,0.0,352,0.0,0.0,58845,0,0,0,0,0,2,0.0,0.0,0,Ciaran,False,Joined Sheffield United on loan - Expected back 01 Jul,2022-07-13T23:30:04.924214Z,45,58845.jpg,Clark,0.0,False,0,u,15,4,0,0,0,220,3,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,523,206,514,205,487,196,528,206,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2,9,0,1.5,1.4,1.4,1.4,22.2,34.8,105.0,96.1,146.9,78.8,13.0,14.3,80.9,27.0,35.4,70.1,20.0,34.9,104.0,97.2,148.2,74.4,10.2,14.7,73.6,30.0,43.6,61.0,1,0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Telles,MCI,2.63,EVE,3.18,NEW,3.15,TOT,2.63,CHE,3.19,2.96,0.0,0.0,334,0.0,0.0,152590,0,0,0,0,0,2,0.0,0.0,0,Alex,False,Joined Sevilla on loan - Expected back 01 Jul,2022-08-04T16:30:05.499124Z,50,152590.jpg,Telles,0.0,False,0,u,14,1,0,0,0,6275,50,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,598,221,596,221,591,219,601,221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,13,0,2.9,0.8,2.8,0.6,15.0,15.4,60.3,40.4,53.9,54.4,4.5,10.4,76.4,17.4,9.9,53.1,12.4,11.0,46.8,30.6,32.8,43.2,3.8,8.6,64.9,12.2,8.4,48.4,1,0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manquillo,FUL,2.46,BRE,2.79,MUN,3.46,EVE,3.01,TOT,3.09,2.96,0.0,0.0,363,100.0,0.0,109528,0,0,-2,2,0,2,0.0,0.5,0,Javier,False,,0,43,109528.jpg,Manquillo Gaitán,0.1,False,0,a,15,4,0,1028,51,4598,212,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,473,190,457,186,410,165,477,189,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2,9,0,1.5,1.4,1.4,1.4,22.2,34.8,105.0,96.1,146.9,78.8,13.0,14.3,80.9,27.0,35.4,70.1,20.0,34.9,104.0,97.2,148.2,74.4,10.2,14.7,73.6,30.0,43.6,61.0,1,0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bailly,MCI,2.63,EVE,3.18,NEW,3.15,TOT,2.63,CHE,3.19,2.96,0.0,0.0,339,0.0,0.0,197365,0,0,0,0,0,2,0.0,0.0,0,Eric,False,Joined Marseille on loan - Expected back 01 Jul,2022-08-25T15:30:06.348925Z,40,197365.jpg,Bailly,0.6,False,0,u,14,1,0,20468,0,121610,3498,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,436,168,415,159,361,132,439,166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,13,0,2.9,0.8,2.8,0.6,15.0,15.4,60.3,40.4,53.9,54.4,4.5,10.4,76.4,17.4,9.9,53.1,12.4,11.0,46.8,30.6,32.8,43.2,3.8,8.6,64.9,12.2,8.4,48.4,1,0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ritchie,FUL,2.6,BRE,2.77,MUN,3.42,EVE,3.11,TOT,2.88,2.96,1.0,0.0,350,100.0,0.0,56983,0,0,-2,2,0,2,0.0,0.5,0,Matt,False,,0,43,56983.jpg,Ritchie,0.1,False,0,a,15,4,1,1808,164,6395,279,0.0,0.2,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,470,189,452,183,402,160,474,188,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2,9,0,1.5,1.4,1.4,1.4,22.2,34.8,105.0,96.1,146.9,78.8,13.0,14.3,80.9,27.0,35.4,70.1,20.0,34.9,104.0,97.2,148.2,74.4,10.2,14.7,73.6,30.0,43.6,61.0,1,0,0.0,0.0,8.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0
Lewis,FUL,2.46,BRE,2.79,MUN,3.46,EVE,3.01,TOT,3.09,2.96,0.0,0.0,372,100.0,100.0,194799,0,0,-1,1,0,2,0.0,0.5,0,Jamal,False,,2022-08-05T11:30:06.035015Z,44,194799.jpg,Lewis,0.0,False,0,a,15,4,0,784,98,2527,145,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,497,200,485,199,449,186,502,200,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2,9,0,1.5,1.4,1.4,1.4,22.2,34.8,105.0,96.1,146.9,78.8,13.0,14.3,80.9,27.0,35.4,70.1,20.0,34.9,104.0,97.2,148.2,74.4,10.2,14.7,73.6,30.0,43.6,61.0,1,0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fernández,FUL,2.46,BRE,2.79,MUN,3.46,EVE,3.01,TOT,3.09,2.96,0.0,0.0,351,0.0,0.0,57145,0,0,-1,1,0,2,0.0,0.0,0,Federico,False,Transferred to Elche,2022-09-02T11:04:42.629119Z,44,57145.jpg,Fernández,0.0,False,0,u,15,4,0,638,0,4993,159,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,482,197,468,195,429,180,486,196,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2,9,0,1.5,1.4,1.4,1.4,22.2,34.8,105.0,96.1,146.9,78.8,13.0,14.3,80.9,27.0,35.4,70.1,20.0,34.9,104.0,97.2,148.2,74.4,10.2,14.7,73.6,30.0,43.6,61.0,1,0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scherpen,LIV,2.64,TOT,2.7,BRE,2.8,NFO,3.65,MCI,2.94,2.95,0.0,0.0,542,0.0,0.0,240514,0,0,0,0,0,1,0.0,0.0,0,Kjell,False,Season-long loan to Vitesse Arnhem,2022-08-17T10:33:33.723103Z,40,240514.jpg,Scherpen,0.1,False,0,u,5,36,0,1447,0,5154,177,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,448,50,427,34,374,29,451,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,12,0,1.9,0.8,2.2,0.2,17.2,21.1,81.8,56.7,72.9,64.1,6.9,11.7,94.9,14.8,7.0,56.0,11.4,13.8,48.5,44.2,45.8,41.8,5.2,8.9,74.0,8.7,5.8,46.8,1,0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Konaté,BHA,3.55,ARS,3.19,MCI,2.5,WHU,2.84,NFO,2.66,2.95,0.0,0.0,290,50.0,0.0,204716,0,0,-2,2,0,2,0.5,0.0,0,Ibrahima,False,Knee injury - 50% chance of playing,2022-08-01T00:00:04.608818Z,48,204716.jpg,Konaté,0.2,False,0,d,12,14,0,2483,221,44968,658,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,584,218,578,218,566,216,587,218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,5,1,1.4,0.6,1.4,0.8,14.6,20.2,65.9,60.2,76.0,54.6,7.8,11.3,63.0,27.2,22.6,51.5,14.2,17.0,69.3,43.1,57.8,53.6,3.8,7.2,52.4,14.1,5.2,36.2,1,0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ramsay,BHA,3.55,ARS,3.19,MCI,2.5,WHU,2.84,NFO,2.66,2.95,0.0,0.0,298,50.0,0.0,489580,0,0,-1,1,0,2,0.5,0.0,0,Calvin,False,Back injury - 50% chance of playing,2022-08-16T23:30:06.002110Z,39,489580.jpg,Ramsay,0.2,False,0,d,12,14,0,6719,571,17389,666,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,414,161,391,152,337,125,417,159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,5,1,1.4,0.6,1.4,0.8,14.6,20.2,65.9,60.2,76.0,54.6,7.8,11.3,63.0,27.2,22.6,51.5,14.2,17.0,69.3,43.1,57.8,53.6,3.8,7.2,52.4,14.1,5.2,36.2,1,0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clark,BHA,2.86,ARS,3.8,MCI,2.22,WHU,3.3,NFO,2.56,2.95,1.0,0.0,584,100.0,0.0,491970,0,0,0,0,0,3,1.0,0.0,0,Bobby,False,,0,45,491970.jpg,Clark,0.0,False,0,a,12,14,1,596,40,524,43,0.0,0.2,7,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.3,2.0,0.2,565,230,361,174,309,152,390,174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,5,1,1.4,0.6,1.4,0.8,14.6,20.2,65.9,60.2,76.0,54.6,7.8,11.3,63.0,27.2,22.6,51.5,14.2,17.0,69.3,43.1,57.8,53.6,3.8,7.2,52.4,14.1,5.2,36.2,0,1,0.0,0.0,6.0,1.0,0.0,0.0,1.0,7.0,7.0,0.0,5.0,0.0,0.0,0.2,1.0,0.0,0.3,2.0,1.0,0.2,1.0,0.0,0.3,2.0
