id,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,ict_index_rank,ict_index_rank_type,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards,last_opponent,defender,attacker,minutes_last_game,games_injured,games_dropped,games_played,games_started,nail,games_played_last5,minutes_last5,minutes_pg_last5,games_injured_last5,games_dropped_last5,games_started_last5,nail_last5,ict_index_pg,bps_pg,influence_pg,creativity_pg,threat_pg,points_pg_last5,ict_index_pg_last5,bps_pg_last5,influence_pg_last5,creativity_pg_last5,threat_pg_last5,fixture_difficulty,opponent,is_home,opp_GS_pg,opp_GA_pg,opp_GS_last5_pg,opp_GA_last5_pg,opp_total_points_conceded_pg_atk,opp_ict_index_conceded_pg_atk,opp_influence_conceded_pg_atk,opp_creativity_conceded_pg_atk,opp_threat_conceded_pg_atk,opp_bps_conceded_pg_atk,opp_total_points_conceded_pg_def,opp_ict_index_conceded_pg_def,opp_influence_conceded_pg_def,opp_creativity_conceded_pg_def,opp_threat_conceded_pg_def,opp_bps_conceded_pg_def,opp_total_points_conceded_pg_atk_last5,opp_ict_index_conceded_pg_atk_last5,opp_influence_conceded_pg_atk_last5,opp_creativity_conceded_pg_atk_last5,opp_threat_conceded_pg_atk_last5,opp_bps_conceded_pg_atk_last5,opp_total_points_conceded_pg_def_last5,opp_ict_index_conceded_pg_def_last5,opp_influence_conceded_pg_def_last5,opp_creativity_conceded_pg_def_last5,opp_threat_conceded_pg_def_last5,opp_bps_conceded_pg_def_last5
1,1,189,100.0,100.0,3,69140,0,0,-4,4,41.5,331,112,0,2,3.3,2.8,5,Shkodran,2.3,14,0,38.3,315,113,False,215.8,264,105,890,0,2020-02-27T23:00:18.104137Z,51,0,0,0,69140.jpg,3.0,0,0,Mustafi,0.4,False,0.0,a,1,3,124.0,235,61,33,20727,1133,42038,374,0.5,6.5,Mustafi,1,16,1,0,90.0,2.0,20.0,11.0,9.0,0.31,4.0,360.0,90.0,2.0,0.0,3.0,1.0,3.48,17.18,19.62,3.77,11.27,2.0,2.9,16.0,16.9,6.72,5.25,2,4,1,1.1,1.3,0.6,0.6,22.9,35.0,110.0,100.4,140.3,84.9,19.2,15.4,101.4,31.1,21.9,90.9,13.6,24.2,62.7,84.1,95.6,48.8,27.4,15.9,91.3,34.1,33.8,102.0
2,3,153,100.0,100.0,3,98745,-1,1,-1,1,42.5,330,111,0,2,3.7,3.2,6,Héctor,2.7,15,1,25.8,354,128,False,155.4,313,123,893,0,2019-12-09T20:00:21.228098Z,54,0,0,0,98745.jpg,3.0,0,0,Bellerín,1.2,False,0.0,a,1,3,58.0,314,107,33,191148,4783,126942,3982,0.5,6.1,Bellerín,2,16,1,0,90.0,13.0,9.0,11.0,9.0,0.5,5.0,361.0,72.0,0.0,2.0,3.0,0.6,2.35,13.91,14.13,3.86,5.27,2.0,1.56,10.2,9.12,1.52,4.8,2,4,1,1.1,1.3,0.6,0.6,22.9,35.0,110.0,100.4,140.3,84.9,19.2,15.4,101.4,31.1,21.9,90.9,13.6,24.2,62.7,84.1,95.6,48.8,27.4,15.9,91.3,34.1,33.8,102.0
3,1,243,100.0,100.0,2,111457,0,0,-3,3,159.8,198,49,0,2,1.7,1.2,1,Sead,0.7,21,0,43.1,295,102,False,206.2,272,109,1213,0,2020-02-23T18:30:13.672943Z,52,0,0,0,111457.jpg,1.9,0,0,Kolasinac,0.5,False,0.0,a,1,3,67.0,303,99,37,60844,336,131402,555,0.1,7.1,Kolasinac,3,16,1,0,20.0,13.0,5.0,19.0,13.0,0.72,3.0,127.0,42.0,3.0,1.0,1.0,0.5,2.27,12.79,10.85,8.41,3.53,1.0,0.63,8.0,5.4,1.17,0.0,2,4,1,1.1,1.3,0.6,0.6,22.9,35.0,110.0,100.4,140.3,84.9,19.2,15.4,101.4,31.1,21.9,90.9,13.6,24.2,62.7,84.1,95.6,48.8,27.4,15.9,91.3,34.1,33.8,102.0
4,3,222,100.0,100.0,3,154043,0,0,-5,5,158.3,202,51,1,2,1.7,1.2,1,Ainsley,0.7,20,0,45.9,282,95,False,269.4,228,92,1243,0,2019-09-22T18:00:10.824841Z,45,0,0,0,154043.jpg,2.4,1,0,Maitland-Niles,2.3,False,0.0,a,1,3,37.0,344,123,38,606670,573,644524,1691,0.2,8.4,Maitland-Niles,3,16,1,0,10.0,0.0,18.0,16.0,13.0,0.42,2.0,33.0,16.0,0.0,5.0,0.0,0.0,2.87,13.88,16.84,9.89,2.31,1.0,0.5,3.0,3.8,1.45,0.0,2,4,1,1.1,1.3,0.6,0.6,22.9,35.0,110.0,100.4,140.3,84.9,19.2,15.4,101.4,31.1,21.9,90.9,13.6,24.2,62.7,84.1,95.6,48.8,27.4,15.9,91.3,34.1,33.8,102.0
5,5,305,100.0,0.0,4,39476,0,0,-2,2,36.8,339,115,1,2,1.0,0.0,0,Sokratis,0.0,25,2,58.5,229,68,False,436.2,124,49,1696,0,2020-06-18T18:00:15.974146Z,48,0,0,0,39476.jpg,3.0,0,0,Papastathopoulos,1.4,False,0.0,a,1,3,110.0,249,68,57,180108,523,221610,2733,0.0,11.9,Sokratis,6,16,1,0,0.0,4.0,8.0,19.0,19.0,0.7,1.0,90.0,90.0,1.0,3.0,1.0,0.25,3.08,16.05,22.96,1.94,5.79,5.0,1.4,19.0,4.6,5.0,4.0,2,4,1,1.1,1.3,0.6,0.6,22.9,35.0,110.0,100.4,140.3,84.9,19.2,15.4,101.4,31.1,21.9,90.9,13.6,24.2,62.7,84.1,95.6,48.8,27.4,15.9,91.3,34.1,33.8,102.0
6,1,54,0.0,0.0,1,38411,0,0,0,0,40.8,332,113,0,2,0.0,0.0,0,Nacho,0.0,4,0,10.0,399,146,False,47.2,402,151,270,Joined Real Sociedad on a permanent deal on 31/8,2019-08-31T11:30:14.661839Z,50,0,0,0,38411.jpg,3.3,0,0,Monreal,0.2,False,0.0,u,1,3,12.0,396,147,10,28214,1,89169,16,0.0,2.0,Monreal,0,16,1,0,0.0,28.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.33,18.0,15.73,13.6,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,1,1.1,1.3,0.6,0.6,22.9,35.0,110.0,100.4,140.3,84.9,19.2,15.4,101.4,31.1,21.9,90.9,13.6,24.2,62.7,84.1,95.6,48.8,27.4,15.9,91.3,34.1,33.8,102.0
7,0,0,0.0,0.0,0,51507,0,0,0,0,0.0,620,215,0,2,0.0,0.0,0,Laurent,0.0,0,0,0.0,627,215,False,0.0,624,215,0,Joined Bordeaux on a permanent deal on 6/8.,2019-08-08T11:00:09.045030Z,50,0,0,0,51507.jpg,0.0,0,0,Koscielny,0.1,False,0.0,u,1,3,0.0,616,214,0,710,5,12828,4,0.0,0.0,Koscielny,0,16,1,0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,1,1.1,1.3,0.6,0.6,22.9,35.0,110.0,100.4,140.3,84.9,19.2,15.4,101.4,31.1,21.9,90.9,13.6,24.2,62.7,84.1,95.6,48.8,27.4,15.9,91.3,34.1,33.8,102.0
8,0,0,0.0,0.0,0,233963,0,0,-2,2,0.0,561,211,0,2,0.0,0.0,0,Konstantinos,0.0,0,0,0.0,575,211,False,0.0,571,211,0,Joined Nuremberg on loan until the end of the season on 13/1. - Expected back 01 Aug,2020-01-13T14:30:21.309535Z,43,0,0,0,233963.jpg,0.0,0,0,Mavropanos,0.0,False,0.0,n,1,3,0.0,540,204,0,1144,2,5000,11,0.0,0.0,Mavropanos,0,16,1,0,0.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,1,1.1,1.3,0.6,0.6,22.9,35.0,110.0,100.4,140.3,84.9,19.2,15.4,101.4,31.1,21.9,90.9,13.6,24.2,62.7,84.1,95.6,48.8,27.4,15.9,91.3,34.1,33.8,102.0
9,0,0,0.0,0.0,0,80254,0,0,0,0,0.0,576,212,0,2,0.0,0.0,0,Carl,0.0,0,0,0.0,589,212,False,0.0,585,212,0,Joined Nottingham Forest on a permanent deal on 7/8.,2019-08-07T17:00:10.875251Z,45,0,0,0,80254.jpg,0.0,0,0,Jenkinson,0.0,False,0.0,u,1,3,0.0,558,206,0,478,3,2666,3,0.0,0.0,Jenkinson,0,16,1,0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,1,1.1,1.3,0.6,0.6,22.9,35.0,110.0,100.4,140.3,84.9,19.2,15.4,101.4,31.1,21.9,90.9,13.6,24.2,62.7,84.1,95.6,48.8,27.4,15.9,91.3,34.1,33.8,102.0
10,2,57,100.0,100.0,1,156074,0,0,-1,1,1.6,443,163,0,2,4.0,3.5,8,Rob,3.0,5,0,7.2,418,152,False,64.4,386,148,265,0,2019-12-09T10:00:19.335279Z,44,0,0,0,156074.jpg,2.8,0,0,Holding,0.2,False,0.0,a,1,3,6.0,415,153,11,18920,4395,16422,272,0.7,2.5,Holding,0,16,1,0,90.0,9.0,19.0,4.0,3.0,0.14,2.0,180.0,90.0,0.0,3.0,2.0,0.4,1.8,14.25,16.1,0.4,1.5,4.5,2.8,22.0,25.5,0.6,2.0,2,4,1,1.1,1.3,0.6,0.6,22.9,35.0,110.0,100.4,140.3,84.9,19.2,15.4,101.4,31.1,21.9,90.9,13.6,24.2,62.7,84.1,95.6,48.8,27.4,15.9,91.3,34.1,33.8,102.0
